dataset	sample	module	score	group	genotype	treatment	n_cells	condition
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600875_IFNg_BV421_Tconv_2	lipid_lysosomal_apc	-0.1702023101423472	IFNg_Tconv_phago				IFNg_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600876_IFNg_Ax647_Tconv_3	lipid_lysosomal_apc	-0.22400167495634593	IFNg_Tconv_phago				IFNg_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600877_IFNg_Ax647_Tconv_4	lipid_lysosomal_apc	-0.2030834458262039	IFNg_Tconv_phago				IFNg_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600878_IFNg_Ax647_Treg_1	lipid_lysosomal_apc	-0.5751339737398384	IFNg_Treg_phago				IFNg_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600879_IFNg_Ax647_Treg_2	lipid_lysosomal_apc	-0.3547105891691745	IFNg_Treg_phago				IFNg_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600880_IFNg_BV421_Treg_3	lipid_lysosomal_apc	-0.41918568449453086	IFNg_Treg_phago				IFNg_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600881_IFNg_BV421_Treg_4	lipid_lysosomal_apc	-0.37450368828661607	IFNg_Treg_phago				IFNg_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600882_IL10_nonphago_1	lipid_lysosomal_apc	0.20392684441424672	IL10_nonphago				IL10_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600883_IL10_nonphago_2	lipid_lysosomal_apc	0.23550165409202994	IL10_nonphago				IL10_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600884_IL10_nonphago_3	lipid_lysosomal_apc	0.2502606542991237	IL10_nonphago				IL10_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600885_IL10_nonphago_4	lipid_lysosomal_apc	0.2528013358704546	IL10_nonphago				IL10_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600886_IL10_BV421_Tconv_1	lipid_lysosomal_apc	0.4114325797751734	IL10_Tconv_phago				IL10_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600887_IL10_BV421_Tconv_2	lipid_lysosomal_apc	0.38815536932336786	IL10_Tconv_phago				IL10_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600888_IL10_Ax647_Tconv_3	lipid_lysosomal_apc	0.3972648391135936	IL10_Tconv_phago				IL10_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600889_IL10_Ax647_Tconv_4	lipid_lysosomal_apc	0.413306037226089	IL10_Tconv_phago				IL10_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600890_IL10_Ax647_Treg_1	lipid_lysosomal_apc	0.37346789844862693	IL10_Treg_phago				IL10_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600891_IL10_Ax647_Treg_2	lipid_lysosomal_apc	0.3267479833439121	IL10_Treg_phago				IL10_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600892_IL10_BV421_Treg_3	lipid_lysosomal_apc	0.37600615346383737	IL10_Treg_phago				IL10_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600893_IL10_BV421_Treg_4	lipid_lysosomal_apc	0.34382183541535566	IL10_Treg_phago				IL10_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600866_M0_5	generic_ifn	-0.503488308387424	M0				M0
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600867_M0_6	generic_ifn	-0.5986824922014707	M0				M0
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600868_M0_7	generic_ifn	-0.6569561335637875	M0				M0
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600869_M0_8	generic_ifn	-0.9261879789378132	M0				M0
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600870_IFNg_nonphago_1	generic_ifn	0.9837336222077148	IFNg_nonphago				IFNg_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600871_IFNg_nonphago_2	generic_ifn	1.1726691236588414	IFNg_nonphago				IFNg_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600872_IFNg_nonphago_3	generic_ifn	1.1248805308935221	IFNg_nonphago				IFNg_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600873_IFNg_nonphago_4	generic_ifn	1.0742967294360788	IFNg_nonphago				IFNg_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600874_IFNg_BV421_Tconv_1	generic_ifn	0.8853233687812471	IFNg_Tconv_phago				IFNg_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600875_IFNg_BV421_Tconv_2	generic_ifn	1.2709855266672585	IFNg_Tconv_phago				IFNg_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600876_IFNg_Ax647_Tconv_3	generic_ifn	1.2111938203818693	IFNg_Tconv_phago				IFNg_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600877_IFNg_Ax647_Tconv_4	generic_ifn	1.0529801063216981	IFNg_Tconv_phago				IFNg_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600878_IFNg_Ax647_Treg_1	generic_ifn	0.7604006704129959	IFNg_Treg_phago				IFNg_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600879_IFNg_Ax647_Treg_2	generic_ifn	0.8440615139281792	IFNg_Treg_phago				IFNg_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600880_IFNg_BV421_Treg_3	generic_ifn	0.6651760071876834	IFNg_Treg_phago				IFNg_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600881_IFNg_BV421_Treg_4	generic_ifn	0.6349731526545294	IFNg_Treg_phago				IFNg_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600882_IL10_nonphago_1	generic_ifn	-0.7299088759120097	IL10_nonphago				IL10_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600883_IL10_nonphago_2	generic_ifn	-0.7101668441140435	IL10_nonphago				IL10_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600884_IL10_nonphago_3	generic_ifn	-0.872609853338855	IL10_nonphago				IL10_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600885_IL10_nonphago_4	generic_ifn	-0.8807857386614159	IL10_nonphago				IL10_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600886_IL10_BV421_Tconv_1	generic_ifn	-0.7717607556174199	IL10_Tconv_phago				IL10_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600887_IL10_BV421_Tconv_2	generic_ifn	-0.819140205223198	IL10_Tconv_phago				IL10_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600888_IL10_Ax647_Tconv_3	generic_ifn	-0.8212457170603519	IL10_Tconv_phago				IL10_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600889_IL10_Ax647_Tconv_4	generic_ifn	-0.8712035065157733	IL10_Tconv_phago				IL10_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600890_IL10_Ax647_Treg_1	generic_ifn	-0.7058787509103177	IL10_Treg_phago				IL10_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600891_IL10_Ax647_Treg_2	generic_ifn	-0.6051327213291894	IL10_Treg_phago				IL10_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600892_IL10_BV421_Treg_3	generic_ifn	-0.5997061507878184	IL10_Treg_phago				IL10_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600893_IL10_BV421_Treg_4	generic_ifn	-0.607820139970745	IL10_Treg_phago				IL10_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600866_M0_5	stress_cytotoxicity	0.026113012619157584	M0				M0
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600867_M0_6	stress_cytotoxicity	0.10567117456963038	M0				M0
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600868_M0_7	stress_cytotoxicity	0.01824210099126431	M0				M0
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600869_M0_8	stress_cytotoxicity	0.0744676494841285	M0				M0
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600870_IFNg_nonphago_1	stress_cytotoxicity	0.08934790233819045	IFNg_nonphago				IFNg_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600871_IFNg_nonphago_2	stress_cytotoxicity	-0.16431545715852955	IFNg_nonphago				IFNg_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600872_IFNg_nonphago_3	stress_cytotoxicity	0.17964248560572701	IFNg_nonphago				IFNg_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600873_IFNg_nonphago_4	stress_cytotoxicity	0.15965211294089213	IFNg_nonphago				IFNg_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600874_IFNg_BV421_Tconv_1	stress_cytotoxicity	0.3658804781387699	IFNg_Tconv_phago				IFNg_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600875_IFNg_BV421_Tconv_2	stress_cytotoxicity	0.3816559178260464	IFNg_Tconv_phago				IFNg_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600876_IFNg_Ax647_Tconv_3	stress_cytotoxicity	0.3790460974728292	IFNg_Tconv_phago				IFNg_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600877_IFNg_Ax647_Tconv_4	stress_cytotoxicity	0.4108146434064	IFNg_Tconv_phago				IFNg_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600878_IFNg_Ax647_Treg_1	stress_cytotoxicity	0.04743248922288598	IFNg_Treg_phago				IFNg_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600879_IFNg_Ax647_Treg_2	stress_cytotoxicity	0.14775511712128572	IFNg_Treg_phago				IFNg_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600880_IFNg_BV421_Treg_3	stress_cytotoxicity	0.0600228213034889	IFNg_Treg_phago				IFNg_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600881_IFNg_BV421_Treg_4	stress_cytotoxicity	0.10073107386746677	IFNg_Treg_phago				IFNg_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600882_IL10_nonphago_1	stress_cytotoxicity	0.026658641541729467	IL10_nonphago				IL10_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600883_IL10_nonphago_2	stress_cytotoxicity	-0.09755784234231785	IL10_nonphago				IL10_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600884_IL10_nonphago_3	stress_cytotoxicity	-0.020059826969763363	IL10_nonphago				IL10_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600885_IL10_nonphago_4	stress_cytotoxicity	0.06320755324256046	IL10_nonphago				IL10_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600886_IL10_BV421_Tconv_1	stress_cytotoxicity	-0.5198819360580769	IL10_Tconv_phago				IL10_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600887_IL10_BV421_Tconv_2	stress_cytotoxicity	-0.18176014009025018	IL10_Tconv_phago				IL10_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600888_IL10_Ax647_Tconv_3	stress_cytotoxicity	-0.4111970809704452	IL10_Tconv_phago				IL10_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600889_IL10_Ax647_Tconv_4	stress_cytotoxicity	-0.22314703713499923	IL10_Tconv_phago				IL10_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600890_IL10_Ax647_Treg_1	stress_cytotoxicity	-0.2373812720131749	IL10_Treg_phago				IL10_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600891_IL10_Ax647_Treg_2	stress_cytotoxicity	-0.2550136259316566	IL10_Treg_phago				IL10_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600892_IL10_BV421_Treg_3	stress_cytotoxicity	-0.23648333141302952	IL10_Treg_phago				IL10_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600893_IL10_BV421_Treg_4	stress_cytotoxicity	-0.28954372161019964	IL10_Treg_phago				IL10_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600866_M0_5	fibrosis_profibrotic	1.0062327545361682	M0				M0
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600867_M0_6	fibrosis_profibrotic	1.1587230319580237	M0				M0
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600868_M0_7	fibrosis_profibrotic	1.201831063116327	M0				M0
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600869_M0_8	fibrosis_profibrotic	1.20289346824977	M0				M0
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600870_IFNg_nonphago_1	fibrosis_profibrotic	-0.7839440706602328	IFNg_nonphago				IFNg_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600871_IFNg_nonphago_2	fibrosis_profibrotic	-1.0230343685940857	IFNg_nonphago				IFNg_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600872_IFNg_nonphago_3	fibrosis_profibrotic	-1.012457628087026	IFNg_nonphago				IFNg_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600873_IFNg_nonphago_4	fibrosis_profibrotic	-1.0381903706816236	IFNg_nonphago				IFNg_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600874_IFNg_BV421_Tconv_1	fibrosis_profibrotic	-1.0910691881069414	IFNg_Tconv_phago				IFNg_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600875_IFNg_BV421_Tconv_2	fibrosis_profibrotic	-1.000169670779245	IFNg_Tconv_phago				IFNg_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600876_IFNg_Ax647_Tconv_3	fibrosis_profibrotic	-0.9842123162011527	IFNg_Tconv_phago				IFNg_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600877_IFNg_Ax647_Tconv_4	fibrosis_profibrotic	-1.1209270405630383	IFNg_Tconv_phago				IFNg_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600878_IFNg_Ax647_Treg_1	fibrosis_profibrotic	-1.1442197475277647	IFNg_Treg_phago				IFNg_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600879_IFNg_Ax647_Treg_2	fibrosis_profibrotic	-1.1601546319015443	IFNg_Treg_phago				IFNg_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600880_IFNg_BV421_Treg_3	fibrosis_profibrotic	-1.115275918104268	IFNg_Treg_phago				IFNg_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600881_IFNg_BV421_Treg_4	fibrosis_profibrotic	-1.2922114735945456	IFNg_Treg_phago				IFNg_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600882_IL10_nonphago_1	fibrosis_profibrotic	0.8142874671613881	IL10_nonphago				IL10_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600883_IL10_nonphago_2	fibrosis_profibrotic	0.7975652417489872	IL10_nonphago				IL10_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600884_IL10_nonphago_3	fibrosis_profibrotic	0.8721046724533156	IL10_nonphago				IL10_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600885_IL10_nonphago_4	fibrosis_profibrotic	0.9412174976939971	IL10_nonphago				IL10_nonphago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600886_IL10_BV421_Tconv_1	fibrosis_profibrotic	1.0257425263158402	IL10_Tconv_phago				IL10_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600887_IL10_BV421_Tconv_2	fibrosis_profibrotic	1.0420517328574255	IL10_Tconv_phago				IL10_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600888_IL10_Ax647_Tconv_3	fibrosis_profibrotic	0.9913668612130689	IL10_Tconv_phago				IL10_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600889_IL10_Ax647_Tconv_4	fibrosis_profibrotic	1.110279350123779	IL10_Tconv_phago				IL10_Tconv_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600890_IL10_Ax647_Treg_1	fibrosis_profibrotic	0.056897411903457706	IL10_Treg_phago				IL10_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600891_IL10_Ax647_Treg_2	fibrosis_profibrotic	0.1545842024735826	IL10_Treg_phago				IL10_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600892_IL10_BV421_Treg_3	fibrosis_profibrotic	0.160718933418634	IL10_Treg_phago				IL10_Treg_phago
GSE325329_ifng_il10_phagocytic_macrophages	GSM9600893_IL10_BV421_Treg_4	fibrosis_profibrotic	0.22937020957771082	IL10_Treg_phago				IL10_Treg_phago
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample1	resolution_efferocytosis	0.3003083336195503	LIPA_KO				LIPA_KO
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample2	resolution_efferocytosis	0.22198529741997305	LIPA_KO				LIPA_KO
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample3	resolution_efferocytosis	-0.5409407628447713	LIPA_WT				LIPA_WT
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample4	resolution_efferocytosis	0.22516526170195794	LIPA_WT				LIPA_WT
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample5	resolution_efferocytosis	0.38074877952278147	LIPA_WT				LIPA_WT
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample6	resolution_efferocytosis	-0.5872669094194913	LIPA_KO				LIPA_KO
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample1	lipid_lysosomal_apc	0.02200690288497712	LIPA_KO				LIPA_KO
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample2	lipid_lysosomal_apc	-0.14442683875945708	LIPA_KO				LIPA_KO
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample3	lipid_lysosomal_apc	-0.4403073857474601	LIPA_WT				LIPA_WT
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample4	lipid_lysosomal_apc	0.1679435947684776	LIPA_WT				LIPA_WT
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample5	lipid_lysosomal_apc	1.1332917555234754	LIPA_WT				LIPA_WT
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample6	lipid_lysosomal_apc	-0.7385080286700131	LIPA_KO				LIPA_KO
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample1	generic_ifn	-0.3240950869737988	LIPA_KO				LIPA_KO
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample2	generic_ifn	0.249512040509255	LIPA_KO				LIPA_KO
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample3	generic_ifn	-0.7436097818299762	LIPA_WT				LIPA_WT
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample4	generic_ifn	0.9521301662094047	LIPA_WT				LIPA_WT
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample5	generic_ifn	0.17378595451955667	LIPA_WT				LIPA_WT
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample6	generic_ifn	-0.3077232924344419	LIPA_KO				LIPA_KO
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample1	stress_cytotoxicity	0.28599325793106345	LIPA_KO				LIPA_KO
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample2	stress_cytotoxicity	0.41272550208957015	LIPA_KO				LIPA_KO
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample3	stress_cytotoxicity	-0.10095137101131693	LIPA_WT				LIPA_WT
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample4	stress_cytotoxicity	-0.1585225369792183	LIPA_WT				LIPA_WT
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample5	stress_cytotoxicity	-0.5877299841939814	LIPA_WT				LIPA_WT
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample6	stress_cytotoxicity	0.14848513216388853	LIPA_KO				LIPA_KO
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample1	fibrosis_profibrotic	0.38754388003903906	LIPA_KO				LIPA_KO
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample2	fibrosis_profibrotic	0.6451538230133457	LIPA_KO				LIPA_KO
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample3	fibrosis_profibrotic	0.6886920708335771	LIPA_WT				LIPA_WT
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample4	fibrosis_profibrotic	-1.3669867404446217	LIPA_WT				LIPA_WT
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample5	fibrosis_profibrotic	-0.47635115563799885	LIPA_WT				LIPA_WT
GSE100260_human_LIPA_KO_iPSC_macrophages	FPKM_sample6	fibrosis_profibrotic	0.12194812219666103	LIPA_KO				LIPA_KO
GSE243117_mouse_LipaOE_peritoneal_macrophages	Ctl3	resolution_efferocytosis	0.2961809023813972	Control				control
GSE243117_mouse_LipaOE_peritoneal_macrophages	Ctl4	resolution_efferocytosis	-0.6679442944940623	Control				control
GSE243117_mouse_LipaOE_peritoneal_macrophages	Ctl5	resolution_efferocytosis	0.21268708127853553	Control				control
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaTg3	resolution_efferocytosis	0.3834866166502628	LipaOE				LipaOE
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaTg4	resolution_efferocytosis	-0.3670953511845027	LipaOE				LipaOE
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaTg5	resolution_efferocytosis	0.14268504536836663	LipaOE				LipaOE
GSE243117_mouse_LipaOE_peritoneal_macrophages	Ctl3	lipid_lysosomal_apc	0.2760410688741787	Control				control
GSE243117_mouse_LipaOE_peritoneal_macrophages	Ctl4	lipid_lysosomal_apc	-0.36954269502860637	Control				control
GSE243117_mouse_LipaOE_peritoneal_macrophages	Ctl5	lipid_lysosomal_apc	-0.6231240652445693	Control				control
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaTg3	lipid_lysosomal_apc	0.34645279262400547	LipaOE				LipaOE
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaTg4	lipid_lysosomal_apc	0.20817749245689599	LipaOE				LipaOE
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaTg5	lipid_lysosomal_apc	0.16199540631813272	LipaOE				LipaOE
GSE243117_mouse_LipaOE_peritoneal_macrophages	Ctl3	generic_ifn	-0.18881967672390562	Control				control
GSE243117_mouse_LipaOE_peritoneal_macrophages	Ctl4	generic_ifn	-1.3969079285119221	Control				control
GSE243117_mouse_LipaOE_peritoneal_macrophages	Ctl5	generic_ifn	-0.45936602093554546	Control				control
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaTg3	generic_ifn	0.515885217955636	LipaOE				LipaOE
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaTg4	generic_ifn	1.0665209411443823	LipaOE				LipaOE
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaTg5	generic_ifn	0.46268746707137604	LipaOE				LipaOE
GSE243117_mouse_LipaOE_peritoneal_macrophages	Ctl3	stress_cytotoxicity	0.11424776297010587	Control				control
GSE243117_mouse_LipaOE_peritoneal_macrophages	Ctl4	stress_cytotoxicity	-0.28136048933972085	Control				control
GSE243117_mouse_LipaOE_peritoneal_macrophages	Ctl5	stress_cytotoxicity	1.0957472450787478	Control				control
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaTg3	stress_cytotoxicity	-0.4170242890280159	LipaOE				LipaOE
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaTg4	stress_cytotoxicity	-0.22898501249789527	LipaOE				LipaOE
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaTg5	stress_cytotoxicity	-0.2826252171832236	LipaOE				LipaOE
GSE243117_mouse_LipaOE_peritoneal_macrophages	Ctl3	fibrosis_profibrotic	0.19444298325809942	Control				control
GSE243117_mouse_LipaOE_peritoneal_macrophages	Ctl4	fibrosis_profibrotic	-0.27195178004352333	Control				control
GSE243117_mouse_LipaOE_peritoneal_macrophages	Ctl5	fibrosis_profibrotic	0.1881157132694732	Control				control
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaTg3	fibrosis_profibrotic	0.30792728376481615	LipaOE				LipaOE
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaTg4	fibrosis_profibrotic	-0.2329072862585931	LipaOE				LipaOE
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaTg5	fibrosis_profibrotic	-0.18562691399022027	LipaOE				LipaOE
GSE285961_mouse_LipaOE_plaque_macrophages	Ctrl1	resolution_efferocytosis	-0.32281086409867593	Control				control
GSE285961_mouse_LipaOE_plaque_macrophages	Ctrl2	resolution_efferocytosis	0.1753815795682987	Control				control
GSE285961_mouse_LipaOE_plaque_macrophages	Ctrl3	resolution_efferocytosis	0.15395479516084662	Control				control
GSE285961_mouse_LipaOE_plaque_macrophages	Ctrl4	resolution_efferocytosis	-0.1991315067524137	Control				control
GSE285961_mouse_LipaOE_plaque_macrophages	M-LipaKI1	resolution_efferocytosis	0.06852043409429807	LipaOE				LipaOE
GSE285961_mouse_LipaOE_plaque_macrophages	M-LipaKI2	resolution_efferocytosis	-0.2795304632786759	LipaOE				LipaOE
GSE285961_mouse_LipaOE_plaque_macrophages	M-LipaKI3	resolution_efferocytosis	0.33705968473238196	LipaOE				LipaOE
GSE285961_mouse_LipaOE_plaque_macrophages	M-LipaKI4	resolution_efferocytosis	0.06655634057395532	LipaOE				LipaOE
GSE285961_mouse_LipaOE_plaque_macrophages	Ctrl1	lipid_lysosomal_apc	0.6817573364586372	Control				control
GSE285961_mouse_LipaOE_plaque_macrophages	Ctrl2	lipid_lysosomal_apc	0.10923181703951121	Control				control
GSE285961_mouse_LipaOE_plaque_macrophages	Ctrl3	lipid_lysosomal_apc	-0.08663413108318122	Control				control
GSE285961_mouse_LipaOE_plaque_macrophages	Ctrl4	lipid_lysosomal_apc	-0.21666388786945803	Control				control
GSE285961_mouse_LipaOE_plaque_macrophages	M-LipaKI1	lipid_lysosomal_apc	-0.11464592517026868	LipaOE				LipaOE
GSE285961_mouse_LipaOE_plaque_macrophages	M-LipaKI2	lipid_lysosomal_apc	-0.639742498998487	LipaOE				LipaOE
GSE285961_mouse_LipaOE_plaque_macrophages	M-LipaKI3	lipid_lysosomal_apc	0.5147350961017557	LipaOE				LipaOE
GSE285961_mouse_LipaOE_plaque_macrophages	M-LipaKI4	lipid_lysosomal_apc	-0.24803780647849102	LipaOE				LipaOE
GSE285961_mouse_LipaOE_plaque_macrophages	Ctrl1	generic_ifn	-0.39692475116657905	Control				control
GSE285961_mouse_LipaOE_plaque_macrophages	Ctrl2	generic_ifn	0.9696901305772342	Control				control
GSE285961_mouse_LipaOE_plaque_macrophages	Ctrl3	generic_ifn	0.8624644306419312	Control				control
GSE285961_mouse_LipaOE_plaque_macrophages	Ctrl4	generic_ifn	-0.42982178423884937	Control				control
