seed	n_requested	latent_event_probability	allocation	score_site_structure	effect_pattern	n_simulated_cohorts	n_valid_fits	valid_fit_rate	pooled_significant_count	pooled_significant_probability	pooled_significant_ci_low	pooled_significant_ci_high	pooled_positive_probability	pooled_negative_probability	stratified_significant_count	stratified_significant_probability	stratified_significant_ci_low	stratified_significant_ci_high	stratified_positive_probability	stratified_negative_probability	transport_pass_probability	heterogeneity_detection_probability	median_pooled_z	median_stratified_z	median_heterogeneity_p	median_minimum_site_events	median_minimum_site_n
54961	180	0.15	balanced	balanced_score	null	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.0175	0.025	15	0.0375	0.022855029814710867	0.060943842444513396	0.015	0.0225	0.0	0.0625	0.013760830195771956	0.049018847146964875	0.4747844822873568	4.0	52.0
54961	180	0.15	balanced	balanced_score	homogeneous	400	400	1.0	202	0.505	0.45618935783904724	0.5537155192176098	0.505	0.0	196	0.49	0.441339288394901	0.5388509574917849	0.49	0.0	0.0025	0.0575	1.9759203725697858	1.9430648008748268	0.5136669069784074	4.0	52.0
54961	180	0.15	balanced	balanced_score	one_site_only	400	400	1.0	29	0.0725	0.05095051840227673	0.10218249325354675	0.0675	0.005	35	0.0875	0.06358691021150324	0.11926073261429136	0.075	0.0125	0.0	0.105	0.48052816876619653	0.4924442319129211	0.3397622466662724	4.0	52.0
54961	180	0.15	balanced	balanced_score	one_site_reversed	400	399	0.9975	28	0.07	0.04887162669974449	0.09930894642775051	0.04	0.03	29	0.0725	0.05095051840227673	0.10218249325354675	0.0375	0.035	0.0	0.3975	0.1195461186267168	0.05450425151935643	0.09524834639703365	4.0	52.0
54961	180	0.15	balanced	hazard_aligned_score	null	400	400	1.0	80	0.2	0.16373705973387687	0.24197031686670106	0.2	0.0	25	0.0625	0.04268914141220244	0.09063411613030699	0.03	0.0325	0.0	0.055	1.0926703859609956	-0.07450663254207632	0.48326726008977927	4.0	52.0
54961	180	0.15	balanced	hazard_aligned_score	homogeneous	400	400	1.0	313	0.7825	0.7394871744110122	0.8201383792901101	0.7825	0.0	205	0.5125	0.4636306970848221	0.5611314955568205	0.5125	0.0	0.0025	0.045	2.680314859038802	2.001435483890125	0.5110550504781797	4.0	52.0
54961	180	0.15	balanced	hazard_aligned_score	one_site_only	400	400	1.0	113	0.2825	0.24061027235147464	0.32852757568394425	0.2825	0.0	34	0.085	0.0614630200239382	0.11643218427352792	0.075	0.01	0.0	0.0875	1.4203797450933155	0.4267786860561017	0.383657008738602	4.0	52.0
54961	180	0.15	balanced	hazard_aligned_score	one_site_reversed	400	400	1.0	69	0.1725	0.13863520728428091	0.2125953455046833	0.1725	0.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.025	0.0175	0.0	0.3775	1.1968802397886829	0.1442947392711944	0.09435919740474102	4.0	52.0
54961	180	0.15	imbalanced_60_30_10	balanced_score	null	400	400	1.0	23	0.0575	0.038617542757733075	0.08480083772811935	0.03	0.0275	27	0.0675	0.04680146916375965	0.09642666543540682	0.035	0.0325	0.0	0.06	0.02111402472060634	-0.04459078589372255	0.46061558753788756	4.0	16.0
54961	180	0.15	imbalanced_60_30_10	balanced_score	homogeneous	400	400	1.0	203	0.5075	0.45866859619769573	0.5561887193872896	0.5075	0.0	205	0.5125	0.4636306970848221	0.5611314955568205	0.5125	0.0	0.0	0.0625	1.9757500758719537	1.996646783489291	0.5032229615420319	4.0	16.0
54961	180	0.15	imbalanced_60_30_10	balanced_score	one_site_only	400	400	1.0	69	0.1725	0.13863520728428091	0.2125953455046833	0.1725	0.0	64	0.16	0.12733275559943816	0.1991356045478835	0.16	0.0	0.0	0.1375	0.9849356291646283	0.976283460474884	0.331324740608735	4.0	16.0
54961	180	0.15	imbalanced_60_30_10	balanced_score	one_site_reversed	400	400	1.0	109	0.2725	0.23118490254462754	0.3181431913774774	0.2725	0.0	108	0.27	0.22883278412268437	0.31554287127109204	0.27	0.0	0.0	0.215	1.3707113275356244	1.3579885320278442	0.22656395996216241	4.0	16.0
