n_requested	latent_event_probability	allocation	score_site_structure	effect_pattern	n_simulated_cohorts	n_valid_fits	valid_fit_rate	pooled_significant_count	pooled_significant_probability	pooled_significant_ci_low	pooled_significant_ci_high	minimum_seed_pooled_significant_probability	stratified_significant_count	stratified_significant_probability	stratified_significant_ci_low	stratified_significant_ci_high	minimum_seed_stratified_significant_probability	pooled_positive_probability	minimum_seed_pooled_positive_probability	maximum_seed_pooled_positive_probability	pooled_negative_probability	minimum_seed_pooled_negative_probability	maximum_seed_pooled_negative_probability	stratified_positive_probability	minimum_seed_stratified_positive_probability	maximum_seed_stratified_positive_probability	stratified_negative_probability	minimum_seed_stratified_negative_probability	maximum_seed_stratified_negative_probability	transport_pass_probability	minimum_seed_transport_pass_probability	maximum_seed_transport_pass_probability	heterogeneity_detection_probability	minimum_seed_heterogeneity_detection_probability	maximum_seed_heterogeneity_detection_probability	median_pooled_z_across_seeds	median_stratified_z_across_seeds	median_heterogeneity_p_across_seeds	median_minimum_site_events_across_seeds	median_minimum_site_n_across_seeds
180	0.15	imbalanced_60_30_10	balanced_score	one_site_only	1200	1200	1.0	196	0.16333333333333333	0.1434977806234804	0.18531749311569445	0.1525	186	0.155	0.13562766209243196	0.17657412832345512	0.1425	0.16249999999999998	0.1525	0.1725	0.0008333333333333334	0.0	0.0025	0.15416666666666667	0.1425	0.16	0.0008333333333333334	0.0	0.0025	0.0	0.0	0.0	0.13166666666666668	0.1175	0.14	0.9849356291646283	0.9788221732712032	0.30534629339355235	4.0	16.0
180	0.15	imbalanced_60_30_10	balanced_score	one_site_reversed	1200	1200	1.0	349	0.29083333333333333	0.2658378314399462	0.31716373714553114	0.2725	349	0.29083333333333333	0.2658378314399462	0.31716373714553114	0.27	0.29000000000000004	0.2725	0.32	0.0008333333333333334	0.0	0.0025	0.29	0.27	0.3275	0.0008333333333333334	0.0	0.0025	0.0	0.0	0.0	0.24166666666666667	0.215	0.26	1.3707113275356244	1.3579885320278442	0.20604374459439773	4.0	16.0
180	0.15	imbalanced_60_30_10	hazard_aligned_score	homogeneous	1200	1200	1.0	885	0.7375	0.7118758523765484	0.7616084223371525	0.7225	613	0.5108333333333334	0.4825609022308908	0.5390366260893833	0.495	0.7375000000000002	0.7225	0.7475	0.0	0.0	0.0	0.5099999999999999	0.495	0.5325	0.0008333333333333334	0.0	0.0025	0.0	0.0	0.0	0.051666666666666666	0.0425	0.0575	2.6761504334195045	1.9776578220075152	0.4629651249919255	4.0	16.0
180	0.15	imbalanced_60_30_10	hazard_aligned_score	null	1200	1200	1.0	197	0.16416666666666666	0.14428587271178192	0.18619074935972166	0.1525	64	0.05333333333333334	0.04198595756592827	0.06753133630584826	0.0425	0.16333333333333333	0.15	0.1825	0.0008333333333333334	0.0	0.0025	0.030000000000000002	0.02	0.0425	0.023333333333333334	0.015	0.0325	0.0	0.0	0.0	0.049999999999999996	0.0375	0.06	0.8859191492813958	-0.015289329276154957	0.4912699361861623	4.0	16.0
180	0.15	imbalanced_60_30_10	hazard_aligned_score	one_site_only	1200	1200	1.0	439	0.36583333333333334	0.3390494542559812	0.3934734642390859	0.3475	221	0.18416666666666667	0.16325506278017524	0.207093919267219	0.1775	0.3658333333333333	0.3475	0.385	0.0	0.0	0.0	0.18416666666666667	0.1775	0.1975	0.0	0.0	0.0	0.0	0.0	0.0	0.14416666666666667	0.13	0.16	1.6029420465234987	0.9994167196295916	0.3214422462813144	4.0	16.0
180	0.15	imbalanced_60_30_10	hazard_aligned_score	one_site_reversed	1200	1200	1.0	664	0.5533333333333333	0.52507929913708	0.5812469941319617	0.5475	329	0.27416666666666667	0.2496776556373571	0.3000969463015447	0.26	0.5533333333333333	0.5475	0.5575	0.0	0.0	0.0	0.2733333333333334	0.26	0.295	0.0008333333333333334	0.0	0.0025	0.0	0.0	0.0	0.24	0.225	0.25	2.093830578513472	1.3572182343142944	0.20333939257217803	4.0	16.0
180	0.3	balanced	balanced_score	homogeneous	1200	1200	1.0	906	0.755	0.729877501117118	0.7784950885754872	0.7425	941	0.7841666666666667	0.7600027008326123	0.8065170804915	0.7725	0.755	0.7425	0.765	0.0	0.0	0.0	0.7841666666666667	0.7725	0.7975	0.0	0.0	0.0	0.1858333333333333	0.175	0.205	0.04833333333333333	0.0425	0.0575	2.6278531504731526	2.6796579015236803	0.48998176589953185	10.0	52.0
180	0.3	balanced	balanced_score	null	1200	1200	1.0	49	0.04083333333333333	0.03102354197066147	0.05357352691618343	0.04	50	0.041666666666666664	0.03174687775074607	0.0545115394684276	0.04	0.02333333333333333	0.02	0.0275	0.0175	0.0125	0.0225	0.0275	0.02	0.0325	0.014166666666666668	0.01	0.02	0.0008333333333333334	0.0	0.0025	0.051666666666666666	0.05	0.0525	0.07829000151988905	0.043343543967857404	0.4835500356184469	10.0	52.0
180	0.3	balanced	balanced_score	one_site_only	1200	1200	1.0	115	0.09583333333333334	0.08044486097890009	0.11380119784164396	0.08	107	0.08916666666666667	0.07432589137278318	0.10662938078913066	0.0825	0.09166666666666666	0.0775	0.1075	0.004166666666666667	0.0025	0.0075	0.08416666666666667	0.0775	0.095	0.005	0.0025	0.0075	0.005	0.0025	0.0075	0.15416666666666665	0.1425	0.175	0.6372183246704162	0.6063368111023211	0.29605426555632747	10.0	52.0
180	0.3	balanced	balanced_score	one_site_reversed	1200	1200	1.0	92	0.07666666666666666	0.06292738768669681	0.0931076594902854	0.0425	78	0.065	0.052393091788581946	0.08038307873579742	0.04	0.07083333333333335	0.04	0.0875	0.005833333333333334	0.0025	0.0075	0.056666666666666664	0.035	0.0775	0.008333333333333333	0.005	0.01	0.0	0.0	0.0	0.6508333333333334	0.6425	0.665	0.49944360570837293	0.327696951842487	0.020193115312774276	10.0	52.0
180	0.3	balanced	hazard_aligned_score	homogeneous	1200	1200	1.0	1156	0.9633333333333334	0.9511357326179519	0.972573940156847	0.9575	938	0.7816666666666666	0.7574141444549397	0.8041215918721861	0.7675	0.9633333333333334	0.9575	0.975	0.0	0.0	0.0	0.7816666666666667	0.7675	0.7975	0.0	0.0	0.0	0.19583333333333333	0.165	0.225	0.050833333333333335	0.035	0.065	3.770761444859292	2.6754997675304124	0.48387049526461007	10.0	52.0
180	0.3	balanced	hazard_aligned_score	null	1200	1200	1.0	387	0.3225	0.29665552416917096	0.3494772810447999	0.3125	58	0.04833333333333333	0.037574011009416555	0.06197519286838732	0.0375	0.3216666666666667	0.3125	0.33	0.0008333333333333334	0.0	0.0025	0.02	0.015	0.0275	0.028333333333333332	0.02	0.0425	0.0	0.0	0.0	0.05416666666666667	0.0525	0.055	1.4992328840542553	-0.03991734162632721	0.4830898407405384	10.0	52.0
180	0.3	balanced	hazard_aligned_score	one_site_only	1200	1200	1.0	579	0.4825	0.4543286211606677	0.5107830638604279	0.4725	121	0.10083333333333333	0.08505018171450617	0.11916396710001052	0.0925	0.48249999999999993	0.4725	0.5025	0.0	0.0	0.0	0.09166666666666667	0.07	0.1075	0.009166666666666665	0.0025	0.0225	0.005	0.0025	0.0075	0.16083333333333336	0.15	0.18	1.9074810375383384	0.5744786272339095	0.2878191591580566	10.0	52.0
180	0.3	balanced	hazard_aligned_score	one_site_reversed	1200	1200	1.0	529	0.44083333333333335	0.4129754752503311	0.46906879315432576	0.425	87	0.0725	0.05915239693022244	0.0885759085851159	0.07	0.44083333333333335	0.425	0.4625	0.0	0.0	0.0	0.05499999999999999	0.05	0.06	0.017499999999999998	0.015	0.0225	0.0	0.0	0.0	0.6658333333333334	0.66	0.6775	1.7981315807034348	0.2256228052661542	0.01693478124578337	10.0	52.0
180	0.3	imbalanced_60_30_10	balanced_score	homogeneous	1200	1200	1.0	919	0.7658333333333334	0.7410482645652837	0.7889218534475956	0.7575	929	0.7741666666666667	0.7496558863302022	0.7969277150059647	0.77	0.7658333333333333	0.7575	0.7825	0.0	0.0	0.0	0.7741666666666666	0.77	0.7775	0.0	0.0	0.0	0.09666666666666668	0.0925	0.1025	0.05583333333333334	0.0475	0.0675	2.692462260108625	2.710941383743834	0.49662937577495075	8.0	16.0
180	0.3	imbalanced_60_30_10	balanced_score	null	1200	1200	1.0	60	0.05	0.039041012521836546	0.06383088802062488	0.05	59	0.049166666666666664	0.03830703804746354	0.06290351416266911	0.0475	0.025833333333333333	0.02	0.0325	0.02416666666666667	0.0175	0.03	0.029166666666666664	0.0275	0.03	0.02	0.02	0.02	0.0	0.0	0.0	0.055833333333333325	0.0525	0.06	-0.009014140949417444	-0.016397582924027376	0.47789295043299795	8.0	16.0
180	0.3	imbalanced_60_30_10	balanced_score	one_site_only	1200	1200	1.0	358	0.29833333333333334	0.27312364995652255	0.32483005361991385	0.2875	332	0.27666666666666667	0.2520989355862645	0.30265971134962366	0.2675	0.29666666666666663	0.2875	0.3125	0.0016666666666666668	0.0	0.0025	0.275	0.265	0.285	0.0016666666666666668	0.0	0.0025	0.0033333333333333335	0.0	0.0075	0.20583333333333334	0.1875	0.2175	1.4478813048534978	1.364109580720621	0.23374442993031977	8.0	16.0
180	0.3	imbalanced_60_30_10	balanced_score	one_site_reversed	1200	1200	1.0	594	0.495	0.4667728916027593	0.5232590184032679	0.495	570	0.475	0.44687051874411976	0.5032890312860169	0.4625	0.49416666666666664	0.4925	0.495	0.0008333333333333334	0.0	0.0025	0.4749999999999999	0.4625	0.4925	0.0	0.0	0.0	0.006666666666666667	0.005	0.0075	0.37999999999999995	0.355	0.4225	1.9479358993190152	1.8624345041566155	0.10749534042873121	8.0	16.0
180	0.3	imbalanced_60_30_10	hazard_aligned_score	homogeneous	1200	1200	1.0	1117	0.9308333333333333	0.9150594090209301	0.9438576787930466	0.91	916	0.7633333333333333	0.7384685055984792	0.7865175674174136	0.7525	0.9308333333333335	0.91	0.9475	0.0	0.0	0.0	0.7633333333333333	0.7525	0.77	0.0	0.0	0.0	0.07500000000000001	0.07	0.0825	0.047499999999999994	0.0375	0.06	3.475429881680319	2.6418001136582427	0.48501804156494077	8.0	16.0
180	0.3	imbalanced_60_30_10	hazard_aligned_score	null	1200	1200	1.0	279	0.2325	0.20947593083609495	0.25723125448636824	0.1975	64	0.05333333333333334	0.04198595756592827	0.06753133630584826	0.05	0.2316666666666667	0.1975	0.25	0.0008333333333333334	0.0	0.0025	0.024999999999999998	0.0175	0.03	0.028333333333333335	0.025	0.0325	0.0	0.0	0.0	0.050833333333333335	0.0425	0.055	1.238879037485456	0.04077648265873862	0.5191950689736613	8.0	16.0
180	0.3	imbalanced_60_30_10	hazard_aligned_score	one_site_only	1200	1200	1.0	780	0.65	0.6225735903917514	0.6764691094274281	0.62	352	0.29333333333333333	0.26826550855324405	0.31972010502921966	0.275	0.65	0.62	0.6725	0.0	0.0	0.0	0.2916666666666667	0.2725	0.3025	0.0016666666666666668	0.0	0.0025	0.0033333333333333335	0.0	0.0075	0.23083333333333333	0.21	0.2525	2.3438805974669092	1.4097952060489165	0.22931274391662776	8.0	16.0
180	0.3	imbalanced_60_30_10	hazard_aligned_score	one_site_reversed	1200	1200	1.0	983	0.8191666666666667	0.7963828983185255	0.8399135129633954	0.7825	615	0.5125	0.48422444094293804	0.5406957840419936	0.4825	0.8191666666666667	0.7825	0.8425	0.0	0.0	0.0	0.5125	0.4825	0.5525	0.0	0.0	0.0	0.009166666666666667	0.005	0.0125	0.36833333333333335	0.3625	0.375	2.8351544833178375	1.97046390405708	0.11625361730244929	8.0	16.0
300	0.15	balanced	balanced_score	homogeneous	1200	1200	1.0	883	0.7358333333333333	0.7101640990197804	0.759997479029263	0.6975	902	0.7516666666666667	0.7264445584596387	0.7752826379036514	0.7	0.7358333333333333	0.6975	0.7625	0.0	0.0	0.0	0.7516666666666666	0.7	0.7825	0.0	0.0	0.0	0.08083333333333333	0.0675	0.0875	0.05833333333333333	0.0525	0.0675	2.6090264683612756	2.6590071461287685	0.48444332039592125	8.0	88.0
300	0.15	balanced	balanced_score	null	1200	1200	1.0	68	0.056666666666666664	0.044944448197728686	0.07121823900336294	0.035	71	0.059166666666666666	0.0471715395740472	0.07397519262403075	0.0325	0.029166666666666664	0.0125	0.0375	0.027499999999999997	0.0225	0.03	0.030833333333333334	0.015	0.04	0.028333333333333332	0.0175	0.0375	0.0	0.0	0.0	0.055	0.0475	0.0675	0.07091368992782078	0.03267998643255318	0.4704529562185089	7.0	88.0
300	0.15	balanced	balanced_score	one_site_only	1200	1200	1.0	107	0.08916666666666667	0.07432589137278318	0.10662938078913066	0.0675	106	0.08833333333333333	0.07356284952503404	0.10573107430455102	0.065	0.08583333333333333	0.0625	0.1025	0.0033333333333333335	0.0025	0.005	0.08333333333333333	0.06	0.1	0.005	0.0025	0.0075	0.0016666666666666668	0.0	0.0025	0.15416666666666667	0.14	0.165	0.5441073588853154	0.5242311173364402	0.3148036231400841	8.0	88.0
300	0.15	balanced	balanced_score	one_site_reversed	1200	1200	1.0	90	0.075	0.061415797813133576	0.09129655269919108	0.065	86	0.07166666666666667	0.058399025485360134	0.08766793169764944	0.06	0.055	0.045	0.0625	0.02	0.015	0.025	0.04666666666666667	0.035	0.055	0.024999999999999998	0.02	0.03	0.0	0.0	0.0	0.6333333333333334	0.6125	0.655	0.21999725526970249	0.07204825715913786	0.023886241890068598	8.0	88.0
300	0.15	balanced	hazard_aligned_score	homogeneous	1200	1200	1.0	1140	0.95	0.936169111979375	0.9609589874781633	0.9375	889	0.7408333333333333	0.7153007372088895	0.7648289308341265	0.705	0.9500000000000001	0.9375	0.9675	0.0	0.0	0.0	0.7408333333333333	0.705	0.785	0.0	0.0	0.0	0.07583333333333334	0.0625	0.0825	0.050833333333333335	0.0425	0.065	3.5713535198395494	2.608619627594942	0.49876585538562146	8.0	88.0
300	0.15	balanced	hazard_aligned_score	null	1200	1200	1.0	363	0.3025	0.2771749078651626	0.3290855373729176	0.29	55	0.04583333333333333	0.035380848837991884	0.05918431004282566	0.025	0.3025	0.29	0.325	0.0	0.0	0.0	0.018333333333333333	0.0075	0.025	0.0275	0.0175	0.045	0.0	0.0	0.0	0.050833333333333335	0.045	0.06	1.3496091018514216	-0.0663844655110576	0.4972764715423429	8.0	88.0
300	0.15	balanced	hazard_aligned_score	one_site_only	1200	1200	1.0	506	0.4216666666666667	0.39401981319873636	0.44981344356235875	0.4175	93	0.0775	0.06368395571862093	0.09401243979069007	0.0575	0.42166666666666663	0.4175	0.425	0.0	0.0	0.0	0.07083333333333333	0.0525	0.1025	0.006666666666666667	0.0025	0.0125	0.0025	0.0	0.005	0.14083333333333334	0.1325	0.15	1.766953425902216	0.5373610218854742	0.32095282182911217	8.0	88.0
300	0.15	balanced	hazard_aligned_score	one_site_reversed	1200	1200	1.0	392	0.32666666666666666	0.30072101426963205	0.3537185326059826	0.3175	68	0.056666666666666664	0.044944448197728686	0.07121823900336294	0.05	0.3266666666666667	0.3175	0.3425	0.0	0.0	0.0	0.03333333333333333	0.03	0.035	0.023333333333333334	0.02	0.025	0.0	0.0	0.0	0.6124999999999999	0.5725	0.6375	1.5729120114535764	0.15746951516654484	0.022937417452511294	7.0	88.0
300	0.15	imbalanced_60_30_10	balanced_score	homogeneous	1200	1200	1.0	901	0.7508333333333334	0.7255866263708107	0.7744792216601505	0.7375	903	0.7525	0.7273026115688646	0.7760859331267542	0.7275	0.7508333333333335	0.7375	0.7675	0.0	0.0	0.0	0.7525000000000001	0.7275	0.7825	0.0	0.0	0.0	0.05333333333333334	0.045	0.0575	0.05333333333333334	0.0475	0.0575	2.5957012103013826	2.632882141451436	0.45991988178195015	8.0	27.0
300	0.15	imbalanced_60_30_10	balanced_score	null	1200	1200	1.0	53	0.04416666666666667	0.03392392584061023	0.05731853637554976	0.04	51	0.0425	0.032471408616991965	0.05544835693451049	0.035	0.015833333333333335	0.0075	0.0275	0.028333333333333335	0.0225	0.035	0.015	0.0075	0.0275	0.0275	0.0275	0.0275	0.0	0.0	0.0	0.05499999999999999	0.0425	0.0775	-0.014352638116782175	-0.004315094355831652	0.5043867084455231	8.0	27.0
300	0.15	imbalanced_60_30_10	balanced_score	one_site_only	1200	1200	1.0	310	0.25833333333333336	0.23436623122284447	0.28384275240181067	0.2425	308	0.25666666666666665	0.23275690489083312	0.2821293820691645	0.2425	0.2575	0.2425	0.27	0.0008333333333333334	0.0	0.0025	0.25583333333333336	0.2425	0.2725	0.0008333333333333334	0.0	0.0025	0.0008333333333333334	0.0	0.0025	0.20750000000000002	0.1975	0.2225	1.2349386098236108	1.2109541486161493	0.23385868553856443	7.0	27.0
300	0.15	imbalanced_60_30_10	balanced_score	one_site_reversed	1200	1200	1.0	519	0.4325	0.4047286537500697	0.46070213133129934	0.42	500	0.4166666666666667	0.38908188974810265	0.44478327701901976	0.3925	0.43249999999999994	0.42	0.4475	0.0	0.0	0.0	0.4166666666666667	0.3925	0.4375	0.0	0.0	0.0	0.0008333333333333334	0.0	0.0025	0.4033333333333333	0.3975	0.41	1.7725162144565971	1.725363517068848	0.08885110415306194	7.0	27.0
300	0.15	imbalanced_60_30_10	hazard_aligned_score	homogeneous	1200	1200	1.0	1105	0.9208333333333333	0.9041795083803502	0.9348013994456811	0.905	872	0.7266666666666667	0.7007575282779632	0.7511292181154636	0.7225	0.9208333333333334	0.905	0.93	0.0	0.0	0.0	0.7266666666666667	0.7225	0.73	0.0	0.0	0.0	0.06583333333333334	0.05	0.0825	0.055833333333333325	0.0525	0.06	3.4300914346747593	2.5706003876951877	0.4734460716458623	7.0	27.0
300	0.15	imbalanced_60_30_10	hazard_aligned_score	null	1200	1200	1.0	266	0.22166666666666668	0.1990743272668342	0.24603532973535494	0.215	50	0.041666666666666664	0.03174687775074607	0.0545115394684276	0.0325	0.22	0.2125	0.225	0.0016666666666666668	0.0	0.0025	0.02	0.0075	0.03	0.021666666666666667	0.02	0.025	0.0	0.0	0.0	0.03833333333333334	0.0325	0.0425	1.2490603714819077	0.04296180783825511	0.5175065200320919	8.0	27.0
300	0.15	imbalanced_60_30_10	hazard_aligned_score	one_site_only	1200	1200	1.0	664	0.5533333333333333	0.52507929913708	0.5812469941319617	0.5325	301	0.25083333333333335	0.22712797227414702	0.27612887635954925	0.2125	0.5533333333333332	0.5325	0.59	0.0	0.0	0.0	0.25083333333333335	0.2125	0.28	0.0	0.0	0.0	0.0016666666666666668	0.0	0.0025	0.22416666666666665	0.2175	0.23	2.080223028664316	1.2594766349737012	0.23877027981507848	7.0	27.0
300	0.15	imbalanced_60_30_10	hazard_aligned_score	one_site_reversed	1200	1200	1.0	931	0.7758333333333334	0.7513789958523932	0.7985273021484315	0.7725	491	0.4091666666666667	0.3816805155944887	0.4372325161816748	0.3675	0.7758333333333333	0.7725	0.78	0.0	0.0	0.0	0.4091666666666667	0.3675	0.4325	0.0	0.0	0.0	0.0025	0.0	0.005	0.38916666666666666	0.3475	0.4125	2.645762736053829	1.719400491502089	0.08998244660015928	7.0	27.0
300	0.3	balanced	balanced_score	homogeneous	1200	1200	1.0	1117	0.9308333333333333	0.9150594090209301	0.9438576787930466	0.9275	1131	0.9425	0.9278620197697118	0.9543139446968676	0.94	0.9308333333333333	0.9275	0.9325	0.0	0.0	0.0	0.9424999999999999	0.94	0.9475	0.0	0.0	0.0	0.5916666666666667	0.58	0.615	0.050833333333333335	0.05	0.0525	3.426938158146159	3.480056093904068	0.5109962928623393	17.0	88.0
300	0.3	balanced	balanced_score	null	1200	1200	1.0	57	0.0475	0.03684195434139706	0.06104590120407803	0.03	55	0.04583333333333333	0.035380848837991884	0.05918431004282566	0.04	0.022500000000000003	0.0175	0.025	0.024999999999999998	0.0125	0.035	0.021666666666666667	0.0175	0.025	0.024166666666666666	0.015	0.03	0.0	0.0	0.0	0.050833333333333335	0.0375	0.06	-0.006959839951516256	0.030391876841512053	0.49086539132168033	17.0	88.0
300	0.3	balanced	balanced_score	one_site_only	1200	1200	1.0	170	0.14166666666666666	0.12307880679953022	0.16254141029909644	0.135	156	0.13	0.11214659156538244	0.15021474888064143	0.12	0.14	0.135	0.1475	0.0016666666666666668	0.0	0.005	0.12833333333333333	0.12	0.145	0.0016666666666666668	0.0	0.005	0.016666666666666666	0.01	0.0225	0.2625	0.2375	0.2875	0.8274935930071623	0.8095542060203522	0.1862785362916699	18.0	88.0
300	0.3	balanced	balanced_score	one_site_reversed	1200	1200	1.0	106	0.08833333333333333	0.07356284952503404	0.10573107430455102	0.0775	76	0.06333333333333334	0.050897824447329904	0.07855564941239193	0.055	0.085	0.07	0.1	0.0033333333333333335	0.0	0.0075	0.057499999999999996	0.0525	0.0675	0.005833333333333333	0.0025	0.0075	0.0008333333333333334	0.0	0.0025	0.8624999999999999	0.8475	0.885	0.5916663526569899	0.35835741410743	0.0019456053309099583	17.0	87.0
300	0.3	balanced	hazard_aligned_score	homogeneous	1200	1200	1.0	1198	0.9983333333333333	0.9939434818973136	0.9995428208352937	0.995	1127	0.9391666666666667	0.924190523909133	0.9513400472281315	0.925	0.9983333333333334	0.995	1.0	0.0	0.0	0.0	0.9391666666666666	0.925	0.9575	0.0	0.0	0.0	0.5966666666666667	0.585	0.605	0.0425	0.03	0.0525	4.839379081947058	3.513147840338568	0.5011095247773844	17.0	88.0
300	0.3	balanced	hazard_aligned_score	null	1200	1200	1.0	620	0.5166666666666667	0.4883846578058238	0.5448423088407519	0.5075	51	0.0425	0.032471408616991965	0.05544835693451049	0.0275	0.5166666666666667	0.5075	0.53	0.0	0.0	0.0	0.022500000000000003	0.015	0.03	0.02	0.0125	0.025	0.0025	0.0	0.005	0.05499999999999999	0.05	0.06	1.9957920762374162	-0.0004103328696017825	0.4540689865120895	17.0	88.0
300	0.3	balanced	hazard_aligned_score	one_site_only	1200	1200	1.0	883	0.7358333333333333	0.7101640990197804	0.759997479029263	0.705	147	0.1225	0.10514486973453341	0.14226433572053143	0.1075	0.7358333333333333	0.705	0.755	0.0	0.0	0.0	0.12	0.1	0.135	0.0025	0.0	0.0075	0.006666666666666667	0.005	0.01	0.25166666666666665	0.2275	0.285	2.5208020939434634	0.7786067733445083	0.19842344816091	18.0	88.0
