analysis_route	allocation	score_site_structure	n_null_cells	median_null_probability	maximum_null_probability	maximum_count	maximum_total	family_probability_maximum_at_least_observed	strict_cell_flag	invalid_by_frozen_rule
pooled	balanced	balanced_score	6	0.050416666666666665	0.058333333333333334	70	1200	0.4894316308209765	False	False
pooled	balanced	hazard_aligned_score	6	0.375	0.685	822	1200	0.0	True	True
pooled	imbalanced_60_30_10	balanced_score	6	0.05	0.06166666666666667	74	1200	0.21790582401395275	False	False
pooled	imbalanced_60_30_10	hazard_aligned_score	6	0.27791666666666665	0.4816666666666667	578	1200	0.0	True	True
stratified	balanced	balanced_score	6	0.04666666666666666	0.059166666666666666	71	1200	0.41194221070972936	False	False
stratified	balanced	hazard_aligned_score	6	0.049166666666666664	0.05333333333333334	64	1200	0.8975272391850512	False	False
stratified	imbalanced_60_30_10	balanced_score	6	0.051666666666666666	0.0575	69	1200	0.5694819663285983	False	False
stratified	imbalanced_60_30_10	hazard_aligned_score	6	0.05333333333333334	0.0575	69	1200	0.5694819663285983	False	False
