analysis	dataset_path	disease_name	compartment	role	donor_id	disease	group	n_cells	cell_types	gene	mean_log_norm	mean_z_vs_controls	detection_fraction
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	LAMP2	0.36492653175720874	0.05748214768010063	0.35802469135802467
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	LAMP3	0.24541696617015318	1.5994984378477972	0.18518518518518517
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	LDHA	1.1352732429124905	0.7184255721314176	0.6049382716049383
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	LGALS1	1.0924836918698386	-0.3124948085021077	0.5308641975308642
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	LGALS3	1.2557801682157652	-0.7221304915632255	0.6790123456790124
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	LGALS3BP	0.05295527355726276	-0.2270764829885361	0.06172839506172839
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	LGALS9	0.30631294106963136	-0.06358670573410995	0.32098765432098764
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	LIPA	0.1556073441360573	-0.49082763578361566	0.18518518518518517
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	LPL	0.0	0.0	0.0
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	LRP1	0.12376549676338598	-0.09926835862278266	0.1728395061728395
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	MERTK	0.04974554996356914	-0.07760570921211969	0.06172839506172839
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	MMP7	0.0	0.0	0.0
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	MMP9	0.0700526941765799	-0.2849130798661673	0.06172839506172839
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	MSR1	0.03661526558362431	-0.2879936951379231	0.04938271604938271
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	NAMPT	2.226957807473178	0.9869417650136867	0.7407407407407407
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	NFKBIA	2.1281424968670724	0.3942125594829597	0.8395061728395061
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	OSM	0.34243920814383294	0.39367938193099694	0.19753086419753085
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	OSMR	0.0	0.0	0.0
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	PFKFB3	0.6843577358360298	0.9786011516132327	0.41975308641975306
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	PLIN2	0.8661072644816381	0.12392160255075962	0.5432098765432098
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	RFX5	0.08256442762123951	0.054127888187980616	0.1111111111111111
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	SCARB2	0.18420031838663053	-0.08470839630160547	0.2222222222222222
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	SERPINE1	0.0	-0.07073217937673192	0.0
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	SLC2A1	0.024640147970374025	0.06467885996761323	0.037037037037037035
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	SOCS3	0.8128742853832234	0.9502690055114518	0.41975308641975306
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	SPP1	0.0	0.0	0.0
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	STAT1	0.8397385240245367	0.8739083334969652	0.49382716049382713
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	STAT3	0.6463063602091634	0.3976768535089685	0.48148148148148145
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	TIMP1	1.8577663185886748	1.0610248896123842	0.6666666666666666
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	TNF	0.343253436280482	0.35788299058738887	0.18518518518518517
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	TREM1	0.3889420121868515	2.4887966037377587	0.2716049382716049
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	TREM2	0.0	-0.20861826083411875	0.0
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	TYROBP	1.7197295502162377	-0.09323387080711397	0.7530864197530864
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	ACSL1	0.3942334958856039	1.3698734972918196	0.2894736842105263
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	APOE	0.18769370364489707	0.061809772244756485	0.10526315789473684
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	C1QA	1.183564341400255	-0.20784610623637034	0.3157894736842105
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	C1QB	1.0756966799287346	-0.19271863709202733	0.3684210526315789
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	C1QC	0.9498850451308941	-0.1828015942732266	0.3157894736842105
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	C3	0.045322673741440604	0.07210812254200605	0.02631578947368421
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	CCL2	0.14671012418873994	-0.053671485256048326	0.07894736842105263
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	CCL3	1.071360579422101	0.6571574938322743	0.3157894736842105
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	CCL4	0.8492770923347654	0.34517026307306775	0.23684210526315788
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	CD36	0.23386488201524597	-0.09958961080096622	0.23684210526315788
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	CD44	1.9316383480170634	0.5470162785742828	0.7631578947368421
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	CD68	0.9638949392226722	0.029596788851065436	0.631578947368421
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	CD74	2.6236303403290115	0.2172584425812812	0.7105263157894737
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	CHI3L1	0.0	-0.05328961517224242	0.0
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	CIITA	0.3778403599569177	0.5124806087111098	0.3684210526315789
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	COL1A1	0.0	0.0	0.0
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	COL1A2	0.0	-0.03843312210120411	0.0
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	CTSB	1.2656510769800071	0.05212251028438938	0.6052631578947368
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	CTSD	1.3595643594809739	-0.13394043262759706	0.6842105263157895
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	CTSL	0.5394350061005942	0.14800512663065696	0.3157894736842105
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	CTSS	1.786639263497223	0.5303489849831865	0.6842105263157895
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	CXCL10	0.1697684834657987	0.2784163672883768	0.07894736842105263
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	CXCL8	1.9990275352953382	1.1208957221578775	0.4473684210526316
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	FABP5	0.5124892646862937	0.4227164426102497	0.4473684210526316
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	FN1	0.0	-0.0644460430597488	0.0
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	FOS	1.0263668367382162	-0.23817205480386847	0.5263157894736842
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	GBP1	0.9495247134922292	1.979377438261394	0.5263157894736842
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	GPNMB	0.286568042537954	-0.24690832282721317	0.18421052631578946
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	HIF1A	0.866434679187819	0.4666948170077134	0.631578947368421
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	HK2	0.11826259631282347	0.2577743045618616	0.13157894736842105
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	HLA-DPA1	2.5189166951099304	0.3678647476515568	0.7631578947368421
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	HLA-DPB1	2.3289128096637115	0.29319908683593104	0.6842105263157895
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	HLA-DRA	2.944008087492157	0.3643013204061411	0.6578947368421053
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	HLA-DRB1	2.3961646006521216	0.31435169018653136	0.7368421052631579
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	IFI30	0.4050952778874458	0.41324942148139227	0.3157894736842105
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	IL1B	1.8419115396922119	1.2661893963460258	0.5
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	IL6ST	0.3538437300328516	0.4099250680777865	0.3157894736842105
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	IRF1	1.3372636177336883	0.9721970471142818	0.7631578947368421
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	JUNB	1.2955196800441513	-0.048074038364811965	0.7105263157894737
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	LAMP1	0.2835779523553069	-0.08290163518627544	0.2631578947368421
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	LAMP2	0.43179540027613367	0.15689460579329517	0.42105263157894735
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	LAMP3	0.11726898010873103	0.7225718390322191	0.07894736842105263
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	LDHA	0.7761722099097451	0.2884209110431112	0.631578947368421
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	LGALS1	1.4398496476111156	-0.059539223577492646	0.7105263157894737
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	LGALS3	1.2347348350018352	-0.7384578837436547	0.6842105263157895
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	LGALS3BP	0.14855116610593036	-0.021637682667593295	0.18421052631578946
