analysis	disease_name	compartment	gene	metric	n_case_donors	n_control_donors	mean_case	mean_control	delta_case_minus_control	hedges_g	welch_t	p	fdr
ibd_crohn_epithelial	Crohn disease	colon epithelial	IFI30	detection_fraction	6	6	0.03620294226501023	0.029744683317331613	0.006458258947678618	0.34781636859861165	0.6526385906266413	0.5295101366473	0.7559173349292888
ibd_crohn_epithelial	Crohn disease	colon epithelial	IL1B	mean_z_vs_controls	6	6	0.42174076133543004	-0.008916841883391586	0.4306576032188216	1.3937588301831274	2.6152328663228506	0.04628222922783066	0.29703760349298636
ibd_crohn_epithelial	Crohn disease	colon epithelial	IL1B	detection_fraction	6	6	0.034457022159163075	0.004157627650715554	0.03029939450844752	1.0634561239739135	1.9954567082050085	0.10165512347705706	0.43011709234918943
ibd_crohn_epithelial	Crohn disease	colon epithelial	IRF1	mean_z_vs_controls	6	6	0.3199340382155918	-0.0283015255922137	0.3482355638078055	1.7947135036986275	3.3675795545556415	0.009236021063965906	0.21154644539841638
ibd_crohn_epithelial	Crohn disease	colon epithelial	IRF1	detection_fraction	6	6	0.38695722631573776	0.2518517150823367	0.13510551123340103	1.7570132546184352	3.2968392454520057	0.01078330381541671	0.21154644539841638
ibd_crohn_epithelial	Crohn disease	colon epithelial	LAMP1	mean_z_vs_controls	6	6	-0.059009069690917064	0.00018874684140124157	-0.05919781653231831	-0.43940300476273375	-0.8244906900181077	0.42889110128661295	0.7004686662140702
ibd_crohn_epithelial	Crohn disease	colon epithelial	LAMP1	detection_fraction	6	6	0.19951920985594962	0.20952561868352412	-0.010006408827574503	-0.1100519213602343	-0.20650014587204213	0.8406947507922933	0.9268641524669556
ibd_crohn_epithelial	Crohn disease	colon epithelial	LAMP2	mean_z_vs_controls	6	6	0.03792433546521099	0.016599430680561432	0.02132490478464956	0.16685647504554313	0.31308755004662325	0.7634469718101659	0.8896909771355345
ibd_crohn_epithelial	Crohn disease	colon epithelial	LAMP2	detection_fraction	6	6	0.1162479868246555	0.10277590115388029	0.013472085670775208	0.21223714696800966	0.3982393152855603	0.7021428187421163	0.8551311208276964
ibd_crohn_epithelial	Crohn disease	colon epithelial	LAMP3	mean_z_vs_controls	6	6	0.08337052450730774	0.022696617585336924	0.06067390692197082	0.5055879255264996	0.9486793059306842	0.37344231300436587	0.6713173319968172
ibd_crohn_epithelial	Crohn disease	colon epithelial	LAMP3	detection_fraction	6	6	0.0038183910942867078	0.0014798636889526396	0.0023385274053340684	0.8961648080256892	1.6815532277436782	0.13727467932442183	0.473616144299892
ibd_crohn_epithelial	Crohn disease	colon epithelial	LDHA	mean_z_vs_controls	6	6	-0.00907235619884534	-0.003563379680078147	-0.005508976518767193	-0.03314482446283857	-0.062192563309053914	0.9516511747653356	0.9831424565775864
ibd_crohn_epithelial	Crohn disease	colon epithelial	LDHA	detection_fraction	6	6	0.339949895306008	0.32976952416097643	0.010180371145031564	0.08999093447675588	0.1688579432955382	0.8694338468682657	0.9391352945074938
ibd_crohn_epithelial	Crohn disease	colon epithelial	LIPA	mean_z_vs_controls	6	6	0.10670410398177538	0.0050355620179047085	0.10166854196387067	1.3616921695874478	2.555063357160335	0.04626555657829447	0.29703760349298636
ibd_crohn_epithelial	Crohn disease	colon epithelial	LIPA	detection_fraction	6	6	0.022374643487613397	0.009008646024969785	0.013365997462643612	1.2096419458379404	2.269758084920942	0.06549317278893034	0.34357074249930675
ibd_crohn_epithelial	Crohn disease	colon epithelial	LPL	mean_z_vs_controls	6	6	0.5770800335898156	-0.0027155449559445825	0.5797955785457602	1.7188946442563224	3.2253139281024796	0.023142339813529436	0.22786303816398215
ibd_crohn_epithelial	Crohn disease	colon epithelial	LPL	detection_fraction	6	6	0.013076367362557585	0.00011582117211026175	0.012960546190447323	1.3583832257479742	2.548854493406861	0.051288415188491594	0.31261510210128207
ibd_crohn_epithelial	Crohn disease	colon epithelial	MERTK	mean_z_vs_controls	6	6	-0.019991942754746066	0.006496006712330437	-0.026487949467076503	-0.537545869722153	-1.008644820904034	0.33701720707270105	0.6538120058436172
ibd_crohn_epithelial	Crohn disease	colon epithelial	MERTK	detection_fraction	6	6	0.004634625494513296	0.005678260335783904	-0.0010436348412706086	-0.23124490664297748	-0.433905254571922	0.6747560684929553	0.8364534062594112
ibd_crohn_epithelial	Crohn disease	colon epithelial	MSR1	mean_z_vs_controls	6	6	-0.012205109395954303	-0.004033066769279531	-0.008172042626674772	-0.5329387100211932	-1.0000000000000004	0.3632174676491225	0.6697088274008902
ibd_crohn_epithelial	Crohn disease	colon epithelial	MSR1	detection_fraction	6	6	0.0	9.974067424695791e-05	-9.974067424695791e-05	-0.532938710021193	-1.0	0.3632174676491227	0.6697088274008902
ibd_crohn_epithelial	Crohn disease	colon epithelial	NAMPT	mean_z_vs_controls	6	6	0.30972834582677117	-0.011208333841390352	0.32093667966816153	2.1799086087862687	4.090355171797488	0.003915659211211369	0.21154644539841638
ibd_crohn_epithelial	Crohn disease	colon epithelial	NAMPT	detection_fraction	6	6	0.2709692687792435	0.16692973657590415	0.10403953220333934	1.2669518989484567	2.3772938147016465	0.04228474644574784	0.28337421701862425
ibd_crohn_epithelial	Crohn disease	colon epithelial	NFKBIA	mean_z_vs_controls	6	6	0.05909636925481356	0.03918936643153121	0.019907002823282352	0.07899701697188366	0.14822908429515702	0.885591536941273	0.9493843510271577
ibd_crohn_epithelial	Crohn disease	colon epithelial	NFKBIA	detection_fraction	6	6	0.36575331893430946	0.35967980173895003	0.006073517195359424	0.05546450225890687	0.10407294725635756	0.9197414776537185	0.9628614744881466
ibd_crohn_epithelial	Crohn disease	colon epithelial	NLRC5	mean_z_vs_controls	6	6	0.22536830338404815	-0.06434347916150009	0.28971178254554825	1.1091269312905485	2.0811528801247006	0.06418451172081885	0.3416036210088575
ibd_crohn_epithelial	Crohn disease	colon epithelial	NLRC5	detection_fraction	6	6	0.3282747750788591	0.19021754750209977	0.13805722757675934	1.4198834599184869	2.6642528178559655	0.02386150105248085	0.2331505446349274
ibd_crohn_epithelial	Crohn disease	colon epithelial	OSM	mean_z_vs_controls	6	6	0.16876550436183627	-0.004383478805674375	0.17314898316751065	0.8850074477666126	1.6606176866593516	0.1570294647603945	0.49629065405754313
ibd_crohn_epithelial	Crohn disease	colon epithelial	OSM	detection_fraction	6	6	0.0019412685402006354	0.00022774886677127945	0.001713519673429356	0.8559279189754698	1.6060531968890621	0.16703594238410555	0.5114976226116151
ibd_crohn_epithelial	Crohn disease	colon epithelial	PFKFB3	mean_z_vs_controls	6	6	0.17815192419491535	0.019764705855970992	0.15838721833894437	1.9406040564479348	3.641326891737258	0.004982715906867379	0.21154644539841638
ibd_crohn_epithelial	Crohn disease	colon epithelial	PFKFB3	detection_fraction	6	6	0.05146681119191914	0.024555780576892273	0.02691103061502687	1.7558597699423235	3.294674860215163	0.010731002072498818	0.21154644539841638
ibd_crohn_epithelial	Crohn disease	colon epithelial	PLIN2	mean_z_vs_controls	6	6	-0.10672483831287079	-0.003853219499065195	-0.10287161881380559	-0.9901135975241308	-1.857837644191313	0.11133941813155047	0.4362298680148599
ibd_crohn_epithelial	Crohn disease	colon epithelial	PLIN2	detection_fraction	6	6	0.06340259588499995	0.09382227818432386	-0.030419682299323902	-0.7585802433368953	-1.4233911500005871	0.19413265617654063	0.5496916006937076
ibd_crohn_epithelial	Crohn disease	colon epithelial	RFX5	mean_z_vs_controls	6	6	0.06330926222565834	0.015960519600210943	0.0473487426254474	0.8051560298171794	1.5107854143024462	0.16234315136394575	0.5027645172258243
ibd_crohn_epithelial	Crohn disease	colon epithelial	RFX5	detection_fraction	6	6	0.031336118417894514	0.01743867584993112	0.013897442567963394	1.521016639100283	2.8540179395859577	0.03159939549344366	0.2533805569777701
ibd_crohn_epithelial	Crohn disease	colon epithelial	SLC2A1	mean_z_vs_controls	6	6	0.11370125925305241	-0.003463388151933746	0.11716464740498615	1.5258240386155604	2.8630384881497615	0.018969329203279574	0.21737800233543605
ibd_crohn_epithelial	Crohn disease	colon epithelial	SLC2A1	detection_fraction	6	6	0.10259467265459439	0.07232530366651578	0.03026936898807861	0.8174530930709437	1.533859480836805	0.1586173549469086	0.49747776812644234
ibd_crohn_epithelial	Crohn disease	colon epithelial	SPP1	mean_z_vs_controls	6	6	0.0018776509278664014	0.0	0.0018776509278664014	0.8435228514632208	1.5827764724196465	0.17431980449764986	0.5201150343985823
ibd_crohn_epithelial	Crohn disease	colon epithelial	SPP1	detection_fraction	6	6	0.0026713863115022177	0.0	0.0026713863115022177	0.6316639257934479	1.1852468471812245	0.28917647677933794	0.6220939332395842
ibd_crohn_epithelial	Crohn disease	colon epithelial	STAT1	mean_z_vs_controls	6	6	0.3465487547843478	-0.00022807768924319738	0.34677683247359103	1.8002627431583347	3.3779920829671854	0.010546644387872346	0.21154644539841638
ibd_crohn_epithelial	Crohn disease	colon epithelial	STAT1	detection_fraction	6	6	0.1727246049435456	0.075372687720122	0.09735191722342361	1.552445093265521	2.912989925621628	0.03056692300134136	0.25242362220462544
ibd_crohn_epithelial	Crohn disease	colon epithelial	TAP1	mean_z_vs_controls	6	6	0.24620059719029083	-0.0024823972946731525	0.24868299448496398	1.6599429376394772	3.1146976311281036	0.012203916706949371	0.21154644539841638
ibd_crohn_epithelial	Crohn disease	colon epithelial	TAP1	detection_fraction	6	6	0.2084828459479254	0.1226203977558017	0.0858624481921237	1.3234720130978366	2.483347499837659	0.04984570538568357	0.3092334848234772
ibd_crohn_epithelial	Crohn disease	colon epithelial	TAP2	mean_z_vs_controls	6	6	0.1302625854142053	-0.024755967499937404	0.1550185529141427	1.4043191709923342	2.6350481670518726	0.02495322660599376	0.2345914083969257
ibd_crohn_epithelial	Crohn disease	colon epithelial	TAP2	detection_fraction	6	6	0.13786937657193263	0.08791392175615086	0.04995545481578177	0.9630159689139663	1.806991968880757	0.11540237297873024	0.43785728771748816
ibd_crohn_epithelial	Crohn disease	colon epithelial	TNF	mean_z_vs_controls	6	6	0.006268108031717773	-0.008354934706704979	0.014623042738422753	0.4401851638054403	0.825958324153139	0.42814589368378314	0.7004686662140702
ibd_crohn_epithelial	Crohn disease	colon epithelial	TNF	detection_fraction	6	6	0.006884987599191747	0.003866003945986234	0.003018983653205513	0.87331186919681	1.6386722389936388	0.14378964064014466	0.4818082199460344
ibd_crohn_epithelial	Crohn disease	colon epithelial	TREM1	mean_z_vs_controls	6	6	0.002824844445762963	0.0	0.002824844445762963	1.203870772072387	2.258929121557924	0.07345019154369214	0.3567628069288295
ibd_crohn_epithelial	Crohn disease	colon epithelial	TREM1	detection_fraction	6	6	0.0015953858913170856	0.0	0.0015953858913170856	1.2811614363388877	2.4039564254732793	0.061320189911053424	0.335704974199654
ibd_crohn_epithelial	Crohn disease	colon epithelial	TREM2	mean_z_vs_controls	6	6	0.0	0.0	0.0				1.0
ibd_crohn_epithelial	Crohn disease	colon epithelial	TREM2	detection_fraction	6	6	0.0	0.0	0.0				1.0
ibd_crohn_myeloid	Crohn disease	colon myeloid	ACSL1	mean_z_vs_controls	6	6	1.708506773801887	0.006538467424619114	1.701968306377268	1.9121621553880335	3.5879588392293624	0.014546359069019616	0.21154644539841638
ibd_crohn_myeloid	Crohn disease	colon myeloid	ACSL1	detection_fraction	6	6	0.2337281533530553	0.058514612335405225	0.17521354101765008	2.1954615730799065	4.11953857319278	0.003335861027587621	0.21154644539841638
ibd_crohn_myeloid	Crohn disease	colon myeloid	APOE	mean_z_vs_controls	6	6	0.3180810690812502	0.0569657730954046	0.2611152959858456	0.5349769435490236	1.003824517696884	0.3432098586972965	0.6538120058436172
ibd_crohn_myeloid	Crohn disease	colon myeloid	APOE	detection_fraction	6	6	0.12288816407801921	0.12643530825670793	-0.0035471441786887187	-0.040878691050946686	-0.07670430066774674	0.9403719536200729	0.977803493609824
ibd_crohn_myeloid	Crohn disease	colon myeloid	B2M	mean_z_vs_controls	6	6	0.5233084446235162	0.03910638716236617	0.4842020574611501	1.2600591194892048	2.36436028345379	0.039823921757529135	0.2766971187188268
ibd_crohn_myeloid	Crohn disease	colon myeloid	B2M	detection_fraction	6	6	0.9840163778930436	0.9872196377202446	-0.0032032598272009327	-0.18340499716178138	-0.3441390045667503	0.7378733269551055	0.8825523688627563
ibd_crohn_myeloid	Crohn disease	colon myeloid	C1QA	mean_z_vs_controls	6	6	-0.20189131189356455	0.027050730247074967	-0.2289420421406395	-0.5695483597768244	-1.0686939212093927	0.31121877179797425	0.6423033562007203
ibd_crohn_myeloid	Crohn disease	colon myeloid	C1QA	detection_fraction	6	6	0.33948102650734685	0.43606547297991477	-0.09658444647256792	-0.5082396780895733	-0.9536550236130574	0.3639806447507605	0.6697088274008902
ibd_crohn_myeloid	Crohn disease	colon myeloid	C1QB	mean_z_vs_controls	6	6	-0.17375540577161233	0.02756763295602817	-0.2013230387276405	-0.5006849343233203	-0.9394793902349671	0.3701066369875017	0.6710148659263487
ibd_crohn_myeloid	Crohn disease	colon myeloid	C1QB	detection_fraction	6	6	0.34048445523990556	0.4292842962877348	-0.08879984104782923	-0.4762951455826117	-0.8937146741764568	0.3927173035729336	0.6808210612338781
ibd_crohn_myeloid	Crohn disease	colon myeloid	C1QC	mean_z_vs_controls	6	6	-0.23314122596207754	0.03236933083264091	-0.26551055679471847	-0.7372638040768134	-1.383393231179426	0.19665574610422765	0.5506749491637378
ibd_crohn_myeloid	Crohn disease	colon myeloid	C1QC	detection_fraction	6	6	0.3014898519485121	0.41288832811082	-0.11139847616230791	-0.6616136150523318	-1.241444095937452	0.24279457559198367	0.5776525218545336
ibd_crohn_myeloid	Crohn disease	colon myeloid	CCL2	mean_z_vs_controls	6	6	-0.08314031692823805	0.08857377302577914	-0.17171408995401719	-0.5210897599317056	-0.977766767797715	0.3633672756464348	0.6697088274008902
ibd_crohn_myeloid	Crohn disease	colon myeloid	CCL2	detection_fraction	6	6	0.05955885658758919	0.11528332669817298	-0.05572447011058379	-0.6411972231547032	-1.2031350155240272	0.2702296801546602	0.6072696506124344
ibd_crohn_myeloid	Crohn disease	colon myeloid	CCL3	mean_z_vs_controls	6	6	0.5369492707351321	-0.0012656936569520316	0.5382149643920842	0.9263443368416179	1.7381817447728283	0.13246429305856672	0.46629408263831557
ibd_crohn_myeloid	Crohn disease	colon myeloid	CCL3	detection_fraction	6	6	0.2644446370638584	0.18899669419188025	0.07544794287197815	0.5337271783421995	1.0014794727914866	0.34398300397398646	0.6538120058436172
ibd_crohn_myeloid	Crohn disease	colon myeloid	CCL4	mean_z_vs_controls	6	6	0.44119683337789445	-0.04046474019594131	0.48166157357383577	0.7353757932586925	1.379850589628682	0.2187594153050643	0.560181718962771
ibd_crohn_myeloid	Crohn disease	colon myeloid	CCL4	detection_fraction	6	6	0.25232601454940223	0.1748592810910772	0.07746673345832503	0.4997975591264031	0.9378143297313268	0.3774264962459578	0.6719136511750013
