analysis	disease_name	compartment	gene	metric	n_case_donors	n_control_donors	mean_case	mean_control	delta_case_minus_control	hedges_g	welch_t	p	fdr
ibd_crohn_epithelial	Crohn disease	colon epithelial	ACSL1	mean_z_vs_controls	6	6	0.12345221852684307	-0.004842967197406807	0.1282951857242499	1.345462732291551	2.524610629687693	0.03235670406977895	0.2572458460206028
ibd_crohn_epithelial	Crohn disease	colon epithelial	ACSL1	detection_fraction	6	6	0.04038162309943594	0.020598571667960263	0.019783051431475674	0.9426423913855633	1.7687632248520242	0.11293017965105093	0.4362298680148599
ibd_crohn_epithelial	Crohn disease	colon epithelial	APOE	mean_z_vs_controls	6	6	0.1110731218521868	0.06691843907050773	0.04415468278167907	0.22128337631057665	0.4152135548603273	0.6881022877169187	0.8460815833599001
ibd_crohn_epithelial	Crohn disease	colon epithelial	APOE	detection_fraction	6	6	0.006000935913945393	0.0037386068235252534	0.0022623290904201397	0.32179856383853733	0.6038190842352971	0.5618074823075979	0.7816451927757884
ibd_crohn_epithelial	Crohn disease	colon epithelial	B2M	mean_z_vs_controls	6	6	0.06827780616736924	0.0684482004372226	-0.00017039426985336614	-0.0007359434498258792	-0.001380915733812268	0.9989258458750533	1.0
ibd_crohn_epithelial	Crohn disease	colon epithelial	B2M	detection_fraction	6	6	0.8893534146025975	0.8692723529724459	0.020081061630151664	0.4104946637946212	0.7702474150888707	0.46216303187174707	0.7154014300594891
ibd_crohn_epithelial	Crohn disease	colon epithelial	C1QA	mean_z_vs_controls	6	6	0.0	0.0	0.0				1.0
ibd_crohn_epithelial	Crohn disease	colon epithelial	C1QA	detection_fraction	6	6	0.0	0.0	0.0				1.0
ibd_crohn_epithelial	Crohn disease	colon epithelial	C1QB	mean_z_vs_controls	6	6	-0.010286051286094026	-0.013525290135603295	0.0032392388495092687	0.06267765750545565	0.11760762790708747	0.9087531854339463	0.9594325451482401
ibd_crohn_epithelial	Crohn disease	colon epithelial	C1QB	detection_fraction	6	6	0.005801793972177391	0.00487379302610597	0.0009280009460714209	0.17759029355453013	0.333228362314811	0.7464053359138422	0.8846285462682574
ibd_crohn_epithelial	Crohn disease	colon epithelial	C1QC	mean_z_vs_controls	6	6	0.03544320723718749	-0.010131043995326194	0.045574251232513685	0.70209111764145	1.3173956112392933	0.22884813976346147	0.5706208888649865
ibd_crohn_epithelial	Crohn disease	colon epithelial	C1QC	detection_fraction	6	6	0.0032380633936272044	0.0021807681212207505	0.001057295272406454	0.4576367191561559	0.8587042197365572	0.4124270578157885	0.6913944253840034
ibd_crohn_epithelial	Crohn disease	colon epithelial	CCL2	mean_z_vs_controls	6	6	-0.02710353295346274	0.010154710225485716	-0.03725824317894846	-0.6557320126272997	-1.2304079255215363	0.24676790065109241	0.5806303544731586
ibd_crohn_epithelial	Crohn disease	colon epithelial	CCL2	detection_fraction	6	6	0.002620045215748271	0.005842816128144243	-0.0032227709123959724	-0.8203609579654382	-1.5393157647205165	0.1548108681061882	0.49476281135058975
ibd_crohn_epithelial	Crohn disease	colon epithelial	CCL3	mean_z_vs_controls	6	6	0.12678180192378077	0.00405594592977623	0.12272585599400454	0.7606899565139654	1.4273497912803434	0.19498757535846845	0.5496916006937076
ibd_crohn_epithelial	Crohn disease	colon epithelial	CCL3	detection_fraction	6	6	0.014674388268149175	0.00399672877077811	0.010677659497371064	0.7147645978051828	1.3411759820876197	0.23032229987025274	0.5709747281018511
ibd_crohn_epithelial	Crohn disease	colon epithelial	CCL4	mean_z_vs_controls	6	6	0.14922163669636476	0.05241909163702541	0.09680254505933936	0.6203341380538838	1.1639877651770039	0.27323175955853324	0.6074374956708933
ibd_crohn_epithelial	Crohn disease	colon epithelial	CCL4	detection_fraction	6	6	0.0210918491554983	0.009043172118718893	0.012048677036779408	0.6588936447415132	1.2363403752662505	0.2534226348646788	0.5887131989596894
ibd_crohn_epithelial	Crohn disease	colon epithelial	CD36	mean_z_vs_controls	6	6	-0.002413797378474349	0.00910385031226244	-0.01151764769073679	-0.2437847420858537	-0.45743485601967127	0.6584349115066189	0.8292524459469693
ibd_crohn_epithelial	Crohn disease	colon epithelial	CD36	detection_fraction	6	6	0.0023618121287386443	0.0014296288757118913	0.000932183253026753	0.3693339751334385	0.6930139773835371	0.5064421350150106	0.7400067726246731
ibd_crohn_epithelial	Crohn disease	colon epithelial	CD44	mean_z_vs_controls	6	6	0.30913000629793885	-0.002112932380727805	0.31124293867866665	1.988691861826204	3.731558290721875	0.010200793258424516	0.21154644539841638
ibd_crohn_epithelial	Crohn disease	colon epithelial	CD44	detection_fraction	6	6	0.16543888485458144	0.07105680374031903	0.09438208111426241	1.7055520091884315	3.200277962771006	0.022552336899459423	0.22786303816398215
ibd_crohn_epithelial	Crohn disease	colon epithelial	CD68	mean_z_vs_controls	6	6	-0.07843082306171907	0.001243257423470298	-0.07967408048518937	-0.6761037504577566	-1.2686332175624293	0.23839150890285601	0.5741159163065723
ibd_crohn_epithelial	Crohn disease	colon epithelial	CD68	detection_fraction	6	6	0.07221879189448764	0.09694186499397828	-0.024723073099490636	-0.4983544765474875	-0.9351065463562774	0.37484379731666634	0.6713173319968172
ibd_crohn_epithelial	Crohn disease	colon epithelial	CD74	mean_z_vs_controls	6	6	0.867483446992785	-0.07874489094013952	0.9462283379329245	1.6173022618526633	3.0346871627852834	0.013221801777364768	0.21154644539841638
ibd_crohn_epithelial	Crohn disease	colon epithelial	CD74	detection_fraction	6	6	0.5253054273220389	0.16562127961984088	0.35968414770219803	2.0201422728492724	3.7905714763503267	0.003540360352713075	0.21154644539841638
ibd_crohn_epithelial	Crohn disease	colon epithelial	CIITA	mean_z_vs_controls	6	6	0.20024936741227395	-0.02429954128365631	0.22454890869593025	1.154133371393269	2.1656024411275614	0.06519633583162449	0.34357074249930675
ibd_crohn_epithelial	Crohn disease	colon epithelial	CIITA	detection_fraction	6	6	0.04490326298865036	0.008038925170874374	0.03686433781777599	1.2065975681912922	2.2640456500960684	0.06137106559587425	0.335704974199654
ibd_crohn_epithelial	Crohn disease	colon epithelial	CTSB	mean_z_vs_controls	6	6	0.1252904142605503	0.009292355514956453	0.11599805874559384	1.2735695179550923	2.389711038074992	0.04132638103046721	0.2798823688835875
ibd_crohn_epithelial	Crohn disease	colon epithelial	CTSB	detection_fraction	6	6	0.2531398568975652	0.1945864815461673	0.058553375351397874	0.7532548232428671	1.4133985936448732	0.20049021244887824	0.5542709976988427
ibd_crohn_epithelial	Crohn disease	colon epithelial	CTSD	mean_z_vs_controls	6	6	0.005367633735701936	-0.009050836471658783	0.014418470207360718	0.06839397243055284	0.12833365477961445	0.9009933713522204	0.9570717969550556
ibd_crohn_epithelial	Crohn disease	colon epithelial	CTSD	detection_fraction	6	6	0.5383168951401578	0.5093416493908003	0.028975245749357503	0.2356605754802399	0.4421907642454205	0.6677994362606402	0.833122103716978
ibd_crohn_epithelial	Crohn disease	colon epithelial	CTSS	mean_z_vs_controls	6	6	0.15025682694114353	0.01323073102441726	0.13702609591672626	0.6116097102177329	1.1476173502078906	0.2907733110379448	0.6234335647044712
ibd_crohn_epithelial	Crohn disease	colon epithelial	CTSS	detection_fraction	6	6	0.4182776758439433	0.36181683408460086	0.05646084175934246	0.4406714533047549	0.8268707921164724	0.4339213457311243	0.7010868536847861
ibd_crohn_epithelial	Crohn disease	colon epithelial	CXCL10	mean_z_vs_controls	6	6	0.008070244705738975	0.0021231678998935555	0.005947076805845419	0.1071625830805828	0.20107862511304783	0.8449384542913781	0.9281133075233975
ibd_crohn_epithelial	Crohn disease	colon epithelial	CXCL10	detection_fraction	6	6	0.004889402824848556	0.0022342566313097857	0.0026551461935387702	0.6885467911607831	1.2919811944855764	0.22721826764518024	0.5702104188728212
ibd_crohn_epithelial	Crohn disease	colon epithelial	CXCL8	mean_z_vs_controls	6	6	0.31477931729648606	-0.00916586256247001	0.32394517985895604	0.9117599159535863	1.710815706964369	0.14677994131288905	0.4842224868054072
ibd_crohn_epithelial	Crohn disease	colon epithelial	CXCL8	detection_fraction	6	6	0.06298611047882319	0.01566248813416744	0.047323622344655744	0.8088348960723785	1.5176883961763896	0.1883303140946386	0.5404995561460479
ibd_crohn_epithelial	Crohn disease	colon epithelial	CXCR4	mean_z_vs_controls	6	6	0.21267717366705527	0.056010813843693295	0.15666635982336197	0.6561987196420649	1.23128364913851	0.25098120366508303	0.5862334684147925
ibd_crohn_epithelial	Crohn disease	colon epithelial	CXCR4	detection_fraction	6	6	0.02745304045582279	0.01088349733791706	0.016569543117905733	0.8484897419075264	1.5920962879085758	0.15033210062700092	0.4883885502603076
ibd_crohn_epithelial	Crohn disease	colon epithelial	FABP5	mean_z_vs_controls	6	6	0.03295394662286729	-0.04470734452183355	0.07766129114470084	0.32736922937480967	0.6142718162878268	0.5581926641849598	0.7800072163283281
ibd_crohn_epithelial	Crohn disease	colon epithelial	FABP5	detection_fraction	6	6	0.30632083811048416	0.2683603892241467	0.03796044888633748	0.3329516614900473	0.6247466270123389	0.5500288881921176	0.7719703693924457
ibd_crohn_epithelial	Crohn disease	colon epithelial	GBP1	mean_z_vs_controls	6	6	0.18321830030267525	-0.027435931237523054	0.2106542315401983	1.4656116667678478	2.7500566935915876	0.02049295021807422	0.2261291058546121
ibd_crohn_epithelial	Crohn disease	colon epithelial	GBP1	detection_fraction	6	6	0.09598198144473187	0.0427928983180715	0.05318908312666037	1.6244337537282787	3.048068611236142	0.013907773608002284	0.21154644539841638
ibd_crohn_epithelial	Crohn disease	colon epithelial	GPNMB	mean_z_vs_controls	6	6	0.0003337935769179839	-0.0020088214078767333	0.0023426149847947174	0.06113935017405918	0.11472116591348354	0.9109536088637731	0.9594325451482401
ibd_crohn_epithelial	Crohn disease	colon epithelial	GPNMB	detection_fraction	6	6	0.0013887378262604927	0.0008112968864025889	0.0005774409398579038	0.32891961445533224	0.6171809408294854	0.5556114321522507	0.7789514054270328
ibd_crohn_epithelial	Crohn disease	colon epithelial	HIF1A	mean_z_vs_controls	6	6	0.3541008809462379	-0.006128542602673859	0.36022942354891174	2.7200892191071953	5.103943789331849	0.0019125952671321135	0.19171741144023677
ibd_crohn_epithelial	Crohn disease	colon epithelial	HIF1A	detection_fraction	6	6	0.19800598146022053	0.0856571246212609	0.11234885683895962	1.6315594787843424	3.061439238893833	0.021247306686189293	0.22786303816398215
ibd_crohn_epithelial	Crohn disease	colon epithelial	HK2	mean_z_vs_controls	6	6	0.6217736526331917	0.04369127649639012	0.5780823761368016	2.579230093052839	4.839637362709631	0.0017397853460592025	0.19171741144023677
ibd_crohn_epithelial	Crohn disease	colon epithelial	HK2	detection_fraction	6	6	0.30521091688332097	0.1549343531285939	0.15027656375472706	1.8852817698369497	3.5375207962693844	0.010085069504056689	0.21154644539841638
ibd_crohn_epithelial	Crohn disease	colon epithelial	HLA-DPA1	mean_z_vs_controls	6	6	0.3664317128526473	-0.04364966084940682	0.4100813737020541	0.9692064199440802	1.8186076592288414	0.11304881334369746	0.4362298680148599
ibd_crohn_epithelial	Crohn disease	colon epithelial	HLA-DPA1	detection_fraction	6	6	0.13513399138440424	0.030283478064316038	0.1048505133200882	1.0889687677545477	2.0433283364070953	0.08482782731023286	0.38640433792561585
ibd_crohn_epithelial	Crohn disease	colon epithelial	HLA-DPB1	mean_z_vs_controls	6	6	0.3744496382689079	-0.026466205276769544	0.40091584354567744	0.9254543314474364	1.736511748997618	0.13384494347791534	0.4670416751060026
ibd_crohn_epithelial	Crohn disease	colon epithelial	HLA-DPB1	detection_fraction	6	6	0.11540969647982778	0.023509894894929037	0.09189980158489874	0.9827971675024839	1.8441091799531726	0.11810740483590476	0.43819558895640026
ibd_crohn_epithelial	Crohn disease	colon epithelial	HLA-DRA	mean_z_vs_controls	6	6	0.5785603408238775	-0.07290166200177836	0.6514620028256559	1.333009983233245	2.5012444361195607	0.03277829031510828	0.2581301461691236
ibd_crohn_epithelial	Crohn disease	colon epithelial	HLA-DRA	detection_fraction	6	6	0.2945135015920473	0.06961641220835638	0.22489708938369093	1.5770500315886056	2.9591583458553643	0.015737318675641605	0.21154644539841638
ibd_crohn_epithelial	Crohn disease	colon epithelial	HLA-DRB1	mean_z_vs_controls	6	6	0.40731079325796077	-0.06471856338704374	0.4720293566450045	1.3613227801432393	2.554370239101424	0.02867696115210986	0.2512684831355159
ibd_crohn_epithelial	Crohn disease	colon epithelial	HLA-DRB1	detection_fraction	6	6	0.22419819295608567	0.05814437655316027	0.1660538164029254	1.5877236405365809	2.9791861816032146	0.014796291539510826	0.21154644539841638
ibd_crohn_epithelial	Crohn disease	colon epithelial	IFI30	mean_z_vs_controls	6	6	-0.010575235495087959	-0.018688247982769867	0.008113012487681908	0.10548449860925249	0.19792988691900001	0.8470686562777052	0.9282944178385811
