artifact	expected_sha256	observed_sha256	exists	hash_match
docs/validation/MS_MICROGLIA_CD44_CXCR4_REPLICATION_SPEC_V53.md	160c7b855ce52a6d01b96f0fdb97ae9bf0a2ffb09ff20665b9d457d76df126e3	160c7b855ce52a6d01b96f0fdb97ae9bf0a2ffb09ff20665b9d457d76df126e3	True	True
scripts/v53_analyze_macnair_microglia_replication.py	df923fbbb0dff4f7863e59e7a8dc5aa4d62a3900008976c3dc7ac19dcb2252ea	df923fbbb0dff4f7863e59e7a8dc5aa4d62a3900008976c3dc7ac19dcb2252ea	True	True
analysis/v53_ms_microglia_independent_cohort_scout/summary.json	4b40ea71bd3deee1c14fb0c705ad881e85d3e068be8399aac9b04c7faef65bae	4b40ea71bd3deee1c14fb0c705ad881e85d3e068be8399aac9b04c7faef65bae	True	True
