cell_state	gene	n	remission_adjusted_delta	remission_adjusted_p	formula	remission_adjusted_fdr
Mono_macro	NDUFB3	29	-0.5987387993685545	0.014141527263187322	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03180805262468133
Mono_macro	NEK7	29	-1.5481330083313263	0.0016250635062601887	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.013895205935550603
Mono_macro	NEMP2	29	-1.2495200537057594	0.014047707069373276	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03180805262468133
Mono_macro	NFASC	29	-0.45307408838428165	0.02647165932891225	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.043603750539615196
Mono_macro	NHSL2	29	-1.8024783039609922	0.00932703877478287	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02673399814542284
Mono_macro	NINL	29	-0.9037757311707182	0.006185500094736472	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02323304285557702
Mono_macro	NLRC3	29	-0.8922192770584533	0.015882960502715763	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03357481372935193
Mono_macro	NLRP12	29	-1.9307495098570833	0.006515991639505661	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023424289638223246
Mono_macro	NME4	29	0.9059500363750355	0.030198955108595202	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0465681962262228
Mono_macro	NMI	29	-0.7183515420261503	0.05717225420823573	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.07091782469839836
Mono_macro	NOP10	29	-0.673618655145253	0.0021435338142305666	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.015572211632452142
Mono_macro	NOP56	29	0.6458536677643794	0.003940106038153253	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.020607702371371994
Mono_macro	NPC2	29	0.04014680140125437	0.8400778442605327	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.841183209845086
Mono_macro	NPHP4	29	1.5769587852730924	0.003147097795429683	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.018357064261934043
Mono_macro	NRDC	29	-0.43420842170717033	0.028816597501014996	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04540254802954951
Mono_macro	NRG1	29	-2.128540361640139	0.0020263168590975806	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.015192385515007477
Mono_macro	NRIR	29	-0.7257530410973246	0.07735036615755425	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0897995860349333
Mono_macro	OGFOD1	29	-1.0605818471021156	0.025285074235012407	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04270587457656624
Mono_macro	OPHN1	29	1.6939066512844527	0.00497793201502051	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022325055423400533
Mono_macro	OPTN	29	-2.7701286067640254	8.925016153603161e-05	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.007080790544647911
Mono_macro	ORC2	29	-1.3992074810882258	0.05070754852272035	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06545961734654825
Mono_macro	ORMDL1	29	-0.42390385044312845	0.03336528379123559	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04925505521848746
Mono_macro	OSGIN2	29	-1.2509490084501094	0.01417273386003171	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03180805262468133
Mono_macro	OTUD3	29	-1.341012747110283	0.011099565660423976	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02868172994085788
Mono_macro	P2RY6	29	1.2183757931937143	0.002420421004163388	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.016679689099715393
Mono_macro	P4HA2	29	-2.078691197864152	0.0006585570391119089	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011331376879442459
Mono_macro	PACRGL	29	-1.360246221814132	0.05680907282392484	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.07052480329364895
Mono_macro	PANX1	29	-1.5577080592739097	0.02288777616696175	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0403185131089303
Mono_macro	PAPLN	29	-1.6744843023140292	0.001427115887550766	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.013328937995177202
Mono_macro	PAQR6	29	-1.343847165204639	0.00010700274804658472	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.007080790544647911
Mono_macro	PARD6B	29	-1.0532884220397918	0.030460235603089802	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04664853166736304
Mono_macro	PAXIP1	29	-0.984891002911956	0.028677767071617673	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04534827440734944
Mono_macro	PCK1	29	1.9059640677931144	0.0007205883794273433	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011331376879442459
Mono_macro	PCK2	29	-0.8322696417588547	0.09347470258229151	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.10453232720811732
Mono_macro	PCMTD2	29	-1.3269414318561856	0.020266961780652813	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.037709432555199984
Mono_macro	PCYT1A	29	-0.809805049216767	0.0187053374457984	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03617474408196336
Mono_macro	PDE2A	29	-2.02529549567469	0.00013667256490855544	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.007837786068337288
Mono_macro	PDGFRB	29	-1.3460746857168764	0.0006607942587373594	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011331376879442459
Mono_macro	PDP2	29	-1.7870099955940613	0.0004698895408789789	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.010674207182355311
Mono_macro	PDSS1	29	-2.5901582586026857	0.00025410162182528095	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.008354656651676695
Mono_macro	PES1	29	-0.9095179120982306	0.07194824728597746	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.08488777703043232
Mono_macro	PEX19	29	-1.9138407040248508	0.005166358138800592	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022414244655359346
Mono_macro	PEX2	29	-0.978391748308399	0.0009077319238798201	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012015838368909999
Mono_macro	PGK1	29	-0.6882835425177001	0.0009285785211873456	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012015838368909999
Mono_macro	PIGB	29	-1.7030877887866946	0.014232118158612344	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03180805262468133
Mono_macro	PIGO	29	-1.49612179253896	0.005674054650234681	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02302909647375249
Mono_macro	PIK3AP1	29	-0.864789422051994	0.0061851959373656965	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02323304285557702
Mono_macro	PIM1	29	-1.120451966334165	0.006537028218338883	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023424289638223246
Mono_macro	PIMREG	29	-0.8627751811352256	0.003922160975134275	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02058458277294609
Mono_macro	PITPNB	29	-1.051030613500649	0.012220394685871707	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.029678420155284043
Mono_macro	PLCB1	29	-2.1838470549258364	0.0011973087221694252	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012778709657305518
Mono_macro	PLD1	29	-2.965406052369835	0.00011346303332844576	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.007195447363578936
Mono_macro	PLD4	29	1.8429533417250636	0.013754247044420291	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.031527054219288676
Mono_macro	PLEK	29	-0.8902697202706168	7.290359053110358e-05	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.007062896186629864
Mono_macro	PLEKHA7	29	-1.178955336948071	0.03382914712722227	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04973740120883
Mono_macro	PLIN3	29	-0.7880761460305701	0.001556286030035023	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.013800481422430965
Mono_macro	PLPP3	29	-1.7321102520464562	0.002537371429058877	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.016864101812347647
Mono_macro	PLS1	29	-1.2853459414941266	0.011975188115140523	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.029553227477591176
Mono_macro	PLXNA1	29	-1.4997927539298366	0.019348985309616654	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.036802218175453816
Mono_macro	PMM2	29	-1.9367132105896914	0.003736223075525816	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.020318925630482515
Mono_macro	PNKD	29	-0.394089093541954	0.02152259835736644	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.038823567273347036
Mono_macro	POM121	29	-1.1060998309713637	0.02566772152435731	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04288067515368941
Mono_macro	POMP	29	-0.4791559282693484	0.009784300338503787	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02737445793235802
Mono_macro	PON2	29	1.1014033494297808	0.029798601994120294	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.046279053301072536
Mono_macro	POP1	29	-1.5135309147897036	0.01008991123006148	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.027870861873236973
Mono_macro	PPP1R12C	29	-1.0294801545492176	0.0063216086927405345	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023372569185892023
Mono_macro	PPP1R13B	29	-1.4612491364774882	0.007202399088707496	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023676136961150777
Mono_macro	PPP1R37	29	-1.176375954639529	0.012380263243971379	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02973799801105122
Mono_macro	PPP2R2A	29	-0.5268969860249055	0.02879890454516105	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04540254802954951
Mono_macro	PPP4C	29	-0.264600586709262	0.01450409770740979	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.032132804527915136
Mono_macro	PPP6R3	29	-0.6114770778232421	0.05090551510956137	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06565948643792577
Mono_macro	PRAF2	29	-1.3642337493713175	0.006731672405821777	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023511212213918005
Mono_macro	PREP	29	-1.2842117428789137	0.01128822449066148	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.028909129707522848
Mono_macro	PRICKLE3	29	-1.2116378063290982	0.008003273651593479	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.025077060636819592
Mono_macro	PRR11	29	-1.7164253101269442	0.021528968974181932	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.038823567273347036
Mono_macro	PSMA2	29	-0.5222853971696411	0.013814400713423129	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03157059054622162
Mono_macro	PSMA4	29	-0.6083132626557852	0.001685754164897394	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.013975041500400534
Mono_macro	PSMB4	29	-0.3573394258228092	0.02965433376264942	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.046149177900564844
Mono_macro	PSMB8	29	-0.8240165625799392	0.0231127414614792	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04048054373345379
Mono_macro	PSMB9	29	-0.6661466586503308	0.09242223454634868	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.10350746208943538
Mono_macro	PSMD11	29	-0.6796063331277176	0.016345831330879735	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03403331776415726
Mono_macro	PSMD6-AS2	29	-1.5207031931322508	0.00048387866212710903	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.010830342996433234
Mono_macro	PSTPIP2	29	-0.7801721783076007	0.02764394701151237	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.044617271846788785
Mono_macro	PTEN	29	-0.5512512225993907	0.009977189413293258	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.027659894876197338
Mono_macro	PTPRC	29	-0.45583491940499965	0.006841863915076445	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023511212213918005
Mono_macro	PXDC1	29	1.5521431957381333	0.016164649356633233	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.033910998350137736
Mono_macro	PXK	29	-0.9100010643652597	0.021111329981929917	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03854777120158559
Mono_macro	PYGL	29	-1.249160389111442	0.015782963895452494	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0334563663633408
Mono_macro	QPCT	29	-2.0899133527182725	0.0030126571038457495	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.018123573565427792
Mono_macro	QPRT	29	1.912371952727136	0.025239654539344725	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04270587457656624
Mono_macro	RAB5IF	29	-0.5041845521832847	0.0334437242367177	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04925693115117482
Mono_macro	RAB8B	29	-0.7389778001425658	0.0001933906863490494	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.008181145936638972
Mono_macro	RABGGTB	29	1.0016208344029685	0.0058907410502187195	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02323304285557702
Mono_macro	RAC2	29	-0.43411551372262647	0.056061790591596335	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06988210096675646
Mono_macro	RAD51B	29	-2.1367818178827136	0.0012593997691168382	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012778709657305518
Mono_macro	RAD9A	29	1.169501396585634	0.0008718807998404734	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012015838368909999
Mono_macro	RAP1B	29	-0.6747483407908286	0.00013392944853287685	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.007837786068337288
Mono_macro	RAPGEF2	29	-1.2000177755109638	0.0006561867995090328	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011331376879442459
Mono_macro	RAPH1	29	-1.8329303171250841	0.003036492936129827	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.018123695093292536
Mono_macro	RARRES1	29	-1.051163833296007	0.12003052298866956	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.1291070360344559
Mono_macro	RB1-DT	29	-0.9363066282826598	0.011432275323014633	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02896546353711122
Mono_macro	RBAK-RBAKDN	29	-1.3025530255294395	0.043096867811101655	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05846117006104876
Mono_macro	RBBP5	29	-1.8195378612032005	0.013294923825576168	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03122665750389958
Mono_macro	RBM41	29	-1.438896629329105	0.02985436432878395	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.046318391955564905
Mono_macro	RBP7	29	-2.306536318899827	0.002721339585566473	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.017115201856331287
Mono_macro	RCC1L	29	0.8075702354438433	0.027746768637869942	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.044682644378626554
Mono_macro	REG4	29	-1.214574788006288	0.021070495074990786	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03854777120158559
Mono_macro	REM1	29	-0.4543613129632719	0.042605434065234815	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05810526043663745
Mono_macro	RGS1	29	0.9151407956791089	0.11996237370467133	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.1291070360344559
Mono_macro	RGS6	29	-0.6378100391230154	0.017413735062159204	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.034964172689464
Mono_macro	RHOQ	29	-0.3531444727401846	0.06810940186725492	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.08111307483721596
Mono_macro	RIPK2	29	-1.0757890865182584	0.004692475402977836	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022064099107795457
Mono_macro	RIPOR2	29	-1.7453271946951747	0.00852515094613753	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.025849837057058764
Mono_macro	RLF	29	-1.6995778001525779	0.0046969567088868125	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022064099107795457
Mono_macro	RNF157	29	-0.9607640344103429	0.0034416243874036247	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.019474488884585403
Mono_macro	RNF213	29	-0.6617814444126905	0.009510444718016951	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.027157404992160978
Mono_macro	RNF219	29	-1.3154482726532744	0.04297070560008283	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05834202847754333
Mono_macro	RNPC3	29	-0.6226059989320384	0.07976533355649196	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.09155805051016846
Mono_macro	ROM1	29	-1.2127486288015852	0.026323343372759402	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04345350174982626
Mono_macro	RORA	29	-1.7122193635923826	0.026869928755764466	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.043974227490616684
Mono_macro	RRM2	29	-0.9608037726273414	0.01978393394814176	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03717425613465649
Mono_macro	RSPO3	29	-0.8091522758270258	0.005809785553084135	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023208644650378096
Mono_macro	RTP5	29	-0.6142046090163682	0.014104797180535733	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03180805262468133
Mono_macro	RUNX2-AS1	29	-0.5736785706435859	0.0456452631147194	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.060513376920297283
Mono_macro	S100A16	29	-2.1507661976579873	0.00013999102042072203	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.007837786068337288
Mono_macro	S1PR4	29	-1.5791193111947173	0.004853078498124584	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022325055423400533
Mono_macro	SAMD4A	29	-1.4921143986967758	0.006872431918843965	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023511212213918005
Mono_macro	SAMSN1	29	-0.965109329083369	0.01675827894456931	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0343285337195619
Mono_macro	SCPEP1	29	-0.6286650793286059	0.0381451034083723	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.054006369662830365
Mono_macro	SDCBP	29	-0.6333744455530294	0.00016461732673569719	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.007837786068337288
Mono_macro	SDCCAG8	29	0.76487623075629	0.000652766821625615	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011331376879442459
Mono_macro	SEC24A	29	-1.398583767666991	0.004456806766610428	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0215341584088288
Mono_macro	SELENOT	29	-0.45047717016425404	0.0067682775668972545	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023511212213918005
Mono_macro	SERPINA1	29	-1.5375137518123594	0.0006978498854415527	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011331376879442459
Mono_macro	SGCB	29	-0.9507369566405783	0.006764476864248961	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023511212213918005
Mono_macro	SGMS2	29	-1.9742023459185443	0.006191795609367689	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02323304285557702
Mono_macro	SGTB	29	-1.819439410914359	0.00010630313487026215	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.007080790544647911
Mono_macro	SH3BGRL2	29	-0.7297898968064641	0.029368376266257924	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04598628464737095
Mono_macro	SH3BGRL3	29	-0.5746916864346512	0.012214241773053016	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.029678420155284043
Mono_macro	SH3GLB1	29	-0.6678778724329444	0.002120946861158924	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.01551962078213405
Mono_macro	SIPA1L1	29	-1.26353849989222	0.02232698692762234	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03985491942410546
Mono_macro	SLA2	29	-0.6422792524479985	0.04556057559310781	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06047227367028397
Mono_macro	SLAMF6	29	-1.06975044687477	0.008836128604378353	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.026524392483432274
Mono_macro	SLC11A1	29	-1.9128764594981538	0.0062433078370111705	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02323304285557702
Mono_macro	SLC16A3	29	-0.6996684697379228	0.011060173367206114	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.028677314931665598
Mono_macro	SLC16A9	29	0.887555053888285	0.025405908525423508	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04277410705275949
Mono_macro	SLC1A2	29	-1.1869223375043667	0.01909346945035686	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03660286479895013
Mono_macro	SLC22A4	29	-1.1680945177723028	0.022869196532316487	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0403185131089303
Mono_macro	SLC22A5	29	-1.161350368086644	0.03861792946257912	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.054500462219862246
Mono_macro	SLC28A3	29	-0.9561261733327486	0.010833559720966935	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02839008748761313
Mono_macro	SLC35A2	29	-1.336326445569996	0.012801840521145325	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.030484319799195005
Mono_macro	SLC35E4	29	-1.1471365903461086	0.027034966234558526	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.044073036591709566
Mono_macro	SLC37A1	29	-1.3897969434878026	0.012818636446442051	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.030484319799195005
Mono_macro	SLC39A8	29	-2.4130984126116966	0.002093803650279033	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.015469753183129552
Mono_macro	SLC43A2	29	-1.0353936414912046	0.00024781057172998345	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.008354656651676695
Mono_macro	SLC44A1	29	-1.3281383025551525	0.0010307294548020278	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012377667186547817
Mono_macro	SLC44A2	29	-1.7485767572897941	0.009263699630935719	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.026705829775067403
Mono_macro	SLC6A12	29	-1.4504898888818587	0.009857189106057826	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02747736596963372
Mono_macro	SLC6A4	29	-0.6298389329144534	0.01535266602449079	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03295734511886458
Mono_macro	SLC9B2	29	-1.3650754541946357	0.014131835412392834	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03180805262468133
Mono_macro	SLCO4A1	29	-2.1343269248199155	0.0009597511830824096	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012072242154144028
Mono_macro	SMAD3	29	-1.8301424486176947	0.005313651053540262	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022454429231323174
Mono_macro	SMAD7	29	-1.347721082432508	0.014319016310216598	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03190855464736407
Mono_macro	SMIM25	29	-2.43228423481794	3.7045619231947526e-05	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.006615048612276829
Mono_macro	SMPD2	29	-2.1660173161331753	0.00031102678763823285	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.008376547124301003
Mono_macro	SNHG8	29	0.6249833369641971	0.0047604181181576544	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022234840254307674
Mono_macro	SNX10	29	-1.5454373274817537	3.9116581807156024e-05	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.006615048612276829
Mono_macro	SOAT1	29	-0.7527867005852007	0.0032811653804705413	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.01877418687622618
Mono_macro	SP140	29	-1.5082456826269486	0.030807388264140596	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.046867067896824384
Mono_macro	SPAG1	29	-1.1574316129845066	0.02414894350209277	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04153072543523751
Mono_macro	SPARC	29	-1.9547761264160195	0.0057499938771645295	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023152091748794745
Mono_macro	SPATA13	29	-1.5243438210546845	0.002116996278493617	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.01551962078213405
Mono_macro	SPINK4	29	-1.7441932568437042	0.019368315872889952	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.036802218175453816
Mono_macro	SPNS3	29	2.1969416806018924	0.0010780805098003627	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012377667186547817
