cell_state	gene	n_patient_units	n_remission	n_non_remission	mean_delta_remission	mean_delta_non_remission	raw_delta_remission_minus_non	raw_t	raw_p	raw_fdr	mean_delta	paired_p	paired_fdr	n	remission_adjusted_delta	remission_adjusted_p	formula	remission_adjusted_fdr	approved_name	wave62_score	wave62_call	manual_blocker	prior_context_blocker	max_l2g_score	best_l2g_disease	strong_l2g_disease_count	strong_l2g_diseases	ms_max_l2g_score	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	myeloid_qtl_coloc_disease_count	max_qtl_h4	ms_max_relevant_qtl_h4	gwas_catalog_trait_count	chembl_target_id	druggable_activity_count	wave55_score	wave55_genetic_diseases_ge_0_25	has_cross_autoimmune_genetics	has_any_druggability_flag	manual_or_prior_blocked	wave68_posthoc_blocker	perturbation_strength	integrated_score	wave68_call	wave68_call_priority
Mono_macro	GTPBP1	29	13	16	-0.16023717917808147	-0.027118610994998654	-0.13311856818308282	-0.2749320415228213	0.7854817200512763	1.0	0.08307224553559583	0.7128387367724552	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2518726256163539	0.2518726256163539	DESCRIPTIVE_GENE_SIGNAL	2
DC	TTLL1	29	13	16	-0.22376435870856262	0.10234997311058992	-0.32611433181915256	-0.4883623767611345	0.6305173234920236	1.0	-0.041052640402913176	0.8880834229947719	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.25184921308985975	0.25184921308985975	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	AC004837.3	29	13	16	0.0	0.016354889175424797	-0.016354889175424797			1.0	0.029296512565702128	0.5599722668105731	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.25183348133198447	0.25183348133198447	DESCRIPTIVE_GENE_SIGNAL	2
DC	LRWD1	29	13	16	0.14121796277208587	-0.08386502461438385	0.2250829873864697	0.41425870322665564	0.6820337895134962	1.0	0.0587561187496259	0.8211282638496692	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.25178310774050705	0.25178310774050705	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	EVC2	29	13	16	0.010208764380526817	-0.0898940969146568	0.10010286129518361	0.40238868714944065	0.6918307738112495	1.0	-0.02359310288657305	0.8095601955430408	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.25175097710478767	0.25175097710478767	DESCRIPTIVE_GENE_SIGNAL	2
DC	CCDC112	29	13	16	0.002733694907895938	0.06431590047711158	-0.06158220556921564	-0.22158905075727178	0.8263483291009608	1.0	0.06098825076893466	0.6778183645115561	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2517235154817494	0.2517235154817494	DESCRIPTIVE_GENE_SIGNAL	2
DC	PLCB3	29	13	16	-0.07646502774058445	-0.3973135199154564	0.32084849217487194	0.4812067722742096	0.6342940336172905	1.0	-0.042329624937948986	0.8830936034448632	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2517026346724065	0.2517026346724065	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	HCG20	29	13	16	-0.11347306068026668	0.08188281051239746	-0.19535587119266412	-0.5739997490023709	0.5709924798789983	1.0	-0.0035180088568369824	0.9810681290150313	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.25167044403976124	0.25167044403976124	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	SORD	29	13	16	-0.2129105849912244	0.07792743951141991	-0.2908380245026443	-0.47113135392859284	0.6430713798302523	1.0	0.04120578050909625	0.8711103138135806	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.251667662700406	0.251667662700406	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	MEF2C	29	13	16	0.0802424968425825	0.05449066592698809	0.02575183091559441	0.08783708560601672	0.9307218527285491	1.0	0.07262120493881219	0.6019767591675956	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2516003644758733	0.2516003644758733	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	AL390208.1	29	13	16	0.0	0.00038340807672668925	-0.00038340807672668925			1.0	0.028009939876641448	0.5603440330295961	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2515452484044993	0.2515452484044993	DESCRIPTIVE_GENE_SIGNAL	2
DC	NUDT21	29	13	16	-0.0785298427903016	-0.0022542538085743302	-0.07627558898172727	-0.24210664323904416	0.8105332605049651	1.0	-0.0736970093787245	0.6913997352155508	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2514999501444317	0.2514999501444317	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	KBTBD2	29	13	16	-0.03053481216371195	0.04951222326630436	-0.08004703543001632	-0.23042504247211976	0.8201322920891688	1.0	0.06735381506566158	0.6833945532264942	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.25144457467615783	0.25144457467615783	DESCRIPTIVE_GENE_SIGNAL	2
DC	MFSD1	29	13	16	0.06876957156531059	0.12298985144720247	-0.054220279881891875	-0.3121543808237799	0.7573397827486233	1.0	0.02729156354900663	0.7402270052168969	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2513443041357232	0.2513443041357232	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC007220.1	29	13	16	0.02236868032580362	-0.057505125784437554	0.07987380611024117	0.4093485606625347	0.6858199326429384	1.0	-0.022465766043071243	0.8174990853512722	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.25130262129269654	0.25130262129269654	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	AC131159.2	29	13	16	0.0	-0.08141433454910746	0.08141433454910746			1.0	-0.02928637990883934	0.560702037603988	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.25126786566258924	0.25126786566258924	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	IMMP1L	29	13	16	0.07604757867576914	-0.17617448871887134	0.2522220673946405	0.4237532887501698	0.6754295408169624	1.0	0.05664125105514705	0.8301856451695167	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2512447291593125	0.2512447291593125	DESCRIPTIVE_GENE_SIGNAL	2
DC	PIPOX	29	13	16	-0.13493710996921537	0.0659276139618365	-0.20086472393105187	-0.4187914680758579	0.6790703659665539	1.0	-0.05304430605067779	0.8257880086982816	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2512166491725183	0.2512166491725183	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	NAA60	29	13	16	-0.05063011531582283	0.06823197664360582	-0.11886209195942865	-0.5316374810191775	0.5996711165204802	1.0	-0.009662315808894402	0.9353656355149106	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.251105458403877	0.251105458403877	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	BPHL	29	13	16	-0.10311182512355205	0.19354250603019185	-0.2966543311537439	-0.43947379763376637	0.6645102836133057	1.0	-0.06376840923251896	0.8441063518198945	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2511011254485903	0.2511011254485903	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	MAP7D3	29	13	16	-0.30965262008409944	-0.011114532877492284	-0.29853808720660713	-0.5140363794247053	0.6153194201987208	1.0	0.02569833123308613	0.9116169864279441	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2510869689343848	0.2510869689343848	DESCRIPTIVE_GENE_SIGNAL	2
DC	CREB3L4	29	13	16	0.27124749767034734	0.006603169604906117	0.26464432806544125	0.4694864783544936	0.6439978249224055	1.0	0.04379749714567071	0.8710872588491763	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.25105393796909425	0.25105393796909425	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	PROS1	29	13	16	0.2532021539642093	0.14226707086945553	0.11093508309475378	0.2185256857957424	0.8297618320761087	1.0	0.09185807056600774	0.6761864344878874	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.25098009221611084	0.25098009221611084	DESCRIPTIVE_GENE_SIGNAL	2
DC	ARHGAP5	29	13	16	-0.036177668353718426	-0.1244986065852629	0.08832093823154448	0.31901963998556326	0.7535495669012712	1.0	-0.039107159357075684	0.7446327988784539	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.25094601374004594	0.25094601374004594	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	SLC47A1	29	13	16	-0.23962301527173013	0.018160579780011066	-0.2577835950517412	-0.3509153846649996	0.7292270034478412	1.0	-0.08820183587120846	0.7697042464324805	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2508133751380887	0.2508133751380887	DESCRIPTIVE_GENE_SIGNAL	2
DC	ZNF280D	29	13	16	0.10965198358595735	-0.05428436490509159	0.16393634849104893	0.4989195101652912	0.6218796405050762	1.0	0.022038168712771967	0.9027879632981897	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.25070790108748126	0.25070790108748126	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC009061.2	29	13	16	0.16731337067106045	-0.141163931840408	0.30847730251146843	0.5694053783832952	0.5738011733044961	1.0	-0.00801124233558941	0.9786145126798435	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2506269160649926	0.2506269160649926	DESCRIPTIVE_GENE_SIGNAL	2
DC	OR4A5	29	13	16	0.0	0.0	0.0			1.0	0.0		1.0						olfactory receptor family 4 subfamily A member 5	0.5012446641921997	NO_GO_WAVE62_TARGET_RESOLUTION			0.5012446641921997	SLE	1.0	SLE	0.0	0.0		0.0	0.0	0.0	0.0		0.0	2.0	SLE	False	False	False		-0.0	0.25062233209609985	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	OR4A5	29	13	16	0.0	0.0	0.0			1.0	0.0		1.0						olfactory receptor family 4 subfamily A member 5	0.5012446641921997	NO_GO_WAVE62_TARGET_RESOLUTION			0.5012446641921997	SLE	1.0	SLE	0.0	0.0		0.0	0.0	0.0	0.0		0.0	2.0	SLE	False	False	False		-0.0	0.25062233209609985	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	AC087672.1	29	13	16	0.13494518727964042	0.0	0.13494518727964042			1.0	0.029279209708250143	0.5616244040718817	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.25055402921962716	0.25055402921962716	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	AC109460.4	29	13	16	0.13494518727964042	0.0	0.13494518727964042			1.0	0.029279209708250143	0.5616244040718817	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.25055402921962716	0.25055402921962716	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	CAPN6	29	13	16	0.13494518727964042	0.0	0.13494518727964042			1.0	0.029279209708250143	0.5616244040718817	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.25055402921962716	0.25055402921962716	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	FAM193B	29	13	16	0.1375325138063944	0.2653494470011248	-0.1278169331947304	-0.21428190610927705	0.832247743098926	1.0	0.12248810913389532	0.6748356904278451	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2505493305860803	0.2505493305860803	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	MINDY2	29	13	16	0.032905722020827075	0.1439019361516379	-0.11099621413081083	-0.2613071172893433	0.7960199432482644	1.0	0.08093858999081441	0.7057164043209309	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.25044583874881543	0.25044583874881543	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	SLC4A8	29	13	16	0.11464964392931402	0.025840149776479887	0.08880949415283414	0.15357010518220687	0.8792988671319327	1.0	0.1204758695179454	0.6389507318103228	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.25039611449000704	0.25039611449000704	DESCRIPTIVE_GENE_SIGNAL	2
DC	ZNF146	29	13	16	-0.11219611559976123	-0.2964415397215485	0.1842454241217873	0.45104920267530546	0.6559644569368625	1.0	-0.04031168580578791	0.8565153037989505	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.25038456485425586	0.25038456485425586	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	COPRS	29	13	16	0.015428105120430767	-0.07082757036376419	0.08625567548419497	0.28231966586488444	0.7799398597157684	1.0	-0.06331736999119286	0.7203867104040952	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2503731915609321	0.2503731915609321	DESCRIPTIVE_GENE_SIGNAL	2
DC	PPP6R3	29	13	16	0.1965584043681399	0.08749258134791571	0.10906582302022419	0.25957412164577576	0.7977448327577722	1.0	0.07991825698210225	0.704323245458008	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2503639781185497	0.2503639781185497	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	HINT2	29	13	16	-0.13803823968187656	-0.17793923971459918	0.03990100003272262	0.08222488734720369	0.9353022406017567	1.0	-0.10951360863765393	0.6007557854601511	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2503500633778564	0.2503500633778564	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	LIPE	29	13	16	-0.12289038221448821	-0.05643334758364381	-0.0664570346308444	-0.18251971796225439	0.8568235385597919	1.0	-0.06794909904713936	0.6557826270915009	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2503487039106762	0.2503487039106762	DESCRIPTIVE_GENE_SIGNAL	2
DC	MAP3K12	29	13	16	0.2730247950769367	-0.0500624506100662	0.3230872456870029	0.516109958458501	0.6100495260145192	1.0	0.02803967072578395	0.9210737230840138	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.25034051328980766	0.25034051328980766	DESCRIPTIVE_GENE_SIGNAL	2
DC	NPY2R	29	13	16	0.0	0.0	0.0			1.0	0.0		1.0						neuropeptide Y receptor Y2	0.5006579160690308	NO_GO_WAVE62_TARGET_RESOLUTION			0.5006579160690308	Celiac	1.0	Celiac	0.0	0.0		0.0	0.0	0.0	0.0		0.0	2.0	Celiac	False	False	False		-0.0	0.2503289580345154	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	NPY2R	29	13	16	0.0	0.0	0.0			1.0	0.0		1.0						neuropeptide Y receptor Y2	0.5006579160690308	NO_GO_WAVE62_TARGET_RESOLUTION			0.5006579160690308	Celiac	1.0	Celiac	0.0	0.0		0.0	0.0	0.0	0.0		0.0	2.0	Celiac	False	False	False		-0.0	0.2503289580345154	DESCRIPTIVE_GENE_SIGNAL	2
DC	CHMP1B	29	13	16	0.041434311946135255	0.03369320549716576	0.007741106448969498	0.03798350598460809	0.9700277633689262	1.0	0.050652374394613266	0.579306803877765	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.25030720626478925	0.25030720626478925	DESCRIPTIVE_GENE_SIGNAL	2
DC	RHCE	29	13	16	-0.1270648190568165	-0.047867052919548736	-0.07919776613726776	-0.2813844171929784	0.7813539467236629	1.0	0.04343559194559495	0.7192103799019339	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.250296243162363	0.250296243162363	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	MLH1	29	13	16	0.08577045461245945	0.11135595073467171	-0.025585496122212253	-0.054758634555403085	0.9569568721548857	1.0	0.09647612446116066	0.5872358787209487	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2502950523529108	0.2502950523529108	DESCRIPTIVE_GENE_SIGNAL	2
DC	CRTC1	29	13	16	-0.07973102771037838	-0.12514717525816754	0.045416147547789165	0.060916047674527185	0.9518916990956829	1.0	-0.1883282275727709	0.5903691790000825	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2502887839059232	0.2502887839059232	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	TEPSIN	29	13	16	-0.25985415306441306	-0.19801889015941326	-0.0618352629049998	-0.11508219206671085	0.9094306033970729	1.0	-0.12218386542861376	0.6179564804172256	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2502725443922815	0.2502725443922815	DESCRIPTIVE_GENE_SIGNAL	2
DC	EIF3K	29	13	16	0.02529070367820802	-0.018059937500573553	0.04335064117878157	0.417005191153537	0.6811255054251678	1.0	0.01002345730003743	0.8251959968877308	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.25021574432387966	0.25021574432387966	DESCRIPTIVE_GENE_SIGNAL	2
DC	PPM1A	29	13	16	-0.08735428362270843	0.21440347907865873	-0.30175776270136717	-0.5658380038321492	0.5765211529938231	1.0	-0.008858417753670118	0.974958264285105	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2501987285352143	0.2501987285352143	DESCRIPTIVE_GENE_SIGNAL	2
DC	OAF	29	13	16	-0.4258934153449695	-0.3066699960317445	-0.119223419313225	-0.17938418002491532	0.8596611560731525	1.0	-0.11489275188084534	0.6540669777718292	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.25005047325560703	0.25005047325560703	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	STK16	29	13	16	-0.15787698732843383	0.022117430104523994	-0.17999441743295783	-0.5482979122909875	0.5882147790357569	1.0	-0.008566088668704173	0.9560430673082284	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24998661136163283	0.24998661136163283	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	LINC00920	29	13	16	-0.21513337436001034	-0.204787075503794	-0.010346298856216352	-0.01867156544650623	0.985270660992062	1.0	-0.13627227157813204	0.5707863963273034	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2499708353366481	0.2499708353366481	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	SNHG18	29	13	16	-0.0185210093231746	0.11117761163178719	-0.1296986209549618	-0.3139052195220137	0.7570180896791304	1.0	0.06122139648473025	0.7429813394526961	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24991583623152197	0.24991583623152197	DESCRIPTIVE_GENE_SIGNAL	2
DC	DEK	29	13	16	-0.02256865055434909	-0.07627261137164795	0.05370396081729886	0.3303465356964483	0.743905707342718	1.0	-0.020267730576210365	0.7562753669398876	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2498021543317694	0.2498021543317694	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	AC067930.2	29	13	16	0.0	0.08048860023841137	-0.08048860023841137			1.0	0.023096241399687356	0.56261841241746	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24978605908789306	0.24978605908789306	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	AP001046.1	29	13	16	-0.08121718492878917	-0.10284143234778981	0.02162424741900064	0.05477539738174411	0.9569303371852343	1.0	-0.07477006624860452	0.5879721582363919	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24976291516048488	0.24976291516048488	DESCRIPTIVE_GENE_SIGNAL	2
DC	DPH6	29	13	16	-0.013728289777580253	0.034691294914087734	-0.04841958469166799	-0.07565938661783575	0.9403712318581501	1.0	-0.14504855818713186	0.598417931006155	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2496960671621756	0.2496960671621756	DESCRIPTIVE_GENE_SIGNAL	2
DC	ZNF709	29	13	16	-0.14822707349961742	-0.10419235169592253	-0.04403472180369489	-0.1413294631886953	0.8886716446424501	1.0	-0.07169286764504679	0.6333756372711425	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24959732263009832	0.24959732263009832	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	DRGX	29	13	16	-0.0686488102847276	0.036336318949550514	-0.10498512923427811	-0.33330916916866066	0.7421241316633101	1.0	0.04390231157606482	0.7585681352373574	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2495288506444499	0.2495288506444499	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	PDXDC1	29	13	16	0.08231849815872089	0.08138615733002441	0.0009323408286964763	0.002289393221505779	0.9981921669272691	1.0	0.12832513566631523	0.5640839545127773	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2494420961750935	0.2494420961750935	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	NPIPB2	29	13	16	0.12899178643988807	-0.03331196819742171	0.16230375463730978	0.4338737138100414	0.6696331614567491	1.0	0.02771818270044855	0.8409803289414254	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2493772099308142	0.2493772099308142	DESCRIPTIVE_GENE_SIGNAL	2
DC	RARS2	29	13	16	-0.1476027046692951	0.20843577200197502	-0.3560384766712701	-0.5374830119525209	0.5983782964419997	1.0	0.021772145240778334	0.9411265415795039	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24937614546231765	0.24937614546231765	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	AC019205.1	29	13	16	-0.020796127246116944	-0.06007723820168826	0.03928111095557132	0.14447632351324008	0.8866452790433693	1.0	-0.06782856618837398	0.6352054639661163	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24933586880952163	0.24933586880952163	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	DDX51	29	13	16	-0.07500847376691294	-0.2689955738988232	0.19398710013191028	0.2708244980196108	0.7888157834020111	1.0	-0.11064795150571886	0.7140893883159639	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24927182887407295	0.24927182887407295	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	NRSN2-AS1	29	13	16	-0.012097791133792958	0.15619928728529758	-0.16829707841909053	-0.5769811841207091	0.5692582864285114	1.0	-0.0025477767422884363	0.9898031911158927	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24914178920512703	0.24914178920512703	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	FREM1	29	13	16	0.13482033757798081	0.0	0.13482033757798081			1.0	0.029165973932326332	0.56345653919626	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.2491395765391777	0.2491395765391777	DESCRIPTIVE_GENE_SIGNAL	2
DC	KIF15	29	13	16	0.09669244796083373	-0.03625601087847878	0.1329484588393125	0.46171179048776334	0.6480291812941487	1.0	-0.018484550274876697	0.8695035551441369	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24913407500189208	0.24913407500189208	DESCRIPTIVE_GENE_SIGNAL	2
DC	AL645608.1	29	13	16	0.0	-0.14774338408391477	0.14774338408391477			1.0	-0.04409065586742826	0.5634648809460663	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24913314702981604	0.24913314702981604	DESCRIPTIVE_GENE_SIGNAL	2
DC	QSOX1	29	13	16	-0.03113915786603388	0.16750698950610843	-0.1986461473721423	-0.5012748870181314	0.6202779440928109	1.0	-0.02632825728908422	0.9084970503725349	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24909013963089519	0.24909013963089519	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	RSPH4A	29	13	16	0.09450069691206281	-0.003727928444534921	0.09822862535659774	0.5163198190035511	0.6119085549711957	1.0	-0.006932002686689687	0.9209572902456278	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24907398488909652	0.24907398488909652	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	AL137002.2	29	13	16	0.0	-0.0661063685965565	0.0661063685965565			1.0	-0.024597718547555904	0.5636074256221636	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24902329362250036	0.24902329362250036	DESCRIPTIVE_GENE_SIGNAL	2
DC	PCNX1	29	13	16	-0.1294088843218472	-0.008256624321464123	-0.12115226000038307	-0.3498164319791205	0.7294037789398357	1.0	-0.057265278175187194	0.773093239071359	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24880011574322036	0.24880011574322036	DESCRIPTIVE_GENE_SIGNAL	2
DC	ARNTL	29	13	16	0.11177995460203326	0.10496567126886738	0.006814283333165874	0.024657699384914574	0.9805097911972436	1.0	0.09031437917175103	0.5751151703151136	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24879324167306	0.24879324167306	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	ARHGAP10	29	13	16	0.09750286926195884	0.012718614423689073	0.08478425483826976	0.26271232340920536	0.794848469579023	1.0	0.0786673011377375	0.7094986906334677	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24876405931865392	0.24876405931865392	DESCRIPTIVE_GENE_SIGNAL	2
DC	PSMD2	29	13	16	-0.028702131568644547	0.06340663302449295	-0.0921087645931375	-0.32598788367396436	0.7471770083900806	1.0	-0.0503253444926176	0.7550517844904677	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.248599762065082	0.248599762065082	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	ARHGAP28	29	13	16	0.0	0.03075043589944862	-0.03075043589944862			1.0	0.022884045320519904	0.5642460372999281	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24853148228975355	0.24853148228975355	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	TMSB15A	29	13	16	0.0	0.03075043589944862	-0.03075043589944862			1.0	0.022884045320519904	0.5642460372999281	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24853148228975355	0.24853148228975355	DESCRIPTIVE_GENE_SIGNAL	2
DC	STON1	29	13	16	-0.18253580466164118	-0.028468682612657413	-0.15406712204898376	-0.3394459223051563	0.7388773765021603	1.0	-0.0570853978010544	0.7637574902248943	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24847214836071568	0.24847214836071568	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	AL162632.3	29	13	16	0.0	-0.08166050005388059	0.08166050005388059			1.0	-0.030385302345629986	0.5643895694680494	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24842102107702382	0.24842102107702382	DESCRIPTIVE_GENE_SIGNAL	2
DC	USPL1	29	13	16	-0.11752300301105348	-0.15747148009500134	0.03994847708394786	0.10648502054159305	0.9159971325000137	1.0	-0.10912885389070197	0.6161925601628354	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24838943548351797	0.24838943548351797	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	FAM129C	29	13	16	-0.0028835370840747387	-0.1337122544451511	0.13082871736107637	0.5781350048149588	0.5681058136072005	1.0	-0.0009138507947153494	0.9935361600058111	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24838708843304877	0.24838708843304877	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	AC118553.1	29	13	16	-0.063241719750627	-0.08483671168757412	0.02159499193694711	0.11506673606169429	0.9100063225536087	1.0	-0.046555193944629376	0.620268802896506	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24837565187730448	0.24837565187730448	DESCRIPTIVE_GENE_SIGNAL	2
DC	SYNRG	29	13	16	-0.24034763988823504	-0.038464262893627435	-0.20188337699460762	-0.3988337619495506	0.6946404921690957	1.0	-0.04513897951322947	0.8126722610177428	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		0.24832446806652883	0.24832446806652883	DESCRIPTIVE_GENE_SIGNAL	2
