pathway	perturbation	cell_type	module	n_genes	genes_present	mean_log2fc	median_log2fc	negative_fraction	sig_negative_fdr05	sig_positive_fdr05
TNFA	CHUK	HT29	ifn_apc	7	B2M,GBP1,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.9528126143023777	-1.01942488425075	1.0	7	0
TNFA	CHUK	HT29	mif_cd74_receptor_state	1	CD44	0.0214825558594565	0.0214825558594565	0.0	0	0
TNFA	CHUK	K562	hla_ii_apc	0					0	0
TNFA	CHUK	K562	gilt_lysosomal_apc	4	CTSB,CTSD,CTSL,LAMP1	0.07056731257434257	0.03909534422303865	0.25	0	0
TNFA	CHUK	K562	ifn_apc	4	B2M,IRF1,STAT1,TAP2	-0.2631849236824731	-0.2077150347697685	1.0	0	0
TNFA	CHUK	K562	mif_cd74_receptor_state	1	CD44	-0.232827550056237	-0.232827550056237	1.0	0	0
TNFA	CHUK	MCF7	hla_ii_apc	1	RFX5	-0.443422484093162	-0.443422484093162	1.0	0	0
TNFA	CHUK	MCF7	gilt_lysosomal_apc	4	CTSB,CTSD,CTSL,LAMP1	-0.0585311416833303	-0.0984882633634811	0.75	0	0
TNFA	CHUK	MCF7	ifn_apc	5	B2M,IRF1,STAT1,TAP1,TAP2	-0.294232148129366	-0.293033604807241	1.0	0	0
TNFA	CHUK	MCF7	mif_cd74_receptor_state	1	CD44	-0.36465680914439	-0.36465680914439	1.0	1	0
TNFA	IKBKB	A549	hla_ii_apc	1	RFX5	-0.0410032627921733	-0.0410032627921733	1.0	0	0
TNFA	IKBKB	A549	gilt_lysosomal_apc	6	CTSB,CTSD,CTSL,CTSS,LAMP1,LAMP2	-0.17432488967408388	-0.1650473085463307	0.6666666666666666	1	0
TNFA	IKBKB	A549	ifn_apc	7	B2M,GBP1,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.3161270556138066	-0.239693450289219	1.0	3	0
TNFA	IKBKB	A549	mif_cd74_receptor_state	1	CD44	-0.104025270424023	-0.104025270424023	1.0	0	0
TNFA	IKBKB	BXPC3	hla_ii_apc	0					0	0
TNFA	IKBKB	BXPC3	gilt_lysosomal_apc	6	CTSB,CTSD,CTSL,CTSS,LAMP1,LAMP2	0.11720855237875237	0.16081353102063675	0.3333333333333333	0	0
TNFA	IKBKB	BXPC3	ifn_apc	6	B2M,GBP1,IRF1,NLRC5,STAT1,TAP2	-0.6306921401759779	-0.003330682012194497	0.5	0	0
TNFA	IKBKB	BXPC3	mif_cd74_receptor_state	1	CD44	0.250466341385851	0.250466341385851	0.0	0	0
TNFA	IKBKB	HAP1	hla_ii_apc	0					0	0
TNFA	IKBKB	HAP1	gilt_lysosomal_apc	3	CTSB,LAMP1,LAMP2	-0.033781939428317	-0.0204622078375598	0.6666666666666666	0	0
TNFA	IKBKB	HAP1	ifn_apc	3	B2M,STAT1,TAP2	0.1250589560630273	0.293946175609785	0.3333333333333333	0	0
TNFA	IKBKB	HAP1	mif_cd74_receptor_state	0					0	0
TNFA	IKBKB	HT29	hla_ii_apc	0					0	0
TNFA	IKBKB	HT29	gilt_lysosomal_apc	5	CTSB,CTSD,CTSS,LAMP1,LAMP2	-0.16902307304023617	-0.143865038978728	0.6	0	0
TNFA	IKBKB	HT29	ifn_apc	7	B2M,GBP1,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.35944519517148465	-0.341122184367735	1.0	0	0
TNFA	IKBKB	HT29	mif_cd74_receptor_state	1	CD44	-0.0016857443549329	-0.0016857443549329	1.0	0	0
TNFA	IKBKB	K562	hla_ii_apc	0					0	0
TNFA	IKBKB	K562	gilt_lysosomal_apc	6	CTSB,CTSD,CTSL,CTSS,LAMP1,LAMP2	0.08690579052749552	0.17475161340773349	0.3333333333333333	0	0
TNFA	IKBKB	K562	ifn_apc	4	B2M,IRF1,STAT1,TAP2	-0.4450485076700844	-0.3080936663698275	0.75	0	0
TNFA	IKBKB	K562	mif_cd74_receptor_state	1	CD44	-0.715942280573428	-0.715942280573428	1.0	0	0
TNFA	IKBKB	MCF7	hla_ii_apc	1	RFX5	-0.420422430277916	-0.420422430277916	1.0	0	0
TNFA	IKBKB	MCF7	gilt_lysosomal_apc	5	CTSB,CTSD,CTSL,LAMP1,LAMP2	0.2270252971378312	0.294256177061146	0.2	0	0
TNFA	IKBKB	MCF7	ifn_apc	5	B2M,IRF1,STAT1,TAP1,TAP2	-0.13702332318769228	-0.089612122469251	1.0	0	0
TNFA	IKBKB	MCF7	mif_cd74_receptor_state	1	CD44	-0.381744617278375	-0.381744617278375	1.0	1	0
TNFA	IKBKG	A549	hla_ii_apc	1	RFX5	0.160630903861081	0.160630903861081	0.0	0	0
TNFA	IKBKG	A549	gilt_lysosomal_apc	6	CTSB,CTSD,CTSL,CTSS,LAMP1,LAMP2	0.04049692773428346	0.06681509058180535	0.3333333333333333	0	0
TNFA	IKBKG	A549	ifn_apc	7	B2M,GBP1,IRF1,NLRC5,STAT1,TAP1,TAP2	0.03934858844051176	0.0697527808078195	0.2857142857142857	0	0
TNFA	IKBKG	A549	mif_cd74_receptor_state	0					0	0
TNFA	IKBKG	BXPC3	hla_ii_apc	0					0	0
TNFA	IKBKG	BXPC3	gilt_lysosomal_apc	6	CTSB,CTSD,CTSL,CTSS,LAMP1,LAMP2	0.05555012269302057	0.1169444601497045	0.16666666666666666	0	0
TNFA	IKBKG	BXPC3	ifn_apc	6	B2M,GBP1,IRF1,NLRC5,STAT1,TAP2	-0.07913584498180033	-0.0088306998145638	0.5	0	0
TNFA	IKBKG	BXPC3	mif_cd74_receptor_state	0					0	0
TNFA	IKBKG	HAP1	hla_ii_apc	0					0	0
TNFA	IKBKG	HAP1	gilt_lysosomal_apc	3	CTSB,LAMP1,LAMP2	0.03020552242825189	-0.0359772390036652	0.6666666666666666	0	0
TNFA	IKBKG	HAP1	ifn_apc	3	B2M,STAT1,TAP2	-0.2521608260468346	-0.241915327407989	1.0	0	0
TNFA	IKBKG	HAP1	mif_cd74_receptor_state	0					0	0
TNFA	IKBKG	HT29	hla_ii_apc	0					0	0
TNFA	IKBKG	HT29	gilt_lysosomal_apc	5	CTSB,CTSD,CTSS,LAMP1,LAMP2	-0.0699491889313094	-0.0355747638920026	0.6	1	0
TNFA	IKBKG	HT29	ifn_apc	7	B2M,GBP1,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.23545075905902943	-0.25137399910536	1.0	7	0
TNFA	IKBKG	HT29	mif_cd74_receptor_state	0					0	0
TNFA	IKBKG	K562	hla_ii_apc	0					0	0
TNFA	IKBKG	K562	gilt_lysosomal_apc	5	CTSB,CTSD,CTSL,LAMP1,LAMP2	0.045441911654550374	0.0045011083072483	0.4	0	0
TNFA	IKBKG	K562	ifn_apc	4	B2M,IRF1,STAT1,TAP2	-0.3014585935093512	-0.2773670813609815	1.0	0	0
TNFA	IKBKG	K562	mif_cd74_receptor_state	0					0	0
TNFA	IKBKG	MCF7	hla_ii_apc	1	RFX5	0.135846678636934	0.135846678636934	0.0	0	0
TNFA	IKBKG	MCF7	gilt_lysosomal_apc	5	CTSB,CTSD,CTSL,LAMP1,LAMP2	-0.05284893021233217	-0.0153699903944764	0.6	0	0
TNFA	IKBKG	MCF7	ifn_apc	5	B2M,IRF1,STAT1,TAP1,TAP2	0.10794034161189288	0.0376047078870236	0.0	0	0
TNFA	IKBKG	MCF7	mif_cd74_receptor_state	0					0	0
TNFA	IRF1	A549	hla_ii_apc	1	RFX5	0.0583579382334865	0.0583579382334865	0.0	0	0
TNFA	IRF1	A549	gilt_lysosomal_apc	5	CTSB,CTSD,CTSL,CTSS,LAMP2	-0.14680574086327178	-0.126300506402121	0.6	1	0
TNFA	IRF1	A549	ifn_apc	7	B2M,GBP1,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.3185591060849037	-0.246684538596762	0.8571428571428571	6	0
TNFA	IRF1	A549	mif_cd74_receptor_state	1	CD44	0.179991233783889	0.179991233783889	0.0	0	0
TNFA	IRF1	BXPC3	hla_ii_apc	0					0	0
TNFA	IRF1	BXPC3	gilt_lysosomal_apc	5	CTSB,CTSD,CTSL,CTSS,LAMP2	0.11858856259517218	0.0896895918495192	0.2	1	0
TNFA	IRF1	BXPC3	ifn_apc	6	B2M,GBP1,IRF1,NLRC5,STAT1,TAP2	-0.036972300971633246	-0.0080945662062927	0.5	2	0
TNFA	IRF1	BXPC3	mif_cd74_receptor_state	1	CD44	0.104750194460081	0.104750194460081	0.0	0	0
TNFA	IRF1	HAP1	hla_ii_apc	0					0	0
TNFA	IRF1	HAP1	gilt_lysosomal_apc	2	CTSB,LAMP2	-0.002206667627266252	-0.002206667627266252	0.5	0	0
TNFA	IRF1	HAP1	ifn_apc	3	B2M,STAT1,TAP2	-0.1075759861547073	-0.0325539639432282	1.0	0	0
TNFA	IRF1	HAP1	mif_cd74_receptor_state	0					0	0
TNFA	IRF1	HT29	hla_ii_apc	0					0	0
TNFA	IRF1	HT29	gilt_lysosomal_apc	4	CTSB,CTSD,CTSS,LAMP2	0.04661724521065977	0.02860062574057895	0.25	1	0
TNFA	IRF1	HT29	ifn_apc	7	B2M,GBP1,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.11602995660141824	-0.132210992646008	0.8571428571428571	6	0
TNFA	IRF1	HT29	mif_cd74_receptor_state	1	CD44	0.0214176886131296	0.0214176886131296	0.0	0	0
TNFA	IRF1	K562	hla_ii_apc	0					0	0
TNFA	IRF1	K562	gilt_lysosomal_apc	4	CTSB,CTSD,CTSL,LAMP2	-0.012941395638711299	-0.059863585780202996	0.75	0	0
TNFA	IRF1	K562	ifn_apc	4	B2M,IRF1,STAT1,TAP2	-0.19667822377227287	-0.17283497519245677	0.75	2	0
TNFA	IRF1	K562	mif_cd74_receptor_state	1	CD44	-0.0909364388775817	-0.0909364388775817	1.0	0	0
TNFA	IRF1	MCF7	hla_ii_apc	1	RFX5	-0.184849599438239	-0.184849599438239	1.0	0	0
TNFA	IRF1	MCF7	gilt_lysosomal_apc	4	CTSB,CTSD,CTSL,LAMP2	-0.1119612014137192	-0.07734833048977965	1.0	1	0
TNFA	IRF1	MCF7	ifn_apc	5	B2M,IRF1,STAT1,TAP1,TAP2	-0.6960510044854307	-0.62496555100977	1.0	4	0
TNFA	IRF1	MCF7	mif_cd74_receptor_state	1	CD44	-0.0359697747531103	-0.0359697747531103	1.0	1	0
TNFA	MAP3K7	A549	hla_ii_apc	1	RFX5	-0.17296570527307	-0.17296570527307	1.0	0	0
TNFA	MAP3K7	A549	gilt_lysosomal_apc	6	CTSB,CTSD,CTSL,CTSS,LAMP1,LAMP2	-0.20580836971076533	-0.13098058380276725	0.8333333333333334	1	0
TNFA	MAP3K7	A549	ifn_apc	7	B2M,GBP1,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.3993107926278917	-0.317005035553653	1.0	7	0
TNFA	MAP3K7	A549	mif_cd74_receptor_state	1	CD44	-0.0665644424944791	-0.0665644424944791	1.0	0	0
TNFA	MAP3K7	BXPC3	hla_ii_apc	0					0	0
TNFA	MAP3K7	BXPC3	gilt_lysosomal_apc	6	CTSB,CTSD,CTSL,CTSS,LAMP1,LAMP2	-0.11396555211404195	-0.14617448314311698	0.6666666666666666	0	0
TNFA	MAP3K7	BXPC3	ifn_apc	6	B2M,GBP1,IRF1,NLRC5,STAT1,TAP2	-0.17051301735251942	-0.1417995993716808	0.8333333333333334	0	0
TNFA	MAP3K7	BXPC3	mif_cd74_receptor_state	1	CD44	-0.113395336143614	-0.113395336143614	1.0	0	0
TNFA	MAP3K7	HAP1	hla_ii_apc	0					0	0
TNFA	MAP3K7	HAP1	gilt_lysosomal_apc	3	CTSB,LAMP1,LAMP2	0.0003833527229080656	0.0351971811927998	0.3333333333333333	0	0
TNFA	MAP3K7	HAP1	ifn_apc	3	B2M,STAT1,TAP2	-0.2504215173813173	-0.233295147526884	1.0	1	0
TNFA	MAP3K7	HAP1	mif_cd74_receptor_state	0					0	0
TNFA	MAP3K7	HT29	hla_ii_apc	0					0	0
TNFA	MAP3K7	HT29	gilt_lysosomal_apc	5	CTSB,CTSD,CTSS,LAMP1,LAMP2	-0.01511730856167244	-0.0436401890189952	0.6	1	0
TNFA	MAP3K7	HT29	ifn_apc	7	B2M,GBP1,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.07835419035084441	-0.0499764461995167	1.0	4	0
TNFA	MAP3K7	HT29	mif_cd74_receptor_state	1	CD44	0.109710500329175	0.109710500329175	0.0	0	0
TNFA	MAP3K7	K562	hla_ii_apc	0					0	0
TNFA	MAP3K7	K562	gilt_lysosomal_apc	5	CTSB,CTSD,CTSL,LAMP1,LAMP2	0.11132299016791894	0.0970452386973659	0.2	0	0
TNFA	MAP3K7	K562	ifn_apc	4	B2M,IRF1,STAT1,TAP2	-0.07103210916109438	0.00048021344313155007	0.5	0	0
TNFA	MAP3K7	K562	mif_cd74_receptor_state	1	CD44	-0.140416765320996	-0.140416765320996	1.0	0	0
TNFA	MAP3K7	MCF7	hla_ii_apc	1	RFX5	-0.108915203572958	-0.108915203572958	1.0	0	0
TNFA	MAP3K7	MCF7	gilt_lysosomal_apc	5	CTSB,CTSD,CTSL,LAMP1,LAMP2	-0.04784026132911908	-0.0380855486495455	0.6	0	0
TNFA	MAP3K7	MCF7	ifn_apc	5	B2M,IRF1,STAT1,TAP1,TAP2	-0.04067353650377422	-0.0529000478443309	0.8	0	0
TNFA	MAP3K7	MCF7	mif_cd74_receptor_state	1	CD44	-0.111370383332799	-0.111370383332799	1.0	1	0
TNFA	NFKB1	A549	hla_ii_apc	1	RFX5	0.0335989441945492	0.0335989441945492	0.0	0	0
TNFA	NFKB1	A549	gilt_lysosomal_apc	6	CTSB,CTSD,CTSL,CTSS,LAMP1,LAMP2	0.16918778738666376	0.179022946868536	0.0	0	1
TNFA	NFKB1	A549	ifn_apc	7	B2M,GBP1,GBP2,IRF1,STAT1,TAP1,TAP2	0.2275413809803512	0.15994134778992	0.0	0	2
TNFA	NFKB1	A549	mif_cd74_receptor_state	1	CD44	0.0239971499570488	0.0239971499570488	0.0	0	0
TNFA	NFKB1	BXPC3	hla_ii_apc	0					0	0
TNFA	NFKB1	BXPC3	gilt_lysosomal_apc	6	CTSB,CTSD,CTSL,CTSS,LAMP1,LAMP2	0.12256714562921885	0.1369205695566795	0.0	0	0
TNFA	NFKB1	BXPC3	ifn_apc	7	B2M,GBP1,GBP2,IRF1,STAT1,TAP1,TAP2	0.33639241758834953	0.252947785954878	0.0	0	1
TNFA	NFKB1	BXPC3	mif_cd74_receptor_state	1	CD44	0.18834826848629	0.18834826848629	0.0	0	0
TNFA	NFKB1	HAP1	hla_ii_apc	0					0	0
TNFA	NFKB1	HAP1	gilt_lysosomal_apc	3	CTSB,LAMP1,LAMP2	0.11785640902838113	0.135279146581865	0.0	0	0
TNFA	NFKB1	HAP1	ifn_apc	3	B2M,STAT1,TAP2	0.05632592385140803	0.0572659223626801	0.3333333333333333	0	0
TNFA	NFKB1	HAP1	mif_cd74_receptor_state	0					0	0
TNFA	NFKB1	HT29	hla_ii_apc	0					0	0
TNFA	NFKB1	HT29	gilt_lysosomal_apc	5	CTSB,CTSD,CTSS,LAMP1,LAMP2	-0.007028489671139684	0.0041457663394338	0.4	0	0
TNFA	NFKB1	HT29	ifn_apc	7	B2M,GBP1,GBP2,IRF1,STAT1,TAP1,TAP2	0.22847686876367163	0.0100338253504351	0.2857142857142857	1	2
TNFA	NFKB1	HT29	mif_cd74_receptor_state	1	CD44	0.277356709283294	0.277356709283294	0.0	0	1
TNFA	NFKB1	K562	hla_ii_apc	0					0	0
TNFA	NFKB1	K562	gilt_lysosomal_apc	5	CTSB,CTSD,CTSL,LAMP1,LAMP2	0.005394663574101416	-0.0527636746508663	0.6	0	0
TNFA	NFKB1	K562	ifn_apc	4	B2M,IRF1,STAT1,TAP2	-0.07233833929735155	-0.0717643221720434	1.0	0	0
TNFA	NFKB1	K562	mif_cd74_receptor_state	1	CD44	-0.338194511215444	-0.338194511215444	1.0	0	0
TNFA	NFKB1	MCF7	hla_ii_apc	1	RFX5	-0.1161887144597	-0.1161887144597	1.0	0	0
TNFA	NFKB1	MCF7	gilt_lysosomal_apc	5	CTSB,CTSD,CTSL,LAMP1,LAMP2	0.004144623257820564	-0.0384849859981946	0.6	0	0
TNFA	NFKB1	MCF7	ifn_apc	6	B2M,GBP2,IRF1,STAT1,TAP1,TAP2	-0.19856430492766985	-0.3051568109764505	0.8333333333333334	4	1
TNFA	NFKB1	MCF7	mif_cd74_receptor_state	1	CD44	-0.221275499781618	-0.221275499781618	1.0	1	0
TNFA	RELB	A549	hla_ii_apc	1	RFX5	0.115776218989792	0.115776218989792	0.0	0	0
TNFA	RELB	A549	gilt_lysosomal_apc	5	CTSD,CTSL,CTSS,LAMP1,LAMP2	0.050947835098473004	0.0478945137786595	0.4	0	0
TNFA	RELB	A549	ifn_apc	7	B2M,GBP1,IRF1,NLRC5,STAT1,TAP1,TAP2	0.07278308919834585	0.0998185713562172	0.14285714285714285	0	0
TNFA	RELB	A549	mif_cd74_receptor_state	1	CD44	0.186986491030629	0.186986491030629	0.0	0	0
TNFA	RELB	BXPC3	hla_ii_apc	0					0	0
TNFA	RELB	BXPC3	gilt_lysosomal_apc	5	CTSD,CTSL,CTSS,LAMP1,LAMP2	0.05924615169650836	0.0476756422352	0.0	0	0
TNFA	RELB	BXPC3	ifn_apc	7	B2M,GBP1,IRF1,NLRC5,STAT1,TAP1,TAP2	0.17080628244304136	0.218752249363537	0.14285714285714285	0	0
TNFA	RELB	BXPC3	mif_cd74_receptor_state	1	CD44	0.0182629615561911	0.0182629615561911	0.0	0	0
TNFA	RELB	HAP1	hla_ii_apc	0					0	0
TNFA	RELB	HAP1	gilt_lysosomal_apc	2	LAMP1,LAMP2	0.11254448907838692	0.11254448907838692	0.5	0	0
TNFA	RELB	HAP1	ifn_apc	3	B2M,STAT1,TAP2	0.0445592098488749	0.0501975102616674	0.0	0	0
TNFA	RELB	HAP1	mif_cd74_receptor_state	0					0	0
TNFA	RELB	HT29	hla_ii_apc	0					0	0
TNFA	RELB	HT29	gilt_lysosomal_apc	4	CTSD,CTSS,LAMP1,LAMP2	-0.06735884743388272	-0.05788923646094005	0.75	0	0
TNFA	RELB	HT29	ifn_apc	7	B2M,GBP1,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.11011370563712083	-0.119651932884037	0.8571428571428571	2	0
TNFA	RELB	HT29	mif_cd74_receptor_state	1	CD44	0.0753619044232421	0.0753619044232421	0.0	0	0
TNFA	RELB	K562	hla_ii_apc	0					0	0
TNFA	RELB	K562	gilt_lysosomal_apc	4	CTSD,CTSL,LAMP1,LAMP2	-0.036446353831300723	-0.04618829998745095	0.75	0	0
TNFA	RELB	K562	ifn_apc	4	B2M,IRF1,STAT1,TAP2	-0.1656895403923097	-0.1656930155362195	1.0	0	0
TNFA	RELB	K562	mif_cd74_receptor_state	1	CD44	-0.313535516518223	-0.313535516518223	1.0	0	0
TNFA	RELB	MCF7	hla_ii_apc	1	RFX5	-0.0285981007192078	-0.0285981007192078	1.0	0	0
TNFA	RELB	MCF7	gilt_lysosomal_apc	4	CTSD,CTSL,LAMP1,LAMP2	0.011334531056369349	0.00367860521769625	0.25	0	0
TNFA	RELB	MCF7	ifn_apc	5	B2M,IRF1,STAT1,TAP1,TAP2	-0.09133204155876684	-0.11645333497265	0.8	0	0
TNFA	RELB	MCF7	mif_cd74_receptor_state	1	CD44	-0.194891696232503	-0.194891696232503	1.0	1	0
TNFA	TNFRSF1A	A549	hla_ii_apc	1	RFX5	-0.327985717918164	-0.327985717918164	1.0	0	0
TNFA	TNFRSF1A	A549	gilt_lysosomal_apc	6	CTSB,CTSD,CTSL,CTSS,LAMP1,LAMP2	-0.2314466047711892	-0.015854680378428597	0.5	1	2
TNFA	TNFRSF1A	A549	ifn_apc	7	B2M,GBP1,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.8072186273255918	-0.832730585270202	1.0	7	0
TNFA	TNFRSF1A	A549	mif_cd74_receptor_state	1	CD44	0.0145578524542767	0.0145578524542767	0.0	0	0
TNFA	TNFRSF1A	BXPC3	hla_ii_apc	0					0	0
TNFA	TNFRSF1A	BXPC3	gilt_lysosomal_apc	6	CTSB,CTSD,CTSL,CTSS,LAMP1,LAMP2	0.25510598599380574	0.22130500621385552	0.0	0	0
TNFA	TNFRSF1A	BXPC3	ifn_apc	6	B2M,GBP1,IRF1,NLRC5,STAT1,TAP2	0.2353763760598383	0.4107196595357625	0.16666666666666666	0	0
TNFA	TNFRSF1A	BXPC3	mif_cd74_receptor_state	1	CD44	0.304273427916317	0.304273427916317	0.0	0	0
TNFA	TNFRSF1A	HAP1	hla_ii_apc	0					0	0
TNFA	TNFRSF1A	HAP1	gilt_lysosomal_apc	3	CTSB,LAMP1,LAMP2	0.09044939637954534	0.180844234846479	0.3333333333333333	0	0
TNFA	TNFRSF1A	HAP1	ifn_apc	3	B2M,STAT1,TAP2	-0.11959262147834067	-0.186196382114361	0.6666666666666666	0	0
TNFA	TNFRSF1A	HAP1	mif_cd74_receptor_state	0					0	0
TNFA	TNFRSF1A	HT29	hla_ii_apc	0					0	0
TNFA	TNFRSF1A	HT29	gilt_lysosomal_apc	5	CTSB,CTSD,CTSS,LAMP1,LAMP2	-0.2988181933935249	-0.117596488076662	0.6	1	0
TNFA	TNFRSF1A	HT29	ifn_apc	7	B2M,GBP1,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.6768500438110457	-0.637308176149031	1.0	7	0
TNFA	TNFRSF1A	HT29	mif_cd74_receptor_state	1	CD44	0.387107979904065	0.387107979904065	0.0	0	1
TNFA	TNFRSF1A	K562	hla_ii_apc	0					0	0
TNFA	TNFRSF1A	K562	gilt_lysosomal_apc	5	CTSB,CTSD,CTSL,LAMP1,LAMP2	-0.009617439806202494	0.0428089973974601	0.4	0	0
TNFA	TNFRSF1A	K562	ifn_apc	4	B2M,IRF1,STAT1,TAP2	-0.54577570891882	-0.604895407474348	1.0	1	0
TNFA	TNFRSF1A	K562	mif_cd74_receptor_state	1	CD44	0.0980409284853887	0.0980409284853887	0.0	0	0
TNFA	TNFRSF1A	MCF7	hla_ii_apc	1	RFX5	-1.40196172570552	-1.40196172570552	1.0	1	0
TNFA	TNFRSF1A	MCF7	gilt_lysosomal_apc	5	CTSB,CTSD,CTSL,LAMP1,LAMP2	0.39441112239677134	0.371896459539957	0.0	0	3
TNFA	TNFRSF1A	MCF7	ifn_apc	5	B2M,IRF1,STAT1,TAP1,TAP2	-0.8904670141629915	-0.990062806977412	1.0	5	0
TNFA	TNFRSF1A	MCF7	mif_cd74_receptor_state	1	CD44	-0.99768717807974	-0.99768717807974	1.0	1	0
