lead	synthetic	n	n_relapse	n_no_relapse	primary_auc	primary_hedges_g	auc_ci_low	auc_ci_high	residual_auc_steroid_dmt	coverage_flag	batch_guard_flag	missing_strongly_required_fields	primary_pass	small_n_directional_pass	adequate_power_fail	guarded_clean_pass	interpretation
postpartum_apc_arm	True	58	29	29	0.9928656361474435	3.4096985017738013	0.9749702380952381	1.0	0.9892984542211652	False	False		True	False	False	True	CLEAN_PASS
