gene	mean_case	mean_control	delta_log2	hedges_g	welch_t	p	fdr	gene_norm
CD9	11.760812351042658	10.650782753690924	1.1100295973517351	1.5008958517704267	3.5876300725249526	0.0019686305906988	0.8344760564031432	CD9
PPARG	8.767852834259473	7.4292386534930435	1.33861418076643	1.4721350014716328	3.5138994228581533	0.0023372069061631	0.8344760564031432	PPARG
LILRB2	8.554519699841956	9.284180889391164	-0.7296611895492067	-1.340263453087741	-3.111483679122274	0.0077844079989185	0.8344760564031432	LILRB2
DAP	10.474561325136673	10.08121568013226	0.3933456450044126	1.2478016829418357	2.966695209386449	0.0080691967127082	0.8344760564031432	DAP
RUNX1	11.502376319730754	11.906785184568053	-0.4044088648372987	-1.2233843326304197	-2.872872694495792	0.0108331283041592	0.8349413280632139	RUNX1
DAB2	11.154108783893136	10.616210355913688	0.5378984279794476	1.1936134884783862	2.8274736199827584	0.0111306912319104	0.8349413280632139	DAB2
CCDC88B	11.866835872770654	12.315365249448664	-0.4485293766780085	-1.1451331239061708	-2.7226081698042854	0.0137066414280347	0.8372898579012464	CCDC88B
TBX6	3.624272007022286	5.624087520471175	-1.999815513448889	-1.2096924853230908	-2.7919626211442594	0.0158114790875102	0.8372898579012464	TBX6
BIRC3	9.833642053411284	9.06459246355976	0.7690495898515248	1.131266975269578	2.643419035995047	0.0182090480476607	0.8372898579012464	BIRC3
NCF2	10.788072907505532	10.188702463410422	0.5993704440951095	1.1370940781978212	2.6414898681634846	0.0194216439823732	0.8372898579012464	NCF2
STAT2	10.854568357466066	11.10979292781113	-0.2552245703450637	-1.0633609645883524	-2.544722200601671	0.0197850926034403	0.8372898579012464	STAT2
PSAP	15.912954575966731	15.439612895705013	0.4733416802617221	1.0871349135762929	2.541240997479162	0.0222704205658317	0.8451477443363756	PSAP
ASAH1	13.91102070116138	13.446422147292616	0.4645985538687647	1.0267481980443949	2.422202316390251	0.0266365328274421	0.8472374898464006	ASAH1
IRF7	9.64049410253897	10.116291880888712	-0.4757977783497438	-0.9699872410744144	-2.364666000487354	0.0302975458870109	0.8506970233122761	IRF7
ATF5	9.505153203513384	8.989037677478764	0.5161155260346195	0.9927208406782982	2.3469421489098035	0.0307494520500533	0.8506970233122761	ATF5
FMNL2	12.21694028564082	11.805252942296791	0.4116873433440275	1.0373027404352155	2.398457441053554	0.0323812070948891	0.8506970233122761	FMNL2
SP100	11.10232507139546	11.342319209306677	-0.2399941379112178	-0.9528431442821084	-2.314796908584659	0.0329241176299774	0.8506970233122761	SP100
EFR3A	10.1761938439789	9.911707329349175	0.2644865146297235	0.943562013900004	2.2167966690107357	0.0409895429330483	0.8573807218486817	EFR3A
RGS14	7.68394373582713	8.187483178372187	-0.5035394425450566	-0.8838838309377262	-2.1356361822530703	0.0463387063426136	0.8744776374054363	RGS14
BATF2	4.549856311360211	6.0162095159211875	-1.4663532045609768	-0.9798047215237178	-2.244552366661833	0.0465999150990571	0.8744776374054363	BATF2
CTSD	14.094390501012455	13.601254126987516	0.4931363740249406	0.9402214690667554	2.176741098789684	0.0483200176388117	0.8766654477139005	CTSD
AHCTF1	11.02035122769051	10.679503913810544	0.3408473138799657	0.9078625140830542	2.1263333535506126	0.049567863682125	0.8766654477139005	AHCTF1
BEAN1	3.591207009445455	1.695311697230401	1.895895312215054	0.8713992037941314	2.07503228433322	0.0520248248522866	0.8815737414592851	BEAN1
CD40	8.273567499701604	8.8181450165865	-0.5445775168848961	-0.8729325368074998	-2.063494813508869	0.0540269612921963	0.8904676266102052	CD40
SLC39A3	9.125512057226487	8.77507301328475	0.3504390439417388	0.8274451629606473	2.019955085641371	0.0598622921599721	0.8989378106274888	SLC39A3
JAK1	11.978712206071936	11.721100124720776	0.2576120813511604	0.8491345062031387	2.003343043484357	0.060997046211002	0.8989378106274888	JAK1
CCL20	10.82971130121046	9.682809482821224	1.1469018183892334	0.8573650161165193	2.011909922939677	0.0611072952242856	0.8989378106274888	CCL20
TRIM22	11.821681871946646	12.14514831473278	-0.3234664427861329	-0.8300939028333648	-1.9650941315297392	0.0650580012010343	0.8989378106274888	TRIM22
IRF9	9.56264534746052	9.940305138096724	-0.3776597906362031	-0.8355323606741506	-1.9392788652241877	0.0733152949220025	0.8989378106274888	IRF9
CASP8	8.837972953091109	9.200754521651913	-0.3627815685608038	-0.7894495491804349	-1.8928486293266968	0.0737162362572369	0.8989378106274888	CASP8
ARID5B	11.220899298857264	10.588211979343482	0.6326873195137814	0.8078113447443005	1.89650165886638	0.075697519230288	0.8989378106274888	ARID5B
HES4	3.3695166424903107	5.339757461499031	-1.97024081900872	-0.8444987226763949	-1.943034616652304	0.076323633291881	0.8989378106274888	HES4
CD300A	11.08594110735444	11.431285432245907	-0.3453443248914674	-0.7766143203952453	-1.875089885308766	0.0766109345414007	0.8989378106274888	CD300A
SIGLEC10	11.161476290281277	11.784358679304376	-0.6228823890231006	-0.7889879995997997	-1.8638896983988729	0.0790960238639784	0.8989378106274888	SIGLEC10
INPP5D	13.09484392948535	13.398628098541463	-0.3037841690561134	-0.7287113144868769	-1.7651571312844403	0.0943958111282368	0.8989378106274888	INPP5D
DTX3L	9.497769348410271	9.89403955974752	-0.3962702113372458	-0.7580251469281553	-1.771209356441917	0.0964600783800921	0.8989378106274888	DTX3L
CSF1	10.208193286679323	9.66225669128769	0.545936595391634	0.7270325946448258	1.7171582137831616	0.1035219143831556	0.8989378106274888	CSF1
GAS6	11.22265454027912	11.597415940999117	-0.3747614007199935	-0.7105015072539677	-1.6990923845568742	0.1056413743833175	0.8989378106274888	GAS6
LAIR1	11.942495733995411	12.223617306432727	-0.2811215724373159	-0.715166644642748	-1.6959270172434548	0.1069140784882185	0.8989378106274888	LAIR1
HDAC7	9.669717691901797	10.042497604378791	-0.3727799124769984	-0.7528851117778277	-1.7360634193889095	0.1076347161400334	0.8989378106274888	HDAC7
MAFB	14.46891653125753	13.85123665756593	0.6176798736915998	0.6759188303923684	1.6364835268902382	0.1189294357530188	0.8989378106274888	MAFB
RAP1GAP	3.0517417208472457	1.5009171079858212	1.5508246128614245	0.6880869535877989	1.62974707081737	0.120484603159065	0.8989378106274888	RAP1GAP
CLEC7A	11.763033861364969	12.11798025394521	-0.3549463925802421	-0.6608455518774755	-1.5886891601099071	0.128706751389563	0.8989378106274888	CLEC7A
H1F0	11.816118641899156	11.409758581681444	0.4063600602177128	0.6606252711244394	1.5645595316028669	0.1350657885386354	0.8989378106274888	H1F0
MAN1A2	9.118725901777562	8.877722657634045	0.241003244143517	0.6478706695130797	1.5600341306229624	0.1354181777450778	0.8989378106274888	MAN1A2
STAT1	10.769226205105904	10.231326595237704	0.5378996098681981	0.6835132062150272	1.5844640618362924	0.1363451431707629	0.8989378106274888	STAT1
CTSS	13.078209620035372	12.8883361973947	0.189873422640673	0.6388917205212462	1.5378385276560829	0.1407159118865243	0.8989378106274888	CTSS
PLIN4	4.963487058462993	6.16973790611303	-1.206250847650037	-0.6732484626554165	-1.553026609336016	0.1457111954023493	0.8989378106274888	PLIN4
PTGES3	13.108843119961476	12.676778234533623	0.4320648854278541	0.6426133974380349	1.50957763572958	0.1500753529637361	0.8989378106274888	PTGES3
PCDHB12	0.7085915528629997	1.9709008163446748	-1.2623092634816753	-0.6148830760344525	-1.4956596973950047	0.1527083847928057	0.8989378106274888	PCDHB12
CHST11	11.450039376124394	11.70073374109204	-0.2506943649676447	-0.6138213042731105	-1.493399558811383	0.1533386150844086	0.8989378106274888	CHST11
FOXN3	11.474857372045433	11.27719980855857	0.1976575634868602	0.647570761043027	1.5013916765508477	0.1563323099282382	0.8989378106274888	FOXN3
SMARCA5	11.572188510364583	11.397190332160092	0.1749981782044916	0.5999514400442985	1.4347538818328796	0.1676372840680429	0.8989378106274888	SMARCA5
MTF1	9.362320266246746	9.065719651415218	0.2966006148315276	0.6346624411128451	1.4579121104642223	0.1717854355945038	0.8993702893651148	MTF1
TSC22D1	11.97230894036497	11.471190210993178	0.5011187293717914	0.5800676717776516	1.397138479408734	0.1786542100198899	0.8993702893651148	TSC22D1
ICAM2	7.789548085326709	8.404826171991168	-0.6152780866644587	-0.5941951007881601	-1.386615679459597	0.1858442878877425	0.8993702893651148	ICAM2
ETV7	2.1411753790513957	0.8592988335616735	1.2818765454897223	0.5820849016926886	1.374565935451634	0.1865737416259766	0.8993702893651148	ETV7
PTPN11	10.475219744681231	10.283771357482571	0.1914483871986583	0.5701898603843572	1.364962402820359	0.1882167336704368	0.8993702893651148	PTPN11
VAV1	10.903212842541006	11.14265129206085	-0.2394384495198434	-0.5977386850670307	-1.3752688211494537	0.1946745241393786	0.8993702893651148	VAV1
GABPA	9.806162846553669	9.597036699556854	0.2091261469968142	0.5714688018376618	1.3411213211811248	0.1983017103021269	0.8993702893651148	GABPA
TIAL1	10.733899834041123	10.92589753600777	-0.1919977019666454	-0.5807125772146576	-1.346968761805578	0.2000571614574451	0.8993702893651148	TIAL1
UBA7	11.57147343436815	12.069446442847116	-0.4979730084789668	-0.5771169539703818	-1.3420243267469705	0.2007142515955354	0.8993702893651148	UBA7
HEXB	11.55166945583498	11.307574370081904	0.2440950857530737	0.5613192609216505	1.3248181448287912	0.2023278254000029	0.8993702893651148	HEXB
TAPBPL	8.021314982063672	8.721186070701632	-0.6998710886379609	-0.5920635741711705	-1.3556255661408558	0.2029568122177995	0.8993702893651148	TAPBPL
CASP10	10.643650858250794	10.39428415643476	0.249366701816033	0.5718727573949167	1.32690460260613	0.2063174319242694	0.8993702893651148	CASP10
IKBKE	7.772700046303692	8.987174950975895	-1.214474904672203	-0.5916220819662227	-1.3501207543198113	0.2063434541677045	0.8993702893651148	IKBKE
ITCH	10.16259862338691	9.98394592942581	0.1786526939610997	0.5572713726889136	1.3091747865180314	0.2084134345717873	0.8993702893651148	ITCH
ANKUB1	0.562220120755334	1.8315848074233612	-1.2693646866680273	-0.535536763231838	-1.3011080819498293	0.2100113496282079	0.8993702893651148	ANKUB1
IFT52	7.765289694066558	6.801513859450565	0.9637758346159933	0.5255650163056869	1.3012177481331684	0.2158251853456009	0.8993702893651148	IFT52
AXL	12.145393348120535	11.901705410784986	0.2436879373355509	0.5356123959794967	1.2730887828680562	0.2187319600718436	0.8993702893651148	AXL
IL12RB1	8.481145854064197	8.762738947422323	-0.2815930933581256	-0.5585308226495013	-1.28972416550708	0.2204069956157945	0.8993702893651148	IL12RB1
SOX4	12.245690863458105	11.714515702641078	0.5311751608170248	0.522810717940186	1.267364668746835	0.2211898641027095	0.8993702893651148	SOX4
RNF14	8.456918587209133	8.97968778496952	-0.5227691977603879	-0.5616264048474826	-1.2834019601389248	0.2272307661272473	0.8993702893651148	RNF14
ZNF267	10.034978688138567	10.36435311264562	-0.3293744245070495	-0.5243689280001537	-1.2297615547845118	0.2364296562491086	0.9004758652001262	ZNF267
CCDC121	9.067668870216028	8.62467715866812	0.4429917115479078	0.5046135897539198	1.2192800541044675	0.2380875945504296	0.9004758652001262	CCDC121
BATF	6.474895049188909	5.644433904595828	0.8304611445930812	0.4939284802468954	1.2205697544385017	0.2431926658736085	0.9004758652001262	BATF
TRAFD1	9.552884398410557	9.241482630634012	0.3114017677765446	0.5063346847508317	1.2047691693805345	0.2433679254244176	0.9004758652001262	TRAFD1
ID2	14.312725562256349	13.917275575398554	0.395449986857793	0.4884130071257633	1.191430975060544	0.2501059708880159	0.9004758652001262	ID2
POC5	6.057328591755152	7.338050940283652	-1.2807223485285002	-0.5359108176306	-1.2195393018084089	0.2516597340064326	0.9004758652001262	POC5
CYBB	13.114681975804704	13.512932370954532	-0.3982503951498284	-0.5173626727516293	-1.1852986432401345	0.2611171787563284	0.9049965616313804	CYBB
CYBA	12.215129699378364	12.492750741907752	-0.2776210425293879	-0.5071885073630572	-1.173883671850697	0.2613868419845392	0.9049965616313804	CYBA
YWHAE	11.883960683330194	11.7696685712934	0.114292112036793	0.4775111191264636	1.157164515959148	0.2622980587157738	0.9049965616313804	YWHAE
PTPN6	11.04350967268178	11.366979088217418	-0.323469415535639	-0.5145959298184162	-1.1791124350670037	0.263412802552573	0.9049965616313804	PTPN6
FADD	7.155559078125705	6.317959217518308	0.8375998606073969	0.4630959850149956	1.1431324550615063	0.2724952119969842	0.9049965616313804	FADD
LIPA	13.295731184610576	12.837720090433242	0.4580110941773352	0.492824360482639	1.143446371858932	0.2725305004844303	0.9049965616313804	LIPA
ADAR	11.871155640023463	11.717150894867398	0.1540047451560671	0.4743316742027779	1.123753978918431	0.2758121944135931	0.9049965616313804	ADAR
PROS1	8.923730311325672	9.198191519681824	-0.2744612083561524	-0.473933147593873	-1.120780054875694	0.277280176205179	0.9049965616313804	PROS1
CLK1	14.672562696953497	14.403238944066516	0.2693237528869794	0.4586091870262397	1.0934135454812972	0.2880144348022587	0.9055783835864206	CLK1
ZCCHC6	10.934061088449534	10.747750241615648	0.1863108468338872	0.4562801495810824	1.0900609418205307	0.2893651216591801	0.9055783835864206	ZCCHC6
PTGS2	13.130335712852249	13.460602579544878	-0.3302668666926305	-0.4537479812283415	-1.0771710546608435	0.2953446140272054	0.9075477698307116	PTGS2
DNAH9	5.349839661981198	7.172934412341601	-1.8230947503604025	-0.4506087509083735	-1.0707075095929923	0.2980806846969469	0.9075477698307116	DNAH9
SOX9	9.24322381243606	9.839354096364724	-0.5961302839286642	-0.4558368310049162	-1.070695353996506	0.2997522078010685	0.9075477698307116	SOX9
LILRB1	10.96469256571789	11.21269656445253	-0.2480039987346405	-0.4628983827341497	-1.0712134028502074	0.3035041507515239	0.9075477698307116	LILRB1
POU2F1	9.4032136656833	9.635837465994108	-0.2326238003108063	-0.4533475348899164	-1.0614943229262028	0.3044607532320671	0.9075477698307116	POU2F1
IKBKB	10.49217382671356	10.62924236981179	-0.1370685430982305	-0.4352507297321245	-1.05054211093752	0.3069349723658185	0.9075477698307116	IKBKB
STAT6	11.81045681457535	11.98133749820851	-0.1708806836331611	-0.4505045775897034	-1.054999477634742	0.3072955713562637	0.9075477698307116	STAT6
IRF3	10.164688828199372	10.344678750640698	-0.1799899224413259	-0.4514003744128234	-1.0529789717723768	0.3091358435064631	0.9087633411366308	IRF3
NFKBIA	14.496566111534367	14.206238981518515	0.2903271300158536	0.4388326789978334	1.0447920971079492	0.3094393661733699	0.9088031205133466	NFKBIA
MREG	4.398783774723702	5.534458410484391	-1.1356746357606893	-0.4481276291353126	-1.047610683159244	0.3109854665752915	0.9094390036211306	MREG
TNFRSF1A	10.897718822735516	11.062904408874136	-0.1651855861386195	-0.4203049457637992	-1.0281914149824551	0.3190864538699107	0.9120391943246274	TNFRSF1A
CHUK	9.2507697801453	9.02698195524875	0.2237878248965508	0.4250429309376893	1.0186278430113636	0.3211760938016935	0.9120391943246274	CHUK
ZC3H3	8.966455415419874	9.265902165731328	-0.2994467503114535	-0.4372494301648884	-1.02106848698012	0.3232569316686181	0.9123553860771748	ZC3H3
CEBPG	10.782906721754784	10.598705108013617	0.1842016137411679	0.4147995002554916	1.0140426935481577	0.3254382424780541	0.9123553860771748	CEBPG
CD274	9.474951169561946	9.120474617426035	0.3544765521359103	0.4144473827339546	1.0051500362728103	0.3282160655447695	0.9136659261486608	CD274
SP110	9.319988600995384	9.57968857774609	-0.2596999767507064	-0.4296237719174619	-0.9991530501491268	0.3344619735938268	0.9141270983319502	SP110
MAP3K14	9.394472214799146	9.5858229221942	-0.1913507073950526	-0.4110203784205813	-0.9901880236517068	0.3346744955431435	0.9141270983319502	MAP3K14
MTOR	10.154731744304195	10.363893255973288	-0.209161511669091	-0.4305466813570733	-0.994914490926179	0.3383389768553605	0.9141270983319502	MTOR
UBE2L6	9.94244426984594	9.77998367224703	0.1624605975989101	0.4038828359478089	0.9781393296965236	0.3408726481033565	0.9141270983319502	UBE2L6
