gene	mean_case	mean_control	delta_log2	hedges_g	welch_t	p	fdr	gene_norm
PIK3CA	9.327879432108006	9.1183743908938	0.2095050412142054	0.4198181240849535	0.9821212432888556	0.3410658394677561	0.9141270983319502	PIK3CA
FAM49B	12.172398167066344	12.067592066618197	0.1048061004481475	0.3952262652337288	0.9745698041157668	0.3462797066387407	0.9141270983319502	FAM49B
SEMA4G	4.705889272126341	3.554428113168245	1.151461158958096	0.3972132162644951	0.9501307381945098	0.3539897406882862	0.9141270983319502	SEMA4G
KIN	7.505731407651602	8.339624335758105	-0.8338929281065024	-0.4255675485210419	-0.967313987879008	0.3575363775233505	0.9141270983319502	KIN
YTHDF2	10.27818806895302	10.145430956043205	0.1327571129098164	0.3912820359630153	0.9298538551556924	0.3644206959031834	0.9141270983319502	YTHDF2
MCMBP	10.452979864494411	10.343978523332275	0.1090013411621377	0.4016499379884834	0.9328212755285058	0.3668729499595036	0.9141270983319502	MCMBP
ATF3	13.89889365749043	13.580638780308844	0.3182548771815856	0.3759079788170424	0.927418164264492	0.3695433226980207	0.9141270983319502	ATF3
CRKL	10.833728398816817	10.643881035546258	0.1898473632705588	0.4063653692743397	0.9319346957819848	0.371211179224841	0.9141270983319502	CRKL
BIRC2	10.835340185037596	10.708697281222756	0.1266429038148384	0.3723694805063882	0.9143660460768848	0.3748722274276086	0.9141270983319502	BIRC2
CXCR2	5.856763972807405	5.026939214254821	0.8298247585525846	0.3836379158504693	0.90551268427218	0.3775250672864965	0.9141270983319502	CXCR2
HEXA	11.093399519378204	11.326796199000489	-0.2333966796222828	-0.3951479982995839	-0.9128838421004792	0.3783657469096832	0.9141270983319502	HEXA
FYN	7.8735128613200205	7.098437685081319	0.7750751762387011	0.3693625886093562	0.9064660212972648	0.3787707109047808	0.9141270983319502	FYN
IFNGR2	11.4753491672487	11.316442250807604	0.1589069164410972	0.3710020031129177	0.8824912573355859	0.3887701856855546	0.9157809859344704	IFNGR2
PLSCR4	4.919241225487729	6.060907015838268	-1.1416657903505385	-0.3635490776833734	-0.8553812089640908	0.404356273022419	0.9164625391803616	PLSCR4
IFNAR1	10.68771024536071	10.525638084284669	0.1620721610760434	0.3501902473352719	0.8461986929530186	0.4082807869531087	0.9175735237914778	IFNAR1
IFI16	12.126404849055572	12.271975545147937	-0.1455706960923652	-0.3651519371950188	-0.8457351999975167	0.4127338050377425	0.9182855687364296	IFI16
DNM1L	10.112237804518184	10.22068491781999	-0.1084471133018052	-0.3453167862565602	-0.8163369596991343	0.4251374779291153	0.9195199515584406	DNM1L
TDRD1	1.2877584447612915	2.095986839745192	-0.8082283949839004	-0.3391476013304156	-0.8141633104437248	0.4256531769612471	0.9195199515584406	TDRD1
SRC	9.344331776737596	9.135302843601908	0.2090289331356878	0.3511631918562557	0.8147492300562278	0.4292206800209179	0.9195199515584406	SRC
MERTK	11.589972030228427	11.34286112674897	0.2471109034794576	0.34078643587681	0.8083489904779568	0.4292940108131474	0.9195199515584406	MERTK
PARK7	10.352327421532165	10.181285564817776	0.1710418567143854	0.325079233974741	0.7766846462966565	0.4469378955677691	0.9220434300923256	PARK7
RAPGEF1	12.785955342152851	12.58389514125432	0.2020602008985328	0.330156314404657	0.7771536887888093	0.4478000122886101	0.9220434300923256	RAPGEF1
LYN	11.842358355350871	11.74200115222625	0.1003572031246236	0.3215565422361939	0.7694419625640537	0.4510979646191576	0.9225905944386774	LYN
AXIN1	8.612868437166483	8.760158118288418	-0.1472896811219346	-0.319935615991796	-0.767535038064665	0.4522029876896532	0.9226676071654472	AXIN1
COQ4	6.637183557285988	7.238079807590079	-0.6008962503040909	-0.3412216107294226	-0.7788503119454276	0.4537961785760602	0.9234563450681982	COQ4
GALC	9.997284373605597	9.807517542552956	0.1897668310526405	0.3211052148125603	0.7635505224642752	0.4547265367950667	0.9234563450681982	GALC
STAT4	3.853826582742367	2.985418627144659	0.8684079555977076	0.3168325827096327	0.753329800371716	0.4607005214454064	0.9239963547089984	STAT4
REPIN1	9.913019712846156	10.002539638337408	-0.0895199254912526	-0.3131266567088467	-0.7430047383489263	0.4669043980906172	0.9239963547089984	REPIN1
FBXO6	6.319495780975669	6.646377613822174	-0.3268818328465048	-0.3149625607508213	-0.7424876392407035	0.467803580504313	0.9239963547089984	FBXO6
GSK3B	9.207539620572836	9.339524279028852	-0.1319846584560178	-0.3114398770882914	-0.7307983294226105	0.4753109636188744	0.925497453503607	GSK3B
NCF1	9.558772396379116	8.894431027943453	0.6643413684356645	0.2928359352136408	0.7331699066298618	0.4799034657965054	0.926038761164836	NCF1
CASP7	8.567676065541058	8.315945007106992	0.2517310584340659	0.3022819397799806	0.7164476084290599	0.4828328535282834	0.926038761164836	CASP7
IRF2	9.599618495683504	9.523936701894884	0.07568179378862	0.3013649368991019	0.7142378370668178	0.4841691588321387	0.926038761164836	IRF2
PDCD5	7.177924026580833	7.453407818329844	-0.2754837917490116	-0.2890959559675185	-0.7070621857564198	0.4896212069481396	0.9271619615463814	PDCD5
PRKCB	9.660167986947886	9.454129339762998	0.2060386471848883	0.3076684945190532	0.7104450060130351	0.4904213807858716	0.9271619615463814	PRKCB
IFNAR2	9.260255278516397	9.07083707244336	0.1894182060730376	0.2925706335716953	0.7001434143881845	0.4923277084112737	0.9271619615463814	IFNAR2
TRIM21	7.873078271510178	8.060469078940338	-0.1873908074301598	-0.29371259260433	-0.6945074224173093	0.4963422533357349	0.9275874758277628	TRIM21
TRIB2	7.915706904542077	7.534858964636686	0.380847939905391	0.2934508906861513	0.6936974076406592	0.496861804102527	0.9275874758277628	TRIB2
FZD4	8.450314480190446	8.216188639970863	0.2341258402195833	0.287963849184403	0.6850412532572715	0.5017585026468344	0.9293463852854722	FZD4
LILRB3	8.753504476081092	9.130459335018273	-0.3769548589371787	-0.2821420590732296	-0.6815807015552351	0.5039530830837081	0.9299116980283588	LILRB3
CEBPE	4.487473247901796	5.069290915644742	-0.5818176677429463	-0.2834501493293007	-0.6747646845783812	0.5080890077684032	0.932018690087124	CEBPE
PARP12	8.691147176340014	8.864973161058513	-0.1738259847184995	-0.2901357703820993	-0.6649825231711123	0.5197943180640867	0.9352591033176444	PARP12
RYK	9.188643201858437	9.107333271022988	0.081309930835447	0.2717806032730753	0.6555008657289074	0.5201429831615564	0.9352591033176444	RYK
TYK2	11.335736864473972	11.433406394464798	-0.0976695299908261	-0.2741423175201401	-0.6395874200454889	0.5321339034622258	0.9357323188472788	TYK2
TRIM46	3.3149969884293022	3.978229839826282	-0.6632328513969799	-0.2624155205556681	-0.6203669385798143	0.5429054647201933	0.9390010612097776	TRIM46
ZNF22	9.234433474272697	9.125050072816398	0.1093834014562986	0.25746434764687	0.6158223488763507	0.5453278750433151	0.9390010612097776	ZNF22
MYC	11.58333446147503	11.40368501107306	0.1796494504019694	0.256578054530112	0.6138018125386577	0.5466328849061214	0.9390010612097776	MYC
ID1	9.514092504509506	9.816353973901467	-0.3022614693919614	-0.2525725634896267	-0.6022278797598672	0.5542094885844353	0.9394407560829112	ID1
BTK	10.871853831258914	10.961653229855594	-0.0897993985966802	-0.2446976956583911	-0.5893452552851121	0.5626479987667415	0.9419051093293812	BTK
HADHB	10.654648011309648	10.562783759466084	0.0918642518435639	0.2446600651701987	0.5784167425379908	0.5702518246064191	0.9431647247323408	HADHB
IRF5	11.11720005292936	11.277536032562436	-0.160335979633075	-0.2502382873999515	-0.5804278309990755	0.5711412387155418	0.9431647247323408	IRF5
IL7R	5.099892480556085	5.753591710265763	-0.6536992297096775	-0.2443129216912321	-0.5755064024608464	0.5724603142052797	0.9431647247323408	IL7R
CUL1	10.239001607070271	10.351194794025815	-0.1121931869555457	-0.2347688637748946	-0.5746377500031733	0.5735607085779054	0.9431647247323408	CUL1
CIITA	11.971245526809517	12.130474562861956	-0.1592290360524426	-0.2416836429688429	-0.5709471098103927	0.5752493711426078	0.944231150833099	CIITA
NFAT5	11.68079045572993	11.503914015316296	0.1768764404136344	0.239120076619379	0.5635881899087256	0.5803188468011657	0.9459142300413704	NFAT5
TYRO3	4.38982032696842	4.911930968349541	-0.5221106413811212	-0.2398800363507528	-0.563648482572591	0.5805546499427854	0.9460300826505484	TYRO3
CRTC2	10.425456646081406	10.486980970767954	-0.0615243246865482	-0.2402369914542748	-0.5629441978425166	0.5813061664829845	0.9460303616141402	CRTC2
LRRC61	4.475591540585186	3.778540868505499	0.697050672079687	0.2387771765395056	0.5614417421539972	0.5819581822185158	0.9460303616141402	LRRC61
FCGR2A	13.436924167819988	13.590306076999887	-0.1533819091799007	-0.2395959999163446	-0.5609442322517058	0.582735290071486	0.9460303616141402	FCGR2A
MCRS1	8.421081710827927	8.590481634876335	-0.1693999240484078	-0.2381752892453801	-0.5588285651258982	0.5839101074520555	0.9462591791065748	MCRS1
JAK2	10.673601192584616	10.542562283886973	0.1310389086976435	0.2330187481753191	0.5565592754047737	0.5843508835841206	0.9464449594593544	JAK2
FCGR2B	8.951877523204725	8.577509467914853	0.3743680552898727	0.2224435935373845	0.5339366720119647	0.5995853752716118	0.9466965949245808	FCGR2B
RARRES3	7.503136980856655	7.664901426379822	-0.1617644455231666	-0.2247780032531992	-0.5277823239798632	0.6047244082005276	0.9468238779494486	RARRES3
MAP3K7	9.680937519159931	9.594908861339825	0.0860286578201066	0.2210554213941825	0.5181983177208421	0.6114001490483829	0.9476308467322015	MAP3K7
MAFF	11.745492170524209	11.901536017194664	-0.1560438466704568	-0.2196599521984589	-0.5134506608687208	0.6149373459830343	0.9478221089588208	MAFF
NFKBIE	11.191297821659152	11.072261001903756	0.1190368197553954	0.2094406177103982	0.4990096400505648	0.6235730195875038	0.9490245393797272	NFKBIE
HERC6	6.741132918179533	7.141626068208742	-0.4004931500292095	-0.2221237431925003	-0.5057681095023047	0.6242740080214643	0.9490245393797272	HERC6
ZBP1	3.7915116244064735	3.1961299222454884	0.5953817021609851	0.2052134473602255	0.4912645441516055	0.62886778425775	0.950018606810264	ZBP1
PDCD6IP	11.599122568717132	11.546583295302352	0.0525392734147782	0.206620540883402	0.4914014554049097	0.6288941416097741	0.950018606810264	PDCD6IP
MEF2A	12.475723969622951	12.553544951837596	-0.0778209822146429	-0.2063041540113451	-0.4862224527174472	0.6329579645276804	0.951174723850922	MEF2A
LARP4B	10.259193053089025	10.190621076247906	0.0685719768411186	0.2075532825032305	0.4830425905294516	0.636350966574614	0.9516720539073452	LARP4B
KIF24	4.81192437335586	5.187555478143748	-0.3756311047878879	-0.20673502594306	-0.4816985299315287	0.6371485606723378	0.9516720539073452	KIF24
IFNGR1	13.115520422021367	13.18854013054809	-0.0730197085267221	-0.1876000824367146	-0.4601816895860754	0.6518207324321686	0.953491203860913	IFNGR1
NFKB1	11.540049806993236	11.72076634178069	-0.1807165347874555	-0.1930233100174297	-0.4570569962473126	0.6530965209801629	0.9541025386945516	NFKB1
MMS22L	6.76809480287874	7.137517021509231	-0.3694222186304907	-0.1985368967973597	-0.4546016295610451	0.6584127480472038	0.9552160083058816	MMS22L
SOCS1	7.080451342196196	7.311950100415541	-0.2314987582193453	-0.1854776635237343	-0.4439162761471365	0.6621199257200553	0.9565159769539632	SOCS1
IGLON5	5.562011163621375	5.957519779903442	-0.3955086162820667	-0.1899442075609483	-0.4395936477327966	0.6674202686855241	0.9574348457395032	IGLON5
RELB	9.410463060653084	9.55943193823673	-0.1489688775836448	-0.1848941093815455	-0.432906432194354	0.6709513631336148	0.958740636050232	RELB
STAT5A	10.706209904710994	10.662872890324447	0.0433370143865445	0.179190074721695	0.411522895562316	0.688333952928131	0.9632853705790064	STAT5A
HLX	9.093768208976767	9.014193048314038	0.0795751606627312	0.1646718723325438	0.3992926329564009	0.6943908387541936	0.9646161727383372	HLX
FOS	16.833512115957433	16.973898004183162	-0.1403858882257296	-0.1617917130366146	-0.3904201124153894	0.7006579212252295	0.9646161727383372	FOS
CD300LF	8.813813758010017	8.912935010454865	-0.0991212524448474	-0.1661163850359562	-0.3823412381587903	0.7089814372180329	0.9669212366619434	CD300LF
