gene_symbol	n_sgrna	median_efficient_lfc	median_noneater_lfc	median_efficient_minus_noneater_lfc	s1_median_efficient_lfc	s3_median_efficient_lfc	s1_median_noneater_lfc	s3_median_noneater_lfc	efficient_consistent_positive	noneater_consistent_positive	efficient_p_wilcoxon	noneater_p_wilcoxon	contrast_p_wilcoxon	modules	tracked_candidate	efficient_fdr	noneater_fdr	contrast_fdr	screen_call	gene_norm
SP110	3	-0.3019882636582327	-0.1319084254407931	-0.2058689558197524	-0.4051081256775322	-0.2483068574924138	0.1336336700574296	-0.397450520939016	False	False	0.5	0.25	0.75		False	0.9600924529799222	0.8757238508867174	1.0	UNRESOLVED	SP110
MAPK14	4	-0.3973207141058066	0.0127800547828171	-0.2271063170261813	-0.3052158772702362	-0.2084932354194968	0.0173459634771817	-0.3577747576364323	False	False	0.375	0.875	0.625		False	0.9052095024317248	1.0	0.9971256078463696	UNRESOLVED	MAPK14
GLA	3	0.0116492854479364	0.2526370797824995	-0.240987794334563	0.573028378001895	-0.5497298071060222	0.3938677925135088	0.1114063670514902	False	False	1.0	1.0	0.5		False	1.0	1.0	0.9971256078463696	UNRESOLVED	GLA
CIITA	4	-0.1215425324665897	0.157165347265045	-0.2496525146121451	-0.1263061806946215	0.1485657083601044	0.273757831501811	0.2059704640283617	False	False	0.875	0.125	0.25	lipid_lysosomal_apc	False	1.0	0.8757238508867174	0.920009505703422	UNRESOLVED	CIITA
CASP8	4	-0.0512599642102846	0.1155978056160964	-0.2539592438363941	-0.1968218386294276	0.1252262303452225	0.0152799286704792	0.2770530948948551	False	False	1.0	0.875	0.875		False	1.0	1.0	1.0	UNRESOLVED	CASP8
MAFB	4	0.1554984312045761	0.1591101098580001	-0.2545607147674635	0.2138321607085949	-0.0579592654313878	0.1470603739622968	-0.0091108750084498	False	False	0.875	0.625	0.625		False	1.0	0.9889744952178532	0.9971256078463696	UNRESOLVED	MAFB
TNFRSF1A	4	-0.5486590302537929	-0.1598252248162402	-0.2614917985424763	-1.1021567962566847	-0.7674619814330819	-0.0744600404976278	-0.4124823667525628	False	False	0.125	0.125	0.625		False	0.8221627590893646	0.8757238508867174	0.9971256078463696	UNRESOLVED	TNFRSF1A
ZFP36L1	2	-0.0774781948239132	0.1892877315130818	-0.2667659263369951	0.3002863934395945	-0.455242783087421	-0.1220115695127943	0.5005870325389581	False	False					False				UNRESOLVED	ZFP36L1
ASAH1	4	-0.1675887043464609	0.0593261716225107	-0.2734393303461515	-0.1480822069146743	0.7447469800272186	0.3044299849166534	-0.3244595006773949	False	False	0.625	1.0	0.625		False	0.9600924529799222	1.0	0.9971256078463696	UNRESOLVED	ASAH1
TYK2	4	-0.5617891493674991	-0.2881285951226934	-0.2736605542448057	-0.6074762338225665	-0.2325823774451139	-0.2549705314210133	-0.0728673198304787	False	False	0.375	0.375	0.875		False	0.9052095024317248	0.9645063778899814	1.0	UNRESOLVED	TYK2
LIPA	4	0.0466864467341208	0.0274335500763576	-0.2765501534620043	0.0346043189122644	0.3795193044681346	0.0191459942196705	0.0357211059330446	False	False	1.0	0.625	0.875	lipid_lysosomal_apc	True	1.0	0.9889744952178532	1.0	UNRESOLVED	LIPA
GSK3B	4	-0.2627729207662126	0.0126042630973605	-0.2857529702888866	-0.258227784735777	-0.3222648260277838	0.0155820459364122	0.0096264802583088	False	False	0.25	1.0	0.125		False	0.8221627590893646	1.0	0.920009505703422	UNRESOLVED	GSK3B
UBA7	4	-0.2334554174801372	0.009196369416989	-0.289085315072216	-0.584345172918761	0.1272528666202381	-0.1002877056170306	0.1822987868639858	False	False	0.125	0.875	0.125		False	0.8221627590893646	1.0	0.920009505703422	UNRESOLVED	UBA7
BRD9	4	-0.6215862517382735	-0.3075647360306924	-0.2959030148208191	-0.7669060525900775	-0.4200755898837831	-0.1874539520249405	0.1081345531419237	False	False	0.125	0.375	0.125		False	0.8221627590893646	0.9645063778899814	0.920009505703422	UNRESOLVED	BRD9
MED16	3	0.0779317369771208	0.2081668452536009	-0.3024523320159538	-0.4060724397762585	0.2208596015475734	0.3333620466048304	0.0654414471721342	False	False	1.0	0.25	0.25		False	1.0	0.8757238508867174	0.920009505703422	UNRESOLVED	MED16
MTF1	4	-0.2822723445600027	0.2187860129284308	-0.3026014910952622	-0.4186651719140326	-0.0862579788494599	0.4678522314882722	0.0964828889005833	False	False	0.875	0.25	0.25		False	1.0	0.8757238508867174	0.920009505703422	UNRESOLVED	MTF1
ZNFX1	4	-0.2087621714898754	0.3605953030351786	-0.3245984315505537	-0.0259535329396563	-0.4334953019204637	0.2595406186809199	0.1891562537241977	False	False	0.625	0.25	0.375		False	0.9600924529799222	0.8757238508867174	0.9965506589785832	UNRESOLVED	ZNFX1
AKT1	4	-0.253882447354137	0.3724546163932738	-0.3268894417717318	-0.8315136357166999	0.5526687511691242	0.0702663703057275	0.4752334101953273	False	False	0.625	0.375	0.625		False	0.9600924529799222	0.9645063778899814	0.9971256078463696	UNRESOLVED	AKT1
JAK2	4	-0.4666588727282872	0.1149585108963188	-0.3296702475797999	-0.2221003444201785	-0.757428457310003	0.368543983944001	-0.2025062617924351	False	False	0.125	1.0	0.125		False	0.8221627590893646	1.0	0.920009505703422	UNRESOLVED	JAK2
STAT6	4	-0.3567806217307555	-0.0076031722704341	-0.3321128820739696	-0.886254470930331	0.17269322746882	-0.1729636023638256	0.1577572578229573	False	False	0.375	0.875	0.625		False	0.9052095024317248	1.0	0.9971256078463696	UNRESOLVED	STAT6
USP18	4	-0.3487229683930756	0.0450122098911123	-0.335856830158487	-1.0265758734009696	0.0472150672950719	-0.1540128609204125	0.0473536742349383	False	False	0.125	0.875	0.125		False	0.8221627590893646	1.0	0.920009505703422	UNRESOLVED	USP18
MYC	4	-0.6033116555743058	-0.2159752275467402	-0.3484427643430246	-0.7281370858857746	-0.7403499695187306	-0.1996309191737035	-0.5506601420301571	False	False	0.125	0.25	0.375		False	0.8221627590893646	0.8757238508867174	0.9965506589785832	UNRESOLVED	MYC
IFNAR2	3	0.1313667750473253	0.3126368010739864	-0.3717311517760717	-0.1489498504463311	0.29731722360287	0.1141655946293513	0.5111080075186214	False	False	0.75	0.5	0.25		False	1.0	0.9889744952178532	0.920009505703422	UNRESOLVED	IFNAR2
ATF5	4	-0.2195647237887107	0.1295289859106618	-0.3848082523414436	0.1931599519442313	-0.7347334467773308	0.1193862732518691	0.1107244094588406	False	False	0.125	0.875	0.25		False	0.8221627590893646	1.0	0.920009505703422	UNRESOLVED	ATF5
IFNGR2	4	-0.1655256427633082	0.203835416524823	-0.3913940594869177	0.1372205703701594	-0.4584177378873684	0.1999654486175188	0.2926270614485755	False	False	0.875	0.125	0.375		False	1.0	0.8757238508867174	0.9965506589785832	UNRESOLVED	IFNGR2
ELK1	4	-0.9749561559359046	0.0427922170658111	-0.4010059383021949	-0.8774820433025495	-0.2222040645521827	0.1565741464500107	-0.1837625768730841	False	False	0.375	1.0	0.375		False	0.9052095024317248	1.0	0.9965506589785832	UNRESOLVED	ELK1
CYBB	4	-0.1453325919593007	-0.0792190218136883	-0.4116235544607243	-0.8706095971457835	0.579944413227182	-0.1917464865398375	0.0333084429124608	False	False	0.875	0.875	0.875		False	1.0	1.0	1.0	UNRESOLVED	CYBB
LILRB4	4	-0.2281191017434479	0.2091086731669911	-0.437227774910439	0.1367320367573943	-0.6551476615794327	0.2884953198460778	0.1939490402549748	False	False	0.625	0.625	0.125		False	0.9600924529799222	0.9889744952178532	0.920009505703422	UNRESOLVED	LILRB4
RAP1GAP	3	-0.1735309539523837	0.1998919469146227	-0.4387262179348394	-0.6090053253254148	0.4173936284353878	0.1215680171085766	0.1362018686243273	False	False	0.75	0.5	0.75		False	1.0	0.9889744952178532	1.0	UNRESOLVED	RAP1GAP
AXL	3	-0.5935109205511061	-0.0682074472741218	-0.4476354232438678	-0.3669257038617051	-0.1715447746292868	-0.0689749763763591	-0.0674399181718845	False	False	0.5	0.5	0.5	resolution_efferocytosis	True	0.9600924529799222	0.9889744952178532	0.9971256078463696	UNRESOLVED	AXL
GUK1	4	-0.5420523381331224	-0.061799378107097	-0.4537016951357934	-0.209188597670757	-0.4518664738572941	-0.2719633766112614	0.0475452107127682	False	False	0.625	0.625	0.625		False	0.9600924529799222	0.9889744952178532	0.9971256078463696	UNRESOLVED	GUK1
PARK7	4	-0.1881822087404259	0.1681920059860495	-0.4550834429309693	-0.1487716570740549	0.1751069578981186	-0.0035318977186102	0.3833859861146398	False	False	0.625	0.375	0.375		False	0.9600924529799222	0.9645063778899814	0.9965506589785832	UNRESOLVED	PARK7
MCRS1	4	-0.4361558538940241	-0.2474768795471844	-0.4594896685883319	-0.4027715940035901	-0.4695401137844582	-0.1856461611922761	-0.4095759162287462	False	False	0.25	0.375	0.875		False	0.8221627590893646	0.9645063778899814	1.0	UNRESOLVED	MCRS1
KLF4	4	-0.3102468952206473	0.1559171526576476	-0.4661640478782949	-0.5767339627338479	-0.0700149089884978	-0.0668184091187034	0.26338466250367	False	False	0.125	0.25	0.125		True	0.8221627590893646	0.8757238508867174	0.920009505703422	UNRESOLVED	KLF4
ETS1	4	-0.555572745103534	-0.0092500425468217	-0.4695309152609193	-0.7331452562210838	0.1306104042526914	-0.1137636946766786	-0.0588325190363014	False	False	0.125	0.875	0.125		False	0.8221627590893646	1.0	0.920009505703422	UNRESOLVED	ETS1
RAPGEF1	4	-0.5105807621621863	-0.0924184866809773	-0.4756794012135988	-0.3531263705187726	-0.0277482232544532	0.19915583469129	-0.341512351812012	False	False	0.375	0.375	0.625		False	0.9052095024317248	0.9645063778899814	0.9971256078463696	UNRESOLVED	RAPGEF1
STAT3	3	-0.265464654013851	0.221107833039547	-0.486572487053398	-0.0381144438730949	-0.0928873398688319	0.3361249295826485	0.2021915906632969	False	False	0.25	0.5	0.25		False	0.8221627590893646	0.9889744952178532	0.920009505703422	UNRESOLVED	STAT3
NFAT5	4	-0.617232800494775	-0.1644842960405207	-0.4951390449736022	-0.701394841900971	-0.5054662299393053	-0.4319504827801037	0.0317808815338775	False	False	0.125	0.25	0.375		False	0.8221627590893646	0.8757238508867174	0.9965506589785832	UNRESOLVED	NFAT5
CYBA	4	-0.481111790754999	-0.159761688792924	-0.4997090300363747	-0.3787975639682348	-0.4360849383844092	-0.1923579648829771	-0.1015555809148704	False	False	0.25	0.875	0.25		False	0.8221627590893646	1.0	0.920009505703422	UNRESOLVED	CYBA
CUL1	3	-0.5765866603387608	-0.0413013974907106	-0.5352852628480502	0.3046793678317265	-0.3009732919415553	-0.0243405283453936	-0.0582622666360275	False	False	0.75	1.0	0.5		False	1.0	1.0	0.9971256078463696	UNRESOLVED	CUL1
CASP3	4	-0.2560673968049231	-0.0968766623908363	-0.5467185605210406	-0.554779469252181	-0.4317570004595847	0.3128396276994538	-0.243625976364854	False	False	0.125	1.0	0.25	stress_cytotoxicity	False	0.8221627590893646	1.0	0.920009505703422	UNRESOLVED	CASP3
GAS6	4	-0.2194969527060903	0.1394843394046303	-0.5574375332134357	-0.5947376546320318	0.155743749219851	0.1331260023845626	0.1444396832666605	False	False	0.375	0.625	0.25	resolution_efferocytosis	True	0.9052095024317248	0.9889744952178532	0.920009505703422	UNRESOLVED	GAS6
ARID5B	4	-0.5697913750796666	-0.0165955965324828	-0.5590327861440646	-0.3667041986725952	-0.2897375442919829	-0.2971592690026716	0.254529900399105	False	False	0.375	0.875	0.375		False	0.9052095024317248	1.0	0.9965506589785832	UNRESOLVED	ARID5B
SMARCA5	4	-0.3157582707152345	-0.0260012970845822	-0.5830697214202434	-0.3439347873674467	-0.6593141387713026	-0.1527643890512746	0.1007617948821102	False	False	0.125	0.875	0.375		False	0.8221627590893646	1.0	0.9965506589785832	UNRESOLVED	SMARCA5
MTOR	4	-0.3045139082372745	0.0110417320336796	-0.6142166064465732	0.0881869545262128	-0.6972147710007619	-0.4473601161789227	0.4694435802462819	False	False	0.125	0.875	0.125		False	0.8221627590893646	1.0	0.920009505703422	UNRESOLVED	MTOR
TRAF1	4	-0.4878965121128229	0.0977229724027327	-0.6374638876297964	-0.1765418917596943	-0.589142904577155	0.0058719581249744	0.0411704765274349	False	False	0.125	0.875	0.25		False	0.8221627590893646	1.0	0.920009505703422	UNRESOLVED	TRAF1
GALC	4	-0.4276491104245744	0.1242456293387853	-0.6411892122129084	-0.3059451619594846	-0.8495774923334745	-0.0365499683032317	0.3708534350224135	False	False	0.625	0.125	0.375		False	0.9600924529799222	0.8757238508867174	0.9965506589785832	UNRESOLVED	GALC
BIRC3	3	-0.6750451434199647	0.2483921511727775	-0.6514025168103901	-1.5871688467593743	0.2227307880688771	-0.0144611952524105	0.5770090764360432	False	False	0.5	0.5	0.25		False	0.9600924529799222	0.9889744952178532	0.920009505703422	UNRESOLVED	BIRC3
MERTK	4	-0.4129785592243943	0.1441277949387467	-0.6588710945316293	-0.2976425568397616	-0.2863303114542468	0.1642666089843929	0.2122007120038584	False	False	0.125	0.25	0.25	resolution_efferocytosis	True	0.8221627590893646	0.8757238508867174	0.920009505703422	UNRESOLVED	MERTK
CRKL	4	-0.5477091613618976	0.1151786994956108	-0.6628878608575085	-0.5226896482535912	-0.572728674470204	0.0604280289405401	0.150015839097092	False	False	0.25	0.625	0.375		False	0.8221627590893646	0.9889744952178532	0.9965506589785832	UNRESOLVED	CRKL
CEBPG	3	-0.7053218250510547	-0.1814184960912901	-0.6643263193420781	-0.3390480199350065	-0.7312419891345834	-0.2775548752013832	-0.1878276341805005	False	False	0.25	0.75	0.25		False	0.8221627590893646	1.0	0.920009505703422	UNRESOLVED	CEBPG
HEXB	4	-0.6160111280217161	0.076180929108282	-0.6849778462289053	-0.2684736934502882	-0.963548562593144	0.2676348737896001	-0.1678181745720972	False	False	0.125	0.625	0.125		False	0.8221627590893646	0.9889744952178532	0.920009505703422	UNRESOLVED	HEXB
JUN	3	-1.323799277363342	-0.7259579722438643	-0.7022407406555038	-1.4879673008044922	-0.6643810149438472	-0.8024485882201948	-0.6631522366200118	False	False	0.25	0.25	0.75	stress_cytotoxicity	False	0.8221627590893646	0.8757238508867174	1.0	UNRESOLVED	JUN
CLK1	4	-0.8194890655179907	-0.3671419594654439	-0.7328661550269187	-0.7736162120483603	-0.907643142015957	-0.2011836649443006	-0.5331002539865872	False	False	0.125	0.375	0.25		False	0.8221627590893646	0.9645063778899814	0.920009505703422	UNRESOLVED	CLK1
LYN	4	-0.5460059137416946	0.2369520326333497	-0.7373579923120679	-0.6267889339882255	-0.2397674489971961	0.4369316773198273	0.0631482563743752	False	False	0.125	0.125	0.125		False	0.8221627590893646	0.8757238508867174	0.920009505703422	UNRESOLVED	LYN
PTPN11	4	-0.9499052217115248	-0.2065123647409543	-0.7433928569705706	-0.9284834254023152	-0.9713270180207348	-0.1454564295740221	-0.4053732054985981	False	False	0.125	0.125	0.375		False	0.8221627590893646	0.8757238508867174	0.9965506589785832	UNRESOLVED	PTPN11
SYK	3	-1.2874607038857748	-0.5243759422126861	-0.7477322783490581	-0.2286419017219074	-2.346279506049642	-0.4458012966991362	-0.4645543065726549	False	False	0.5	0.25	0.5		False	0.9600924529799222	0.8757238508867174	0.9971256078463696	UNRESOLVED	SYK
KIN	4	-0.7856956686460597	0.0498168307906252	-0.7527045446911151	-0.9053896265245158	-0.6660017107676035	-0.2539318671835786	0.2687555179199605	False	False	0.125	0.875	0.125		False	0.8221627590893646	1.0	0.920009505703422	UNRESOLVED	KIN
CCDC88B	4	-0.6929474774310016	0.059612426045107	-0.8365909272268445	-1.1549636539545851	-0.3513397404449589	0.4900962871415399	-0.1040435945372315	False	False	0.125	0.25	0.125		False	0.8221627590893646	0.8757238508867174	0.920009505703422	UNRESOLVED	CCDC88B
ZC3H3	4	-0.8253671826395721	0.1859734298630578	-0.889139716587416	-1.220722705262533	-0.3787034569293359	0.323189672827989	0.1192256949630667	False	False	0.25	0.375	0.25		False	0.8221627590893646	0.9645063778899814	0.920009505703422	UNRESOLVED	ZC3H3
PPARG	3	-0.5915987734498507	0.3859042489271986	-0.9775030223770492	-1.1454152682746783	0.0648764239115515	0.2817171232814308	0.5807799153682631	False	True	0.5	0.25	0.25	resolution_efferocytosis	True	0.9600924529799222	0.8757238508867174	0.920009505703422	UNRESOLVED	PPARG
NFKBIA	4	-0.9581005478508864	0.1802590622977484	-1.1853633836430455	-0.7051142400364738	-1.2988232693370405	0.2087377489902744	-0.1116513277819388	False	False	0.125	0.25	0.125		False	0.8221627590893646	0.8757238508867174	0.920009505703422	UNRESOLVED	NFKBIA
TRAF3	3	-1.4725186345635115	0.3787736670993209	-1.3982296971228692	-1.4494393950204405	-1.2311655965803183	0.6773847280425178	0.5112224692300078	False	True	0.25	0.5	0.25		False	0.8221627590893646	0.9889744952178532	0.920009505703422	UNRESOLVED	TRAF3
