held_out_cohort	observed_hedges_g	hierarchical_log_predictive_density	fixed_tau0_log_predictive_density	hierarchical_minus_fixed
GSE235357	0.6512291126085582	-0.8180356631994607	-0.6825073758544923	-0.13552828734496847
GSE250453	0.15023033010758816	-0.8709066040258273	-0.7408221839216648	-0.13008442010416255
GSE253006_TOF_exact	1.8110591428518386	-2.2364541002054272	-2.3850800914932	0.14862599128777276
GSE85034_ADA	0.04420897273132324	-0.96689978013376	-0.8916940648311631	-0.0752057153025969
