analysis	dataset_path	disease_name	compartment	role	donor_id	disease	group	n_cells	cell_types	module	mean_z_score	high_fraction
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Psor2	psoriasis	case	95	Langerhans cell,dendritic cell, human,macrophage,monocyte	endosomal_tlr_sensor_chaperone	0.17522714693828795	0.3894736842105263
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Psor2	psoriasis	case	95	Langerhans cell,dendritic cell, human,macrophage,monocyte	full_slc15a4_tasl_tlr_irf5_branch	0.16217516787612515	0.37894736842105264
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Psor3	psoriasis	case	288	Langerhans cell,dendritic cell, human,macrophage,monocyte	slc15a4_tasl_irf5_core	0.10201030223870523	0.3090277777777778
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Psor3	psoriasis	case	288	Langerhans cell,dendritic cell, human,macrophage,monocyte	endosomal_tlr_sensor_chaperone	0.24932414605396266	0.4548611111111111
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Psor3	psoriasis	case	288	Langerhans cell,dendritic cell, human,macrophage,monocyte	full_slc15a4_tasl_tlr_irf5_branch	0.18618964156170947	0.4513888888888889
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Ctrl1	normal	control	1373	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	slc15a4_tasl_irf5_core	0.002714616226653799	0.13109978150036417
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Ctrl1	normal	control	1373	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	endosomal_tlr_sensor_chaperone	0.018292836894059975	0.09613983976693372
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Ctrl1	normal	control	1373	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	full_slc15a4_tasl_tlr_irf5_branch	0.011616456608028767	0.2090313182811362
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Ctrl2	normal	control	936	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	slc15a4_tasl_irf5_core	0.03916584276209617	0.1655982905982906
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Ctrl2	normal	control	936	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	endosomal_tlr_sensor_chaperone	0.01853642787006463	0.1282051282051282
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Ctrl2	normal	control	936	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	full_slc15a4_tasl_tlr_irf5_branch	0.027377605680935297	0.25854700854700857
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Ctrl3	normal	control	2256	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	slc15a4_tasl_irf5_core	-0.01790177167753457	0.1768617021276596
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Ctrl3	normal	control	2256	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	endosomal_tlr_sensor_chaperone	-0.018823653165746787	0.11657801418439716
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Ctrl3	normal	control	2256	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	full_slc15a4_tasl_tlr_irf5_branch	-0.018428561099370116	0.2637411347517731
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Psor1	psoriasis	case	772	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	slc15a4_tasl_irf5_core	-0.025175930723840972	0.14637305699481865
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Psor1	psoriasis	case	772	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	endosomal_tlr_sensor_chaperone	0.025049160302449126	0.13082901554404144
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Psor1	psoriasis	case	772	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	full_slc15a4_tasl_tlr_irf5_branch	0.003524121291181945	0.23704663212435234
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Psor2	psoriasis	case	2530	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	slc15a4_tasl_irf5_core	0.06297598736866915	0.2624505928853755
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Psor2	psoriasis	case	2530	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	endosomal_tlr_sensor_chaperone	0.0950351379866431	0.23873517786561266
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Psor2	psoriasis	case	2530	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	full_slc15a4_tasl_tlr_irf5_branch	0.08129550200751141	0.41462450592885375
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Psor3	psoriasis	case	1716	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	slc15a4_tasl_irf5_core	-0.024339066359237313	0.1888111888111888
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Psor3	psoriasis	case	1716	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	endosomal_tlr_sensor_chaperone	0.011685157555465106	0.14219114219114218
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Psor3	psoriasis	case	1716	basal cell of epidermis,granular cell of epidermis,hair follicular keratinocyte,spinous cell of epidermis,suprabasal keratinocyte	full_slc15a4_tasl_tlr_irf5_branch	-0.0037537955508359228	0.2837995337995338
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Ctrl1	normal	control	1173	endothelial cell,endothelial cell of lymphatic vessel,fibroblast,fibroblast of papillary layer of dermis,pericyte,skin fibroblast	slc15a4_tasl_irf5_core	0.023677136428521994	0.12190963341858482
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Ctrl1	normal	control	1173	endothelial cell,endothelial cell of lymphatic vessel,fibroblast,fibroblast of papillary layer of dermis,pericyte,skin fibroblast	endosomal_tlr_sensor_chaperone	0.009169354609167558	0.0494458653026428
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Ctrl1	normal	control	1173	endothelial cell,endothelial cell of lymphatic vessel,fibroblast,fibroblast of papillary layer of dermis,pericyte,skin fibroblast	full_slc15a4_tasl_tlr_irf5_branch	0.015386975388890887	0.1577152600170503
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Ctrl2	normal	control	1461	endothelial cell,endothelial cell of lymphatic vessel,fibroblast,fibroblast of papillary layer of dermis,pericyte,skin fibroblast	slc15a4_tasl_irf5_core	0.01477721502338581	0.1375770020533881
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Ctrl2	normal	control	1461	endothelial cell,endothelial cell of lymphatic vessel,fibroblast,fibroblast of papillary layer of dermis,pericyte,skin fibroblast	endosomal_tlr_sensor_chaperone	0.020070768072063167	0.07734428473648186
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Ctrl2	normal	control	1461	endothelial cell,endothelial cell of lymphatic vessel,fibroblast,fibroblast of papillary layer of dermis,pericyte,skin fibroblast	full_slc15a4_tasl_tlr_irf5_branch	0.017802102479772864	0.19917864476386038
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Ctrl3	normal	control	2583	endothelial cell,endothelial cell of lymphatic vessel,fibroblast,fibroblast of papillary layer of dermis,pericyte,skin fibroblast	slc15a4_tasl_irf5_core	-0.0191106435074806	0.10956252419667054
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Ctrl3	normal	control	2583	endothelial cell,endothelial cell of lymphatic vessel,fibroblast,fibroblast of papillary layer of dermis,pericyte,skin fibroblast	endosomal_tlr_sensor_chaperone	-0.015516471200092204	0.05265195509097948
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Ctrl3	normal	control	2583	endothelial cell,endothelial cell of lymphatic vessel,fibroblast,fibroblast of papillary layer of dermis,pericyte,skin fibroblast	full_slc15a4_tasl_tlr_irf5_branch	-0.017056830760401525	0.151374370886566
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Psor1	psoriasis	case	1853	endothelial cell,endothelial cell of lymphatic vessel,fibroblast,fibroblast of papillary layer of dermis,pericyte,skin fibroblast	slc15a4_tasl_irf5_core	-0.007575038422311965	0.1586616297895305
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Psor1	psoriasis	case	1853	endothelial cell,endothelial cell of lymphatic vessel,fibroblast,fibroblast of papillary layer of dermis,pericyte,skin fibroblast	endosomal_tlr_sensor_chaperone	0.03691930424567936	0.09120345385860766
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Psor1	psoriasis	case	1853	endothelial cell,endothelial cell of lymphatic vessel,fibroblast,fibroblast of papillary layer of dermis,pericyte,skin fibroblast	full_slc15a4_tasl_tlr_irf5_branch	0.017850300245111635	0.2271991365353481
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Psor2	psoriasis	case	1654	endothelial cell,endothelial cell of lymphatic vessel,fibroblast,fibroblast of papillary layer of dermis,pericyte,skin fibroblast	slc15a4_tasl_irf5_core	0.013487191339493367	0.15114873035066506
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Psor2	psoriasis	case	1654	endothelial cell,endothelial cell of lymphatic vessel,fibroblast,fibroblast of papillary layer of dermis,pericyte,skin fibroblast	endosomal_tlr_sensor_chaperone	0.03453891636063739	0.11305925030229746
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Psor2	psoriasis	case	1654	endothelial cell,endothelial cell of lymphatic vessel,fibroblast,fibroblast of papillary layer of dermis,pericyte,skin fibroblast	full_slc15a4_tasl_tlr_irf5_branch	0.025516748494432806	0.23760580411124546
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Psor3	psoriasis	case	2573	endothelial cell,endothelial cell of lymphatic vessel,fibroblast,fibroblast of papillary layer of dermis,pericyte,skin fibroblast	slc15a4_tasl_irf5_core	0.010977311028324208	0.13253012048192772
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Psor3	psoriasis	case	2573	endothelial cell,endothelial cell of lymphatic vessel,fibroblast,fibroblast of papillary layer of dermis,pericyte,skin fibroblast	endosomal_tlr_sensor_chaperone	0.07678691512600802	0.13019821220365332
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Psor3	psoriasis	case	2573	endothelial cell,endothelial cell of lymphatic vessel,fibroblast,fibroblast of papillary layer of dermis,pericyte,skin fibroblast	full_slc15a4_tasl_tlr_irf5_branch	0.04858279908414353	0.23707734162456276
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control01_1_A_M	normal	control	125	classical monocyte,myeloid dendritic cell,non-classical monocyte	slc15a4_tasl_irf5_core	-0.04740899570383645	0.04
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control01_1_A_M	normal	control	125	classical monocyte,myeloid dendritic cell,non-classical monocyte	endosomal_tlr_sensor_chaperone	-0.048850128005051514	0.032
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control01_1_A_M	normal	control	125	classical monocyte,myeloid dendritic cell,non-classical monocyte	full_slc15a4_tasl_tlr_irf5_branch	-0.04812956185444403	0.064
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control03_1_C_F	normal	control	65	classical monocyte,myeloid dendritic cell,non-classical monocyte	slc15a4_tasl_irf5_core	0.025325294193584882	0.07692307692307693
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control03_1_C_F	normal	control	65	classical monocyte,myeloid dendritic cell,non-classical monocyte	endosomal_tlr_sensor_chaperone	-0.11953343538279529	0.015384615384615385
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control03_1_C_F	normal	control	65	classical monocyte,myeloid dendritic cell,non-classical monocyte	full_slc15a4_tasl_tlr_irf5_branch	-0.047104070594605245	0.09230769230769231
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control04_1_C_F	normal	control	728	classical monocyte,myeloid dendritic cell,non-classical monocyte	slc15a4_tasl_irf5_core	-0.06353304310183175	0.03159340659340659
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control04_1_C_F	normal	control	728	classical monocyte,myeloid dendritic cell,non-classical monocyte	endosomal_tlr_sensor_chaperone	-0.06979947086684514	0.03296703296703297
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control04_1_C_F	normal	control	728	classical monocyte,myeloid dendritic cell,non-classical monocyte	full_slc15a4_tasl_tlr_irf5_branch	-0.06666625698433852	0.06456043956043957
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control05_1_C_M	normal	control	1115	classical monocyte,myeloid dendritic cell,non-classical monocyte	slc15a4_tasl_irf5_core	-0.04847310731142204	0.039461883408071746
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control05_1_C_M	normal	control	1115	classical monocyte,myeloid dendritic cell,non-classical monocyte	endosomal_tlr_sensor_chaperone	0.010450694769996159	0.05650224215246637
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control05_1_C_M	normal	control	1115	classical monocyte,myeloid dendritic cell,non-classical monocyte	full_slc15a4_tasl_tlr_irf5_branch	-0.019011206270713003	0.09596412556053811
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control06_1_C_M	normal	control	272	classical monocyte,myeloid dendritic cell,non-classical monocyte	slc15a4_tasl_irf5_core	0.0806838761764629	0.08455882352941177
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control06_1_C_M	normal	control	272	classical monocyte,myeloid dendritic cell,non-classical monocyte	endosomal_tlr_sensor_chaperone	0.01215304987081576	0.0625
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control06_1_C_M	normal	control	272	classical monocyte,myeloid dendritic cell,non-classical monocyte	full_slc15a4_tasl_tlr_irf5_branch	0.04641846302363928	0.14705882352941177
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control07_1_C_F	normal	control	2411	classical monocyte,myeloid dendritic cell,non-classical monocyte	slc15a4_tasl_irf5_core	0.011445311496283446	0.06885109912899212
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control07_1_C_F	normal	control	2411	classical monocyte,myeloid dendritic cell,non-classical monocyte	endosomal_tlr_sensor_chaperone	0.014259404507380486	0.08087930319369556
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control07_1_C_F	normal	control	2411	classical monocyte,myeloid dendritic cell,non-classical monocyte	full_slc15a4_tasl_tlr_irf5_branch	0.01285235800183192	0.13894649523019495
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control08_1_C_M	normal	control	582	classical monocyte,myeloid dendritic cell,non-classical monocyte	slc15a4_tasl_irf5_core	-0.044236392263385216	0.041237113402061855
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control08_1_C_M	normal	control	582	classical monocyte,myeloid dendritic cell,non-classical monocyte	endosomal_tlr_sensor_chaperone	-0.009436219253624749	0.04982817869415808
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control08_1_C_M	normal	control	582	classical monocyte,myeloid dendritic cell,non-classical monocyte	full_slc15a4_tasl_tlr_irf5_branch	-0.026836305758505038	0.08934707903780069
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control09_1_C_M	normal	control	1494	classical monocyte,myeloid dendritic cell,non-classical monocyte	slc15a4_tasl_irf5_core	-0.021336546658487134	0.04618473895582329
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control09_1_C_M	normal	control	1494	classical monocyte,myeloid dendritic cell,non-classical monocyte	endosomal_tlr_sensor_chaperone	-0.06635367061847955	0.030789825970548863
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control09_1_C_M	normal	control	1494	classical monocyte,myeloid dendritic cell,non-classical monocyte	full_slc15a4_tasl_tlr_irf5_branch	-0.04384510863848339	0.07362784471218206
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control10_1_C_F	normal	control	802	classical monocyte,myeloid dendritic cell,non-classical monocyte	slc15a4_tasl_irf5_core	-0.02605384867565472	0.04488778054862843
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control10_1_C_F	normal	control	802	classical monocyte,myeloid dendritic cell,non-classical monocyte	endosomal_tlr_sensor_chaperone	-0.05683427449937668	0.032418952618453865
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control10_1_C_F	normal	control	802	classical monocyte,myeloid dendritic cell,non-classical monocyte	full_slc15a4_tasl_tlr_irf5_branch	-0.04144406158751576	0.07356608478802992
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control15_1_C_F	normal	control	776	classical monocyte,myeloid dendritic cell,non-classical monocyte	slc15a4_tasl_irf5_core	-0.04308514009388404	0.037371134020618556
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control15_1_C_F	normal	control	776	classical monocyte,myeloid dendritic cell,non-classical monocyte	endosomal_tlr_sensor_chaperone	-0.07283768136547418	0.03350515463917526
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control15_1_C_F	normal	control	776	classical monocyte,myeloid dendritic cell,non-classical monocyte	full_slc15a4_tasl_tlr_irf5_branch	-0.05796141072967917	0.06701030927835051
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control16_1_C_F	normal	control	370	classical monocyte,myeloid dendritic cell,non-classical monocyte	slc15a4_tasl_irf5_core	-0.08846435851759844	0.021621621621621623
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control16_1_C_F	normal	control	370	classical monocyte,myeloid dendritic cell,non-classical monocyte	endosomal_tlr_sensor_chaperone	-0.10939074728149348	0.016216216216216217
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control16_1_C_F	normal	control	370	classical monocyte,myeloid dendritic cell,non-classical monocyte	full_slc15a4_tasl_tlr_irf5_branch	-0.09892755289954601	0.03783783783783784
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control17_1_C_M	normal	control	259	classical monocyte,myeloid dendritic cell,non-classical monocyte	slc15a4_tasl_irf5_core	-0.08871119829048595	0.02702702702702703
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control17_1_C_M	normal	control	259	classical monocyte,myeloid dendritic cell,non-classical monocyte	endosomal_tlr_sensor_chaperone	0.0040072976045503	0.0888030888030888
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control17_1_C_M	normal	control	259	classical monocyte,myeloid dendritic cell,non-classical monocyte	full_slc15a4_tasl_tlr_irf5_branch	-0.042351950342967876	0.09652509652509653
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control18_1_C_F	normal	control	192	classical monocyte,myeloid dendritic cell,non-classical monocyte	slc15a4_tasl_irf5_core	-0.0663672456898572	0.03125
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control18_1_C_F	normal	control	192	classical monocyte,myeloid dendritic cell,non-classical monocyte	endosomal_tlr_sensor_chaperone	-0.061583801638045145	0.046875
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control18_1_C_F	normal	control	192	classical monocyte,myeloid dendritic cell,non-classical monocyte	full_slc15a4_tasl_tlr_irf5_branch	-0.06397552366395125	0.07291666666666667
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control19_1_C_F	normal	control	694	classical monocyte,myeloid dendritic cell,non-classical monocyte	slc15a4_tasl_irf5_core	-0.025702966903884714	0.05475504322766571
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control19_1_C_F	normal	control	694	classical monocyte,myeloid dendritic cell,non-classical monocyte	endosomal_tlr_sensor_chaperone	-0.07011927394238032	0.04178674351585014
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control19_1_C_F	normal	control	694	classical monocyte,myeloid dendritic cell,non-classical monocyte	full_slc15a4_tasl_tlr_irf5_branch	-0.047911120423132565	0.09510086455331412
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control20_1_A_F	normal	control	757	classical monocyte,myeloid dendritic cell,non-classical monocyte	slc15a4_tasl_irf5_core	0.15768518009176646	0.14398943196829592
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control20_1_A_F	normal	control	757	classical monocyte,myeloid dendritic cell,non-classical monocyte	endosomal_tlr_sensor_chaperone	0.2927706210132534	0.21400264200792601
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control20_1_A_F	normal	control	757	classical monocyte,myeloid dendritic cell,non-classical monocyte	full_slc15a4_tasl_tlr_irf5_branch	0.22522790055250982	0.32100396301188905
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control21_1_C_F	normal	control	676	classical monocyte,myeloid dendritic cell,non-classical monocyte	slc15a4_tasl_irf5_core	0.04089222456885614	0.08284023668639054
ra_blood_myeloid	data/raw_v3/cell_state/ra_binvignat_blood.h5ad	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	Control21_1_C_F	normal	control	676	classical monocyte,myeloid dendritic cell,non-classical monocyte	endosomal_tlr_sensor_chaperone	0.08851179082545477	0.11982248520710059
