module	n_diseases_tested	n_fdr10_positive_diseases	n_trend_or_better_diseases	n_negative_trend_diseases	median_positive_hedges_g	supporting_diseases	negative_diseases	best_details
full_slc15a4_tasl_tlr_irf5_branch	6	0	2	0	2.051902382644117	Crohn disease;psoriasis		"[{""disease_name"": ""psoriasis"", ""analysis"": ""psoriasis_skin_stromal"", ""compartment"": ""skin stromal"", ""metric"": ""high_fraction"", ""delta_case_minus_control"": 0.06453800220122655, ""hedges_g"": 2.7432130010150666, ""p"": 0.0440778734763561, ""fdr"": 0.43368516217709224, ""support_level"": ""trend_positive""}, {""disease_name"": ""Crohn disease"", ""analysis"": ""ibd_crohn_epithelial"", ""compartment"": ""colon epithelial"", ""metric"": ""mean_z_score"", ""delta_case_minus_control"": 0.05200340194595903, ""hedges_g"": 1.360591764273167, ""p"": 0.031300704957333794, ""fdr"": 0.43368516217709224, ""support_level"": ""trend_positive""}, {""disease_name"": ""ulcerative colitis"", ""analysis"": ""ibd_uc_myeloid"", ""compartment"": ""colon myeloid"", ""metric"": ""mean_z_score"", ""delta_case_minus_control"": 0.06606182049604743, ""hedges_g"": 0.6345081036618243, ""p"": 0.2632356302235006, ""fdr"": 0.6180314796551754, ""support_level"": ""positive_null""}, {""disease_name"": ""Sjogren syndrome"", ""analysis"": ""sjogren_gland_stromal"", ""compartment"": ""salivary gland stromal/endothelial"", ""metric"": ""mean_z_score"", ""delta_case_minus_control"": 0.02064622882592283, ""hedges_g"": 0.38261496232095327, ""p"": 0.40344538763080434, ""fdr"": 0.6224634382958156, ""support_level"": ""positive_null""}, {""disease_name"": ""type 1 diabetes mellitus"", ""analysis"": ""t1d_endothelial_cell"", ""compartment"": ""pancreatic endothelial cell"", ""metric"": ""mean_z_score"", ""delta_case_minus_control"": 0.006142333440399254, ""hedges_g"": 0.10234174896079734, ""p"": 0.7498909707680869, ""fdr"": 0.8803067917712324, ""support_level"": ""positive_null""}, {""disease_name"": ""rheumatoid arthritis"", ""analysis"": ""ra_blood_myeloid"", ""compartment"": ""blood myeloid/APC"", ""metric"": ""high_fraction"", ""delta_case_minus_control"": -0.011270517388033585, ""hedges_g"": -0.1793174150101782, ""p"": 0.5859160329751559, ""fdr"": 0.7909866445164605, ""support_level"": ""null_or_negative""}]"
endosomal_tlr_sensor_chaperone	6	0	2	0	1.966891497672675	Crohn disease;psoriasis		"[{""disease_name"": ""psoriasis"", ""analysis"": ""psoriasis_skin_stromal"", ""compartment"": ""skin stromal"", ""metric"": ""high_fraction"", ""delta_case_minus_control"": 0.05167293707815143, ""hedges_g"": 2.357282151306016, ""p"": 0.024873431661362366, ""fdr"": 0.43368516217709224, ""support_level"": ""trend_positive""}, {""disease_name"": ""Crohn disease"", ""analysis"": ""ibd_crohn_epithelial"", ""compartment"": ""colon epithelial"", ""metric"": ""mean_z_score"", ""delta_case_minus_control"": 0.05737414334955117, ""hedges_g"": 1.5765008440393344, ""p"": 0.014365177344985046, ""fdr"": 0.43368516217709224, ""support_level"": ""trend_positive""}, {""disease_name"": ""Sjogren syndrome"", ""analysis"": ""sjogren_gland_stromal"", ""compartment"": ""salivary gland stromal/endothelial"", ""metric"": ""mean_z_score"", ""delta_case_minus_control"": 0.035942854939971694, ""hedges_g"": 0.4583942484653682, ""p"": 0.3398158689515274, ""fdr"": 0.6198163276333357, ""support_level"": ""positive_null""}, {""disease_name"": ""type 1 diabetes mellitus"", ""analysis"": ""t1d_endothelial_cell"", ""compartment"": ""pancreatic endothelial cell"", ""metric"": ""mean_z_score"", ""delta_case_minus_control"": 0.012562270768415637, ""hedges_g"": 0.18184425404870572, ""p"": 0.7673924515084675, ""fdr"": 0.8826993919229384, ""support_level"": ""positive_null""}, {""disease_name"": ""ulcerative colitis"", ""analysis"": ""ibd_uc_myeloid"", ""compartment"": ""colon myeloid"", ""metric"": ""mean_z_score"", ""delta_case_minus_control"": 0.011844182392977137, ""hedges_g"": 0.1186408588348813, ""p"": 0.8283833652983666, ""fdr"": 0.9319312859606625, ""support_level"": ""positive_null""}, {""disease_name"": ""rheumatoid arthritis"", ""analysis"": ""ra_blood_myeloid"", ""compartment"": ""blood myeloid/APC"", ""metric"": ""high_fraction"", ""delta_case_minus_control"": -0.010441876583945832, ""hedges_g"": -0.24368261115369502, ""p"": 0.46031031728440186, ""fdr"": 0.6718042468475054, ""support_level"": ""null_or_negative""}]"
slc15a4_tasl_irf5_core	6	0	2	0	1.7877808517672915	Crohn disease;psoriasis		"[{""disease_name"": ""psoriasis"", ""analysis"": ""psoriasis_skin_apc"", ""compartment"": ""skin APC"", ""metric"": ""mean_z_score"", ""delta_case_minus_control"": 0.10822405545075187, ""hedges_g"": 2.4468396122934903, ""p"": 0.02949788847260075, ""fdr"": 0.43368516217709224, ""support_level"": ""trend_positive""}, {""disease_name"": ""Crohn disease"", ""analysis"": ""ibd_crohn_myeloid"", ""compartment"": ""colon myeloid"", ""metric"": ""mean_z_score"", ""delta_case_minus_control"": 0.13037300480916197, ""hedges_g"": 1.1287220912410927, ""p"": 0.06023405030237392, ""fdr"": 0.43368516217709224, ""support_level"": ""trend_positive""}, {""disease_name"": ""ulcerative colitis"", ""analysis"": ""ibd_uc_myeloid"", ""compartment"": ""colon myeloid"", ""metric"": ""mean_z_score"", ""delta_case_minus_control"": 0.1383520046334745, ""hedges_g"": 0.9089383620846502, ""p"": 0.1243907016948613, ""fdr"": 0.525409812269525, ""support_level"": ""positive_null""}, {""disease_name"": ""Sjogren syndrome"", ""analysis"": ""sjogren_gland_stromal"", ""compartment"": ""salivary gland stromal/endothelial"", ""metric"": ""mean_z_score"", ""delta_case_minus_control"": 0.00025072734052426424, ""hedges_g"": 0.004589210069168118, ""p"": 0.9912605968792015, ""fdr"": 0.9946710401880313, ""support_level"": ""positive_null""}, {""disease_name"": ""type 1 diabetes mellitus"", ""analysis"": ""t1d_endothelial_cell"", ""compartment"": ""pancreatic endothelial cell"", ""metric"": ""mean_z_score"", ""delta_case_minus_control"": -0.0002776038876171165, ""hedges_g"": -0.003377410640287916, ""p"": 0.9946710401880313, ""fdr"": 0.9946710401880313, ""support_level"": ""null_or_negative""}, {""disease_name"": ""rheumatoid arthritis"", ""analysis"": ""ra_blood_myeloid"", ""compartment"": ""blood myeloid/APC"", ""metric"": ""high_fraction"", ""delta_case_minus_control"": -0.003860089184585122, ""hedges_g"": -0.11705558085399048, ""p"": 0.721705415249713, ""fdr"": 0.8757773578311124, ""support_level"": ""null_or_negative""}]"
