analysis	dataset_path	disease_name	compartment	role	donor_id	disease	group	n_cells	cell_types	gene	mean_log_norm	mean_z_vs_controls	detection_fraction
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	SLC15A4	0.11883926494714515	0.3402210931835705	0.13580246913580246
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	TASL_CXorf21	0.15082073198322604	0.3424001153431861	0.14814814814814814
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	IRF5	0.05332141332552044	-0.10715707175100711	0.08641975308641975
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	TLR7	0.017529776419937283	-0.20652840365784292	0.037037037037037035
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	TLR8	0.04694514963875933	0.04902370419523133	0.07407407407407407
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	TLR9	0.0	0.0	0.0
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_1	Crohn disease	case	81	myeloid cell	UNC93B1	0.05720571253654265	-0.11691638606646453	0.08641975308641975
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	SLC15A4	0.1714323330957301	0.593879956422456	0.13157894736842105
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	TASL_CXorf21	0.1317311091763412	0.2723742699954288	0.18421052631578946
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	IRF5	0.13631242159228082	0.1465365546786855	0.15789473684210525
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	TLR7	0.035234320687836405	-0.15212438539660317	0.05263157894736842
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	TLR8	0.04488188558290491	0.03856158941629866	0.05263157894736842
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	TLR9	0.0	0.0	0.0
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_2	Crohn disease	case	38	myeloid cell	UNC93B1	0.17044867420375745	0.22514672453347578	0.18421052631578946
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_3	Crohn disease	case	406	myeloid cell	SLC15A4	0.08155762549758094	0.16040997709235494	0.07142857142857142
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_3	Crohn disease	case	406	myeloid cell	TASL_CXorf21	0.06438652341255373	0.02533630620690615	0.05172413793103448
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_3	Crohn disease	case	406	myeloid cell	IRF5	0.08644609448418102	-0.005898867242197728	0.07635467980295567
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_3	Crohn disease	case	406	myeloid cell	TLR7	0.04351572662470175	-0.12667658210946298	0.03694581280788178
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_3	Crohn disease	case	406	myeloid cell	TLR8	0.11099031118295603	0.37377507531006193	0.09359605911330049
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_3	Crohn disease	case	406	myeloid cell	TLR9	0.0	0.0	0.0
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_3	Crohn disease	case	406	myeloid cell	UNC93B1	0.18317585169269074	0.2635905965139314	0.15763546798029557
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_4	Crohn disease	case	323	myeloid cell	SLC15A4	0.11763791317660995	0.3344269165897455	0.06191950464396285
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_4	Crohn disease	case	323	myeloid cell	TASL_CXorf21	0.05764930117062786	0.0006223719631965212	0.030959752321981424
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_4	Crohn disease	case	323	myeloid cell	IRF5	0.0919199820345779	0.010834154952987871	0.05572755417956656
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_4	Crohn disease	case	323	myeloid cell	TLR7	0.026802796203933086	-0.17803348562823526	0.02786377708978328
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_4	Crohn disease	case	323	myeloid cell	TLR8	0.14308843650254227	0.536533821738672	0.0804953560371517
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_4	Crohn disease	case	323	myeloid cell	TLR9	0.0	0.0	0.0
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_4	Crohn disease	case	323	myeloid cell	UNC93B1	0.10486607933660022	0.02704711577015058	0.07120743034055728
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_5	Crohn disease	case	647	myeloid cell	SLC15A4	0.1392269265890928	0.4385517526838874	0.080370942812983
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	CD_5	Crohn disease	case	647	myeloid cell	TASL_CXorf21	0.03996317143211426	-0.0642550851976048	0.03554868624420402
