source	reference	tsv_row	tsv_column	ignored_reason	exists	status
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/COLLABORATOR_PACKAGE_PATH_RESOLVER_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/DATA_USE_TERMS_CAPTURE_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/FIRST_24H_RECEIVED_DATA_OPERATOR_CHECKLIST_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/FOLLOWUP_DUE_BOARD_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/HANDOFF_COMPLETENESS_CHECK_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/HARNESS_READY_DECISION_TEMPLATE_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/LIVE_COHORT_ACQUISITION_PACKET_INDEX_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/LOCKED_ARTIFACT_HASH_BASELINE_V45.tsv				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/METADATA_MISSINGNESS_SCORER_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/MODULE_COVERAGE_PRECHECK_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/OUTBOUND_DATA_REQUEST_TRACKER_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/OUTCOME_LABEL_DICTIONARY_VALIDATOR_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/PACKAGE_RECEIPT_MANIFEST_TEMPLATE_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/PREFLIGHT_FAILURE_TAXONOMY_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/READINESS_STATUS_DASHBOARD_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/RECEIVED_STATUS_UPDATER_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/REQUEST_SENT_UPDATER_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/RESPONSE_COLUMN_AUDIT_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/SENSITIVE_DATA_REDACTION_CHECKLIST_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/SUBJECT_MAP_SANITY_CHECKER_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/V45_READINESS_CHANGELOG.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/VALIDATION_HANDOFF_BUNDLE_TEMPLATE_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/VALIDATION_HARNESS_README_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/VALIDATION_INTAKE_PREFLIGHT_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/VALIDATION_RESULT_REPORT_TEMPLATE_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/input_schemas/V45_clinical_crf_checklist.tsv				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/input_schemas/V45_data_use_terms_capture_template.tsv				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/outbound_requests/			directory_example	ignored	IGNORED
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/outbound_requests/author_run_fallback_ready_to_send_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/outbound_requests/gafson_dmf_ready_to_send_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/outbound_requests/gse228330_ocrelizumab_ready_to_send_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	docs/validation/outbound_requests/karolinska_dmf_ready_to_send_V45.md				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	scripts/v45_checksum_manifest_validator.py				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	scripts/v45_collaborator_package_path_resolver.py				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	scripts/v45_locked_artifact_hash_audit.py				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	scripts/v45_module_coverage_precheck.py				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	scripts/v45_precommit_readiness_check.py				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	scripts/v45_response_column_audit.py				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	scripts/v45_subject_map_sanity_check.py				yes	PASS
docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	scripts/v45_validation_intake_preflight.py				yes	PASS
docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv				yes	PASS
docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	analysis/v45_author_run_packet_checksums/write/author_run_packet_sha256_manifest.tsv				yes	PASS
docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	docs/locked_rules/LOCKED_RULE_V22.md				yes	PASS
docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	docs/validation/AUTHOR_RUN_FROZEN_HARNESS_PACKET_V45.md				yes	PASS
docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	docs/validation/AUTHOR_RUN_MINIMUM_OUTPUT_SPEC_V45.md				yes	PASS
docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	docs/validation/AUTHOR_RUN_OUTPUT_COMPLETENESS_CHECK_V45.md				yes	PASS
docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	docs/validation/AUTHOR_RUN_PACKET_CHECKSUMS_V45.md				yes	PASS
docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	docs/validation/COLLABORATOR_PACKAGE_PATH_RESOLVER_V45.md				yes	PASS
docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	docs/validation/HANDOFF_COMPLETENESS_CHECK_V45.md				yes	PASS
docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	docs/validation/LOCKED_ARTIFACT_HASH_BASELINE_V45.tsv				yes	PASS
docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	docs/validation/MODULE_COVERAGE_PRECHECK_V45.md				yes	PASS
docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	docs/validation/OUTCOME_INTERPRETATION_GRID_V42.md				yes	PASS
docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	docs/validation/PREFLIGHT_FAILURE_TAXONOMY_V45.md				yes	PASS
docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	docs/validation/PREREGISTRATION_V42.md				yes	PASS
docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	docs/validation/SENSITIVE_DATA_REDACTION_CHECKLIST_V45.md				yes	PASS
docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	docs/validation/VALIDATION_HANDOFF_BUNDLE_TEMPLATE_V45.md				yes	PASS
docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	docs/validation/VALIDATION_HARNESS_README_V45.md				yes	PASS
docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	docs/validation/VALIDATION_RESULT_REPORT_TEMPLATE_V45.md				yes	PASS
docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	docs/validation/input_schemas/			directory_example	ignored	IGNORED
docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	docs/validation/outbound_requests/author_run_fallback_ready_to_send_V45.md				yes	PASS
docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	scripts/v42_gafson_validation_harness.py				yes	PASS
docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	scripts/v45_handoff_completeness_check.py				yes	PASS
docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	scripts/v45_locked_artifact_hash_audit.py				yes	PASS
docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	scripts/v45_module_coverage_precheck.py				yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/CHECKSUM_MANIFEST_VALIDATOR_V45.md				yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/CLINICAL_DATA_DICTIONARY_CRF_V45.md				yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md				yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/DATA_USE_TERMS_CAPTURE_V45.md				yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/LIVE_COHORT_ACQUISITION_PACKET_INDEX_V45.md				yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/OUTBOUND_DATA_REQUEST_TRACKER_V45.md				yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/RESPONSE_COLUMN_AUDIT_V45.md				yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/SUBJECT_MAP_SANITY_CHECKER_V45.md				yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/VALIDATION_HARNESS_README_V45.md				yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/VALIDATION_INTAKE_PREFLIGHT_V45.md				yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/input_schemas/V45_clinical_crf_checklist.tsv				yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/input_schemas/V45_data_use_terms_capture_template.tsv				yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/outbound_requests/gafson_dmf_ready_to_send_V45.md				yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/outbound_requests/gse228330_ocrelizumab_ready_to_send_V45.md				yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/outbound_requests/karolinska_dmf_ready_to_send_V45.md				yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	2	artifact		yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/CLINICAL_DATA_DICTIONARY_CRF_V45.md	3	artifact		yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/input_schemas/V45_clinical_crf_checklist.tsv	4	artifact		yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/DATA_USE_TERMS_CAPTURE_V45.md	5	artifact		yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/input_schemas/V45_data_use_terms_capture_template.tsv	6	artifact		yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/LIVE_COHORT_ACQUISITION_PACKET_INDEX_V45.md	7	artifact		yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/OUTBOUND_DATA_REQUEST_TRACKER_V45.md	8	artifact		yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/outbound_requests/gafson_dmf_ready_to_send_V45.md	9	artifact		yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/outbound_requests/karolinska_dmf_ready_to_send_V45.md	10	artifact		yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/outbound_requests/gse228330_ocrelizumab_ready_to_send_V45.md	11	artifact		yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/VALIDATION_INTAKE_PREFLIGHT_V45.md	12	artifact		yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/VALIDATION_HARNESS_README_V45.md	13	artifact		yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/SUBJECT_MAP_SANITY_CHECKER_V45.md	14	artifact		yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/RESPONSE_COLUMN_AUDIT_V45.md	15	artifact		yes	PASS
analysis/v45_collaborator_package/collaborator_package_manifest.tsv	docs/validation/CHECKSUM_MANIFEST_VALIDATOR_V45.md	16	artifact		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/locked_rules/LOCKED_RULE_V22.md				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/AUTHOR_RUN_FROZEN_HARNESS_PACKET_V45.md				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/AUTHOR_RUN_MINIMUM_OUTPUT_SPEC_V45.md				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/HANDOFF_COMPLETENESS_CHECK_V45.md				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/LOCKED_ARTIFACT_HASH_AUDIT_V45.md				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/LOCKED_ARTIFACT_HASH_BASELINE_V45.tsv				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/MODULE_COVERAGE_PRECHECK_V45.md				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/OUTCOME_INTERPRETATION_GRID_V42.md				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/PRECOMMIT_READINESS_CHECKLIST_V45.md				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/PREREGISTRATION_V42.md				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/VALIDATION_HANDOFF_BUNDLE_TEMPLATE_V45.md				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/VALIDATION_HARNESS_README_V45.md				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/VALIDATION_READINESS_V27.md				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/VALIDATION_RESULT_REPORT_TEMPLATE_V45.md				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/input_schemas/V45_author_run_frozen_harness_packet.tsv				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/input_schemas/V45_author_run_minimum_output_spec.tsv				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/input_schemas/V45_batch_qc_steroid_metadata_dictionary.tsv				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/input_schemas/V45_clinical_crf_checklist.tsv				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/input_schemas/V45_outcome_label_dictionary_template.tsv				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/input_schemas/V45_primary_expression_schema.tsv				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/input_schemas/V45_primary_metadata_schema.tsv				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/input_schemas/V45_sample_id_canonicalization_template.tsv				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/input_schemas/V45_sensitive_data_redaction_checklist.tsv				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/input_schemas/V45_validation_handoff_bundle_template.tsv				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	scripts/v42_gafson_validation_harness.py				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	scripts/v45_handoff_completeness_check.py				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	scripts/v45_locked_artifact_hash_audit.py				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	scripts/v45_module_coverage_precheck.py				yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/locked_rules/LOCKED_RULE_V22.md	2	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/PREREGISTRATION_V42.md	3	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/OUTCOME_INTERPRETATION_GRID_V42.md	4	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/VALIDATION_READINESS_V27.md	5	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/AUTHOR_RUN_FROZEN_HARNESS_PACKET_V45.md	6	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/AUTHOR_RUN_MINIMUM_OUTPUT_SPEC_V45.md	7	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/VALIDATION_HARNESS_README_V45.md	8	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/MODULE_COVERAGE_PRECHECK_V45.md	9	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/VALIDATION_HANDOFF_BUNDLE_TEMPLATE_V45.md	10	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/HANDOFF_COMPLETENESS_CHECK_V45.md	11	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/input_schemas/V45_primary_expression_schema.tsv	12	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/input_schemas/V45_primary_metadata_schema.tsv	13	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/input_schemas/V45_clinical_crf_checklist.tsv	14	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/input_schemas/V45_outcome_label_dictionary_template.tsv	15	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/input_schemas/V45_batch_qc_steroid_metadata_dictionary.tsv	16	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/input_schemas/V45_sample_id_canonicalization_template.tsv	17	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/input_schemas/V45_sensitive_data_redaction_checklist.tsv	18	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/input_schemas/V45_validation_handoff_bundle_template.tsv	19	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	scripts/v42_gafson_validation_harness.py	20	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	scripts/v45_module_coverage_precheck.py	21	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	scripts/v45_locked_artifact_hash_audit.py	22	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	scripts/v45_handoff_completeness_check.py	23	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/LOCKED_ARTIFACT_HASH_BASELINE_V45.tsv	24	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/LOCKED_ARTIFACT_HASH_AUDIT_V45.md	25	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/PRECOMMIT_READINESS_CHECKLIST_V45.md	26	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/VALIDATION_RESULT_REPORT_TEMPLATE_V45.md	27	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/input_schemas/V45_author_run_minimum_output_spec.tsv	28	path		yes	PASS
analysis/v45_author_run_packet_bundle/author_run_packet_bundle_index.tsv	docs/validation/input_schemas/V45_author_run_frozen_harness_packet.tsv	29	path		yes	PASS
