tracking_id	gene_type	D0_RPKM	Description	D3_RPKM	D7_RPKM	D14_RPKM	D21_RPKM	LCL_RPKM	late_mean_RPKM	early_mean_RPKM	log2_late_vs_D0	log2_early_vs_D0
1-Dec	protein_coding	0.0	deleted in esophageal cancer 1	0.027963886	0.0	0.026653316	0.0	0.068659822	0.031771046	0.013981943	0.39803340235561935	0.18880529098895016
1-Mar	protein_coding	0.213365403	mitochondrial amidoxime reducing component 1	0.436700398	3.293941669	0.0	0.115161065	0.019146999	0.04476935466666667	1.8653210335000001	-1.114089668840823	2.6488471812641743
1-Mar	protein_coding	0.213365403	mitochondrial amidoxime reducing component 1	0.436700398	3.293941669	0.0	0.115161065	1.08621563	0.4004588983333333	1.8653210335000001	0.6754056799802552	2.6488471812641743
1-Mar	protein_coding	0.213365403	mitochondrial amidoxime reducing component 1	0.436700398	3.293941669	0.0	2.478082116	0.019146999	0.832409705	1.8653210335000001	1.5731181125067046	2.6488471812641743
1-Mar	protein_coding	0.213365403	mitochondrial amidoxime reducing component 1	0.436700398	3.293941669	0.0	2.478082116	1.08621563	1.1880992486666668	1.8653210335000001	2.03932594461883	2.6488471812641743
1-Mar	protein_coding	0.213365403	mitochondrial amidoxime reducing component 1	0.436700398	3.293941669	1.977450114	0.115161065	0.019146999	0.7039193926666667	1.8653210335000001	1.3592049442600527	2.6488471812641743
1-Mar	protein_coding	0.213365403	mitochondrial amidoxime reducing component 1	0.436700398	3.293941669	1.977450114	0.115161065	1.08621563	1.0596089363333334	1.8653210335000001	1.8877205429808706	2.6488471812641743
1-Mar	protein_coding	0.213365403	mitochondrial amidoxime reducing component 1	0.436700398	3.293941669	1.977450114	2.478082116	0.019146999	1.491559743	1.8653210335000001	2.344523499534569	2.6488471812641743
1-Mar	protein_coding	0.213365403	mitochondrial amidoxime reducing component 1	0.436700398	3.293941669	1.977450114	2.478082116	1.08621563	1.8472492866666668	1.8653210335000001	2.635519776098815	2.6488471812641743
1-Mar	protein_coding	0.213365403	mitochondrial amidoxime reducing component 1	0.436700398	12.42707641	0.0	0.115161065	0.019146999	0.04476935466666667	6.4318884039999995	-1.114089668840823	4.381582329492257
1-Mar	protein_coding	0.213365403	mitochondrial amidoxime reducing component 1	0.436700398	12.42707641	0.0	0.115161065	1.08621563	0.4004588983333333	6.4318884039999995	0.6754056799802552	4.381582329492257
1-Mar	protein_coding	0.213365403	mitochondrial amidoxime reducing component 1	0.436700398	12.42707641	0.0	2.478082116	0.019146999	0.832409705	6.4318884039999995	1.5731181125067046	4.381582329492257
1-Mar	protein_coding	0.213365403	mitochondrial amidoxime reducing component 1	0.436700398	12.42707641	0.0	2.478082116	1.08621563	1.1880992486666668	6.4318884039999995	2.03932594461883	4.381582329492257
1-Mar	protein_coding	0.213365403	mitochondrial amidoxime reducing component 1	0.436700398	12.42707641	1.977450114	0.115161065	0.019146999	0.7039193926666667	6.4318884039999995	1.3592049442600527	4.381582329492257
1-Mar	protein_coding	0.213365403	mitochondrial amidoxime reducing component 1	0.436700398	12.42707641	1.977450114	0.115161065	1.08621563	1.0596089363333334	6.4318884039999995	1.8877205429808706	4.381582329492257
1-Mar	protein_coding	0.213365403	mitochondrial amidoxime reducing component 1	0.436700398	12.42707641	1.977450114	2.478082116	0.019146999	1.491559743	6.4318884039999995	2.344523499534569	4.381582329492257
1-Mar	protein_coding	0.213365403	mitochondrial amidoxime reducing component 1	0.436700398	12.42707641	1.977450114	2.478082116	1.08621563	1.8472492866666668	6.4318884039999995	2.635519776098815	4.381582329492257
1-Mar	protein_coding	0.213365403	mitochondrial amidoxime reducing component 1	5.63825689	3.293941669	0.0	0.115161065	0.019146999	0.04476935466666667	4.4660992795	-1.114089668840823	3.865044414580607
1-Mar	protein_coding	0.213365403	mitochondrial amidoxime reducing component 1	5.63825689	3.293941669	0.0	0.115161065	1.08621563	0.4004588983333333	4.4660992795	0.6754056799802552	3.865044414580607
