gene	target_id	approved_name	wave55_score	closed_axis	n_diseases_genetic_ge_0_25	diseases_genetic_ge_0_25	n_diseases_genetic_ge_0_5	diseases_genetic_ge_0_5	n_diseases_overall_ge_0_3	ms_genetic_association	ms_overall_score	max_overall_score	max_clinical_score	max_literature_score	local_positive_disease_count	local_negative_disease_count	local_positive_diseases	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	strict_residual_disease_count	in_lipid_lysosomal_myeloid_neighborhood	best_direct_selectivity_score	best_direct_target_suppression	direct_evidence_calls	foundation_recommendation
SLC25A13	ENSG00000004864	solute carrier family 25 member 13	4.0	False	1	T1D	0		0	0.0	0.0	0.2304629843849719	0.0	0.030396539880581056	2	0	psoriasis;type 1 diabetes mellitus	-0.1496576630983224	0.4810821272010666	0.926038761164836	0	False				
SLC26A8	ENSG00000112053	solute carrier family 26 member 8	4.0	False	1	RA	1	RA	1	0.0	0.0	0.32596981879038234	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
SLC29A3	ENSG00000198246	solute carrier family 29 member 3	4.0	False	1	SLE	1	SLE	1	0.0	0.0	0.30518737221922126	0.0	0.021277577916406734	0	1		0.0613420929347441	0.854127529956372	0.978330862489687	0	False				
SLC3A1	ENSG00000138079	solute carrier family 3 member 1	4.0	False	1	Celiac	1	Celiac	1	0.0	0.0	0.31953367678705413	0.0	0.0	0	3		0.0	1.0	1.0	0	False				
SLC43A3	ENSG00000134802	solute carrier family 43 member 3	4.0	False	1	Crohn	0		0	0.0	0.0	0.18459524484703513	0.0	0.0	2	0	Crohn disease;type 1 diabetes mellitus	0.3278904243487215	0.2481401156967732	0.9004758652001262	0	False				
SLC60A2	ENSG00000173214	solute carrier family 60 member 2	4.0	False	1	Psoriasis	1	Psoriasis	1	0.0	0.0	0.3689324005540372	0.0	0.012158615952232422	0	0		0.0	1.0	1.0	0	False				
SLPI	ENSG00000124107	secretory leukocyte peptidase inhibitor	4.0	False	0		0		0	0.0	0.0	0.07670641397669949	0.0	0.6308811321786635	4	1	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	-2.815168367206164	0.017295664604268	0.8372898579012464	0	False				
SMAP1	ENSG00000112305	small ArfGAP 1	4.0	False	1	UC	0		0	0.0	0.0	0.23655782249525986	0.0	0.0	1	1	Crohn disease	0.4915348075966577	0.0303057633993297	0.8506970233122761	0	False				
SMARCAL1	ENSG00000138375	SNF2 related chromatin remodeling annealing helicase 1	4.0	False	1	T1D	0		0	0.0	0.0	0.2074447463823072	0.0	0.0	2	0	psoriasis;type 1 diabetes mellitus	0.0518749202087107	0.8472151628398039	0.9762671388306848	0	False				
SMIM29	ENSG00000186577	small integral membrane protein 29	4.0	False	1	UC	1	UC	1	0.0	0.0	0.3070821431682271	0.0	0.0	0	2		0.0	1.0	1.0	0	False				
SNAPC4	ENSG00000165684	small nuclear RNA activating complex polypeptide 4	4.0	False	1	Crohn	1	Crohn	1	0.0	0.0	0.32929728937893016	0.0	0.0	0	0		-0.177847608818789	0.3739490199298376	0.9141270983319502	0	False				
SNX29	ENSG00000048471	sorting nexin 29	4.0	False	2	AS;SLE	0		0	0.0	0.0	0.23074165726898885	0.0	0.0	0	2		0.2827005201883636	0.29519558532529	0.9075477698307116	0	False				
SNX31	ENSG00000174226	sorting nexin 31	4.0	False	1	T1D	1	T1D	1	0.0	0.0	0.3078462526159496	0.0	0.0	0	2		-0.4053791000158906	0.6919300376933314	0.9646161727383372	0	False				
SNX32	ENSG00000172803	sorting nexin 32	4.0	False	1	Psoriasis	1	Psoriasis	1	0.0	0.0	0.354059701652766	0.0	0.0	0	2		-2.040875518958332	0.0825270657315938	0.8989378106274888	0	False				
SPATA2	ENSG00000158480	spermatogenesis associated 2	4.0	False	1	Psoriasis	1	Psoriasis	1	0.0	0.0	0.4917336677195907	0.0	0.8710829224196249	0	0		-0.1733715515891933	0.5822829669404852	0.9460303616141402	0	False				
SPIN4	ENSG00000186767	spindlin family member 4	4.0	False	1	RA	0		0	0.0	0.0	0.29598213643501303	0.0	0.0	2	0	Crohn disease;psoriasis	0.1197104256136132	0.789578349187068	0.9745041645639924	0	False				
SPNS3	ENSG00000182557	SPNS lysolipid transporter 3, sphingosine-1-phosphate (putative)	4.0	False	2	AS;RA	0		0	0.0	0.0	0.28852384355970473	0.0	0.0	0	0		-0.3615284768640396	0.3358867185396327	0.9141270983319502	0	False				
SPOCK1	ENSG00000152377	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	4.0	False	1	Psoriasis	1	Psoriasis	1	0.0	0.0	0.4025654233369143	0.0	0.0	0	0		-0.5047403841678344	0.6686992483317872	0.9577703341514974	0	False				
SPRY4	ENSG00000187678	sprouty RTK signaling antagonist 4	4.0	False	2	AS;RA	0		0	0.0	0.0	0.28562332779675964	0.0	0.0	0	1		0.0479648610068936	0.9607771008018358	0.995629891348606	0	False				
SPTLC3	ENSG00000172296	serine palmitoyltransferase long chain base subunit 3	4.0	False	2	AS;SLE	0		0	0.0	0.0	0.2512765246497761	0.0	0.0	0	1		0.4895698038803679	0.2219383754183977	0.8993702893651148	0	False				
SRPK1	ENSG00000096063	SRSF protein kinase 1	4.0	False	1	T1D	0		0	0.0	0.0	0.2820801584558524	0.0	0.0	2	0	type 1 diabetes mellitus;ulcerative colitis	0.055828741385925	0.8374769806251062	0.9761732664217524	0	False				
SS18	ENSG00000141380	SS18 subunit of BAF chromatin remodeling complex	4.0	False	1	AITD	1	AITD	1	0.0	0.0	0.34361267175615273	0.0	0.0	0	0		-0.0176136874405425	0.8903055406742423	0.9842134382901514	0	False				
ST8SIA4	ENSG00000113532	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	4.0	False	1	SLE	1	SLE	1	0.0	0.0	0.43832763677821385	0.0	0.03495602086266821	0	1		-0.1074123926177499	0.3772539498481645	0.9141270983319502	0	False				
STAG1	ENSG00000118007	STAG1 cohesin complex component	4.0	False	1	RA	1	RA	1	0.0	0.0	0.3546772300480449	0.0	0.015198269940290528	0	1		0.0864558914860396	0.5918744025801146	0.9466965949245808	0	False				
STK32A	ENSG00000169302	serine/threonine kinase 32A	4.0	False	1	UC	0		0	0.0	0.0	0.2573729429305745	0.0	0.0	2	2	Sjogren syndrome;type 1 diabetes mellitus	-0.6704696083262265	0.5968847829119671	0.9466965949245808	0	False				
SULF2	ENSG00000196562	sulfatase 2	4.0	False	1	Sjogren	0		0	0.0	0.0	0.18785908288509162	0.0	0.012158615952232422	2	0	Crohn disease;ulcerative colitis	-0.0071254336000148	0.9921050893184952	0.9992380443970746	0	False				
TAF11	ENSG00000064995	TATA-box binding protein associated factor 11	4.0	False	2	SLE;T1D	0		0	0.0	0.0	0.20889760577162692	0.0	0.06079307976116211	0	2		0.0376081909597623	0.8745831571497314	0.9815657451485864	0	False				
TBC1D32	ENSG00000146350	TBC1 domain family member 32	4.0	False	1	Psoriasis	0		0	0.0	0.0	0.24909861554417054	0.0	0.0	1	1	type 1 diabetes mellitus	0.8920857718246795	0.0405549768203286	0.8573807218486817	0	False				
TBK1	ENSG00000183735	TANK binding kinase 1	4.0	False	1	Celiac	0		0	0.0	0.0	0.2598344449713873	0.0	0.0	2	0	Crohn disease;psoriasis	0.2620307243230328	0.2600160978756755	0.9049965616313804	0	False				
TBX21	ENSG00000073861	T-box transcription factor 21	4.0	False	1	AITD	1	AITD	1	0.0	0.0	0.42692702958147566	0.0	0.06687238773727831	0	1		-0.3498728575468508	0.7287737220810949	0.9683074309967752	0	False	-0.0267628204941599	0.0099135523684361	null_or_wrong_direction	
TEC	ENSG00000135605	tec protein tyrosine kinase	4.0	False	1	RA	1	RA	1	0.0	0.0	0.4060652163791439	0.15198269940290526	0.0	0	0		0.7557226369817522	0.0742794124131796	0.8989378106274888	0	False				
TECR	ENSG00000099797	trans-2,3-enoyl-CoA reductase	4.0	False	1	SLE	0		0	0.0	0.0	0.2139975064751489	0.0	0.0	2	2	Crohn disease;psoriasis	-0.1472432423683116	0.4868748051127399	0.926038761164836	0	False				
TECTA	ENSG00000109927	tectorin alpha	4.0	False	1	SLE	1	SLE	1	0.0	0.0	0.31970765926974376	0.0	0.0	0	0		0.3450220201109371	0.7512869636682958	0.970415871093437	0	False				
TERT	ENSG00000164362	telomerase reverse transcriptase	4.0	False	1	SLE	1	SLE	1	0.0	0.0	0.3777833863755278	0.0	0.1750617739382171	0	1		0.0	1.0	1.0	0	False				
TG	ENSG00000042832	thyroglobulin	4.0	False	1	AITD	1	AITD	1	0.0	0.0	0.7671187158991221	0.0	0.3611070411806965	0	0		0.4315154302025323	0.6513717176535981	0.9533589160781266	0	False				
TGFB2	ENSG00000092969	transforming growth factor beta 2	4.0	False	1	AITD	1	AITD	1	0.0	0.0	0.3947602106161621	0.0	0.5055755156537445	0	2		-0.3574693479564246	0.3502101680457422	0.9141270983319502	0	False				
TGM2	ENSG00000198959	transglutaminase 2	4.0	False	0		0		0	0.0	0.0	0.08745580821327532	0.0	0.7192908186002677	3	0	Crohn disease;psoriasis;ulcerative colitis	-0.9454639666769412	0.3323926040170903	0.9141270983319502	1	False				do_not_promote_from_foundation_model
THADA	ENSG00000115970	THADA armadillo repeat containing	4.0	False	1	Crohn	1	Crohn	1	0.0	0.0	0.3862072887718472	0.0	0.03343619386863916	0	0		0.0357822725409153	0.819133244803356	0.9761732664217524	0	False				
THYN1	ENSG00000151500	thymocyte nuclear protein 1	4.0	False	2	AS;RA	0		0	0.0	0.0	0.25210872396998985	0.0	0.0	0	1		-0.0524802426053749	0.8332954481914676	0.9761732664217524	0	False				
TJP2	ENSG00000119139	tight junction protein 2	4.0	False	1	PBC	0		0	0.0	0.0	0.26609749537298527	0.0	0.0	2	0	type 1 diabetes mellitus;ulcerative colitis	0.0380527281976812	0.9674293226424604	0.9969940849626896	0	False				
TLL1	ENSG00000038295	tolloid like 1	4.0	False	2	T1D;UC	0		0	0.0	0.0	0.27705716412431947	0.0	0.030396539880581056	0	0		0.3130110012384288	0.75010044896356	0.970415871093437	0	False				
TM9SF2	ENSG00000125304	transmembrane 9 superfamily member 2	4.0	False	1	UC	0		0	0.0	0.0	0.20089203034681744	0.0	0.0	2	0	Crohn disease;ulcerative colitis	0.0436973467567085	0.7362269468277195	0.9693303715651268	0	False				
TMEM151B	ENSG00000178233	transmembrane protein 151B	4.0	False	1	RA	1	RA	1	0.0	0.0	0.4427234093148694	0.0	0.0	0	1		-1.153006246898975	0.3117190794479273	0.91042685536673	0	False				
TMEM207	ENSG00000198398	transmembrane protein 207	4.0	False	1	SLE	1	SLE	1	0.0	0.0	0.31680811276854065	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
TMEM86B	ENSG00000180089	transmembrane protein 86B	4.0	False	1	AITD	0		0	0.0	0.0	0.2586905839437676	0.0	0.0	2	1	Crohn disease;type 1 diabetes mellitus	-0.5966199091360105	0.1445640384930919	0.8989378106274888	0	False				
TMTC1	ENSG00000133687	transmembrane O-mannosyltransferase targeting cadherins 1	4.0	False	1	Sjogren	0		0	0.0	0.0	0.20405898294543368	0.0	0.0	2	1	Crohn disease;psoriasis	-1.0925205971911902	0.3062882902419369	0.9075477698307116	0	False				
TP63	ENSG00000073282	tumor protein p63	4.0	False	1	RA	1	RA	1	0.0	0.0	0.3249470435727041	0.0	0.38307504066203707	0	0		0.8214059851220659	0.4558568456929538	0.9234563450681982	0	False				
TPPP	ENSG00000171368	tubulin polymerization promoting protein	4.0	False	1	AITD	1	AITD	1	0.0	0.0	0.3404320393497687	0.0	0.0	0	4		-1.604991798420488	0.1681287515622866	0.8989378106274888	0	False				
TPTE	ENSG00000274391	transmembrane phosphatase with tensin homology	4.0	False	1	Psoriasis	1	Psoriasis	1	0.0	0.0	0.30504541661169915	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
TRAPPC11	ENSG00000168538	trafficking protein particle complex subunit 11	4.0	False	1	SLE	0		1	0.1543023873577306	0.3789637808684751	0.3789637808684751	0.0	0.0	2	0	Crohn disease;type 1 diabetes mellitus	0.0390005589155464	0.7881228147008444	0.9745041645639924	0	False				
TRAPPC8	ENSG00000153339	trafficking protein particle complex subunit 8	4.0	False	1	T1D	1	T1D	1	0.0	0.0	0.3052834144267129	0.0	0.0	0	0		0.1483511297248885	0.224402980777062	0.8993702893651148	0	False				
TREH	ENSG00000118094	trehalase	4.0	False	1	RA	1	RA	1	0.0	0.0	0.36592244157075554	0.0	0.01823792392834863	0	0		0.0	1.0	1.0	0	False				
TREX1	ENSG00000213689	three prime repair exonuclease 1	4.0	False	1	SLE	1	SLE	1	0.0	0.0	0.7791500687851263	0.0	0.32472985397655457	0	0		0.0	1.0	1.0	0	False				
TRPM3	ENSG00000083067	transient receptor potential cation channel subfamily M member 3	4.0	False	2	AS;UC	0		0	0.0	0.0	0.21016572180559065	0.0	0.01823792392834863	0	1		0.3395065166071362	0.7352387092546422	0.9693303715651268	0	False				
TSHR	ENSG00000165409	thyroid stimulating hormone receptor	4.0	False	1	AITD	1	AITD	1	0.0	0.0	0.5381898713412193	0.12158615952232422	0.35606887055807324	0	0		-1.380924209393612	0.1326674712847936	0.8989378106274888	0	False				
TULP1	ENSG00000112041	TUB like protein 1	4.0	False	2	AITD;Celiac	0		0	0.0	0.0	0.2748467232903508	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
TXLNB	ENSG00000164440	taxilin beta	4.0	False	1	T1D	1	T1D	1	0.0	0.0	0.31953367678705413	0.0	0.0	0	1		-0.697087445525133	0.4968057264420978	0.9275874758277628	0	False				
UBAP2	ENSG00000137073	ubiquitin associated protein 2	4.0	False	1	SLE	1	SLE	1	0.0	0.0	0.32203188284103995	0.0	0.0	0	0		-0.1686589851614126	0.4091322716310914	0.917713513427234	0	False				
UBE2H	ENSG00000186591	ubiquitin conjugating enzyme E2 H	4.0	False	1	SLE	0		0	0.0	0.0	0.2434584814674529	0.0	0.0	2	1	Crohn disease;ulcerative colitis	-0.0621044192667206	0.7953907796087447	0.9754873976997136	0	False				
UBLCP1	ENSG00000164332	ubiquitin like domain containing CTD phosphatase 1	4.0	False	2	Psoriasis;RA	0		1	0.0	0.0	0.30224107924464433	0.0	0.13222494848052757	0	1		0.0804866425544563	0.7569863638987973	0.9709375242067292	0	False				
VLDLR	ENSG00000147852	very low density lipoprotein receptor	4.0	False	1	SLE	0		0	0.0	0.0	0.16456463173505284	0.0	0.09625570962184002	2	2	psoriasis;type 1 diabetes mellitus	0.2136128125280327	0.6092291071692929	0.9476308467322015	0	False				
WAPL	ENSG00000062650	WAPL cohesin release factor	4.0	False	1	UC	0		0	0.0	0.0	0.27380203536187886	0.0	0.0	1	1	Crohn disease	0.3715203479878077	0.009028096313515	0.8349413280632139	0	False				
WDR41	ENSG00000164253	WD repeat domain 41	4.0	False	1	AITD	0		0	0.0	0.0	0.23881908811067776	0.0	0.0	2	0	Crohn disease;psoriasis	-0.0567844608434757	0.8448029628503534	0.9761732664217524	0	False				
WDR72	ENSG00000166415	WD repeat domain 72	4.0	False	1	RA	1	RA	1	0.0	0.0	0.3094713989094104	0.0	0.0	0	1		0.0	1.0	1.0	0	False				
XPA	ENSG00000136936	XPA, DNA damage recognition and repair factor	4.0	False	2	AITD;AS	0		0	0.0	0.0	0.20066902029220635	0.0	0.0	0	1		-0.5542976159442388	0.5111130438331744	0.9331606046263462	0	False				
YES1	ENSG00000176105	YES proto-oncogene 1, Src family tyrosine kinase	4.0	False	1	UC	0		0	0.0	0.0	0.2609431845354414	0.0	0.03647584785669726	2	1	Crohn disease;ulcerative colitis	-0.2715759590727131	0.6448846053328304	0.9532107136523256	0	False				
ZFP90	ENSG00000184939	ZFP90 zinc finger protein	4.0	False	2	SLE;UC	0		1	0.0	0.0	0.3118643046100604	0.0	0.5896928736832724	0	0		-0.0656004461462078	0.8030412053993732	0.9754873976997136	0	False				
ZGLP1	ENSG00000220201	zinc finger GATA like protein 1	4.0	False	2	Psoriasis;SLE	0		0	0.0	0.0	0.18858367970659948	0.0	0.2986655227245723	0	0		-1.2294296908382982	0.102208617507071	0.8989378106274888	0	False				
ZHX2	ENSG00000178764	zinc fingers and homeoboxes 2	4.0	False	1	RA	0		0	0.0	0.0	0.26066333959732413	0.0	0.23683448539516014	2	0	Crohn disease;type 1 diabetes mellitus	0.1547205395767186	0.6280656026357573	0.9497886656553552	0	False				
ZIC1	ENSG00000152977	Zic family zinc finger 1	4.0	False	2	AITD;AS	0		0	0.0	0.0	0.23333608457954447	0.0	0.0	0	0		-0.632661094908098	0.507792285382203	0.932018690087124	0	False				
ZNF181	ENSG00000197841	zinc finger protein 181	4.0	False	1	Celiac	0		0	0.0	0.0	0.15603404621000241	0.0	0.0	2	1	Crohn disease;type 1 diabetes mellitus	0.3537116288228734	0.4500129857102665	0.9224803994544598	0	False				
ZNF395	ENSG00000186918	zinc finger protein 395	4.0	False	2	SLE;Sjogren	0		0	0.0	0.0	0.2955424440629588	0.0	0.0	0	1		0.2127770215964641	0.65205146242616	0.9535752997550964	0	False				
ZNF438	ENSG00000183621	zinc finger protein 438	4.0	False	1	RA	1	RA	1	0.0	0.0	0.45045223398871526	0.0	0.030396539880581056	0	0		0.1513890394343198	0.483543385221425	0.926038761164836	0	False				
ZNF462	ENSG00000148143	zinc finger protein 462	4.0	False	1	AITD	1	AITD	2	0.0	0.345767751272613	0.345767751272613	0.0	0.0	0	0		-0.3349512215482257	0.7568275053215394	0.9709375242067292	0	False				
ZNF697	ENSG00000143067	zinc finger protein 697	4.0	False	2	AS;RA	0		0	0.0	0.0	0.2577961315853061	0.0	0.0	0	0		0.0538627116739167	0.9523953271148428	0.995164089398724	0	False				
ZNF800	ENSG00000048405	zinc finger protein 800	4.0	False	1	AITD	1	AITD	1	0.0	0.0	0.34111087502798637	0.0	0.0	0	0		-0.0973883852938435	0.718207778338608	0.9677414401546712	0	False				
ZNF804B	ENSG00000182348	zinc finger protein 804B	4.0	False	2	AS;RA	0		0	0.0	0.0	0.27953416118938296	0.0	0.06079307976116211	0	0		0.0	1.0	1.0	0	False				
ZNRF1	ENSG00000186187	zinc and ring finger 1	4.0	False	2	AS;RA	0		0	0.0	0.0	0.28126732784897174	0.0	0.0	0	0		-0.5186450507627081	0.2361256283877382	0.9004758652001262	0	False				
ZPBP2	ENSG00000186075	zona pellucida binding protein 2	4.0	False	2	Crohn;UC	0		0	0.0	0.0	0.2337256640649438	0.0	0.0968264890929309	0	0		0.0	1.0	1.0	0	False				
CD40LG	ENSG00000102245	CD40 ligand	3.5	False	1	UC	0		2	0.0	0.0	0.3660601133487446	0.5963985933464684	0.9546133520214476	1	0	Sjogren syndrome	0.0	1.0	1.0	0	False				
CHRM3	ENSG00000133019	cholinergic receptor muscarinic 3	3.5	False	1	UC	0		1	0.0	0.0	0.5077898495059998	0.8274613634158176	0.1562876192647628	1	1	Crohn disease	0.0	1.0	1.0	0	False				
DPP4	ENSG00000197635	dipeptidyl peptidase 4	3.5	False	1	RA	0		2	0.0	0.0	0.35899485323457053	0.5345146854266308	0.8630433172586699	1	2	psoriasis	1.9242464382338025	0.0931696296431787	0.8989378106274888	0	False				
HRH2	ENSG00000113749	histamine receptor H2	3.5	False	0		0		1	0.0	0.0	0.46284743745721607	0.7599134970145264	0.02870784322054877	3	0	Crohn disease;psoriasis;ulcerative colitis	-1.0275752501466346	0.0007000193908166	0.7168919016752815	0	False				
IL2RG	ENSG00000147168	interleukin 2 receptor subunit gamma	3.5	False	0		0		3	0.0	0.5467067657184143	0.5467067657184143	0.8969818237837244	0.48591119637344493	2	0	Crohn disease;ulcerative colitis	0.7679981961613978	0.0170189770238671	0.8372898579012464	0	False				do_not_promote
IL6	ENSG00000136244	interleukin 6	3.5	False	0		0		1	0.0	0.0	0.5150147295558882	0.6732275766344503	0.9877431337296474	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.3732995140617117	0.3418186559109284	0.9141270983319502	0	False				
MADCAM1	ENSG00000099866	mucosal vascular addressin cell adhesion molecule 1	3.5	False	1	T1D	0		2	0.0	0.0	0.4029849153518034	0.6287007326341038	0.6776969106185209	1	0	type 1 diabetes mellitus	0.0	1.0	1.0	0	False				
NDUFA1	ENSG00000125356	NADH:ubiquinone oxidoreductase subunit A1	3.5	False	0		0		1	0.0	0.0	0.3907572622366305	0.6427660249683012	0.0	3	0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus	-0.149691954688139	0.5644147695898939	0.9421446607973148	0	False				
NDUFA11	ENSG00000174886	NADH:ubiquinone oxidoreductase subunit A11	3.5	False	0		0		1	0.0	0.0	0.3907572622366305	0.6427660249683012	0.0	3	0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus	0.2441454867594998	0.1335462695173637	0.8989378106274888	0	False				
NDUFA12	ENSG00000184752	NADH:ubiquinone oxidoreductase subunit A12	3.5	False	0		0		1	0.0	0.0	0.3907572622366305	0.6427660249683012	0.0	3	1	Sjogren syndrome;psoriasis;ulcerative colitis	0.7243216584572565	0.3596662277009148	0.9141270983319502	0	False				
NDUFA13	ENSG00000186010	NADH:ubiquinone oxidoreductase subunit A13	3.5	False	0		0		1	0.0	0.0	0.3907572622366305	0.6427660249683012	0.0	3	0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus	0.0604916664807788	0.8236346611400166	0.9761732664217524	0	False				
NDUFA2	ENSG00000131495	NADH:ubiquinone oxidoreductase subunit A2	3.5	False	0		0		1	0.0	0.0	0.3907572622366305	0.6427660249683012	0.0	3	1	Sjogren syndrome;psoriasis;type 1 diabetes mellitus	0.1982341649748242	0.2199752262356279	0.8993702893651148	0	False				
NDUFB1	ENSG00000183648	NADH:ubiquinone oxidoreductase subunit B1	3.5	False	0		0		1	0.0	0.0	0.3911193794393083	0.6427660249683012	0.0	3	1	Sjogren syndrome;psoriasis;type 1 diabetes mellitus	0.3387700091147998	0.4901115279353455	0.9271619615463814	0	False				
NDUFB2	ENSG00000090266	NADH:ubiquinone oxidoreductase subunit B2	3.5	False	0		0		1	0.0	0.0	0.3907572622366305	0.6427660249683012	0.0	3	2	Sjogren syndrome;psoriasis;ulcerative colitis	0.1026756371870156	0.695465570649511	0.9646161727383372	0	False				
NDUFB3	ENSG00000119013	NADH:ubiquinone oxidoreductase subunit B3	3.5	False	0		0		1	0.0	0.0	0.3907572622366305	0.6427660249683012	0.0	3	0	psoriasis;type 1 diabetes mellitus;ulcerative colitis	-0.6760230143754233	0.4352599649853882	0.9205932727963224	0	False				
NDUFB4	ENSG00000065518	NADH:ubiquinone oxidoreductase subunit B4	3.5	False	0		0		2	0.0	0.4647811027214862	0.4647811027214862	0.6427660249683012	0.01823792392834863	3	1	psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.1931042372383995	0.4869637979751079	0.926038761164836	0	False				
NDUFB9	ENSG00000147684	NADH:ubiquinone oxidoreductase subunit B9	3.5	False	0		0		2	0.0	0.4950637208235508	0.4950637208235508	0.6427660249683012	0.0	3	1	Sjogren syndrome;psoriasis;type 1 diabetes mellitus	0.1662657248295307	0.4474771986528413	0.9220434300923256	0	False				
NDUFS5	ENSG00000168653	NADH:ubiquinone oxidoreductase subunit S5	3.5	False	0		0		2	0.0	0.5538827490065358	0.5538827490065358	0.6427660249683012	0.030396539880581056	3	1	Sjogren syndrome;psoriasis;ulcerative colitis	0.1161099516844501	0.7174952213478482	0.9677193591237138	0	False				
NDUFV3	ENSG00000160194	NADH:ubiquinone oxidoreductase subunit V3	3.5	False	0		0		1	0.0	0.0	0.3907572622366305	0.6427660249683012	0.0	3	0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus	-0.3460232445599303	0.0754322654204795	0.8989378106274888	0	False				
NR3C1	ENSG00000113580	nuclear receptor subfamily 3 group C member 1	3.5	False	1	AITD	0		8	0.0	0.6841665837277395	0.6841665837277395	0.9964935211905023	0.7482627508994996	0	1		0.5856329668946376	0.0005969471314259	0.7144250374746858	0	False				
PDE4B	ENSG00000184588	phosphodiesterase 4B	3.5	False	0		0		3	0.0	0.0	0.6002833438769275	0.9824080292539396	0.246549712364713	3	0	Crohn disease;psoriasis;ulcerative colitis	-0.429544411286491	0.2820953249716317	0.9055783835864206	0	False				
PDE4D	ENSG00000113448	phosphodiesterase 4D	3.5	False	0		0		3	0.0	0.0	0.6060878591265081	0.9824080292539396	0.29120953756170304	3	0	Crohn disease;psoriasis;ulcerative colitis	0.0249633764705032	0.9730170701178064	0.9978591419243252	0	False				
RAMP3	ENSG00000122679	receptor activity modifying protein 3	3.5	False	1	UC	0		1	0.0	0.0	0.3893077170434528	0.6403816331939866	0.012158615952232422	1	0	psoriasis	-0.4298145419226671	0.6981038794017294	0.9646161727383372	0	False				
