artifact	required_columns_present
analysis/v53_cell_state_deoverlap_sensitivity/globally_unique_gene_donor_module_scores.tsv	True
analysis/v53_treatment_response_deoverlap_sensitivity/ra_unique_sample_module_scores.tsv	True
analysis/v53_treatment_response_deoverlap_sensitivity/ibd_unique_sample_module_scores.tsv	True
analysis/v53_ms_microglia_receptor_decoupling/sample_module_scores.tsv	True
analysis/v26_deep_structure/perturbation_module_matrix.tsv	True
analysis/v26_deep_structure/treatment_pharmacodynamic_module_matrix.tsv	True
