molecule_chembl_id	off_target_label	off_target_chembl_id	n_activity_rows	best_nM	status	mode	url	raw_path	ptpn22_target_chembl_id	ptpn22_best_nM_in_top_row	offtarget_over_ptpn22_ratio
CHEMBL1650888	PTPN2	CHEMBL3807	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650888&target_chembl_id=CHEMBL3807&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650888_CHEMBL3807.json	CHEMBL2889	270.0	
CHEMBL1650888	PTPN1	CHEMBL335	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650888&target_chembl_id=CHEMBL335&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650888_CHEMBL335.json	CHEMBL2889	270.0	
CHEMBL1650888	PTPN11	CHEMBL3864	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650888&target_chembl_id=CHEMBL3864&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650888_CHEMBL3864.json	CHEMBL2889	270.0	
CHEMBL1650890	PTPN2	CHEMBL3807	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650890&target_chembl_id=CHEMBL3807&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650890_CHEMBL3807.json	CHEMBL2889	340.0	
CHEMBL1650890	PTPN1	CHEMBL335	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650890&target_chembl_id=CHEMBL335&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650890_CHEMBL335.json	CHEMBL2889	340.0	
CHEMBL1650890	PTPN11	CHEMBL3864	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650890&target_chembl_id=CHEMBL3864&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650890_CHEMBL3864.json	CHEMBL2889	340.0	
CHEMBL1650889	PTPN2	CHEMBL3807	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650889&target_chembl_id=CHEMBL3807&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650889_CHEMBL3807.json	CHEMBL2889	340.0	
CHEMBL1650889	PTPN1	CHEMBL335	1	190.0	200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650889&target_chembl_id=CHEMBL335&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650889_CHEMBL335.json	CHEMBL2889	340.0	0.5588235294117647
CHEMBL1650889	PTPN11	CHEMBL3864	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650889&target_chembl_id=CHEMBL3864&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650889_CHEMBL3864.json	CHEMBL2889	340.0	
CHEMBL1650891	PTPN2	CHEMBL3807	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650891&target_chembl_id=CHEMBL3807&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650891_CHEMBL3807.json	CHEMBL2889	380.0	
CHEMBL1650891	PTPN1	CHEMBL335	1	205.0	200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650891&target_chembl_id=CHEMBL335&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650891_CHEMBL335.json	CHEMBL2889	380.0	0.5394736842105263
CHEMBL1650891	PTPN11	CHEMBL3864	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650891&target_chembl_id=CHEMBL3864&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650891_CHEMBL3864.json	CHEMBL2889	380.0	
CHEMBL442448	PTPN2	CHEMBL3807	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL442448&target_chembl_id=CHEMBL3807&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL442448_CHEMBL3807.json	CHEMBL2889	390.0	
CHEMBL442448	PTPN1	CHEMBL335	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL442448&target_chembl_id=CHEMBL335&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL442448_CHEMBL335.json	CHEMBL2889	390.0	
CHEMBL442448	PTPN11	CHEMBL3864	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL442448&target_chembl_id=CHEMBL3864&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL442448_CHEMBL3864.json	CHEMBL2889	390.0	
CHEMBL1650892	PTPN2	CHEMBL3807	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650892&target_chembl_id=CHEMBL3807&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650892_CHEMBL3807.json	CHEMBL2889	410.0	
CHEMBL1650892	PTPN1	CHEMBL335	1	214.0	200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650892&target_chembl_id=CHEMBL335&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650892_CHEMBL335.json	CHEMBL2889	410.0	0.5219512195121951
CHEMBL1650892	PTPN11	CHEMBL3864	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650892&target_chembl_id=CHEMBL3864&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650892_CHEMBL3864.json	CHEMBL2889	410.0	
CHEMBL1649599	PTPN2	CHEMBL3807	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1649599&target_chembl_id=CHEMBL3807&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1649599_CHEMBL3807.json	CHEMBL2889	480.0	
CHEMBL1649599	PTPN1	CHEMBL335	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1649599&target_chembl_id=CHEMBL335&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1649599_CHEMBL335.json	CHEMBL2889	480.0	
CHEMBL1649599	PTPN11	CHEMBL3864	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1649599&target_chembl_id=CHEMBL3864&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1649599_CHEMBL3864.json	CHEMBL2889	480.0	
CHEMBL1650893	PTPN2	CHEMBL3807	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650893&target_chembl_id=CHEMBL3807&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650893_CHEMBL3807.json	CHEMBL2889	520.0	
CHEMBL1650893	PTPN1	CHEMBL335	1	217.0	200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650893&target_chembl_id=CHEMBL335&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650893_CHEMBL335.json	CHEMBL2889	520.0	0.4173076923076923
CHEMBL1650893	PTPN11	CHEMBL3864	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650893&target_chembl_id=CHEMBL3864&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650893_CHEMBL3864.json	CHEMBL2889	520.0	
CHEMBL1701224	PTPN2	CHEMBL3807	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1701224&target_chembl_id=CHEMBL3807&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1701224_CHEMBL3807.json	CHEMBL2889	527.0	
CHEMBL1701224	PTPN1	CHEMBL335	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1701224&target_chembl_id=CHEMBL335&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1701224_CHEMBL335.json	CHEMBL2889	527.0	
CHEMBL1701224	PTPN11	CHEMBL3864	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1701224&target_chembl_id=CHEMBL3864&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1701224_CHEMBL3864.json	CHEMBL2889	527.0	
CHEMBL1650894	PTPN2	CHEMBL3807	0		200	live	https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1650894&target_chembl_id=CHEMBL3807&standard_units=nM&limit=20	results_v3/wave49_ptpn22_directionality_audit/raw_api/chembl_offtarget_CHEMBL1650894_CHEMBL3807.json	CHEMBL2889	560.0	
