analysis	disease_name	compartment	module	metric	n_case_donors	n_control_donors	mean_case	mean_control	delta_case_minus_control	hedges_g	welch_t	p	fdr
gse315138_celiac_marker	celiac disease	b_plasma_like	hla_ii_apc	mean_score	4	2	0.4665971085930185	-0.0010133322088680882	0.4676104408018866	0.8060241338085412	1.6697157718701432	0.17863593804359937	0.66611655091331
gse315138_celiac_marker	celiac disease	b_plasma_like	hla_ii_apc	high_fraction	4	2	0.4459606080502745	0.24943709647702056	0.19652351157325393	1.1468712718159566	2.2006743621362204	0.09260291087178403	0.5432687095580835
gse315138_celiac_marker	celiac disease	b_plasma_like	ifn_apc	mean_score	4	2	0.22420782323322946	0.0003042580162331901	0.22390356521699628	0.6893037887831713	1.4729605099171958	0.23205597409023296	0.7092697511467448
gse315138_celiac_marker	celiac disease	b_plasma_like	ifn_apc	high_fraction	4	2	0.39850076130177436	0.2504873947884435	0.14801336651333086	0.6478307700346243	1.2987758757697878	0.26597615668002933	0.7092697511467448
gse315138_celiac_marker	celiac disease	b_plasma_like	lysosomal_apc	mean_score	4	2	-0.00040765028582165005	0.00046858193324922706	-0.0008762322190708771	-0.013668439732403462	-0.01829372685854683	0.9872732886196984	0.9908061981157454
gse315138_celiac_marker	celiac disease	b_plasma_like	lysosomal_apc	high_fraction	4	2	0.22943022021359966	0.2502860876120875	-0.020855867398487826	-0.5482436099718507	-0.6498772518726309	0.6059621389771724	0.8786419444475445
gse315138_celiac_marker	celiac disease	b_plasma_like	mif_cd74_receptor_state	mean_score	4	2	0.4578148093041608	-0.0010639170346723181	0.4588787263388331	0.7827649563781689	1.6161078684672041	0.18887047482548802	0.66611655091331
gse315138_celiac_marker	celiac disease	b_plasma_like	mif_cd74_receptor_state	high_fraction	4	2	0.4604974895624917	0.2495727600089127	0.210924729553579	1.0319109954090018	2.1262281047074274	0.10751152629510784	0.5432687095580835
gse315138_celiac_marker	celiac disease	epithelial_like	hla_ii_apc	mean_score	4	2	0.49472080467536034	-0.024972402271787916	0.5196932069471483	1.7241676210578172	3.387121128155335	0.02793236343824447	0.3724315125099263
gse315138_celiac_marker	celiac disease	epithelial_like	hla_ii_apc	high_fraction	4	2	0.5627717260778211	0.22484082519347914	0.33793090088434197	1.9081250509664853	3.2348275444869796	0.04357740680061918	0.4357740680061918
gse315138_celiac_marker	celiac disease	epithelial_like	ifn_apc	mean_score	4	2	0.4248749246349446	0.036533293726664404	0.38834163090828017	1.2038093105831928	2.201961976402662	0.09560879649599151	0.5432687095580835
gse315138_celiac_marker	celiac disease	epithelial_like	ifn_apc	high_fraction	4	2	0.521164530634171	0.274187293910568	0.246977236723603	1.128715393964576	2.078716721458854	0.1086537419116167	0.5432687095580835
gse315138_celiac_marker	celiac disease	epithelial_like	lysosomal_apc	mean_score	4	2	0.049902579973828236	0.04793507105921544	0.001967508914612795	0.014858264748299186	0.014248652416609255	0.9908061981157454	0.9908061981157454
gse315138_celiac_marker	celiac disease	epithelial_like	lysosomal_apc	high_fraction	4	2	0.2434878487901226	0.28284016898421255	-0.039352320194089935	-0.3611502953409405	-0.39901741897846654	0.7468456527804128	0.8786419444475445
gse315138_celiac_marker	celiac disease	epithelial_like	mif_cd74_receptor_state	mean_score	4	2	0.46263856074226206	-0.010545392414771551	0.4731839531570336	2.090946488221879	4.380761745713493	0.016444841015508613	0.32889682031017226
gse315138_celiac_marker	celiac disease	epithelial_like	mif_cd74_receptor_state	high_fraction	4	2	0.5708537334620722	0.23850985973010608	0.33234387373196617	2.2052359245819715	4.392016247672005	0.01237041804710909	0.32889682031017226
gse315138_celiac_marker	celiac disease	myeloid_apc_like	hla_ii_apc	mean_score	4	2	0.06848488712241443	-0.02680845083167302	0.09529333795408745	0.39813533378483945	0.4084692424535215	0.7457991283764233	0.8786419444475445
gse315138_celiac_marker	celiac disease	myeloid_apc_like	hla_ii_apc	high_fraction	4	2	0.2862677028745891	0.2397417654808959	0.04652593739369318	0.3701637979105907	0.477971024174388	0.6890681761284342	0.8786419444475445
gse315138_celiac_marker	celiac disease	myeloid_apc_like	ifn_apc	mean_score	4	2	0.03981184524144517	0.00045742678451728743	0.03935441845692788	0.7891563363172982	1.6891254353942042	0.1850710337956456	0.66611655091331
gse315138_celiac_marker	celiac disease	myeloid_apc_like	ifn_apc	high_fraction	4	2	0.2620860160361237	0.2529045736871824	0.009181442348941304	0.1820509488891671	0.28207450535424317	0.7995788996967379	0.9138044567962719
gse315138_celiac_marker	celiac disease	myeloid_apc_like	lysosomal_apc	mean_score	4	2	0.05417099109486354	0.007483123316347005	0.04668786777851654	0.2800784019500299	0.4863222225891564	0.6562184165041097	0.8786419444475445
gse315138_celiac_marker	celiac disease	myeloid_apc_like	lysosomal_apc	high_fraction	4	2	0.2693686719545951	0.25470769809900246	0.014660973855592618	0.11085761727793622	0.20595580668220342	0.8471077363379028	0.9412308181532253
gse315138_celiac_marker	celiac disease	myeloid_apc_like	mif_cd74_receptor_state	mean_score	4	2	0.13979456687038108	-0.023552530866201557	0.16334709773658262	0.645648169358948	0.7597092947767156	0.5555078380051329	0.8786419444475445
gse315138_celiac_marker	celiac disease	myeloid_apc_like	mif_cd74_receptor_state	high_fraction	4	2	0.3158623204565167	0.23962155718677458	0.0762407632697421	0.5216181079787487	0.7333812465006607	0.5413299388705561	0.8786419444475445
gse315138_celiac_marker	celiac disease	stromal_endothelial_like	hla_ii_apc	mean_score	4	2	0.1109542704287249	0.009459721022636546	0.10149454940608835	0.2933247535984675	0.6321863874897061	0.5712778348409691	0.8786419444475445
gse315138_celiac_marker	celiac disease	stromal_endothelial_like	hla_ii_apc	high_fraction	4	2	0.3073629667369149	0.26207049956820977	0.04529246716870511	0.26140101603740534	0.5524712327065088	0.6155296210405676	0.8786419444475445
gse315138_celiac_marker	celiac disease	stromal_endothelial_like	ifn_apc	mean_score	4	2	0.015700510080799153	-0.06535368671804731	0.08105419679884646	0.3622633118392326	0.5487969366782495	0.630840293884066	0.8786419444475445
gse315138_celiac_marker	celiac disease	stromal_endothelial_like	ifn_apc	high_fraction	4	2	0.30337948196210096	0.22349723915944836	0.0798822428026526	0.5041972105910285	0.9327405994369095	0.40518597305855275	0.8786419444475445
gse315138_celiac_marker	celiac disease	stromal_endothelial_like	lysosomal_apc	mean_score	4	2	-0.05537330751922971	-0.0681783769798475	0.012805069460617782	0.10405640567910937	0.10336176454240974	0.9330983403178521	0.9908061981157454
gse315138_celiac_marker	celiac disease	stromal_endothelial_like	lysosomal_apc	high_fraction	4	2	0.2091260907892892	0.21297725904796797	-0.003851168258678761	-0.05092800430462188	-0.054466420850250136	0.9641363627028584	0.9908061981157454
gse315138_celiac_marker	celiac disease	stromal_endothelial_like	mif_cd74_receptor_state	mean_score	4	2	0.086831015472982	0.005682368126699399	0.0811486473462826	0.2848609381933214	0.615248187928616	0.5814537087712643	0.8786419444475445
gse315138_celiac_marker	celiac disease	stromal_endothelial_like	mif_cd74_receptor_state	high_fraction	4	2	0.3032768012904305	0.2550571794938895	0.04821962179654099	0.32114720573053235	0.6923052031558994	0.5375935884853189	0.8786419444475445
gse315138_celiac_marker	celiac disease	t_cell_like	hla_ii_apc	mean_score	4	2	0.15463784010562118	0.03566681192165871	0.11897102818396246	0.9490712333864249	1.4796921006979313	0.25095312029179184	0.7092697511467448
gse315138_celiac_marker	celiac disease	t_cell_like	hla_ii_apc	high_fraction	4	2	0.3892695241970273	0.27603251888171104	0.11323700531531627	0.871583614397795	1.5606975419929308	0.199834965273993	0.66611655091331
gse315138_celiac_marker	celiac disease	t_cell_like	ifn_apc	mean_score	4	2	0.021321622729436097	0.10517648789495687	-0.08385486516552078	-0.48447008849822937	-0.45845761400538865	0.7228158849132151	0.8786419444475445
gse315138_celiac_marker	celiac disease	t_cell_like	ifn_apc	high_fraction	4	2	0.25312501648024044	0.35799587538753597	-0.10487085890729553	-0.5865895035330252	-0.5575806151880514	0.6715301912643363	0.8786419444475445
gse315138_celiac_marker	celiac disease	t_cell_like	lysosomal_apc	mean_score	4	2	-0.03286630851861691	0.07471603189323468	-0.10758234041185159	-0.857597252858978	-0.8247595369751796	0.5527897668571792	0.8786419444475445
gse315138_celiac_marker	celiac disease	t_cell_like	lysosomal_apc	high_fraction	4	2	0.22716123556827167	0.3238444768434423	-0.09668324127517064	-0.7599160851362452	-0.745721174884567	0.5827364826255246	0.8786419444475445
gse315138_celiac_marker	celiac disease	t_cell_like	mif_cd74_receptor_state	mean_score	4	2	0.15482565091467348	0.07406527937510192	0.08076037153957157	0.6840206474200126	0.6307362768871488	0.6387638141726477	0.8786419444475445
gse315138_celiac_marker	celiac disease	t_cell_like	mif_cd74_receptor_state	high_fraction	4	2	0.38111735943696523	0.31701419713462353	0.0641031623023417	0.5493152787186102	0.5435983882558996	0.6757034091215524	0.8786419444475445
