truth	pathology	pathology_severity	replicate	seed	n	n_responders	n_nonresponders	auc	hedges_g	receptor_auc	batch_auc	batch_score_spearman	batch_response_delta	batch_residualized_auc	batch_residualized_hedges_g	auc_attenuation_after_batch	primary_pass	batch_risk_flag	guarded_acceptable_pass
null	batch_response_correlated	0.0	0	93313	60	30	30	0.5755555555555556	0.20226051188490496	0.5255555555555556	0.5666666666666667	0.04243931599840619	0.1333333333333333	0.5744444444444444	0.20458974858069257	0.0011111111111111738	False	False	False
null	batch_response_correlated	0.0	1	93314	60	30	30	0.4577777777777778	-0.11491958787637577	0.5655555555555556	0.55	-0.060663911250681234	0.09999999999999998	0.5433333333333333	0.11806334363277794	-0.08555555555555555	False	False	False
null	batch_response_correlated	0.0	2	93315	60	30	30	0.47555555555555556	-0.14638742079578163	0.4766666666666667	0.5	0.2502198718225346	0.0	0.54	0.15265535477020425	-0.06444444444444447	False	False	False
null	batch_response_correlated	0.0	3	93316	60	30	30	0.5366666666666666	0.09048900000536776	0.33555555555555555	0.5333333333333333	0.021172450692676002	0.06666666666666665	0.5366666666666666	0.0899954219327126	0.0	False	False	False
null	batch_response_correlated	0.0	4	93317	60	30	30	0.48444444444444446	-0.01532258689096846	0.5333333333333333	0.55	-0.0028887576786038676	0.09999999999999998	0.5166666666666667	0.01223721000454823	-0.03222222222222226	False	False	False
null	batch_response_correlated	0.0	5	93318	60	30	30	0.5166666666666667	0.12725283054475658	0.5044444444444445	0.55	0.05513224884124897	0.09999999999999998	0.5133333333333333	0.14698223003399552	0.0033333333333334103	False	False	False
null	batch_response_correlated	0.0	6	93319	60	30	30	0.4222222222222222	-0.3355651734962589	0.5544444444444444	0.55	-0.1247729842196687	0.09999999999999998	0.5844444444444444	0.3632726245416473	-0.1622222222222222	False	False	False
null	batch_response_correlated	0.0	7	93320	60	30	30	0.5266666666666666	-0.032152469014797874	0.5133333333333333	0.5333333333333333	-0.046610612388626814	0.06666666666666665	0.5133333333333333	-0.02091090423127322	0.013333333333333308	False	False	False
null	batch_response_correlated	0.0	8	93321	60	30	30	0.5	-0.0216714837891744	0.6211111111111111	0.6166666666666667	0.06836726506029153	0.23333333333333334	0.5088888888888888	0.0509356672234102	-0.008888888888888835	False	True	False
null	batch_response_correlated	0.0	9	93322	60	30	30	0.36666666666666664	-0.5063871642576073	0.6133333333333333	0.5833333333333334	-0.16495002364498254	0.16666666666666663	0.6211111111111111	0.43953819688757395	-0.2544444444444444	False	False	False
null	batch_response_correlated	0.0	10	93323	60	30	30	0.5222222222222223	0.1550895562537934	0.45222222222222225	0.5166666666666666	0.0895514880367199	0.033333333333333326	0.5255555555555556	0.1627101203658009	-0.0033333333333332993	False	False	False
null	batch_response_correlated	0.0	11	93324	60	30	30	0.5011111111111111	-0.018819772716558953	0.5055555555555555	0.6333333333333333	-0.09710544247630586	0.26666666666666666	0.5277777777777778	0.04906634689686565	-0.026666666666666727	False	True	False
null	batch_response_correlated	0.0	12	93325	60	30	30	0.45111111111111113	-0.18994567238070853	0.51	0.5	0.05920422549746475	0.0	0.5466666666666666	0.1902239313150683	-0.0955555555555555	False	False	False
null	batch_response_correlated	0.0	13	93326	60	30	30	0.4722222222222222	-0.07225875972998991	0.45666666666666667	0.5333333333333333	0.07523333290626551	0.06666666666666665	0.5244444444444445	0.06229422491058265	-0.05222222222222228	False	False	False
null	batch_response_correlated	0.0	14	93327	60	30	30	0.51	0.08041756566854308	0.5622222222222222	0.5333333333333333	0.10995640963223421	0.06666666666666665	0.5011111111111111	0.06770167739521016	0.008888888888888946	False	False	False
null	batch_response_correlated	0.0	15	93328	60	30	30	0.45555555555555555	-0.18534809169645855	0.44	0.5166666666666667	-0.04352545961151234	0.033333333333333326	0.5422222222222223	0.1846665487823327	-0.08666666666666673	False	False	False
