censoring_mechanism	n_cells	median_null_probability	maximum_null_probability	maximum_count	maximum_total	maximum_ci_low	maximum_ci_high	family_probability_maximum_at_least_observed	anti_conservative_by_frozen_rule	maximum_positive_call_probability	maximum_negative_call_probability
administrative_only	6	0.050666666666666665	0.05733333333333333	86	1500	0.04666002962225208	0.07026815970868193	0.49749375526203043	False	0.028	0.03266666666666666
event_risk_dependent	6	0.03933333333333333	0.05333333333333334	80	1500	0.04306062753158088	0.0658879972451146	0.8746934530190884	False	0.026	0.027333333333333334
independent	6	0.048	0.056	84	1500	0.04545839056668995	0.06880994391283121	0.6408854384409783	False	0.032	0.03133333333333333
joint_score_event_risk	6	0.5443333333333333	0.7953333333333333	1193	1500	0.7741736601873762	0.8149841894005699	0.0	True	0.0	0.7953333333333333
score_dependent	6	0.053000000000000005	0.05733333333333333	86	1500	0.04666002962225208	0.07026815970868193	0.49749375526203043	False	0.026	0.03266666666666666
