seed	analysis_window	n_requested	event_probability_before_censoring	effect_pattern	early_hazard_ratio_per_latent_sd	late_hazard_ratio_per_latent_sd	censoring_mechanism	dropout_target	n_simulated_cohorts	n_valid_fits	valid_fit_rate	significant_count	significant_probability	significant_probability_ci_low	significant_probability_ci_high	positive_call_probability	negative_call_probability	median_score_z	median_one_step_log_hr	median_usable_n	median_observed_events	median_assigned_dropout	median_observed_pre_event_dropout
54901	late_landmark_diagnostic	320	0.3	null	1.0	1.0	administrative_only	0.0	500	500	1.0	20	0.04	0.026040797389777257	0.060973595834850805	0.018	0.022	-0.04998011957356102	-0.00855637040586664	241.0	39.0	0.0	0.0
54901	whole_followup	320	0.3	null	1.0	1.0	independent	0.25	500	500	1.0	25	0.05	0.034093745243849435	0.0727681611715476	0.026	0.024	0.07685926815935856	0.009470540152186208	288.0	77.0	0.2517241379310345	0.20925934645446842
54901	early_window_diagnostic	320	0.3	null	1.0	1.0	independent	0.25	500	500	1.0	20	0.04	0.026040797389777257	0.060973595834850805	0.022	0.018	0.021215924690730942	0.003363228502037247	288.0	45.0	0.2517241379310345	0.20925934645446842
54901	late_landmark_diagnostic	320	0.3	null	1.0	1.0	independent	0.25	500	500	1.0	30	0.06	0.0423483564809462	0.08436106312521979	0.028	0.032	0.08240077064476728	0.015609951907080004	213.0	32.0	0.15048543689320387	0.13688937710002586
54901	whole_followup	320	0.3	null	1.0	1.0	score_dependent	0.25	500	500	1.0	36	0.072	0.0524580314181262	0.09806840401696253	0.034	0.038	-0.050079121604123325	-0.006054694467558829	288.0	77.0	0.24914675767918087	0.20287276290680284
54901	early_window_diagnostic	320	0.3	null	1.0	1.0	score_dependent	0.25	500	500	1.0	36	0.072	0.0524580314181262	0.09806840401696253	0.032	0.04	-0.03446886336862899	-0.005385805907400128	288.0	45.0	0.24914675767918087	0.20287276290680284
54901	late_landmark_diagnostic	320	0.3	null	1.0	1.0	score_dependent	0.25	500	500	1.0	31	0.062	0.044019209142681565	0.08665971310163822	0.038	0.024	0.022136872270179058	0.0046027773614768265	213.0	31.5	0.14893783542039357	0.13452914798206278
54901	whole_followup	320	0.3	null	1.0	1.0	event_risk_dependent	0.25	500	500	1.0	17	0.034	0.02133451980853219	0.053771365501634506	0.02	0.014	0.10540331906876785	0.019223563740885984	288.0	38.0	0.2508591065292096	0.2508591065292096
54901	early_window_diagnostic	320	0.3	null	1.0	1.0	event_risk_dependent	0.25	500	419	0.838	15	0.03	0.018263213197913384	0.04890366683594573	0.016	0.014	0.060579178170131996	0.017622445319067034	288.0	14.0	0.2508591065292096	0.2508591065292096
54901	late_landmark_diagnostic	320	0.3	null	1.0	1.0	event_risk_dependent	0.25	500	500	1.0	22	0.044	0.02923395562860718	0.06571944287232845	0.024	0.02	0.08583535987550442	0.020759942065475077	217.0	24.0	0.07142857142857142	0.07142857142857142
54901	whole_followup	320	0.3	null	1.0	1.0	joint_score_event_risk	0.25	500	500	1.0	388	0.776	0.7374303353251315	0.8103610287400917	0.0	0.776	-2.6569093384361473	-0.42077992568039063	288.0	49.0	0.2482758620689655	0.2482758620689655
54901	early_window_diagnostic	320	0.3	null	1.0	1.0	joint_score_event_risk	0.25	500	500	1.0	319	0.638	0.5949717262107974	0.6789239558218143	0.0	0.638	-2.2663956291049474	-0.5185218550767277	288.0	23.5	0.2482758620689655	0.2482758620689655
54901	late_landmark_diagnostic	320	0.3	null	1.0	1.0	joint_score_event_risk	0.25	500	500	1.0	156	0.312	0.27295294872528497	0.3539138032882587	0.0	0.312	-1.4748915807352225	-0.32285858536561035	213.0	25.0	0.09592500345925004	0.09592500345925004
54901	whole_followup	320	0.3	proportional	1.7	1.7	administrative_only	0.0	500	500	1.0	453	0.906	0.8772354441374409	0.9285735914077787	0.906	0.0	3.404576004780683	0.4039708364912489	288.0	87.0	0.0	0.0
54901	early_window_diagnostic	320	0.3	proportional	1.7	1.7	administrative_only	0.0	500	500	1.0	361	0.722	0.6811514003636959	0.7594633924713748	0.722	0.0	2.5401160915358765	0.4058040095636208	288.0	50.0	0.0	0.0
54901	late_landmark_diagnostic	320	0.3	proportional	1.7	1.7	administrative_only	0.0	500	500	1.0	298	0.596	0.5524153513244502	0.6381207753069317	0.596	0.0	2.1930073087675828	0.3967061205874073	239.0	36.0	0.0	0.0
54901	whole_followup	320	0.3	proportional	1.7	1.7	independent	0.25	500	500	1.0	432	0.864	0.8311649235512272	0.8912845565927628	0.864	0.0	3.121916893746311	0.39399731627738777	288.0	78.0	0.2508710801393728	0.20905923344947736
54901	early_window_diagnostic	320	0.3	proportional	1.7	1.7	independent	0.25	500	500	1.0	330	0.66	0.6173990695060175	0.700161141546286	0.66	0.0	2.339635123072047	0.3739951769250988	288.0	47.0	0.2508710801393728	0.20905923344947736
54901	late_landmark_diagnostic	320	0.3	proportional	1.7	1.7	independent	0.25	500	500	1.0	246	0.492	0.44840780608924286	0.535714183358142	0.492	0.0	1.9410458729572706	0.38996168928291536	210.0	31.0	0.1497584541062802	0.13668890934192363
54901	whole_followup	320	0.3	proportional	1.7	1.7	score_dependent	0.25	500	500	1.0	411	0.822	0.7860548114500956	0.8530351132926648	0.822	0.0	2.9748651070264915	0.38983049075058096	288.0	73.0	0.25	0.1853146853146853
54901	early_window_diagnostic	320	0.3	proportional	1.7	1.7	score_dependent	0.25	500	500	1.0	326	0.652	0.6092325025566356	0.6924496979430526	0.652	0.0	2.407403032745175	0.38889642979691785	288.0	45.0	0.25	0.1853146853146853
54901	late_landmark_diagnostic	320	0.3	proportional	1.7	1.7	score_dependent	0.25	500	500	1.0	201	0.402	0.359928740326145	0.44556563040431935	0.402	0.0	1.6773664663098058	0.36185453557476294	213.0	28.0	0.12814197296955918	0.11363636363636363
54901	whole_followup	320	0.3	proportional	1.7	1.7	event_risk_dependent	0.25	500	500	1.0	325	0.65	0.6071928710061952	0.6905198268553391	0.65	0.0	2.345950975335799	0.4285019114881774	288.0	38.0	0.24822659355033455	0.24822659355033455
54901	early_window_diagnostic	320	0.3	proportional	1.7	1.7	event_risk_dependent	0.25	500	454	0.908	140	0.28	0.2424360430412755	0.3209186667618076	0.28	0.0	1.4309389052868196	0.39944432695412047	288.0	15.0	0.24822659355033455	0.24822659355033455
54901	late_landmark_diagnostic	320	0.3	proportional	1.7	1.7	event_risk_dependent	0.25	500	500	1.0	227	0.454	0.4108757266738578	0.49782571264860515	0.454	0.0	1.8732762484008516	0.4302713002331634	216.0	23.0	0.06935425685425686	0.06935425685425686
54901	whole_followup	320	0.3	proportional	1.7	1.7	joint_score_event_risk	0.25	500	500	1.0	26	0.052	0.035730265115705276	0.07510114393784553	0.014	0.038	-0.31234402648649484	-0.05530882940817704	288.0	44.0	0.24914085288803334	0.24914085288803334
54901	early_window_diagnostic	320	0.3	proportional	1.7	1.7	joint_score_event_risk	0.25	500	494	0.988	40	0.08	0.059298129409852594	0.1071063165778513	0.0	0.08	-0.8538991381318384	-0.21261082529727476	288.0	20.0	0.24914085288803334	0.24914085288803334
54901	late_landmark_diagnostic	320	0.3	proportional	1.7	1.7	joint_score_event_risk	0.25	500	500	1.0	29	0.058	0.0406837291117572	0.08205618785625499	0.048	0.01	0.36239150043388363	0.08143372467106838	214.0	24.0	0.08235802633328901	0.08235802633328901
54901	whole_followup	320	0.3	early_only	2.2	1.0	administrative_only	0.0	500	500	1.0	430	0.86	0.826833135055546	0.8876773398121365	0.86	0.0	3.101638646992294	0.3738534657529656	288.0	86.0	0.0	0.0
54901	early_window_diagnostic	320	0.3	early_only	2.2	1.0	administrative_only	0.0	500	500	1.0	490	0.98	0.9635798167531208	0.9891008164037892	0.98	0.0	3.8771310224125797	0.5942884532595151	288.0	54.0	0.0	0.0
54901	late_landmark_diagnostic	320	0.3	early_only	2.2	1.0	administrative_only	0.0	500	500	1.0	24	0.048	0.03246520694135317	0.07042719683589006	0.032	0.016	0.04952122562999936	0.009886858205578782	234.0	32.0	0.0	0.0
54901	whole_followup	320	0.3	early_only	2.2	1.0	independent	0.25	500	500	1.0	434	0.868	0.8355052092686175	0.8948832761516801	0.868	0.0	3.051678742848903	0.38507584241017134	288.0	78.0	0.24828759089842833	0.20494854116706634
54901	early_window_diagnostic	320	0.3	early_only	2.2	1.0	independent	0.25	500	500	1.0	483	0.966	0.9462286344983655	0.9786654801914678	0.966	0.0	3.675368395956251	0.5708400933604685	288.0	51.0	0.24828759089842833	0.20494854116706634
54901	late_landmark_diagnostic	320	0.3	early_only	2.2	1.0	independent	0.25	500	500	1.0	27	0.054	0.03737435018105752	0.07742656151064709	0.018	0.036	-0.09379085422865928	-0.020381828269167984	206.0	27.0	0.14770114942528736	0.13668890934192363
54901	whole_followup	320	0.3	early_only	2.2	1.0	score_dependent	0.25	500	500	1.0	436	0.872	0.8398543146918417	0.8984731760047634	0.872	0.0	3.0597870427750906	0.3889934532886895	288.0	76.0	0.25	0.17900071123755334
54901	early_window_diagnostic	320	0.3	early_only	2.2	1.0	score_dependent	0.25	500	500	1.0	483	0.966	0.9462286344983655	0.9786654801914678	0.966	0.0	3.6638568078926523	0.5732204534141487	288.0	49.0	0.25	0.17900071123755334
54901	late_landmark_diagnostic	320	0.3	early_only	2.2	1.0	score_dependent	0.25	500	500	1.0	29	0.058	0.0406837291117572	0.08205618785625499	0.034	0.024	0.0917981991200568	0.01852085344615139	211.0	27.0	0.12135922330097088	0.11162790697674418
54901	whole_followup	320	0.3	early_only	2.2	1.0	event_risk_dependent	0.25	500	500	1.0	157	0.314	0.27486785583609774	0.35596839881559983	0.314	0.0	1.439328411256	0.26834050614467464	289.0	38.0	0.24832184529440915	0.24832184529440915
54901	early_window_diagnostic	320	0.3	early_only	2.2	1.0	event_risk_dependent	0.25	500	485	0.97	288	0.576	0.532265218043708	0.618575882206136	0.576	0.0	2.219084512398537	0.6121642302617345	289.0	16.0	0.24832184529440915	0.24832184529440915
54901	late_landmark_diagnostic	320	0.3	early_only	2.2	1.0	event_risk_dependent	0.25	500	499	0.998	23	0.046	0.030845108370816204	0.06807779276827323	0.016	0.03	0.037886828636454664	0.009191712683570314	214.0	20.0	0.06572769953051644	0.06572769953051644
54901	whole_followup	320	0.3	early_only	2.2	1.0	joint_score_event_risk	0.25	500	500	1.0	100	0.2	0.16728549897175743	0.23728910530517394	0.0	0.2	-1.1466480751596229	-0.20928391921802755	288.0	41.0	0.24828759089842833	0.24828759089842833
54901	early_window_diagnostic	320	0.3	early_only	2.2	1.0	joint_score_event_risk	0.25	500	486	0.972	21	0.042	0.027632310108451703	0.06335158575433016	0.002	0.04	-0.4561073354761692	-0.12451101253140895	288.0	17.0	0.24828759089842833	0.24828759089842833
54901	late_landmark_diagnostic	320	0.3	early_only	2.2	1.0	joint_score_event_risk	0.25	500	499	0.998	98	0.196	0.16357810661426447	0.2330574923863593	0.0	0.196	-1.0809418908542028	-0.23300497727105862	214.0	24.0	0.07042253521126761	0.07042253521126761
54901	whole_followup	320	0.3	late_only	1.0	2.2	administrative_only	0.0	500	500	1.0	353	0.706	0.6646172591655972	0.7442415125642432	0.706	0.0	2.5629396519038528	0.30446072527695067	288.0	87.0	0.0	0.0
54901	early_window_diagnostic	320	0.3	late_only	1.0	2.2	administrative_only	0.0	500	500	1.0	26	0.052	0.035730265115705276	0.07510114393784553	0.026	0.026	-0.028908454608190103	-0.005197866063469975	288.0	42.0	0.0	0.0
54901	late_landmark_diagnostic	320	0.3	late_only	1.0	2.2	administrative_only	0.0	500	500	1.0	476	0.952	0.92957280316411	0.9675347930586469	0.952	0.0	3.5696046121009104	0.5949021879757335	246.0	45.0	0.0	0.0
54901	whole_followup	320	0.3	late_only	1.0	2.2	independent	0.25	500	500	1.0	316	0.632	0.588871722496907	0.6731154516212433	0.632	0.0	2.2646806586648736	0.2856448683556837	288.0	76.0	0.2517241379310345	0.21232876712328766
54901	early_window_diagnostic	320	0.3	late_only	1.0	2.2	independent	0.25	500	500	1.0	25	0.05	0.034093745243849435	0.0727681611715476	0.022	0.028	0.06682071229643197	0.011405941790669134	288.0	40.0	0.2517241379310345	0.21232876712328766
54901	late_landmark_diagnostic	320	0.3	late_only	1.0	2.2	independent	0.25	500	500	1.0	442	0.884	0.8529581630365658	0.9091863434889621	0.884	0.0	3.2559259801006997	0.5894467860157634	217.0	36.5	0.15011737089201876	0.13488372093023257
54901	whole_followup	320	0.3	late_only	1.0	2.2	score_dependent	0.25	500	500	1.0	221	0.442	0.3990759531428234	0.4858084703507167	0.442	0.0	1.8223161866140392	0.23840468237774018	288.0	71.0	0.2465277777777778	0.1971822251987449
54901	early_window_diagnostic	320	0.3	late_only	1.0	2.2	score_dependent	0.25	500	500	1.0	22	0.044	0.02923395562860718	0.06571944287232845	0.026	0.018	0.023176430536367622	0.004258600755263629	288.0	39.0	0.2465277777777778	0.1971822251987449
54901	late_landmark_diagnostic	320	0.3	late_only	1.0	2.2	score_dependent	0.25	500	500	1.0	400	0.8	0.7627108946948261	0.8327145010282427	0.8	0.0	2.7442882227052117	0.5541828883075605	217.0	32.0	0.14416509532788602	0.11682242990654206
54901	whole_followup	320	0.3	late_only	1.0	2.2	event_risk_dependent	0.25	500	500	1.0	337	0.674	0.6317220455546273	0.7136246839647526	0.674	0.0	2.3470157869998958	0.4138937343642911	288.0	40.0	0.24915250341871503	0.24915250341871503
54901	early_window_diagnostic	320	0.3	late_only	1.0	2.2	event_risk_dependent	0.25	500	372	0.744	20	0.04	0.026040797389777257	0.060973595834850805	0.016	0.024	-0.028050671955619638	-0.008502643795542001	288.0	12.0	0.24915250341871503	0.24915250341871503
54901	late_landmark_diagnostic	320	0.3	late_only	1.0	2.2	event_risk_dependent	0.25	500	500	1.0	411	0.822	0.7860548114500956	0.8530351132926648	0.822	0.0	2.975212270654543	0.6287165379310677	220.0	27.0	0.07500361936671424	0.07500361936671424
54901	whole_followup	320	0.3	late_only	1.0	2.2	joint_score_event_risk	0.25	500	500	1.0	52	0.104	0.08019420676989107	0.1338442708756583	0.006	0.098	-0.776027346025217	-0.12862844090806197	288.0	47.0	0.2508591065292096	0.2508591065292096
54901	early_window_diagnostic	320	0.3	late_only	1.0	2.2	joint_score_event_risk	0.25	500	499	0.998	253	0.506	0.4622986388334935	0.5496098690809679	0.0	0.506	-1.9820643591647626	-0.45654068403895026	288.0	23.0	0.2508591065292096	0.2508591065292096
54901	late_landmark_diagnostic	320	0.3	late_only	1.0	2.2	joint_score_event_risk	0.25	500	500	1.0	71	0.142	0.114129360445696	0.1753296673247754	0.142	0.0	1.01659261823708	0.2287031240055037	213.0	23.0	0.09803921568627451	0.09803921568627451
54901	whole_followup	320	0.3	crossing	2.0	0.5	administrative_only	0.0	500	500	1.0	60	0.12	0.09437490012636912	0.1514195986244106	0.11	0.01	0.5666911384573994	0.06741213934502126	288.0	86.0	0.0	0.0
54901	early_window_diagnostic	320	0.3	crossing	2.0	0.5	administrative_only	0.0	500	500	1.0	448	0.896	0.8661557291243417	0.919805793230109	0.896	0.0	3.173211774686691	0.5131833421073357	288.0	49.0	0.0	0.0
54901	late_landmark_diagnostic	320	0.3	crossing	2.0	0.5	administrative_only	0.0	500	500	1.0	401	0.802	0.764826020930416	0.8345688774308065	0.0	0.802	-2.8538399044450813	-0.5075825616262853	239.0	37.0	0.0	0.0
54901	whole_followup	320	0.3	crossing	2.0	0.5	independent	0.25	500	500	1.0	73	0.146	0.11774876682646929	0.1796492662203097	0.144	0.002	0.7985597817892078	0.1037108784474343	288.0	77.0	0.24742268041237114	0.2054794520547945
54901	early_window_diagnostic	320	0.3	crossing	2.0	0.5	independent	0.25	500	500	1.0	435	0.87	0.8376786384230859	0.8966793496353656	0.87	0.0	3.0207357011511857	0.4993395643747439	288.0	46.0	0.24742268041237114	0.2054794520547945
54901	late_landmark_diagnostic	320	0.3	crossing	2.0	0.5	independent	0.25	500	500	1.0	366	0.732	0.6915162794621877	0.768946026563652	0.0	0.732	-2.5682620959028344	-0.5056139721125876	211.0	31.0	0.1473934331797235	0.13551401869158877
54901	whole_followup	320	0.3	crossing	2.0	0.5	score_dependent	0.25	500	500	1.0	70	0.14	0.11232266018786358	0.17316686494445405	0.138	0.002	0.7282300994791646	0.09438674035861039	288.0	78.0	0.24825174825174826	0.18706518150806362
54901	early_window_diagnostic	320	0.3	crossing	2.0	0.5	score_dependent	0.25	500	500	1.0	431	0.862	0.8289979864047199	0.8894819911011163	0.862	0.0	3.139005036591212	0.5276441103069218	288.0	44.0	0.24825174825174826	0.18706518150806362
54901	late_landmark_diagnostic	320	0.3	crossing	2.0	0.5	score_dependent	0.25	500	500	1.0	363	0.726	0.685294423777199	0.7632593743341793	0.0	0.726	-2.567125524034092	-0.48316974341824626	215.0	34.0	0.12557096673271456	0.11926605504587157
54901	whole_followup	320	0.3	crossing	2.0	0.5	event_risk_dependent	0.25	500	500	1.0	71	0.142	0.114129360445696	0.1753296673247754	0.008	0.134	-0.6228849597788071	-0.11748903411207567	288.0	38.0	0.25	0.25
54901	early_window_diagnostic	320	0.3	crossing	2.0	0.5	event_risk_dependent	0.25	500	456	0.912	217	0.434	0.3912235726331776	0.47778284030774737	0.434	0.0	1.917060953789651	0.5487448419365251	288.0	15.0	0.25	0.25
54901	late_landmark_diagnostic	320	0.3	crossing	2.0	0.5	event_risk_dependent	0.25	500	500	1.0	299	0.598	0.5544343695956807	0.640071259673855	0.0	0.598	-2.288477697069196	-0.5207898163410356	217.0	23.0	0.07142857142857142	0.07142857142857142
54901	whole_followup	320	0.3	crossing	2.0	0.5	joint_score_event_risk	0.25	500	500	1.0	462	0.924	0.8974035863260316	0.9441309729625723	0.0	0.924	-3.288096381873541	-0.5461869194542572	288.0	44.0	0.25042372881355934	0.25042372881355934
54901	early_window_diagnostic	320	0.3	crossing	2.0	0.5	joint_score_event_risk	0.25	500	436	0.872	49	0.098	0.07492391886460623	0.12720605086648182	0.0	0.098	-0.8078391574432817	-0.24960211767371338	288.0	14.0	0.25042372881355934	0.25042372881355934
54901	late_landmark_diagnostic	320	0.3	crossing	2.0	0.5	joint_score_event_risk	0.25	500	500	1.0	463	0.926	0.8996652466777695	0.945838815248988	0.0	0.926	-3.377404710805455	-0.6810169882246859	218.0	30.0	0.07339449541284404	0.07339449541284404
54902	whole_followup	120	0.15	null	1.0	1.0	administrative_only	0.0	500	487	0.974	28	0.056	0.03902562068315149	0.0797447936467069	0.028	0.028	-0.011964074743236094	-0.0032182259296589383	108.0	16.0	0.0	0.0
54902	early_window_diagnostic	120	0.15	null	1.0	1.0	administrative_only	0.0	500	164	0.328	13	0.026	0.015256383923327248	0.04397149083422428	0.01	0.016	-0.07072886269934081	-0.02251241732156102	108.0	8.0	0.0	0.0
54902	late_landmark_diagnostic	120	0.15	null	1.0	1.0	administrative_only	0.0	500	127	0.254	8	0.016	0.008129253033388314	0.03125110853339426	0.002	0.014	0.0997144802273467	0.033392973816725895	100.0	8.0	0.0	0.0
54902	whole_followup	120	0.15	null	1.0	1.0	independent	0.25	500	466	0.932	20	0.04	0.026040797389777257	0.060973595834850805	0.026	0.014	0.02466202653744836	0.007309574477021316	108.0	14.0	0.24545454545454545	0.22641509433962265
54902	early_window_diagnostic	120	0.15	null	1.0	1.0	independent	0.25	500	137	0.274	7	0.014	0.00679778979084349	0.02861306913778529	0.004	0.01	-0.002934913277074201	-0.0011000436485157558	108.0	8.0	0.24545454545454545	0.22641509433962265
54902	late_landmark_diagnostic	120	0.15	null	1.0	1.0	independent	0.25	500	59	0.118	1	0.002	0.00035313639455927456	0.011240706705146758	0.0	0.002	-0.05274667036638947	-0.0193116511555077	88.0	6.0	0.1465040650406504	0.1411764705882353
54902	whole_followup	120	0.15	null	1.0	1.0	score_dependent	0.25	500	463	0.926	30	0.06	0.0423483564809462	0.08436106312521979	0.034	0.026	0.03830295731235868	0.0105129420848769	108.0	14.0	0.25	0.22727272727272727
54902	early_window_diagnostic	120	0.15	null	1.0	1.0	score_dependent	0.25	500	155	0.31	10	0.02	0.010899183596210813	0.036420183246879345	0.01	0.01	-0.007447539787926983	-0.0025765723355971313	108.0	8.0	0.25	0.22727272727272727
54902	late_landmark_diagnostic	120	0.15	null	1.0	1.0	score_dependent	0.25	500	49	0.098	5	0.01	0.004278753896590496	0.023193099755730702	0.006	0.004	-0.2901474366504501	-0.11546560172520212	88.0	6.0	0.14971264367816092	0.14444444444444443
54902	whole_followup	120	0.15	null	1.0	1.0	event_risk_dependent	0.25	500	17	0.034	2	0.004	0.0010976305226827934	0.014465715215177033	0.0	0.004	-0.14523552794744615	-0.05055954266033886	108.0	4.0	0.24761904761904763	0.24761904761904763
54902	early_window_diagnostic	120	0.15	null	1.0	1.0	event_risk_dependent	0.25	500	0	0.0	0	0.0	4.336808689942018e-19	0.007624340461552241	0.0	0.0			108.0	1.0	0.24761904761904763	0.24761904761904763
54902	late_landmark_diagnostic	120	0.15	null	1.0	1.0	event_risk_dependent	0.25	500	2	0.004	0	0.0	4.336808689942018e-19	0.007624340461552241	0.0	0.0	-1.2251477989625337	-0.4472573088125757	88.0	3.0	0.09473684210526316	0.09473684210526316
54902	whole_followup	120	0.15	null	1.0	1.0	joint_score_event_risk	0.25	500	139	0.278	36	0.072	0.0524580314181262	0.09806840401696253	0.0	0.072	-1.4188942094531993	-0.4630450895713181	108.0	8.0	0.2524271844660194	0.2524271844660194
54902	early_window_diagnostic	120	0.15	null	1.0	1.0	joint_score_event_risk	0.25	500	1	0.002	1	0.002	0.00035313639455927456	0.011240706705146758	0.0	0.002	-2.643684201917289	-0.8808797293092258	108.0	4.0	0.2524271844660194	0.2524271844660194
54902	late_landmark_diagnostic	120	0.15	null	1.0	1.0	joint_score_event_risk	0.25	500	2	0.004	1	0.002	0.00035313639455927456	0.011240706705146758	0.0	0.002	-2.1254589936626234	-0.765677580074277	87.0	4.0	0.11627906976744186	0.11627906976744186
54902	whole_followup	120	0.15	proportional	1.7	1.7	administrative_only	0.0	500	487	0.974	147	0.294	0.25575848743575685	0.3353827408344027	0.29	0.004	1.5139839638757693	0.4115196113797576	108.0	16.0	0.0	0.0
54902	early_window_diagnostic	120	0.15	proportional	1.7	1.7	administrative_only	0.0	500	161	0.322	37	0.074	0.054161184751011976	0.10033475332223055	0.074	0.0	1.2856621779500657	0.40282353315786495	108.0	8.0	0.0	0.0
54902	late_landmark_diagnostic	120	0.15	proportional	1.7	1.7	administrative_only	0.0	500	105	0.21	21	0.042	0.027632310108451703	0.06335158575433016	0.042	0.0	1.2035849503771667	0.39326697389164095	100.0	7.0	0.0	0.0
54902	whole_followup	120	0.15	proportional	1.7	1.7	independent	0.25	500	454	0.908	140	0.28	0.2424360430412755	0.3209186667618076	0.28	0.0	1.3786160568375565	0.40540743465623763	108.0	14.0	0.25229435042519155	0.22935779816513763
54902	early_window_diagnostic	120	0.15	proportional	1.7	1.7	independent	0.25	500	151	0.302	39	0.078	0.05758139347616159	0.10485354987338852	0.078	0.0	1.244313405421428	0.40759566900288424	108.0	8.0	0.25229435042519155	0.22935779816513763
54902	late_landmark_diagnostic	120	0.15	proportional	1.7	1.7	independent	0.25	500	48	0.096	10	0.02	0.010899183596210813	0.036420183246879345	0.02	0.0	1.2445441951198826	0.4284517171792012	88.0	6.0	0.14606741573033707	0.14124040920716113
54902	whole_followup	120	0.15	proportional	1.7	1.7	score_dependent	0.25	500	439	0.878	107	0.214	0.18030299998759533	0.2520581227564126	0.214	0.0	1.3079357960213571	0.39921462365212973	108.0	13.0	0.24770642201834864	0.21568627450980393
54902	early_window_diagnostic	120	0.15	proportional	1.7	1.7	score_dependent	0.25	500	124	0.248	29	0.058	0.0406837291117572	0.08205618785625499	0.058	0.0	1.2893598397772155	0.42460476663068114	108.0	8.0	0.24770642201834864	0.21568627450980393
54902	late_landmark_diagnostic	120	0.15	proportional	1.7	1.7	score_dependent	0.25	500	21	0.042	2	0.004	0.0010976305226827934	0.014465715215177033	0.004	0.0	1.0665098734343728	0.4011662604297809	89.0	5.0	0.13636363636363635	0.12778327560613556
54902	whole_followup	120	0.15	proportional	1.7	1.7	event_risk_dependent	0.25	500	20	0.04	3	0.006	0.0020425962719602363	0.01749025210405338	0.006	0.0	1.1880161980657182	0.3930430192845944	108.0	4.0	0.2510869565217391	0.2510869565217391
54902	early_window_diagnostic	120	0.15	proportional	1.7	1.7	event_risk_dependent	0.25	500	0	0.0	0	0.0	4.336808689942018e-19	0.007624340461552241	0.0	0.0			108.0	1.0	0.2510869565217391	0.2510869565217391
54902	late_landmark_diagnostic	120	0.15	proportional	1.7	1.7	event_risk_dependent	0.25	500	2	0.004	0	0.0	4.336808689942018e-19	0.007624340461552241	0.0	0.0	0.6309345221501362	0.22155205364493288	88.0	3.0	0.0971675845790716	0.0971675845790716
54902	whole_followup	120	0.15	proportional	1.7	1.7	joint_score_event_risk	0.25	500	41	0.082	5	0.01	0.004278753896590496	0.023193099755730702	0.002	0.008	-0.7964083241888399	-0.256819953192347	108.0	6.0	0.2523364485981308	0.2523364485981308
54902	early_window_diagnostic	120	0.15	proportional	1.7	1.7	joint_score_event_risk	0.25	500	0	0.0	0	0.0	4.336808689942018e-19	0.007624340461552241	0.0	0.0			108.0	2.0	0.2523364485981308	0.2523364485981308
54902	late_landmark_diagnostic	120	0.15	proportional	1.7	1.7	joint_score_event_risk	0.25	500	1	0.002	0	0.0	4.336808689942018e-19	0.007624340461552241	0.0	0.0	-1.5494120186946312	-0.5546922651752743	87.0	3.0	0.10638297872340426	0.10638297872340426
54902	whole_followup	120	0.15	early_only	2.2	1.0	administrative_only	0.0	500	490	0.98	136	0.272	0.2348440922052204	0.31263260704524753	0.27	0.002	1.241816139907149	0.35534950146680006	108.0	16.0	0.0	0.0
54902	early_window_diagnostic	120	0.15	early_only	2.2	1.0	administrative_only	0.0	500	273	0.546	114	0.228	0.19338176911500068	0.26676587209608377	0.228	0.0	1.829096473273796	0.57361939170488	108.0	10.0	0.0	0.0
54902	late_landmark_diagnostic	120	0.15	early_only	2.2	1.0	administrative_only	0.0	500	47	0.094	3	0.006	0.0020425962719602363	0.01749025210405338	0.0	0.006	-0.06252245635195648	-0.0194662203171578	98.0	6.0	0.0	0.0
54902	whole_followup	120	0.15	early_only	2.2	1.0	independent	0.25	500	466	0.932	125	0.25	0.21404849674782103	0.2897636734829552	0.25	0.0	1.3300079756307825	0.3906710564498217	108.0	14.0	0.25	0.22641509433962265
54902	early_window_diagnostic	120	0.15	early_only	2.2	1.0	independent	0.25	500	232	0.464	99	0.198	0.1654311225691935	0.2351739790695841	0.198	0.0	1.7057002101815146	0.5400391569207419	108.0	9.0	0.25	0.22641509433962265
54902	late_landmark_diagnostic	120	0.15	early_only	2.2	1.0	independent	0.25	500	21	0.042	3	0.006	0.0020425962719602363	0.01749025210405338	0.002	0.004	-0.20616760919035174	-0.07374834088167698	86.5	5.0	0.14634146341463414	0.14130434782608695
54902	whole_followup	120	0.15	early_only	2.2	1.0	score_dependent	0.25	500	449	0.898	117	0.234	0.1990046985940334	0.2730514505315124	0.232	0.002	1.2672465880527142	0.3858758715297912	108.0	14.0	0.2511261261261261	0.21495327102803738
54902	early_window_diagnostic	120	0.15	early_only	2.2	1.0	score_dependent	0.25	500	200	0.4	83	0.166	0.13595774323101012	0.2011353161973068	0.166	0.0	1.6900747426984188	0.5821448006474748	108.0	9.0	0.2511261261261261	0.21495327102803738
54902	late_landmark_diagnostic	120	0.15	early_only	2.2	1.0	score_dependent	0.25	500	14	0.028	0	0.0	4.336808689942018e-19	0.007624340461552241	0.0	0.0	0.07696258690700615	0.026706709635260967	87.0	5.0	0.13876918933476973	0.13333333333333333
