seed	analysis_window	n_requested	event_probability_before_censoring	effect_pattern	early_hazard_ratio_per_latent_sd	late_hazard_ratio_per_latent_sd	censoring_mechanism	dropout_target	n_simulated_cohorts	n_valid_fits	valid_fit_rate	significant_count	significant_probability	significant_probability_ci_low	significant_probability_ci_high	positive_call_probability	negative_call_probability	median_score_z	median_one_step_log_hr	median_usable_n	median_observed_events	median_assigned_dropout	median_observed_pre_event_dropout
54901	whole_followup	120	0.3	early_only	2.2	1.0	independent	0.25	500	500	1.0	229	0.458	0.4148146097748511	0.5018258348239194	0.458	0.0	1.8261163520062191	0.38790967913025787	108.0	29.0	0.25	0.20379359942466738
54901	early_window_diagnostic	120	0.3	early_only	2.2	1.0	independent	0.25	500	498	0.996	308	0.616	0.5726388276307122	0.6575923253822078	0.616	0.0	2.2661067925524296	0.5815113734327786	108.0	19.0	0.25	0.20379359942466738
54901	late_landmark_diagnostic	120	0.3	early_only	2.2	1.0	independent	0.25	500	264	0.528	11	0.022	0.012328008269927582	0.03896086121131637	0.01	0.012	-0.0995782368859347	-0.03222119894841753	78.0	10.0	0.14666666666666667	0.13580246913580246
54901	whole_followup	120	0.3	early_only	2.2	1.0	score_dependent	0.25	500	500	1.0	225	0.45	0.4069396517813318	0.4938227822648235	0.45	0.0	1.7752299073173556	0.38198287807036063	108.0	29.0	0.25	0.1792452830188679
54901	early_window_diagnostic	120	0.3	early_only	2.2	1.0	score_dependent	0.25	500	498	0.996	299	0.598	0.5544343695956807	0.640071259673855	0.598	0.0	2.18767691616264	0.5777115396142138	108.0	19.0	0.25	0.1792452830188679
54901	late_landmark_diagnostic	120	0.3	early_only	2.2	1.0	score_dependent	0.25	500	291	0.582	13	0.026	0.015256383923327248	0.04397149083422428	0.008	0.018	-0.11267862456977457	-0.04182088220071251	79.0	10.0	0.12195121951219512	0.11392405063291139
54901	whole_followup	120	0.3	early_only	2.2	1.0	event_risk_dependent	0.25	500	437	0.874	73	0.146	0.11774876682646929	0.1796492662203097	0.146	0.0	0.9420454462397867	0.2840102682788942	108.0	14.0	0.24770642201834864	0.24770642201834864
54901	early_window_diagnostic	120	0.3	early_only	2.2	1.0	event_risk_dependent	0.25	500	57	0.114	31	0.062	0.044019209142681565	0.08665971310163822	0.062	0.0	2.1518430768198753	0.7440871591902716	108.0	6.0	0.24770642201834864	0.24770642201834864
54901	late_landmark_diagnostic	120	0.3	early_only	2.2	1.0	event_risk_dependent	0.25	500	116	0.232	6	0.012	0.005510995174027703	0.025930361116447292	0.008	0.004	0.05470500885814923	0.01704463069029546	80.0	7.0	0.0625	0.0625
54901	whole_followup	120	0.3	early_only	2.2	1.0	joint_score_event_risk	0.25	500	475	0.95	48	0.096	0.07317350466541904	0.12498696242751521	0.002	0.094	-0.7326100473269729	-0.21005584756356116	108.5	15.0	0.24761904761904763	0.24761904761904763
