dataset	therapy_class	therapy	disease	tissue_or_compartment	design	analysis_scope	module	n_responder	n_nonresponder	mean_responder	mean_nonresponder	delta_responder_minus_nonresponder	hedges_g	welch_t	p	auc_responder_high	confounders	generic_adjusted_delta	generic_adjusted_p	generic_adjusted_hedges_g	generic_adjustment_covariates	module_generic_max_abs_r	fdr	min_group_n	effect_claim_allowed	kill_reason	global_baseline_fdr	global_generic_adjusted_fdr	direction	independent_nominal_same_module_direction_count	independent_nominal_same_module_direction_datasets	strict_claim_allowed	strict_kill_reason
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=CD4_T_cell;drug_scope=all_anti_tnf	lipid_loader_repair	37	41	0.0649278366730021	-0.0585934135829502	0.1235212502559524	0.2871981301830765	1.2912576047176645	0.2005514948745524	0.5952537903757416	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.0253648353964552	0.6961516445753014	0.0869156250442322	inflammatory_nfkb,ifn_apc	0.6421367614600985	0.4708343571419296	37	False	not_corrected_significant	0.9473413372095744	0.9998367398099568	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=CD4_T_cell;drug_scope=all_anti_tnf	complement_phagocytosis	37	41	0.0455162031679935	-0.041075597980872	0.0865918011488656	0.0997195491654715	0.4521748447733097	0.6525085279365734	0.5537244561634805	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.1313755359815395	0.2202366763806535	-0.277368400458561	inflammatory_nfkb,ifn_apc	0.7983992701791771	0.6525085279365734	37	False	not_corrected_significant	0.9567680810732627	0.9717298280037758	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=CD4_T_cell;drug_scope=all_anti_tnf	hif_nampt_metabolic	37	41	0.1075343752280286	-0.0970432166691949	0.2045775918972236	0.3982215879545154	1.7673578563748096	0.0813029373639986	0.5959129861568886	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.1068335635465959	0.1513944757096401	0.3242309921645275	inflammatory_nfkb,ifn_apc	0.7706503218842456	0.4708343571419296	37	False	not_corrected_significant	0.9473413372095744	0.9717298280037758	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=CD4_T_cell;drug_scope=all_anti_tnf	inflammatory_nfkb	37	41	0.0791935636516384	-0.0714673623197709	0.1506609259714094	0.239929034230265	1.0748004265997513	0.2858646842945269	0.5787738958470665	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.0812779450546812	0.5322079973041629	0.1408628618358846	ifn_apc	0.4047873959258466	0.4708343571419296	37	False	not_corrected_significant	0.9473413372095744	0.9956027053275534	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=PBMC;drug_scope=all_anti_tnf	ifn_apc	38	41	-0.0536242641480912	0.0497005375031089	-0.1033248016512001	-0.1348058125063521	-0.6087743939898316	0.5444853541753967	0.4717586649550706	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.1081702366422402	0.5226934109124712	-0.1423100617012426	inflammatory_nfkb	0.1265623062189354	0.70005259822551	38	False	not_corrected_significant	0.9492982233755103	0.9956027053275534	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=PBMC;drug_scope=all_anti_tnf	hla_ii_apc	38	41	-0.0761077858308457	0.0705389234529812	-0.146646709283827	-0.174049256087614	-0.7834839674699374	0.4357472903832086	0.4563543003851091	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.0505010761764165	0.6420215452407344	-0.103603680634593	inflammatory_nfkb,ifn_apc	0.8143898516141395	0.70005259822551	38	False	not_corrected_significant	0.9473413372095744	0.9998367398099568	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=PBMC;drug_scope=all_anti_tnf	lysosomal_apc	38	41	-0.1127666819968264	0.1045154613629196	-0.2172821433597461	-0.296720307600011	-1.3363147818868668	0.1853862488779109	0.4210526315789473	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.173647232613499	0.212914698894048	-0.2773321115256441	inflammatory_nfkb,ifn_apc	0.5037662139988694	0.70005259822551	38	False	not_corrected_significant	0.9473413372095744	0.9717298280037758	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=PBMC;drug_scope=all_anti_tnf	mif_cd74_receptor_state	38	41	-0.077612020716074	0.0719330923709932	-0.1495451130870673	-0.2249217037315332	-1.0061471793189158	0.3175603312546419	0.4544287548138639	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.0827672467319286	0.3538558477422181	-0.208046828613801	inflammatory_nfkb,ifn_apc	0.7947054926492408	0.70005259822551	38	False	not_corrected_significant	0.9473413372095744	0.9956027053275534	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=PBMC;drug_scope=all_anti_tnf	mixscale_validated_ifng_readout	38	41	-0.0465346557950824	0.0431296809808078	-0.0896643367758903	-0.1636722236206398	-0.7384961063557405	0.4624730433318292	0.4711168164313222	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.036863771875983	0.5802489127528594	-0.1248281941391341	inflammatory_nfkb,ifn_apc	0.817266152384638	0.70005259822551	38	False	not_corrected_significant	0.9473413372095744	0.9956027053275534	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=PBMC;drug_scope=all_anti_tnf	lipid_loader_repair	38	41	-0.0331851074104112	0.0307569288194046	-0.0639420362298159	-0.1480340431806817	-0.6689285499568611	0.5055708583483819	0.4736842105263157	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.0504706846415679	0.58165194076026	-0.1222086429788347	inflammatory_nfkb,ifn_apc	0.2796033860761908	0.70005259822551	38	False	not_corrected_significant	0.9492982233755103	0.9956027053275534	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=PBMC;drug_scope=all_anti_tnf	complement_phagocytosis	38	41	-0.1250303088740313	0.1158817496881261	-0.2409120585621575	-0.3412609814678147	-1.5504683797875878	0.1254167742604179	0.4050064184852375	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.186517556356756	0.1405247432888377	-0.3295997357858606	inflammatory_nfkb,ifn_apc	0.5956619666734311	0.70005259822551	38	False	not_corrected_significant	0.9473413372095744	0.9717298280037758	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=PBMC;drug_scope=all_anti_tnf	hif_nampt_metabolic	38	41	0.0074863003282802	-0.0069385222554788	0.014424822583759	0.0253094420288761	0.1125847398995569	0.9106768559262612	0.5109114249037228	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.009982575448048	0.8897116403622398	-0.030747400967906	inflammatory_nfkb,ifn_apc	0.8217675930724015	0.9106768559262612	38	False	not_corrected_significant	0.9845637352824658	0.9998367398099568	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=PBMC;drug_scope=all_anti_tnf	inflammatory_nfkb	38	41	0.018258235063875	-0.0169222666445676	0.0351805017084427	0.0498476874182796	0.223201820493004	0.8239776870692708	0.5372272143774068	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.0471971291736341	0.7636986032000417	0.0674344592772108	ifn_apc	0.1265623062189353	0.9106768559262612	38	False	not_corrected_significant	0.9845637352824658	0.9998367398099568	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=adalimumab	ifn_apc	11	18	0.2326625202363297	-0.2041028377831217	0.4367653580194514	0.5534763748548938	1.67915224468855	0.1046625013246685	0.6868686868686869	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.4432699096974809	0.1058436423298282	0.5754170591206907	inflammatory_nfkb	0.2029896759335741	0.3031405869104854	11	False	not_corrected_significant	0.9473413372095744	0.9717298280037758	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=adalimumab	hla_ii_apc	11	18	0.2845907041123982	-0.2569016302764872	0.5414923343888854	0.6112656539265588	1.752505449935452	0.091751337654505	0.6414141414141414	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.1246170556859519	0.504095631570326	0.2505508034207143	inflammatory_nfkb,ifn_apc	0.8417723709015924	0.3031405869104854	11	False	not_corrected_significant	0.9473413372095744	0.9956027053275534	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=adalimumab	lysosomal_apc	11	18	-0.1633984148524682	0.0604354826161743	-0.2238338974686425	-0.3772271625287712	-1.0576960915562954	0.3006842557879827	0.3737373737373737	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.1523638391245631	0.4136043754148254	-0.2928437925139916	inflammatory_nfkb,ifn_apc	0.4574223609522779	0.3865940431559777	11	False	not_corrected_significant	0.9473413372095744	0.9956027053275534	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=adalimumab	mif_cd74_receptor_state	11	18	0.1413130271625533	-0.1739255172020906	0.3152385443646439	0.4903951798109327	1.417118318924329	0.1684114371724919	0.6262626262626263	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.0594815299777662	0.6791216337798958	0.144036982234223	inflammatory_nfkb,ifn_apc	0.7667821348807342	0.3031405869104854	11	False	not_corrected_significant	0.9473413372095744	0.9998367398099568	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=adalimumab	mixscale_validated_ifng_readout	11	18	0.1766082831433056	-0.1672034963866736	0.3438117795299792	0.4985387156547802	1.540627204642094	0.135180787006671	0.702020202020202	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	1.4176668551107716e-05	0.9998367398099568	7.247338758255287e-05	inflammatory_nfkb,ifn_apc	0.9496905000536662	0.3031405869104854	11	False	not_corrected_significant	0.9473413372095744	0.9998367398099568	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=adalimumab	lipid_loader_repair	11	18	-0.1808517738098568	0.0231099574341985	-0.2039617312440554	-0.6477327009694052	-1.552821207382434	0.1417784631778777	0.3333333333333333	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.0913260234338483	0.3149147182659745	-0.3952936868060374	inflammatory_nfkb,ifn_apc	0.4965128195302253	0.3031405869104854	11	False	not_corrected_significant	0.9473413372095744	0.9717298280037758	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=adalimumab	complement_phagocytosis	11	18	-0.2250037014625577	-0.004168145311133	-0.2208355561514247	-0.3775123788901976	-1.122189948549014	0.2717326821244376	0.3838383838383838	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.3154227180286848	0.0353653769899402	-0.718678461052596	inflammatory_nfkb,ifn_apc	0.5264687774324932	0.3865940431559777	11	False	not_corrected_significant	0.9473413372095744	0.9717298280037758	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=adalimumab	hif_nampt_metabolic	11	18	0.0762097185398402	-0.0213879513807213	0.0975976699205615	0.1377108872289925	0.3367887303985963	0.7407614045032658	0.5050505050505051	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.1848338603603091	0.3212252921550995	0.4119752733520951	inflammatory_nfkb,ifn_apc	0.74449890151131	0.8333565800661741	11	False	not_corrected_significant	0.9567680810732627	0.9717298280037758	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=adalimumab	inflammatory_nfkb	11	18	-0.0014134114861405	0.0316534990002078	-0.0330669104863483	-0.0390453856314482	-0.1032928987856322	0.9187489568759516	0.4949494949494949	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.1245566385605589	0.7034401766474189	-0.1506281857214998	ifn_apc	0.2029896759335741	0.9187489568759516	11	False	not_corrected_significant	0.9845637352824658	0.9998367398099568	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=etanercept	ifn_apc	9	23	0.0595822482570271	0.2193071683299337	-0.1597249200729065	-0.1944248286514776	-0.5861647831313647	0.5641794141451407	0.4444444444444444	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.1604515811874077	0.5665884780203199	-0.1966500871572991	inflammatory_nfkb	0.1157414772549295	0.985952159766355	9	False	not_corrected_significant	0.9492982233755103	0.9956027053275534	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;min_group_n<10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=etanercept	hla_ii_apc	9	23	0.2043115873120943	0.2627283111274505	-0.0584167238153562	-0.0653699599838154	-0.2073026444261869	0.8375798517150305	0.4685990338164251	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.0976049690862178	0.4000926188458404	0.2693929377518493	inflammatory_nfkb,ifn_apc	0.9107582099510894	0.985952159766355	9	False	not_corrected_significant	0.9845637352824658	0.9956027053275534	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;min_group_n<10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=etanercept	lysosomal_apc	9	23	-0.0231141036111007	0.1869137363329819	-0.2100278399440826	-0.4158898885795002	-0.9605252988662828	0.3560467064082602	0.3816425120772947	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.2102826642081713	0.2988540614307152	-0.459254211181028	inflammatory_nfkb,ifn_apc	0.4134542643933618	0.985952159766355	9	False	not_corrected_significant	0.9473413372095744	0.9717298280037758	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;min_group_n<10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=etanercept	mif_cd74_receptor_state	9	23	0.1725116555668441	0.1948030546725151	-0.022291399105671	-0.0350115571339464	-0.1001106783872617	0.9213658384719268	0.5072463768115942	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.0805224840464253	0.5049803267139866	0.2408417484530207	inflammatory_nfkb,ifn_apc	0.8456523950399236	0.985952159766355	9	False	not_corrected_significant	0.9845637352824658	0.9956027053275534	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;min_group_n<10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=etanercept	mixscale_validated_ifng_readout	9	23	0.1476734202570415	0.2150938769971276	-0.0674204567400861	-0.0878468573186246	-0.3034929584685901	0.763750662925423	0.5072463768115942	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.0710519853729788	0.5431504219477368	0.2878960439616755	inflammatory_nfkb,ifn_apc	0.9429380232253112	0.985952159766355	9	False	not_corrected_significant	0.9581526618459543	0.9956027053275534	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;min_group_n<10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=etanercept	lipid_loader_repair	9	23	0.0390753623393763	0.046730241161311	-0.0076548788219346	-0.0180154821982051	-0.0638454433620957	0.9495287146931216	0.5314009661835749	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.0264990734305037	0.8043384214158169	-0.0658739577070189	inflammatory_nfkb,ifn_apc	0.2359216443510544	0.985952159766355	9	False	not_corrected_significant	0.9845637352824658	0.9998367398099568	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;min_group_n<10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=etanercept	complement_phagocytosis	9	23	-0.1382382731587801	0.2435943466266303	-0.3818326197854105	-0.6438215413760432	-2.298017062211388	0.028856238967479	0.2222222222222222	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.3258024996228815	0.0642310386873631	-0.6351507083638943	inflammatory_nfkb,ifn_apc	0.4867421375226021	0.2597061507073113	9	False	not_corrected_significant	0.853320209466879	0.9717298280037758	lower_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;min_group_n<10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=etanercept	hif_nampt_metabolic	9	23	0.0711344421093137	-0.0913405468881363	0.16247498899745	0.2331824795176771	0.5311767159018244	0.6053495917177166	0.536231884057971	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.1244091140758521	0.3140664429439174	0.3522301021690422	inflammatory_nfkb,ifn_apc	0.8239240582081969	0.985952159766355	9	False	not_corrected_significant	0.9492982233755103	0.9717298280037758	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;min_group_n<10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=etanercept	inflammatory_nfkb	9	23	-0.0295872925159233	-0.0360016848758045	0.0064143923598811	0.0076097445187843	0.0179705097514095	0.985952159766355	0.4685990338164251	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.0253018856375478	0.9448497490511402	0.030223042288625	ifn_apc	0.1157414772549295	0.985952159766355	9	False	not_corrected_significant	0.9907383352992014	0.9998367398099568	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;min_group_n<10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=adalimumab	ifn_apc	11	18	0.3088385807427652	-0.374047366972802	0.6828859477155673	0.9881066066896802	2.5867614255895837	0.0178411277818531	0.7929292929292929	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.5486796024849451	0.0372951174520704	0.8953233510047043	inflammatory_nfkb	0.4928062568028629	0.0802850750183391	11	True	not_killed_by_current_filters	0.7737944846856722	0.9717298280037758	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=adalimumab	hla_ii_apc	11	18	0.1416084884893474	-0.4204447570647887	0.5620532455541362	0.5842839605384345	1.6129304598758616	0.1203531523050793	0.7121212121212122	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.1691510631198108	0.3154935751627326	-0.3614200595224283	inflammatory_nfkb,ifn_apc	0.8513451812972432	0.2707945926864285	11	False	not_corrected_significant	0.9473413372095744	0.9717298280037758	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD4_T_cell;drug=adalimumab	lysosomal_apc	11	18	0.0703107812509282	-0.1991378571037921	0.2694486383547204	0.5005271097237739	1.371490725757229	0.1837003279669576	0.6515151515151515	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.1092852773139894	0.2502514069486345	-0.3988224337605906	inflammatory_nfkb,ifn_apc	0.8074042100761533	0.2755504919504364	11	False	not_corrected_significant	0.9473413372095744	0.9717298280037758	higher_in_responders_or_post	0		False	global_baseline_fdr>0.10;global_generic_adjusted_fdr>0.10;generic_module_collinearity>0.70;no_independent_same_module_direction_replication;
