analysis	disease_name	compartment	role	gene	n_case_donors	n_control_donors	mean_case	mean_control	delta_case_minus_control	hedges_g	welch_t	p	fdr	tissue_up_trend	tissue_down_trend
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	ICAM1	11	14	0.01632214926324254	0.03664219097008486	-0.020320041706842318	-0.20601639768905547	-0.54235068375685	0.5928044609878425	0.8276252220401666	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	ICAM1	10	14	0.05438136338815549	0.09268826791021005	-0.03830690452205456	-0.2011347171530207	-0.4938829145140501	0.6273001863885779	0.8516817308891486	False	False
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	ICAM1	3	3	-0.20152202026543065	-0.07731751039631142	-0.12420450986911923	-0.2676848295129047	-0.4098070276190774	0.703356431511591	0.8953513142670496	False	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	ICAM1	5	17	0.0949978622978219	0.029730558462161244	0.06526730383566065	0.15891993646356933	0.3135724986450487	0.7640507867282859	0.9334634488445533	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	ICAM1	9	13	0.046395700046562544	0.07382912870673475	-0.027433428660172204	-0.10652933431811434	-0.25888308512959385	0.7986366206650831	0.9541050334190705	False	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	ICAM1	6	6	-0.17600555587109726	-0.1328650134011264	-0.04314054246997087	-0.08079422097305311	-0.15160133699021455	0.8825459839871513	0.9885830731917585	False	False
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	ICAM1	3	3	-0.017982168258919934	-0.0007751953859064242	-0.01720697287301351	-0.08104282382913276	-0.12407097855977803	0.9114287057168969	1.0	False	False
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	IFI30	3	3	0.061248950327325226	-0.004668492627226795	0.06591744295455201	2.2912006182722453	3.5076702581977126	0.035203453378401105	0.3935002810758843	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	IFI30	6	6	0.8349724862363018	0.07011340733303033	0.7648590789032715	1.4021029246437446	2.630889628167539	0.03648975931427965	0.3935002810758843	True	False
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	IFI30	6	6	0.3254092181828267	0.07011340733303033	0.25529581084979636	0.843991694790414	1.5836562045884257	0.1451503592112551	0.5971549110623013	False	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IFI30	6	6	-0.08890962279851185	-0.005668687853247573	-0.08324093494526427	-0.8087779418364726	-1.5175815279102363	0.1601779311255769	0.6092114372758124	False	False
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	IFI30	3	3	0.14055226988192296	-0.003201791465615701	0.14375406134753865	1.0326125708558176	1.580858687862683	0.21468705946158176	0.6579126629321873	False	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	IFI30	5	19	0.13925989468120142	-0.0017788997529984915	0.14103879443419992	1.0795353075517642	1.4111069342881495	0.22485922255953644	0.6589539973724172	False	False
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	IFI30	3	3	0.06770269359150027	0.007755955241699431	0.05994673834980084	0.8571698167675067	1.3122679212470898	0.293850183263836	0.689409192200442	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	IFI30	3	19	-0.010596885324808215	-0.055147902220081695	0.04455101689527348	0.5382184742405459	1.0582887792175342	0.36605389714177006	0.7002360501784015	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IFI30	6	6	-0.06420288806798746	-0.018688247982769867	-0.04551464008521759	-0.4950319047840366	-0.9288721113246792	0.37700995235264534	0.7018964370424519	False	False
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	IFI30	5	18	0.19497198421588227	0.0072387352475803335	0.18773324896830193	0.7702312000886463	0.9713376669183101	0.3825081452601188	0.7051197033999544	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IFI30	6	6	0.05110726937296379	-0.005668687853247573	0.056775957226211364	0.4413612878759061	0.8281651896863613	0.4298549201270262	0.7255914689103556	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	IFI30	9	13	0.10677222736820706	0.1834785965070021	-0.07670636913879504	-0.22512797186707006	-0.5220574484575251	0.6091147946997085	0.8390924941882856	False	False
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	IFI30	18	18	0.021230888116301538	-0.009100394318820652	0.03033128243512219	0.16193007663700618	0.4968309169544508	0.6230649884363663	0.8503463211757546	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IFI30	11	14	0.058076364828687256	0.06913744952382497	-0.011061084695137717	-0.1073491822690996	-0.27426098727103476	0.7865349421735165	0.9476208851349492	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	IFI30	10	14	0.03443627178729344	0.025671129429000548	0.008765142358292895	0.09491118611216498	0.21962323178593932	0.8293583259341721	0.9684686764168181	False	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	IFI30	5	17	0.018420410410366583	0.009008284813642695	0.009412125596723888	0.0785071419026953	0.1985997211742944	0.8466476611061935	0.9763173925226916	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IFI30	6	6	-0.010575235495087959	-0.018688247982769867	0.008113012487681908	0.10548449860925249	0.19792988691900001	0.8470686562777052	0.976422342783689	False	False
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IFI30	4	17	0.014117947480384876	-0.0008256776640131322	0.01494362514439801	0.10408397146933272	0.15501647377267283	0.8848487844243245	0.9885830731917585	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	IFNG	10	14	0.046285032502976185	-0.002499043627587296	0.04878407613056348	0.6609188103098249	1.4463706896494741	0.17651253712719198	0.6258176991385183	False	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	IFNG	5	19	0.0002681204977939895	0.0	0.0002681204977939895	1.377979019138518	1.3607747093536957	0.24520952708565621	0.6636970150841421	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	IFNG	9	13	0.09605265244659461	-0.0035271220436236335	0.09957977449021825	0.5648136617475257	1.1993208595245446	0.2566431802434028	0.6726369976441354	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IFNG	6	6	-0.03410068264223121	0.0587408311735094	-0.09284151381574061	-0.6619558709218656	-1.2420863008722747	0.2692855923579035	0.6783244622194109	False	False
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	IFNG	18	18	0.02044088453759817	0.0007265253272859676	0.019714359210312202	0.3535598465949599	1.084785892961809	0.28751172840329314	0.6835962221263553	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IFNG	11	14	0.030966816821655422	0.008435215900933466	0.022531600920721956	0.3918741867764745	1.0158082179789525	0.32060030614422924	0.7000024535402347	False	False
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	IFNG	6	6	0.0019433612129606712	0.0	0.0019433612129606712	0.5329387100211929	0.9999999999999998	0.36321746764912255	0.7000024535402347	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IFNG	6	6	0.0009301256003383406	0.0	0.0009301256003383406	0.532938710021193	1.0	0.3632174676491227	0.7000024535402347	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IFNG	6	6	-0.013431329707065393	0.0587408311735094	-0.07217216088057479	-0.4959709216963245	-0.9306340717426991	0.38938125460920286	0.7087469724514041	False	False
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	IFNG	3	3	0.06099238395949639	0.0049689280256262685	0.05602345593387012	0.6711344807729481	1.0274606416759067	0.39426220241344734	0.7094281912314764	False	False
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	IFNG	3	3	0.0026113565895831245	0.0	0.0026113565895831245	0.6531972647421808	0.9999999999999999	0.4226497308103743	0.7247445707356345	False	False
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	IFNG	5	18	-0.0031245423428486346	-0.005355309341870259	0.002230766999021624	0.1627596831662507	0.3559824285046697	0.7322869710882574	0.9150485716639087	False	False
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	IFNG	3	3	-0.009859682833804569	-0.004504472018239945	-0.005355210815564624	-0.16955451983084163	-0.25957628573010844	0.8111036487355664	0.9627178887318657	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	IFNG	6	6	0.0	0.0	0.0				1.0	False	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IFNG	6	6	0.0	0.0	0.0				1.0	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	IFNG	3	19	0.0	0.0	0.0				1.0	False	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	IFNG	5	17	0.0	0.0	0.0				1.0	False	False
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IFNG	4	17	0.0	0.0	0.0				1.0	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	IFNGR1	6	6	0.32696342635792136	-0.01147610540206847	0.3384395317599898	3.8644945210435355	7.251292594020537	0.0004335093348182633	0.1318032319271063	True	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IFNGR1	6	6	0.24075382402225406	-0.00715743516419282	0.24791125918644688	1.2199165944779007	2.289037316184799	0.05684428405231324	0.4654148509801275	False	False
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	IFNGR1	3	3	0.18648341445971064	-0.004081603147116045	0.1905650176068267	1.5188392810974567	2.3252382749902476	0.08247047818687339	0.5021196398250172	False	False
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	IFNGR1	3	3	0.24194406002014493	-0.040295708918920266	0.2822397689390652	1.628750615951271	2.4935049545777637	0.09522138114467743	0.5356655262492406	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	IFNGR1	9	13	0.03213123778393875	0.18205095674621383	-0.14991971896227507	-0.649181817111024	-1.7030691646842584	0.1042731556611808	0.5614416696947273	False	False
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	IFNGR1	6	6	0.1762052727140069	-0.01147610540206847	0.18768137811607538	0.9524498840234341	1.7871658900243121	0.11617812135437015	0.565412929420364	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	IFNGR1	3	19	-0.04136714122531582	0.1519352290787878	-0.1933023703041036	-0.5818092307878943	-1.5425634895189428	0.18542703761682766	0.6270217208427153	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	IFNGR1	10	14	0.04318929373354754	0.15423460185730936	-0.11104530812376182	-0.4860843389372315	-1.2658862228591135	0.21897295030036867	0.6589539973724172	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IFNGR1	6	6	0.12221694647277526	-0.00715743516419282	0.12937438163696807	0.6820776415541783	1.2798425573684722	0.24070935416416858	0.6636970150841421	False	False
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IFNGR1	4	17	-0.14700558388456283	-0.00997718343646975	-0.13702840044809309	-0.4473201207265366	-1.124489812149986	0.296510772294579	0.689760515109795	False	False
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	IFNGR1	3	3	0.2896545291975304	0.010842301534077172	0.2788122276634532	0.717591157386778	1.0985826122067637	0.3829426709576637	0.7051197033999544	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IFNGR1	6	6	-0.08338626083013952	-0.021400671132487434	-0.06198558969765208	-0.48482708110583866	-0.9097238988073485	0.3977715039498001	0.7094281912314764	False	False
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	IFNGR1	18	18	0.007746027310956059	-0.02323357208368986	0.03097959939464592	0.27550313501022583	0.8452937096904656	0.40521099110891007	0.7145177815819466	False	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IFNGR1	6	6	-0.07128413020967088	-0.021400671132487434	-0.049883459077183445	-0.31097888185206074	-0.5835171587361224	0.5820868639017661	0.8243844576327644	False	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	IFNGR1	5	17	-0.06777653295188704	-0.031580763785259716	-0.036195769166627326	-0.17930569646531913	-0.4856328807072424	0.6362745231156293	0.8549500782932492	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IFNGR1	11	14	0.15217284521837757	0.18266247967321922	-0.030489634454841652	-0.12255854639375927	-0.3139965535131833	0.7565537296179415	0.9288972970703273	False	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	IFNGR1	5	19	-0.024878423287158745	-0.012762303457249685	-0.01211611982990906	-0.06494445087314245	-0.16129229979789608	0.8756441859030576	0.9874356501856507	False	False
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	IFNGR1	5	18	-0.01660116968650215	-0.04286853559258023	0.026267365906078078	0.09492634475696185	0.15507927856961035	0.8827610442906714	0.9885830731917585	False	False
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	IFNGR2	5	18	0.1480941080707657	-0.06934823571255389	0.21744234378331959	1.5759356792080872	3.8822194846684432	0.003940348977364728	0.2082052254289684	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	IFNGR2	6	6	0.21178438996879204	0.01608337630526878	0.19570101366352327	1.7738612406826197	3.328452610642751	0.011173699561897867	0.275418721343004	False	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	IFNGR2	5	19	0.2917548366037436	0.10371730451200221	0.18803753209174134	0.7582272114658616	1.639338189235614	0.1470369635868933	0.5971549110623013	False	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	IFNGR2	5	17	0.19536138032211048	0.05073658595177672	0.14462479437033376	0.7721477824313193	1.5582292744571986	0.16680784674030116	0.6139109682892427	False	False
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IFNGR2	4	17	0.07679699989579326	-0.0644748120191535	0.14127181191494675	0.6206112108377814	1.2387753178651906	0.2716388874193724	0.6783244622194109	False	False
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	IFNGR2	6	6	0.07509235580284562	0.01608337630526878	0.059008979497576844	0.5247234866079161	0.9845850502903979	0.3554973482135441	0.7000024535402347	False	False
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	IFNGR2	18	18	0.019955175856965865	-0.026032718397297587	0.04598789425426345	0.18150896772439312	0.5569025146089336	0.5819121637555796	0.8243844576327644	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IFNGR2	6	6	0.017181350594058693	0.04872033050457711	-0.03153897991051842	-0.21406165946334002	-0.40166280932159637	0.6971638172193394	0.8922611311211182	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IFNGR2	6	6	-0.0046224470235206455	0.031314027063525256	-0.0359364740870459	-0.17590440944578667	-0.33006498897179304	0.7489884308425827	0.9245960646070932	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IFNGR2	11	14	0.15096147612152347	0.1781893649353932	-0.027227888813869727	-0.11952036488889142	-0.3096758265296088	0.759682190722727	0.9319650092655677	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	IFNGR2	10	14	0.10317049545801098	0.08542915704273023	0.01774133841528075	0.10703464159070179	0.26988170669054473	0.7900049666750091	0.9502539416225008	False	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IFNGR2	6	6	0.009744236135289604	0.031314027063525256	-0.021569790928235653	-0.12773851567813624	-0.23968706584112937	0.8154268272900309	0.9659119223183352	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IFNGR2	6	6	0.06615422207933598	0.04872033050457711	0.017433891574758872	0.08468710640745011	0.15890590196400337	0.8772458121198965	0.9885830731917585	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	IFNGR2	3	19	-0.06983856935288961	-0.03889259000138715	-0.030945979351502458	-0.11585133621331736	-0.12133130694695256	0.9136942871885136	1.0	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	IFNGR2	9	13	0.10768064813335781	0.11542971913457935	-0.007749071001221533	-0.04010742366807364	-0.09816300226693564	0.9228560164771598	1.0	False	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	IL10	5	19	0.1138425836515637	-0.0016295463989967553	0.11547213005056046	1.6179308306075972	2.077180503435098	0.1005396179314119	0.5546844522682288	False	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	IL10	5	17	0.005778848055676225	0.0	0.005778848055676225	2.0099722071553288	2.089313215332513	0.10491212208742477	0.5614416696947273	False	False
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	IL10	3	3	-0.02054834565625491	0.007718187724119249	-0.02826653338037416	-0.9288888957552571	-1.4220648889610594	0.23305900828803577	0.662195831160084	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IL10	6	6	0.02851824315646372	-0.00403306676927963	0.03255130992574335	0.6419674403203217	1.2045802420597165	0.2737454021470215	0.6783244622194109	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	IL10	10	14	0.023880534861613227	0.0010833503911702094	0.022797184470443016	0.4024856340245278	0.9760242648465275	0.34254795402769306	0.7000024535402347	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IL10	6	6	0.44520366168139147	0.09758407898684929	0.3476195826945422	0.5260746981670312	0.9871204479519066	0.35911704358732693	0.7000024535402347	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IL10	6	6	-0.012205109395954606	-0.00403306676927963	-0.008172042626674977	-0.532938710021193	-1.0	0.3632174676491227	0.7000024535402347	False	False
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IL10	4	17	0.056617865247514845	-0.006013474470614471	0.06263133971812931	0.5165137632600149	0.9366403807579001	0.3977198110474404	0.7094281912314764	False	False
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	IL10	5	18	0.012012555668078628	-0.004827352348604073	0.0168399080166827	0.42081934167970925	0.8542229912843678	0.4241662722563832	0.7247445707356345	False	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IL10	6	6	0.2728063065330177	0.09758407898684929	0.1752222275461684	0.39967236150046315	0.7499405728748239	0.47340893775441606	0.7551458518434158	False	False
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	IL10	18	18	-0.005697613131668942	-0.014264541562867581	0.008566928431198639	0.22679203399410044	0.695839195209172	0.49192587516148256	0.7655865847816155	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	IL10	6	6	0.0733765371584695	0.013705325971284424	0.05967121118718507	0.3742646849474627	0.7022659039584112	0.5003687130786875	0.7731545806787656	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IL10	11	14	0.0055593376187609836	-0.0017921730820338333	0.007351510700794817	0.28509635900882935	0.670567119822234	0.5143630328256528	0.7780765964658787	False	False
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	IL10	3	3	0.023218088624435362	-0.011194777663668656	0.03441286628810402	0.4178135589296861	0.6396437668712505	0.578085400803745	0.8227594769505465	False	False
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	IL10	6	6	-0.013808111720601453	0.013705325971284424	-0.027513437691885877	-0.17314854092075177	-0.32489390930875756	0.752768519468144	0.9258869796801628	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	IL10	9	13	0.07687624640951109	0.09508865247567332	-0.01821240606616223	-0.08931804003220159	-0.22280816021100697	0.8260135438850663	0.9681726133944568	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	IL10	3	19	0.0004928503308716253	0.00527728670313754	-0.004784436372265915	-0.06683126468655795	-0.1822203287200405	0.8623446444118277	0.9815669873377227	False	False
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	IL10	3	3	0.00144609087898118	0.0025612192638484062	-0.0011151283848672261	-0.07513977204872155	-0.11503381306775597	0.914943022164864	1.0	False	False
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IL12A	4	17	0.26303774077097475	-0.025120182652863005	0.2881579234238377	2.6195762349056126	3.6774912232475137	0.025651819289441814	0.35946187779321737	False	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	IL12A	5	19	0.23928725385804492	0.021286315529305128	0.2180009383287398	1.6056744385494888	2.3592460819595447	0.0684180375485813	0.48545892071271424	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IL12A	11	14	0.06412795172354574	0.012062293645383	0.05206565807816274	0.573977357569127	1.3641442570369982	0.19439464229318365	0.6326406090852063	False	False
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	IL12A	5	18	0.06048845183042438	0.00025234713344283083	0.06023610469698155	1.0941015562732157	1.4354220952090146	0.21816472172832696	0.6589539973724172	False	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IL12A	6	6	0.42183683382479625	0.011545028033444954	0.41029180579135127	0.7023165327644578	1.317818577555624	0.24289339807529292	0.6636970150841421	False	False
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	IL12A	6	6	0.001151112124928312	0.0	0.001151112124928312	0.696085414128777	1.3061265789852199	0.2483657179350985	0.6644793484357653	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IL12A	6	6	0.17634748898343922	0.011545028033444954	0.16480246094999426	0.6332124125699826	1.1881524097673484	0.28012372625439796	0.6807246239825278	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IL12A	6	6	0.06545598920460889	-0.0034608370875359347	0.06891682629214482	0.6017534065835723	1.1291230966495993	0.30798562455266115	0.6971279160335306	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	IL12A	9	13	0.002025642439293529	0.0	0.002025642439293529	0.5070318611240439	1.0	0.3465935070873342	0.7000024535402347	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IL12A	6	6	0.026735716785887906	-0.0034608370875359347	0.03019655387342384	0.5255500197658046	0.9861359474993014	0.36240125709025267	0.7000024535402347	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	IL12A	3	19	0.5966326953930933	-0.015718052486936262	0.6123507478800295	1.7231166520519512	0.9852561777586606	0.42833930177308804	0.7255042896087965	False	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	IL12A	5	17	0.04120475695350732	-0.014194815711351868	0.05539957266485918	0.414295336515599	0.8229224845131109	0.4405627839524293	0.7329658733803273	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	IL12A	10	14	0.02307497369275864	0.004280555673231737	0.018794418019526905	0.21889156779155208	0.5042287881845173	0.6221681789733531	0.849559594638741	False	False
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	IL12A	18	18	-0.003194647154253483	-0.004710381115402403	0.0015157339611489204	0.05569551793407956	0.17088397547956227	0.8653295401575023	0.9818192465016446	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	IL12A	6	6	0.0	0.0	0.0				1.0	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	IL12B	11	14	-0.0073937809437550385	0.008343416125072155	-0.015737197068827195	-0.4828754589574213	-1.404641935439263	0.18356868832451279	0.6270217208427153	False	False
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	IL12B	6	6	0.00046448897130378777	0.0	0.00046448897130378777	0.8166656463036616	1.5323819248768509	0.18599981393361306	0.6270217208427153	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	IL12B	9	13	0.013934235473224985	0.0	0.013934235473224985	0.5785834276449047	1.141118481908094	0.2868260820644437	0.6835962221263553	False	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	IL12B	5	19	-0.01313970828069139	-0.0025149434668194724	-0.010624764813871918	-0.24488282169051845	-1.0000000000000002	0.33056493127818415	0.7000024535402347	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	IL12B	3	19	-0.012505751879618813	-0.010397582290338617	-0.002108169589280196	-0.23264217303105852	-0.9999999999999996	0.3305649312781844	0.7000024535402347	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	IL12B	10	14	-0.012388235770786654	0.0010833503911702636	-0.013471586161956917	-0.3356878943141936	-0.9999999999999999	0.33556127786542245	0.7000024535402347	False	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IL12B	6	6	0.0007704616344975167	0.0	0.0007704616344975167	0.532938710021193	1.0000000000000002	0.36321746764912244	0.7000024535402347	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	IL12B	6	6	0.0010480295398569385	0.0	0.0010480295398569385	0.532938710021193	1.0	0.3632174676491227	0.7000024535402347	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IL12B	6	6	0.0006991064497682626	0.0	0.0006991064497682626	0.532938710021193	1.0	0.3632174676491227	0.7000024535402347	False	False
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	IL12B	3	3	-0.043726946944662504	-0.01323468927525119	-0.030492257669411313	-0.6531972647421809	-1.0	0.4226497308103742	0.7247445707356345	False	False
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	IL12B	3	3	0.04035519263601413	-0.004956848765168379	0.04531204140118251	0.6338079960976333	0.9703163658344458	0.4260603191468361	0.7254265729609267	False	False
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	IL12B	3	3	0.09418349178367223	-0.004523844018413486	0.09870733580208572	0.5946278900955834	0.9103343234762089	0.45752523623953567	0.7431100697037359	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	IL12B	6	6	0.0	0.0	0.0				1.0	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	IL12B	6	6	0.0	0.0	0.0				1.0	False	False
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	IL12B	5	18	0.0	0.0	0.0				1.0	False	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	IL12B	5	17	0.0	0.0	0.0				1.0	False	False
