candidate_node	connected_anchor_count	connected_anchors	connection_roles	connection_weight_sum	connection_weight_max	source_database_count	top_source_databases	best_enrichr_tf_library	best_enrichr_tf_term	best_enrichr_tf_adjusted_p	best_enrichr_tf_overlap	chembl_target_id	chembl_pref_name	chembl_target_type	chembl_organism	chembl_activity_rows	chembl_scanned_activity_rows	chembl_best_nM	chembl_mechanism_rows	chembl_mechanism_molecules	chembl_target_status	chembl_activity_status	chembl_mechanism_status	chembl_target_mode	chembl_activity_mode	chembl_mechanism_mode	clinicaltrials_hits	europepmc_prior_hits	wave62_score	wave62_call	wave62_manual_blocker	wave62_prior_context_blocker	wave62_strong_l2g_disease_count	wave62_strong_qtl_coloc_disease_count	wave62_ms_max_relevant_qtl_h4	efferocytosis_screen_call	efferocytosis_median_lfc	efferocytosis_fdr	wave57_call	wave57_model_priority_score	wave61_call	wave61_manual_blocker	has_chembl_activity	has_chembl_mechanism	has_tf_enrichment_hint	manual_blocker	any_blocker	controller_score	wave69_call	wave69_call_priority
TNFRSF25	1	TNFSF15	manual_seed_controller;outgoing_from_anchor	10.405019518177976	5.202509759088988	30	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.1864384376350415	1.0		0.0			False	False	False	TL1A_DR3_axis_prior_art_and_lymphocyte_pleiotropy	True	8.905019518177976	NO_GO_BLOCKED_PRIOR_OR_BROAD_BIOLOGY	2
NFKB1	2	TNFRSF9;TNFSF15	manual_seed_controller	8.818161349028182	5.202509759088988	1	manual_seed_from_immediate_known_biology					CHEMBL3251	Nuclear factor NF-kappa-B p105 subunit	SINGLE PROTEIN	Homo sapiens	1418.0	100.0	3.2	0.0		200.0	200.0	200.0	cache	cache	cache	5.0	0.0	0.6339803040027618	NO_GO_WAVE62_TARGET_RESOLUTION			0.0	0.0	0.0	UNRESOLVED	-0.1254413543536999	0.9971256078463696		0.0	NO_GO_WAVE61_GUARDRAIL		True	False	False	generic_NFKB_host_defense	True	8.67908572383636	NO_GO_BLOCKED_PRIOR_OR_BROAD_BIOLOGY	2
CTLA4	1	CD80	manual_seed_controller;outgoing_from_anchor	8.820288005360085	4.410144002680043	20	BioGRID;CellChatDB;CellPhoneDB_Cellinker;Cellinker;HINT;HPRD;ICELLNET;InnateDB;IntAct;KEGG-MEDICUS;LRdb;Lit-BM-17									0.0			0.0								0.0	0.0	1.4379926653474384	NO_GO_WAVE62_TARGET_RESOLUTION		prior_branch_blocker_or_directionality_unresolved	2.0	2.0	0.0	UNRESOLVED	0.3502544781458254	0.9965506589785832		0.0			False	False	False	costimulation_axis_approved_prior_art	True	7.320288005360085	NO_GO_BLOCKED_PRIOR_OR_BROAD_BIOLOGY	2
PRKACB	1	RGS14	incoming_to_anchor	6.9880380431873	6.9880380431873	2	KEA;NetworKIN_KEA									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.3521765562463734	0.9971256078463696		0.0			False	False	False	broad_PKA_pleiotropy_no_myeloid_selectivity	True	3.9880380431873004	NO_GO_BLOCKED_PRIOR_OR_BROAD_BIOLOGY	2
STAT4	1	STAT4	self_anchor	8.46999043921053	8.46999043921053	1	wave68_self_anchor					CHEMBL4523296	Signal transducer and activator of transcription 4	SINGLE PROTEIN	Homo sapiens	5.0	5.0	10.0	0.0		200.0	200.0	200.0	cache	cache	cache	5.0	4014.0	4.377520842140743	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW	STAT4_TF_not_selectively_druggable	prior_branch_blocker_or_directionality_unresolved	8.0	7.0	0.955404271318453	UNRESOLVED	-0.0419731364238392	1.0	NO_GO_MODEL_SCREEN	0.0	NO_GO_WAVE61_GUARDRAIL		False	False	False	STAT4_TF_not_selectively_druggable	True	3.9299934266150336	NO_GO_BLOCKED_PRIOR_OR_BROAD_BIOLOGY	2
HRAS	1	RGS14	manual_seed_controller	6.9880380431873	6.9880380431873	1	manual_seed_from_immediate_known_biology									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.1599267042663592	0.9971256078463696		0.0			False	False	False	oncogenic_RAS_not_chronic_autoimmune_target	True	3.7380380431873004	NO_GO_BLOCKED_PRIOR_OR_BROAD_BIOLOGY	2
RAF1	1	RGS14	manual_seed_controller	6.9880380431873	6.9880380431873	1	manual_seed_from_immediate_known_biology									0.0			0.0								0.0	0.0	0.0536715500056743	NO_GO_WAVE62_TARGET_RESOLUTION			0.0	0.0	0.0	UNRESOLVED	-0.3253187012714551	0.9971256078463696		0.0			False	False	False	MAPK_oncology_pleiotropy	True	3.7380380431873004	NO_GO_BLOCKED_PRIOR_OR_BROAD_BIOLOGY	2
IL7R	1	IL7R	self_anchor	7.303112295349752	7.303112295349752	1	wave68_self_anchor									0.0	0.0		0.0		200.0			cache			5.0	2197.0	6.446508829028122	PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW	prior_art_CD127_autoimmune_axis		4.0	4.0	0.9844688660839735	UNRESOLVED	-0.1553618289551992	1.0	REOPEN_MODEL_SUPPORTED_INTERVENTION_FIRST	7.25			False	False	False	prior_art_CD127_autoimmune_axis	True	2.8285297481360625	NO_GO_BLOCKED_PRIOR_OR_BROAD_BIOLOGY	2
NCF1	1	NCF1	self_anchor	5.137519710197456	5.137519710197456	1	wave68_self_anchor					CHEMBL1613743	Neutrophil cytosol factor 1	SINGLE PROTEIN	Homo sapiens	199.0	100.0	12000.0	0.0		200.0	200.0	200.0	cache	cache	cache	5.0	638.0	1.9413509047493085	NO_GO_WAVE62_TARGET_RESOLUTION			0.0	3.0	0.0	UNRESOLVED	0.2471804065886498	1.0		0.0			True	False	False	NADPH_oxidase_host_defense_CGD_directionality_risk	True	2.797068870466034	NO_GO_BLOCKED_PRIOR_OR_BROAD_BIOLOGY	2
STAT1	1	CD274	manual_seed_controller	5.999434497146563	5.999434497146563	1	manual_seed_from_immediate_known_biology									0.0			0.0								0.0	0.0	1.704040303826332	NO_GO_WAVE62_TARGET_RESOLUTION			0.0	0.0	0.0	UNRESOLVED	0.3194300436646786	1.0		0.0	NO_GO_WAVE61_GUARDRAIL	generic_IFN_transcription_axis	False	False	False	generic_IFN_transcription_axis	True	2.749434497146563	NO_GO_BLOCKED_PRIOR_OR_BROAD_BIOLOGY	2
EGFR	1	FCGR2A	incoming_to_anchor	5.448518847279617	5.448518847279617	2	KEA;NetworKIN_KEA									0.0			0.0								0.0	0.0	1.0583012629144235	NO_GO_WAVE62_TARGET_RESOLUTION			0.0	1.0	0.0	UNRESOLVED	-0.1609674374968923	0.9971256078463696		0.0	NO_GO_L1000_MECHANISM_ONLY	PARK_REVIEW	False	False	False		True	2.448518847279617	NO_GO_BLOCKED_PRIOR_OR_BROAD_BIOLOGY	2
CYBB	1	NCF1	manual_seed_controller	5.137519710197456	5.137519710197456	1	manual_seed_from_immediate_known_biology									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.4116235544607243	1.0		0.0			False	False	False	NADPH_oxidase_host_defense_CGD_directionality_risk	True	1.8875197101974557	NO_GO_BLOCKED_PRIOR_OR_BROAD_BIOLOGY	2
NCF2	1	NCF1	manual_seed_controller	5.137519710197456	5.137519710197456	1	manual_seed_from_immediate_known_biology									0.0			0.0								0.0	0.0	2.416815787494911	NO_GO_WAVE62_TARGET_RESOLUTION			2.0	1.0	0.0	UNRESOLVED	0.0634636945069144			0.0			False	False	False	NADPH_oxidase_host_defense_CGD_directionality_risk	True	1.8875197101974557	NO_GO_BLOCKED_PRIOR_OR_BROAD_BIOLOGY	2
FCGR2B	1	FCGR2B	self_anchor	4.05868693547569	4.05868693547569	1	wave68_self_anchor					CHEMBL4662940	Low affinity immunoglobulin gamma Fc region receptor II-b	SINGLE PROTEIN	Homo sapiens	0.0	0.0		1.0	CHEMBL4298134:INHIBITOR	200.0	200.0	200.0	cache	cache	cache	5.0	834.0	1.835668561074276	NO_GO_WAVE62_TARGET_RESOLUTION			0.0	4.0	0.0	UNRESOLVED	-0.1232342873864228	0.9971256078463696		0.0			False	True	False	Fc_receptor_directionality_and_safety	True	1.1891896914129672	NO_GO_BLOCKED_PRIOR_OR_BROAD_BIOLOGY	2
CD86	1	CD80	manual_seed_controller	4.410144002680043	4.410144002680043	1	manual_seed_from_immediate_known_biology									0.0			0.0								0.0	0.0	2.4702414870262146	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE			1.0	5.0	0.9982892957376484	UNRESOLVED	-0.382112823294728	0.9965506589785832		0.0			False	False	False	costimulation_axis_prior_art_and_broad_T_cell_APC_biology	True	1.1601440026800427	NO_GO_BLOCKED_PRIOR_OR_BROAD_BIOLOGY	2
FCGR2A	1	FCGR2A	self_anchor	5.448518847279617	5.448518847279617	1	wave68_self_anchor					CHEMBL5841	Low affinity immunoglobulin gamma Fc region receptor II-a	SINGLE PROTEIN	Homo sapiens	1.0	1.0	12000.0	0.0		200.0	200.0	200.0	cache	cache	cache	5.0	731.0	2.4112932356329155	NO_GO_WAVE62_TARGET_RESOLUTION	Fc_receptor_directionality_and_safety		4.0	7.0	0.0					0.0			False	False	False	Fc_receptor_directionality_and_safety	True	1.0933154518231971	NO_GO_BLOCKED_PRIOR_OR_BROAD_BIOLOGY	2
TNFSF15	1	TNFSF15	self_anchor	5.202509759088988	5.202509759088988	1	wave68_self_anchor									0.0	0.0		0.0		200.0			cache			5.0	583.0	2.399786708229124	NO_GO_WAVE62_TARGET_RESOLUTION			3.0	2.0	0.0	UNRESOLVED	-0.1762724265502284	0.9971256078463696		0.0			False	False	False	TL1A_axis_prior_art_IBD_trials	True	0.8718309221190663	NO_GO_BLOCKED_PRIOR_OR_BROAD_BIOLOGY	2
TNFRSF6B	1	TNFSF15	incoming_to_anchor;outgoing_from_anchor	10.405019518177976	5.202509759088988	19	CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;HINT;HPMR;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015									0.0			0.0								0.0	0.0	2.263159696910598	NO_GO_WAVE62_TARGET_RESOLUTION			1.0	3.0	0.0					0.0			False	False	False		False	13.905019518177976	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
MAP2K6	1	STAT4	incoming_to_anchor	8.46999043921053	8.46999043921053	14	HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.3044245592379456	0.9965506589785832		0.0			False	False	False		False	11.96999043921053	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
PIAS2	1	STAT4	incoming_to_anchor	8.46999043921053	8.46999043921053	4	HPRD;SPIKE_LC;SignaLink3;Wang									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.072170482194162	0.9971256078463696		0.0			False	False	False		False	10.96999043921053	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
IL7	1	IL7R	incoming_to_anchor	7.303112295349752	7.303112295349752	33	Baccin2019;CellCall;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HINT;HPMR;HPMR_LRdb;HPMR_talklr									0.0			0.0								0.0	0.0	1.5928130786851846	NO_GO_WAVE62_TARGET_RESOLUTION			0.0	2.0	0.9459421993593898	UNRESOLVED	-0.2653799441762097	0.9971256078463696		0.0			False	False	False		False	10.803112295349752	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
TSLP	1	IL7R	incoming_to_anchor	7.303112295349752	7.303112295349752	21	Baccin2019;CellCall;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;HINT;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb									0.0			0.0								0.0	0.0	1.5747650093906496	NO_GO_WAVE62_TARGET_RESOLUTION			0.0	1.0	0.0	UNRESOLVED	-0.6235881248010837	0.9965506589785832		0.0			False	False	False		False	10.803112295349752	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
TNFSF9	1	TNFRSF9	incoming_to_anchor;outgoing_from_anchor	7.231303179878387	3.6156515899391937	34	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Cui2007;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.3239823438536358	0.920009505703422		0.0			False	False	False		False	10.731303179878388	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
IL12RB1	1	STAT4	manual_seed_controller	8.46999043921053	8.46999043921053	1	manual_seed_from_immediate_known_biology									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.7130900092706136	0.920009505703422		0.0			False	False	False		False	10.21999043921053	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
IL12RB2	1	STAT4	manual_seed_controller	8.46999043921053	8.46999043921053	1	manual_seed_from_immediate_known_biology									0.0			0.0								0.0	0.0	2.3841357011297193	NO_GO_WAVE62_TARGET_RESOLUTION			3.0	2.0	0.0	UNRESOLVED	-0.6717610545458902	0.920009505703422		0.0			False	False	False		False	10.21999043921053	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
LAMTOR5	1	STAT4	outgoing_from_anchor	8.46999043921053	8.46999043921053	1	SIGNOR									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0					0.0			False	False	False		False	10.21999043921053	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
SOCS3	1	STAT4	incoming_to_anchor	8.46999043921053	8.46999043921053	1	SignaLink3									0.0			0.0								0.0	0.0	1.6478340327739716	NO_GO_WAVE62_TARGET_RESOLUTION			0.0	0.0	0.0	UNRESOLVED	-0.4246427818184284	0.9965506589785832		0.0			False	False	False		False	10.21999043921053	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
CRLF2	1	IL7R	outgoing_from_anchor	7.303112295349752	7.303112295349752	5	HINT;HPRD;NetPath;SignaLink3;Wang									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.8456935419591067	0.920009505703422		0.0			False	False	False		False	10.053112295349752	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
KIT	1	IL7R	incoming_to_anchor	7.303112295349752	7.303112295349752	2	Cellinker;NetPath									0.0			0.0								0.0	0.0	0.723866805434227	NO_GO_WAVE62_TARGET_RESOLUTION			0.0	0.0	0.0	UNRESOLVED	0.3697868398199531	0.920009505703422		0.0			False	False	False		False	9.303112295349752	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
STAT5A	1	IL7R	manual_seed_controller	7.303112295349752	7.303112295349752	1	manual_seed_from_immediate_known_biology									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.1906947195207481	0.9971256078463696		0.0	NO_GO_WAVE61_GUARDRAIL		False	False	False		False	9.053112295349752	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
STAT5B	1	IL7R	manual_seed_controller	7.303112295349752	7.303112295349752	1	manual_seed_from_immediate_known_biology									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.5626077759778159	0.920009505703422		0.0			False	False	False		False	9.053112295349752	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
TNFRSF11B	1	IL7R	outgoing_from_anchor	7.303112295349752	7.303112295349752	1	Cellinker									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.0272691600771346	1.0		0.0			False	False	False		False	9.053112295349752	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
IGF1R	1	LPP	incoming_to_anchor	7.0221028151652645	7.0221028151652645	2	KEA;NetworKIN_KEA									0.0			0.0								0.0	0.0	2.001029788922308	NO_GO_WAVE62_TARGET_RESOLUTION			1.0	1.0	0.0	UNRESOLVED	-0.0048823549427708	1.0		0.0			False	False	False		False	9.022102815165265	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
LCK	1	LPP	incoming_to_anchor	7.0221028151652645	7.0221028151652645	2	KEA;NetworKIN_KEA									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.4257679039019012	0.920009505703422		0.0			False	False	False		False	9.022102815165265	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
NEK2	1	CD274	incoming_to_anchor	5.999434497146563	5.999434497146563	6	PhosphoSite;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;REACH_ProtMapper;SIGNOR									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.1219385079164435	0.9971256078463696		0.0			False	False	False		False	8.999434497146563	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
TGFB1	1	LPP	incoming_to_anchor	7.0221028151652645	7.0221028151652645	1	Cellinker									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.5914996671211104	0.920009505703422		0.0			False	False	False		False	8.772102815165265	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
RAP1A	1	RGS14	manual_seed_controller	6.9880380431873	6.9880380431873	1	manual_seed_from_immediate_known_biology									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.3529315966461271	1.0		0.0			False	False	False		False	8.7380380431873	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
AKT1	1	NCF1	incoming_to_anchor	5.137519710197456	5.137519710197456	11	HPRD;InnateDB;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM_MIMP									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.3268894417717318	0.9971256078463696		0.0	NO_GO_WAVE61_GUARDRAIL		False	False	False		False	8.637519710197456	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
CSNK2A1	1	NCF1	incoming_to_anchor	5.137519710197456	5.137519710197456	11	HPRD;KEA;MIMP;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;iPTMnet;phosphoELM_MIMP									0.0			0.0								0.0	0.0	1.127908525730049	NO_GO_WAVE62_TARGET_RESOLUTION			0.0	1.0	0.0	UNRESOLVED	-0.4655358954591948	0.9965506589785832		0.0			False	False	False		False	8.637519710197456	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
IRAK4	1	NCF1	incoming_to_anchor	5.137519710197456	5.137519710197456	11	InnateDB;MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.3365304913556555	0.9965506589785832		0.0			False	False	False		False	8.637519710197456	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
MAPK1	1	NCF1	incoming_to_anchor	5.137519710197456	5.137519710197456	10	KEA;MIMP;NetworKIN_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM_MIMP									0.0			0.0								0.0	0.0	0.6894493699073792	NO_GO_WAVE62_TARGET_RESOLUTION			0.0	0.0	0.0	UNRESOLVED	-0.1573249470810042	1.0		0.0			False	False	False		False	8.637519710197456	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
MAPK3	1	NCF1	incoming_to_anchor	5.137519710197456	5.137519710197456	14	KEA;MIMP;PhosphoNetworks;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM									0.0			0.0								0.0	0.0	2.3656849056083527	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE			1.0	1.0	0.9957851255480086	UNRESOLVED	-0.1184639160551774	0.9971256078463696		0.0			False	False	False		False	8.637519710197456	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
PRKCA	1	NCF1	incoming_to_anchor	5.137519710197456	5.137519710197456	21	HINT;HPRD;KEA;MIMP;NetworKIN_KEA;PhosphoNetworks;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-1.106004244607857	0.920009505703422		0.0			False	False	False		False	8.637519710197456	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
PRKCB	1	NCF1	incoming_to_anchor	5.137519710197456	5.137519710197456	20	BioGRID;HINT;HPRD;KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;Reactome_ProtMapper									0.0			0.0								0.0	0.0	2.3354507768088704	NO_GO_WAVE62_TARGET_RESOLUTION			1.0	1.0	0.0	UNRESOLVED	-0.0175002117259774	1.0	NO_GO_MODEL_SCREEN	0.0			False	False	False		False	8.637519710197456	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
PRKCD	1	NCF1	incoming_to_anchor	5.137519710197456	5.137519710197456	17	HINT;HPRD;KEA;MIMP;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.2988666989341043	1.0		0.0			False	False	False		False	8.637519710197456	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
PRKCZ	1	NCF1	incoming_to_anchor	5.137519710197456	5.137519710197456	15	BioGRID;HINT;HPRD;InnateDB;KEA;MIMP;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;Reactome_ProtMapper;SIGNOR									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.0514457511364289	0.9971256078463696		0.0			False	False	False		False	8.637519710197456	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
PRKAA1	1	CD274	incoming_to_anchor	5.999434497146563	5.999434497146563	4	PhosphoSite;PhosphoSite_ProtMapper;ProtMapper;Sparser_ProtMapper									0.0			0.0								0.0	0.0	1.006401604416229	NO_GO_WAVE62_TARGET_RESOLUTION			0.0	3.0	0.9400257527850644	UNRESOLVED	-0.4749327130660112	0.920009505703422		0.0			False	False	False		False	8.499434497146563	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
CSNK2A2	1	NCF1	incoming_to_anchor	5.137519710197456	5.137519710197456	7	HPRD;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;phosphoELM_MIMP									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.0736892156764121	0.920009505703422		0.0			False	False	False		False	8.387519710197456	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
CYBA	1	NCF1	outgoing_from_anchor	5.137519710197456	5.137519710197456	7	HINT;HPRD;IntAct;Lit-BM-17;SIGNOR;SPIKE_LC;Wang									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.4997090300363747	0.920009505703422		0.0			False	False	False		False	8.387519710197456	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
RAC1	1	ARHGAP31	outgoing_from_anchor	5.8147993044257245	5.8147993044257245	4	HINT;SIGNOR;SPIKE;SPIKE_LC									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.3425576133890514	0.920009505703422		0.0			False	False	False		False	8.314799304425724	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
RPS6KA1	1	ARHGAP31	incoming_to_anchor	5.8147993044257245	5.8147993044257245	4	PhosphoSite;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.3435535084800052	0.9965506589785832		0.0			False	False	False		False	8.314799304425724	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
CMTM6	1	CD274	incoming_to_anchor	5.999434497146563	5.999434497146563	3	HINT;IntAct;SIGNOR									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.2837862988625613	1.0		0.0			False	False	False		False	8.249434497146563	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
COPS5	1	CD274	incoming_to_anchor	5.999434497146563	5.999434497146563	3	BioGRID;HINT;SIGNOR									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.6749805728416177	0.920009505703422		0.0			False	False	False		False	8.249434497146563	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
PDCD1LG2	1	CD274	outgoing_from_anchor	5.999434497146563	5.999434497146563	3	Cellinker;HINT;Wojtowicz2020									0.0			0.0								0.0	0.0	0.0618878081440925	NO_GO_WAVE62_TARGET_RESOLUTION			0.0	0.0	0.0	UNRESOLVED	-0.1933725438599852	1.0		0.0			False	False	False		False	8.249434497146563	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
NCR3	1	CD274	outgoing_from_anchor	5.999434497146563	5.999434497146563	2	Cellinker;Wojtowicz2020									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0					0.0			False	False	False		False	7.999434497146563	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
RGS14	1	RGS14	self_anchor	6.9880380431873	6.9880380431873	1	wave68_self_anchor									0.0	0.0		0.0		200.0			cache			5.0	70.0	5.299052728193885	PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE			3.0	3.0	0.9952074420704352	UNRESOLVED	0.6360901011615256	0.9971256078463696		0.0			False	False	False		False	7.88614783081571	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
CDC42	1	ARHGAP31	outgoing_from_anchor	5.8147993044257245	5.8147993044257245	2	HINT;SIGNOR									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.0366327362080337	1.0		0.0			False	False	False		False	7.8147993044257245	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
ARIH1	1	CD274	incoming_to_anchor	5.999434497146563	5.999434497146563	1	SIGNOR									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.0129384717585137	1.0		0.0			False	False	False		False	7.749434497146563	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
B3GNT3	1	CD274	incoming_to_anchor	5.999434497146563	5.999434497146563	1	SIGNOR									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.0799468102025863	1.0		0.0			False	False	False		False	7.749434497146563	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
