analysis	disease_name	compartment	module	metric	n_case_donors	n_control_donors	mean_case	mean_control	delta_case_minus_control	hedges_g	welch_t	p	fdr
gse315138_celiac_marker	celiac disease	b_plasma_like	complement_phagocytosis	mean_score	4	2	-0.0535779251335681	0.0002984768955634036	-0.05387640202913151	-1.0415088470166733	-1.591499035256953	0.23133621787704903	0.7809329152755746
gse315138_celiac_marker	celiac disease	b_plasma_like	complement_phagocytosis	high_fraction	4	2	0.13572836524227166	0.1808195353112369	-0.045091170068965236	-0.8334103568453348	-1.1350762679246458	0.38410228200783736	0.8646584969966965
gse315138_celiac_marker	celiac disease	b_plasma_like	hif_nampt_metabolic	mean_score	4	2	0.12588885185538462	0.000425192142564524	0.12546365971282009	0.7883801568915206	1.5478738229503366	0.19707435822887873	0.7809329152755746
gse315138_celiac_marker	celiac disease	b_plasma_like	hif_nampt_metabolic	high_fraction	4	2	0.38270900936754004	0.25055303843290744	0.1321559709346326	0.6855840374242501	1.3046892920019304	0.26217942868907623	0.7809329152755746
gse315138_celiac_marker	celiac disease	b_plasma_like	hla_ii_apc	mean_score	4	2	0.4665971085930185	-0.0010133322088680882	0.4676104408018866	0.8060241338085412	1.6697157718701432	0.17863593804359937	0.7809329152755746
gse315138_celiac_marker	celiac disease	b_plasma_like	hla_ii_apc	high_fraction	4	2	0.4459606080502745	0.24943709647702056	0.19652351157325393	1.1468712718159566	2.2006743621362204	0.09260291087178403	0.7809329152755746
gse315138_celiac_marker	celiac disease	b_plasma_like	ifn_apc	mean_score	4	2	0.22420782323322946	0.0003042580162331901	0.22390356521699628	0.6893037887831713	1.4729605099171958	0.23205597409023296	0.7809329152755746
gse315138_celiac_marker	celiac disease	b_plasma_like	ifn_apc	high_fraction	4	2	0.39850076130177436	0.2504873947884435	0.14801336651333086	0.6478307700346243	1.2987758757697878	0.26597615668002933	0.7809329152755746
gse315138_celiac_marker	celiac disease	b_plasma_like	inflammatory_nfkb	mean_score	4	2	0.15126993114981704	0.0005567965183972019	0.15071313463141983	1.3620725480606564	2.2189211616873235	0.11697835223949947	0.7809329152755746
gse315138_celiac_marker	celiac disease	b_plasma_like	inflammatory_nfkb	high_fraction	4	2	0.37883533070109954	0.2506755732359068	0.12815975746519276	0.6146864593519422	1.1392514612969853	0.31975657993015205	0.8222312055346767
gse315138_celiac_marker	celiac disease	b_plasma_like	lipid_loader_repair	mean_score	4	2	0.030990494165269146	7.773766938520658e-05	0.030912756495883938	0.8081127346593239	1.6495713342780347	0.17952411001645088	0.7809329152755746
gse315138_celiac_marker	celiac disease	b_plasma_like	lipid_loader_repair	high_fraction	4	2	0.2603585180066532	0.22081083029641851	0.0395476877102347	0.6800424329208988	1.3734171653408291	0.24472095323852078	0.7809329152755746
gse315138_celiac_marker	celiac disease	b_plasma_like	lysosomal_apc	mean_score	4	2	-0.00040765028582165005	0.00046858193324922706	-0.0008762322190708771	-0.013668439732403462	-0.01829372685854683	0.9872732886196984	0.9908061981157454
gse315138_celiac_marker	celiac disease	b_plasma_like	lysosomal_apc	high_fraction	4	2	0.22943022021359966	0.2502860876120875	-0.020855867398487826	-0.5482436099718507	-0.6498772518726309	0.6059621389771724	0.890821094853667
gse315138_celiac_marker	celiac disease	b_plasma_like	mif_cd74_receptor_state	mean_score	4	2	0.4578148093041608	-0.0010639170346723181	0.4588787263388331	0.7827649563781689	1.6161078684672041	0.18887047482548802	0.7809329152755746
gse315138_celiac_marker	celiac disease	b_plasma_like	mif_cd74_receptor_state	high_fraction	4	2	0.4604974895624917	0.2495727600089127	0.210924729553579	1.0319109954090018	2.1262281047074274	0.10751152629510784	0.7809329152755746
gse315138_celiac_marker	celiac disease	b_plasma_like	mixscale_validated_ifng_readout	mean_score	4	2	0.16903703123926145	0.0006606200687678185	0.16837641117049362	0.6468902738777504	1.2812347359153176	0.27035111449723986	0.7809329152755746
gse315138_celiac_marker	celiac disease	b_plasma_like	mixscale_validated_ifng_readout	high_fraction	4	2	0.38117352687239114	0.2506318108062642	0.13054171606612697	0.5372431481309163	1.045832126808193	0.35479036752468635	0.8433290540177987
gse315138_celiac_marker	celiac disease	epithelial_like	complement_phagocytosis	mean_score	4	2	0.006004637392867589	0.023203185301210252	-0.017198547908342663	-0.187185775057124	-0.23421518771588887	0.8422494531283408	0.9412308181532253
gse315138_celiac_marker	celiac disease	epithelial_like	complement_phagocytosis	high_fraction	4	2	0.2954897680970514	0.2835298909103726	0.011959877186678791	0.10379711176141133	0.11766592179410387	0.9217752980115115	0.9704720426171084
gse315138_celiac_marker	celiac disease	epithelial_like	hif_nampt_metabolic	mean_score	4	2	0.1494708763700257	0.033173474382309304	0.1162974019877164	1.0362574054386042	1.1613891191985142	0.41695505484884515	0.8726966264278154
gse315138_celiac_marker	celiac disease	epithelial_like	hif_nampt_metabolic	high_fraction	4	2	0.3752845934703503	0.2797050693198486	0.0955795241505017	0.9173117706936657	1.055386884011504	0.4451976959964841	0.890821094853667
gse315138_celiac_marker	celiac disease	epithelial_like	hla_ii_apc	mean_score	4	2	0.49472080467536034	-0.024972402271787916	0.5196932069471483	1.7241676210578172	3.387121128155335	0.02793236343824447	0.7809329152755746
gse315138_celiac_marker	celiac disease	epithelial_like	hla_ii_apc	high_fraction	4	2	0.5627717260778211	0.22484082519347914	0.33793090088434197	1.9081250509664853	3.2348275444869796	0.04357740680061918	0.7809329152755746
gse315138_celiac_marker	celiac disease	epithelial_like	ifn_apc	mean_score	4	2	0.4248749246349446	0.036533293726664404	0.38834163090828017	1.2038093105831928	2.201961976402662	0.09560879649599151	0.7809329152755746
gse315138_celiac_marker	celiac disease	epithelial_like	ifn_apc	high_fraction	4	2	0.521164530634171	0.274187293910568	0.246977236723603	1.128715393964576	2.078716721458854	0.1086537419116167	0.7809329152755746
