source	signal	status	detail	score_values_read
analysis/v46_aggregate_only_returned_package_composition_dryrun/author_run_return_gate/author_run_return_gate_summary.json	terms_status	PASS	operator/data-use status supplied before interpretation	false
analysis/v46_aggregate_only_returned_package_composition_dryrun/author_run_return_gate/author_run_return_gate_summary.json	redaction_status	PASS	must pass before any other interpretation	false
analysis/v46_aggregate_only_returned_package_composition_dryrun/author_run_return_gate/author_run_return_gate_summary.json	completeness_status	PASS	minimum aggregate outputs must be present	false
analysis/v46_aggregate_only_returned_package_composition_dryrun/author_run_return_gate/author_run_return_gate_summary.json	return_gate_overall	PASS	combined return gate	false
analysis/v46_aggregate_only_returned_package_composition_dryrun/aggregate_schema_validator/author_run_schema_validation_summary.json	schema_status	PASS	aggregate value schema must pass before interpretation	false
analysis/v45_metadata_contradiction_stress/clean_pass/metadata_contradiction_summary.json	metadata_status	PASS	metadata contradictions must be absent	false
analysis/v45_route_analyzable_pair_calculator/gafson_partial_return/analyzable_pair_summary.json	decision_band	below_v45_planning_floor	pre-score analyzable-pair planning band	false
analysis/v45_route_analyzable_pair_calculator/gafson_partial_return/analyzable_pair_summary.json	min_response_group_n	6	cohort-size signal only; no score values read	false
analysis/v46_aggregate_only_returned_package_composition_dryrun/synthetic/batch_confounder_clean.json	batch_or_confounder_warning	PASS	overall_status=PASS; diagnostic_status=PASS	false
