gate	v38_n	v38_fraction	v36_n	v36_fraction	fraction_delta_v36_minus_v38
evidence_resolution_or_data_gap	7	0.28	6	0.46153846153846156	0.18153846153846154
context_axis_or_branch	5	0.2	2	0.15384615384615385	-0.046153846153846156
direction_modality	5	0.2	0	0.0	-0.2
specificity_control	4	0.16	2	0.15384615384615385	-0.006153846153846149
complexity_overfit	2	0.08	3	0.23076923076923078	0.15076923076923077
marker_not_driver	2	0.08	0	0.0	-0.08
