artifact_type	geo_accession	sample_id	url	target_path	required_for
sample_raw_cel	GSE228330	GSM7119026	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7119nnn/GSM7119026/suppl/GSM7119026_O37_Clariom_D_Human_.CEL.gz	data/quarantine/gse228330_pharmacodynamic/raw/GSM7119026_O37_Clariom_D_Human_.CEL.gz	raw_reprocessing_or_audit
sample_chp	GSE228330	GSM7119026	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7119nnn/GSM7119026/suppl/GSM7119026_O37_Clariom_D_Human_.sst-rma-combined-dabg.chp.gz	data/quarantine/gse228330_pharmacodynamic/raw/GSM7119026_O37_Clariom_D_Human_.sst-rma-combined-dabg.chp.gz	raw_reprocessing_or_audit
sample_raw_cel	GSE228330	GSM7119027	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7119nnn/GSM7119027/suppl/GSM7119027_O40_Clariom_D_Human_.CEL.gz	data/quarantine/gse228330_pharmacodynamic/raw/GSM7119027_O40_Clariom_D_Human_.CEL.gz	raw_reprocessing_or_audit
sample_chp	GSE228330	GSM7119027	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7119nnn/GSM7119027/suppl/GSM7119027_O40_Clariom_D_Human_.sst-rma-combined-dabg.chp.gz	data/quarantine/gse228330_pharmacodynamic/raw/GSM7119027_O40_Clariom_D_Human_.sst-rma-combined-dabg.chp.gz	raw_reprocessing_or_audit
sample_raw_cel	GSE228330	GSM7119028	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7119nnn/GSM7119028/suppl/GSM7119028_O43_Clariom_D_Human_.CEL.gz	data/quarantine/gse228330_pharmacodynamic/raw/GSM7119028_O43_Clariom_D_Human_.CEL.gz	raw_reprocessing_or_audit
sample_chp	GSE228330	GSM7119028	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7119nnn/GSM7119028/suppl/GSM7119028_O43_Clariom_D_Human_.sst-rma-combined-dabg.chp.gz	data/quarantine/gse228330_pharmacodynamic/raw/GSM7119028_O43_Clariom_D_Human_.sst-rma-combined-dabg.chp.gz	raw_reprocessing_or_audit
sample_raw_cel	GSE228330	GSM7119029	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7119nnn/GSM7119029/suppl/GSM7119029_O46_Clariom_D_Human_.CEL.gz	data/quarantine/gse228330_pharmacodynamic/raw/GSM7119029_O46_Clariom_D_Human_.CEL.gz	raw_reprocessing_or_audit
sample_chp	GSE228330	GSM7119029	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7119nnn/GSM7119029/suppl/GSM7119029_O46_Clariom_D_Human_.sst-rma-combined-dabg.chp.gz	data/quarantine/gse228330_pharmacodynamic/raw/GSM7119029_O46_Clariom_D_Human_.sst-rma-combined-dabg.chp.gz	raw_reprocessing_or_audit
sample_raw_cel	GSE228330	GSM7119030	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7119nnn/GSM7119030/suppl/GSM7119030_O3_Clariom_D_Human_.CEL.gz	data/quarantine/gse228330_pharmacodynamic/raw/GSM7119030_O3_Clariom_D_Human_.CEL.gz	raw_reprocessing_or_audit
sample_chp	GSE228330	GSM7119030	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7119nnn/GSM7119030/suppl/GSM7119030_O3_Clariom_D_Human_.sst-rma-combined-dabg.chp.gz	data/quarantine/gse228330_pharmacodynamic/raw/GSM7119030_O3_Clariom_D_Human_.sst-rma-combined-dabg.chp.gz	raw_reprocessing_or_audit
sample_raw_cel	GSE228330	GSM7119031	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7119nnn/GSM7119031/suppl/GSM7119031_O6_Clariom_D_Human_.CEL.gz	data/quarantine/gse228330_pharmacodynamic/raw/GSM7119031_O6_Clariom_D_Human_.CEL.gz	raw_reprocessing_or_audit
sample_chp	GSE228330	GSM7119031	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7119nnn/GSM7119031/suppl/GSM7119031_O6_Clariom_D_Human_.sst-rma-combined-dabg.chp.gz	data/quarantine/gse228330_pharmacodynamic/raw/GSM7119031_O6_Clariom_D_Human_.sst-rma-combined-dabg.chp.gz	raw_reprocessing_or_audit
sample_raw_cel	GSE228330	GSM7119032	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7119nnn/GSM7119032/suppl/GSM7119032_O8_Clariom_D_Human_.CEL.gz	data/quarantine/gse228330_pharmacodynamic/raw/GSM7119032_O8_Clariom_D_Human_.CEL.gz	raw_reprocessing_or_audit
sample_chp	GSE228330	GSM7119032	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7119nnn/GSM7119032/suppl/GSM7119032_O8_Clariom_D_Human_.sst-rma-combined-dabg.chp.gz	data/quarantine/gse228330_pharmacodynamic/raw/GSM7119032_O8_Clariom_D_Human_.sst-rma-combined-dabg.chp.gz	raw_reprocessing_or_audit
sample_raw_cel	GSE228330	GSM7119033	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7119nnn/GSM7119033/suppl/GSM7119033_O13_Clariom_D_Human_.CEL.gz	data/quarantine/gse228330_pharmacodynamic/raw/GSM7119033_O13_Clariom_D_Human_.CEL.gz	raw_reprocessing_or_audit
sample_chp	GSE228330	GSM7119033	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7119nnn/GSM7119033/suppl/GSM7119033_O13_Clariom_D_Human_.sst-rma-combined-dabg.chp.gz	data/quarantine/gse228330_pharmacodynamic/raw/GSM7119033_O13_Clariom_D_Human_.sst-rma-combined-dabg.chp.gz	raw_reprocessing_or_audit
sample_raw_cel	GSE228330	GSM7119034	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7119nnn/GSM7119034/suppl/GSM7119034_O16_Clariom_D_Human_.CEL.gz	data/quarantine/gse228330_pharmacodynamic/raw/GSM7119034_O16_Clariom_D_Human_.CEL.gz	raw_reprocessing_or_audit
sample_chp	GSE228330	GSM7119034	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7119nnn/GSM7119034/suppl/GSM7119034_O16_Clariom_D_Human_.sst-rma-combined-dabg.chp.gz	data/quarantine/gse228330_pharmacodynamic/raw/GSM7119034_O16_Clariom_D_Human_.sst-rma-combined-dabg.chp.gz	raw_reprocessing_or_audit
sample_raw_cel	GSE228330	GSM7119035	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7119nnn/GSM7119035/suppl/GSM7119035_O19_Clariom_D_Human_.CEL.gz	data/quarantine/gse228330_pharmacodynamic/raw/GSM7119035_O19_Clariom_D_Human_.CEL.gz	raw_reprocessing_or_audit
sample_chp	GSE228330	GSM7119035	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7119nnn/GSM7119035/suppl/GSM7119035_O19_Clariom_D_Human_.sst-rma-combined-dabg.chp.gz	data/quarantine/gse228330_pharmacodynamic/raw/GSM7119035_O19_Clariom_D_Human_.sst-rma-combined-dabg.chp.gz	raw_reprocessing_or_audit
sample_raw_cel	GSE228330	GSM7119036	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7119nnn/GSM7119036/suppl/GSM7119036_O22_Clariom_D_Human_.CEL.gz	data/quarantine/gse228330_pharmacodynamic/raw/GSM7119036_O22_Clariom_D_Human_.CEL.gz	raw_reprocessing_or_audit
